fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
27,Fresno,Fresno Station,3/9/2019,13:10,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/9/2019,13:30,San Francisco,Salesforce Transit Center,0,
33,Fresno,Fresno Station,3/9/2019,16:50,San Francisco,Salesforce Transit Center,0,
48,Fresno,Fresno Station,3/2/2019,12:00,San Diego,Santa Fe Depot,0,
49,Los Angeles,Union Station,3/3/2019,19:00,San Francisco,Salesforce Transit Center,0,
12,Anaheim,Anaheim Intermodal Center,3/6/2019,18:00,Los Angeles,Union Station,0,
76,Sacramento,Sacramento Valley Station,3/2/2019,11:00,San Diego,Santa Fe Depot,1,
24,San Diego,Santa Fe Depot,3/1/2019,16:40,Los Angeles,Union Station,0,
37,Las Vegas,Union Plaza,3/3/2019,15:50,San Diego,Santa Fe Depot,0,
13,Los Angeles,Union Station,3/1/2019,19:10,Anaheim,Anaheim Intermodal Center,0,
40,Fresno,Fresno Station,3/2/2019,18:00,Anaheim,Anaheim Intermodal Center,0,
46,San Francisco,Salesforce Transit Center,3/1/2019,11:40,Anaheim,Anaheim Intermodal Center,0,
24,New York,Port Authority Station,3/2/2019,7:40,Philadelphia,Intercity Terminal,0,
12,Anaheim,Anaheim Intermodal Center,3/3/2019,18:00,Los Angeles,Union Station,0,
73,Sacramento,Sacramento Valley Station,3/2/2019,10:40,Las Vegas,Union Plaza,1,
31,Fresno,Fresno Station,3/4/2019,11:20,Sacramento,Sacramento Valley Station,0,
49,Fresno,Fresno Station,3/3/2019,6:00,San Diego,Santa Fe Depot,0,
11,Long Beach,Downtown Station,3/4/2019,13:40,Los Angeles,Union Station,0,
18,New York,Port Authority Station,3/2/2019,16:30,Philadelphia,Intercity Terminal,0,
20,Long Beach,Downtown Station,3/1/2019,11:50,San Diego,Santa Fe Depot,0,
12,Los Angeles,Union Station,3/11/2019,6:30,Long Beach,Downtown Station,0,
11,Los Angeles,Union Station,3/11/2019,6:40,Long Beach,Downtown Station,0,
10,Los Angeles,Union Station,3/11/2019,7:00,Long Beach,Downtown Station,0,
13,Los Angeles,Union Station,3/11/2019,7:40,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/11/2019,9:00,Long Beach,Downtown Station,0,
10,Los Angeles,Union Station,3/11/2019,10:40,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/11/2019,10:50,Long Beach,Downtown Station,0,
11,Los Angeles,Union Station,3/11/2019,11:00,Long Beach,Downtown Station,0,
10,Los Angeles,Union Station,3/11/2019,11:50,Long Beach,Downtown Station,0,
10,Los Angeles,Union Station,3/11/2019,12:50,Long Beach,Downtown Station,0,
37,Long Beach,Downtown Station,3/3/2019,7:10,Las Vegas,Union Plaza,0,
44,Long Beach,Downtown Station,3/3/2019,10:10,Las Vegas,Union Plaza,0,
34,Long Beach,Downtown Station,3/3/2019,15:30,Las Vegas,Union Plaza,0,
39,Long Beach,Downtown Station,3/3/2019,16:50,Las Vegas,Union Plaza,0,
36,Fresno,Fresno Station,3/2/2019,9:50,Long Beach,Downtown Station,0,
38,Fresno,Fresno Station,3/2/2019,12:30,Long Beach,Downtown Station,0,
34,Fresno,Fresno Station,3/2/2019,13:40,Long Beach,Downtown Station,0,
37,Fresno,Fresno Station,3/2/2019,17:10,Long Beach,Downtown Station,0,
36,Fresno,Fresno Station,3/2/2019,18:40,Long Beach,Downtown Station,0,
37,Fresno,Fresno Station,3/2/2019,19:00,Long Beach,Downtown Station,0,
22,Sacramento,Sacramento Valley Station,3/10/2019,7:40,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/10/2019,8:30,San Francisco,Salesforce Transit Center,0,
24,Sacramento,Sacramento Valley Station,3/10/2019,10:20,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/10/2019,10:50,San Francisco,Salesforce Transit Center,0,
19,Sacramento,Sacramento Valley Station,3/10/2019,11:00,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/10/2019,12:50,San Francisco,Salesforce Transit Center,0,
22,Sacramento,Sacramento Valley Station,3/10/2019,13:00,San Francisco,Salesforce Transit Center,0,
25,Sacramento,Sacramento Valley Station,3/10/2019,13:20,San Francisco,Salesforce Transit Center,0,
23,Sacramento,Sacramento Valley Station,3/10/2019,17:50,San Francisco,Salesforce Transit Center,0,
21,Sacramento,Sacramento Valley Station,3/10/2019,18:00,San Francisco,Salesforce Transit Center,0,
21,Long Beach,Downtown Station,3/1/2019,7:00,San Diego,Santa Fe Depot,0,
26,Long Beach,Downtown Station,3/1/2019,8:40,San Diego,Santa Fe Depot,0,
23,Long Beach,Downtown Station,3/1/2019,10:30,San Diego,Santa Fe Depot,0,
22,Long Beach,Downtown Station,3/1/2019,11:30,San Diego,Santa Fe Depot,0,
27,Long Beach,Downtown Station,3/1/2019,11:40,San Diego,Santa Fe Depot,0,
26,Long Beach,Downtown Station,3/1/2019,13:00,San Diego,Santa Fe Depot,0,
21,Long Beach,Downtown Station,3/1/2019,15:40,San Diego,Santa Fe Depot,0,
26,Long Beach,Downtown Station,3/1/2019,15:50,San Diego,Santa Fe Depot,0,
25,Long Beach,Downtown Station,3/1/2019,19:40,San Diego,Santa Fe Depot,0,
42,San Francisco,Salesforce Transit Center,3/11/2019,9:20,Anaheim,Anaheim Intermodal Center,0,
46,San Francisco,Salesforce Transit Center,3/11/2019,11:00,Anaheim,Anaheim Intermodal Center,0,
42,San Francisco,Salesforce Transit Center,3/11/2019,11:40,Anaheim,Anaheim Intermodal Center,0,
47,San Francisco,Salesforce Transit Center,3/11/2019,15:10,Anaheim,Anaheim Intermodal Center,0,
51,San Francisco,Salesforce Transit Center,3/11/2019,17:50,Anaheim,Anaheim Intermodal Center,0,
43,San Francisco,Salesforce Transit Center,3/11/2019,18:20,Anaheim,Anaheim Intermodal Center,0,
53,San Francisco,Salesforce Transit Center,3/11/2019,18:50,Anaheim,Anaheim Intermodal Center,0,
23,San Francisco,Salesforce Transit Center,3/4/2019,7:20,Sacramento,Sacramento Valley Station,0,
18,San Francisco,Salesforce Transit Center,3/4/2019,9:40,Sacramento,Sacramento Valley Station,0,
23,San Francisco,Salesforce Transit Center,3/4/2019,10:00,Sacramento,Sacramento Valley Station,0,
22,San Francisco,Salesforce Transit Center,3/4/2019,11:40,Sacramento,Sacramento Valley Station,0,
22,San Francisco,Salesforce Transit Center,3/4/2019,12:30,Sacramento,Sacramento Valley Station,0,
25,San Francisco,Salesforce Transit Center,3/4/2019,13:20,Sacramento,Sacramento Valley Station,0,
27,San Francisco,Salesforce Transit Center,3/4/2019,14:10,Sacramento,Sacramento Valley Station,0,
24,San Francisco,Salesforce Transit Center,3/4/2019,16:40,Sacramento,Sacramento Valley Station,0,
24,San Francisco,Salesforce Transit Center,3/4/2019,17:30,Sacramento,Sacramento Valley Station,0,
22,San Francisco,Salesforce Transit Center,3/4/2019,18:10,Sacramento,Sacramento Valley Station,0,
14,Los Angeles,Union Station,3/7/2019,7:00,Anaheim,Anaheim Intermodal Center,0,
14,Los Angeles,Union Station,3/7/2019,11:10,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/7/2019,13:30,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/7/2019,13:50,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/7/2019,15:00,Anaheim,Anaheim Intermodal Center,0,
11,Los Angeles,Union Station,3/7/2019,15:40,Anaheim,Anaheim Intermodal Center,0,
13,Los Angeles,Union Station,3/7/2019,15:50,Anaheim,Anaheim Intermodal Center,0,
12,Los Angeles,Union Station,3/7/2019,17:30,Anaheim,Anaheim Intermodal Center,0,
29,Washington,Union Station,3/11/2019,7:10,Philadelphia,Intercity Terminal,0,
28,Washington,Union Station,3/11/2019,7:50,Philadelphia,Intercity Terminal,0,
27,Washington,Union Station,3/11/2019,8:40,Philadelphia,Intercity Terminal,0,
28,Washington,Union Station,3/11/2019,9:00,Philadelphia,Intercity Terminal,0,
32,Washington,Union Station,3/11/2019,12:00,Philadelphia,Intercity Terminal,0,
30,Washington,Union Station,3/11/2019,14:10,Philadelphia,Intercity Terminal,0,
26,Washington,Union Station,3/11/2019,15:30,Philadelphia,Intercity Terminal,0,
31,Washington,Union Station,3/11/2019,17:40,Philadelphia,Intercity Terminal,0,
11,Los Angeles,Union Station,3/5/2019,6:30,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/5/2019,6:40,Long Beach,Downtown Station,0,
10,Los Angeles,Union Station,3/5/2019,7:00,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/5/2019,7:40,Long Beach,Downtown Station,0,
9,Los Angeles,Union Station,3/5/2019,9:00,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/5/2019,10:40,Long Beach,Downtown Station,0,
10,Los Angeles,Union Station,3/5/2019,10:50,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/5/2019,11:00,Long Beach,Downtown Station,0,
10,Los Angeles,Union Station,3/5/2019,11:50,Long Beach,Downtown Station,0,
11,Los Angeles,Union Station,3/5/2019,12:50,Long Beach,Downtown Station,0,
13,Los Angeles,Union Station,3/14/2019,6:30,Long Beach,Downtown Station,0,
11,Los Angeles,Union Station,3/14/2019,6:40,Long Beach,Downtown Station,0,
11,Los Angeles,Union Station,3/14/2019,7:00,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/14/2019,7:40,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/14/2019,9:00,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/14/2019,10:40,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/14/2019,10:50,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/14/2019,11:00,Long Beach,Downtown Station,0,
12,Los Angeles,Union Station,3/14/2019,11:50,Long Beach,Downtown Station,0,
33,San Francisco,Salesforce Transit Center,3/10/2019,9:20,Fresno,Fresno Station,0,
34,San Francisco,Salesforce Transit Center,3/10/2019,10:20,Fresno,Fresno Station,0,
36,San Francisco,Salesforce Transit Center,3/10/2019,12:20,Fresno,Fresno Station,0,
33,San Francisco,Salesforce Transit Center,3/10/2019,14:30,Fresno,Fresno Station,0,
34,San Francisco,Salesforce Transit Center,3/10/2019,16:30,Fresno,Fresno Station,0,
27,San Francisco,Salesforce Transit Center,3/10/2019,17:30,Fresno,Fresno Station,0,
35,San Francisco,Salesforce Transit Center,3/10/2019,18:20,Fresno,Fresno Station,0,
25,San Diego,Santa Fe Depot,3/7/2019,10:10,Anaheim,Anaheim Intermodal Center,0,
24,San Diego,Santa Fe Depot,3/7/2019,10:40,Anaheim,Anaheim Intermodal Center,0,
22,San Diego,Santa Fe Depot,3/7/2019,13:20,Anaheim,Anaheim Intermodal Center,0,
24,San Diego,Santa Fe Depot,3/7/2019,14:00,Anaheim,Anaheim Intermodal Center,0,
25,San Diego,Santa Fe Depot,3/7/2019,14:10,Anaheim,Anaheim Intermodal Center,0,
24,San Diego,Santa Fe Depot,3/7/2019,16:50,Anaheim,Anaheim Intermodal Center,0,
22,San Diego,Santa Fe Depot,3/7/2019,18:00,Anaheim,Anaheim Intermodal Center,0,
23,San Diego,Santa Fe Depot,3/7/2019,18:10,Anaheim,Anaheim Intermodal Center,0,
27,San Diego,Santa Fe Depot,3/7/2019,18:40,Anaheim,Anaheim Intermodal Center,0,
74,Sacramento,Sacramento Valley Station,3/7/2019,7:40,Long Beach,Downtown Station,1,
60,Sacramento,Sacramento Valley Station,3/7/2019,8:30,Long Beach,Downtown Station,1,
71,Sacramento,Sacramento Valley Station,3/7/2019,11:00,Long Beach,Downtown Station,1,
64,Sacramento,Sacramento Valley Station,3/7/2019,13:00,Long Beach,Downtown Station,1,
61,Sacramento,Sacramento Valley Station,3/7/2019,13:20,Long Beach,Downtown Station,1,
69,Sacramento,Sacramento Valley Station,3/7/2019,13:30,Long Beach,Downtown Station,1,
68,Sacramento,Sacramento Valley Station,3/7/2019,19:50,Long Beach,Downtown Station,1,
21,San Diego,Santa Fe Depot,3/10/2019,10:10,Anaheim,Anaheim Intermodal Center,0,
22,San Diego,Santa Fe Depot,3/10/2019,10:40,Anaheim,Anaheim Intermodal Center,0,
23,San Diego,Santa Fe Depot,3/10/2019,13:20,Anaheim,Anaheim Intermodal Center,0,
24,San Diego,Santa Fe Depot,3/10/2019,14:00,Anaheim,Anaheim Intermodal Center,0,
25,San Diego,Santa Fe Depot,3/10/2019,14:10,Anaheim,Anaheim Intermodal Center,0,
25,San Diego,Santa Fe Depot,3/10/2019,16:50,Anaheim,Anaheim Intermodal Center,0,
27,San Diego,Santa Fe Depot,3/10/2019,18:00,Anaheim,Anaheim Intermodal Center,0,
23,San Diego,Santa Fe Depot,3/10/2019,18:10,Anaheim,Anaheim Intermodal Center,0,
21,San Diego,Santa Fe Depot,3/10/2019,18:40,Anaheim,Anaheim Intermodal Center,0,
24,Long Beach,Downtown Station,3/7/2019,7:00,San Diego,Santa Fe Depot,0,
22,Long Beach,Downtown Station,3/7/2019,8:40,San Diego,Santa Fe Depot,0,
27,Long Beach,Downtown Station,3/7/2019,10:30,San Diego,Santa Fe Depot,0,
25,Long Beach,Downtown Station,3/7/2019,11:30,San Diego,Santa Fe Depot,0,
26,Long Beach,Downtown Station,3/7/2019,11:40,San Diego,Santa Fe Depot,0,
24,Long Beach,Downtown Station,3/7/2019,11:50,San Diego,Santa Fe Depot,0,
24,Long Beach,Downtown Station,3/7/2019,13:00,San Diego,Santa Fe Depot,0,
24,Long Beach,Downtown Station,3/7/2019,15:40,San Diego,Santa Fe Depot,0,
25,Long Beach,Downtown Station,3/7/2019,15:50,San Diego,Santa Fe Depot,0,
24,Long Beach,Downtown Station,3/7/2019,19:40,San Diego,Santa Fe Depot,0,
28,San Diego,Santa Fe Depot,3/13/2019,6:10,Los Angeles,Union Station,0,
26,San Diego,Santa Fe Depot,3/13/2019,6:50,Los Angeles,Union Station,0,
27,San Diego,Santa Fe Depot,3/13/2019,8:30,Los Angeles,Union Station,0,
29,San Diego,Santa Fe Depot,3/13/2019,9:50,Los Angeles,Union Station,0,
20,San Diego,Santa Fe Depot,3/13/2019,10:00,Los Angeles,Union Station,0,
23,San Diego,Santa Fe Depot,3/13/2019,12:40,Los Angeles,Union Station,0,
28,San Diego,Santa Fe Depot,3/13/2019,12:50,Los Angeles,Union Station,0,
25,San Diego,Santa Fe Depot,3/13/2019,13:30,Los Angeles,Union Station,0,
25,San Diego,Santa Fe Depot,3/13/2019,14:10,Los Angeles,Union Station,0,
29,San Diego,Santa Fe Depot,3/13/2019,16:30,Los Angeles,Union Station,0,
42,San Diego,Santa Fe Depot,3/4/2019,18:50,Las Vegas,Union Plaza,0,
24,New York,Port Authority Station,3/2/2019,8:00,Philadelphia,Intercity Terminal,0,
21,New York,Port Authority Station,3/2/2019,11:30,Philadelphia,Intercity Terminal,0,
23,New York,Port Authority Station,3/2/2019,14:10,Philadelphia,Intercity Terminal,0,
20,New York,Port Authority Station,3/2/2019,18:30,Philadelphia,Intercity Terminal,0,
25,New York,Port Authority Station,3/2/2019,19:40,Philadelphia,Intercity Terminal,0,
23,New York,Port Authority Station,3/12/2019,7:40,Philadelphia,Intercity Terminal,0,
23,New York,Port Authority Station,3/12/2019,8:00,Philadelphia,Intercity Terminal,0,
25,New York,Port Authority Station,3/12/2019,11:30,Philadelphia,Intercity Terminal,0,
24,New York,Port Authority Station,3/12/2019,14:10,Philadelphia,Intercity Terminal,0,
26,New York,Port Authority Station,3/12/2019,16:30,Philadelphia,Intercity Terminal,0,
21,New York,Port Authority Station,3/12/2019,18:30,Philadelphia,Intercity Terminal,0,
25,New York,Port Authority Station,3/12/2019,19:40,Philadelphia,Intercity Terminal,0,
44,Fresno,Fresno Station,3/4/2019,7:20,Las Vegas,Union Plaza,0,
41,Fresno,Fresno Station,3/4/2019,8:50,Las Vegas,Union Plaza,0,
42,Fresno,Fresno Station,3/4/2019,9:10,Las Vegas,Union Plaza,0,
47,Fresno,Fresno Station,3/4/2019,11:50,Las Vegas,Union Plaza,0,
36,Fresno,Fresno Station,3/4/2019,12:00,Las Vegas,Union Plaza,0,
39,Fresno,Fresno Station,3/4/2019,12:40,Las Vegas,Union Plaza,0,
39,Fresno,Fresno Station,3/4/2019,14:30,Las Vegas,Union Plaza,0,
41,Fresno,Fresno Station,3/4/2019,15:00,Las Vegas,Union Plaza,0,
38,Fresno,Fresno Station,3/4/2019,17:30,Las Vegas,Union Plaza,0,
41,Fresno,Fresno Station,3/4/2019,18:50,Las Vegas,Union Plaza,0,
27,Seattle,King Street Station,3/8/2019,6:40,Vancouver,Pacific Central Station,0,
24,Seattle,King Street Station,3/8/2019,7:40,Vancouver,Pacific Central Station,0,
26,Seattle,King Street Station,3/8/2019,8:40,Vancouver,Pacific Central Station,0,
25,Seattle,King Street Station,3/8/2019,8:50,Vancouver,Pacific Central Station,0,
25,Seattle,King Street Station,3/8/2019,10:10,Vancouver,Pacific Central Station,0,
28,Seattle,King Street Station,3/8/2019,12:30,Vancouver,Pacific Central Station,0,
26,Seattle,King Street Station,3/8/2019,14:00,Vancouver,Pacific Central Station,0,
27,Seattle,King Street Station,3/8/2019,16:20,Vancouver,Pacific Central Station,0,
27,Seattle,King Street Station,3/8/2019,19:10,Vancouver,Pacific Central Station,0,
42,Fresno,Fresno Station,3/11/2019,9:50,Long Beach,Downtown Station,0,
39,Fresno,Fresno Station,3/11/2019,12:30,Long Beach,Downtown Station,0,
44,Fresno,Fresno Station,3/11/2019,13:40,Long Beach,Downtown Station,0,
38,Fresno,Fresno Station,3/11/2019,17:10,Long Beach,Downtown Station,0,
39,Fresno,Fresno Station,3/11/2019,18:40,Long Beach,Downtown Station,0,
40,Fresno,Fresno Station,3/11/2019,19:00,Long Beach,Downtown Station,0,
43,Los Angeles,Union Station,3/6/2019,11:20,Sacramento,Sacramento Valley Station,0,
48,Los Angeles,Union Station,3/6/2019,12:20,Sacramento,Sacramento Valley Station,0,
50,Los Angeles,Union Station,3/6/2019,15:30,Sacramento,Sacramento Valley Station,0,
30,Portland,Portland Bus Station,3/14/2019,8:40,Seattle,King Street Station,0,
27,Portland,Portland Bus Station,3/14/2019,9:30,Seattle,King Street Station,0,
29,Portland,Portland Bus Station,3/14/2019,10:10,Seattle,King Street Station,0,
35,Portland,Portland Bus Station,3/14/2019,11:00,Seattle,King Street Station,0,
32,Portland,Portland Bus Station,3/14/2019,12:40,Seattle,King Street Station,0,
30,Portland,Portland Bus Station,3/14/2019,13:30,Seattle,King Street Station,0,
28,Portland,Portland Bus Station,3/14/2019,17:40,Seattle,King Street Station,0,
28,Portland,Portland Bus Station,3/14/2019,17:50,Seattle,King Street Station,0,
34,Washington,Union Station,3/14/2019,8:10,New York,Port Authority Station,0,
39,Washington,Union Station,3/14/2019,8:20,New York,Port Authority Station,0,
28,Washington,Union Station,3/14/2019,11:10,New York,Port Authority Station,0,
34,Washington,Union Station,3/14/2019,12:00,New York,Port Authority Station,0,
39,Washington,Union Station,3/14/2019,12:30,New York,Port Authority Station,0,
33,Washington,Union Station,3/14/2019,13:40,New York,Port Authority Station,0,
33,Washington,Union Station,3/14/2019,14:00,New York,Port Authority Station,0,
36,Washington,Union Station,3/14/2019,19:30,New York,Port Authority Station,0,
40,Fresno,Fresno Station,3/6/2019,7:20,Las Vegas,Union Plaza,0,
42,Fresno,Fresno Station,3/6/2019,8:50,Las Vegas,Union Plaza,0,
44,Fresno,Fresno Station,3/6/2019,9:10,Las Vegas,Union Plaza,0,
41,Fresno,Fresno Station,3/6/2019,11:50,Las Vegas,Union Plaza,0,
40,Fresno,Fresno Station,3/6/2019,12:00,Las Vegas,Union Plaza,0,
38,Fresno,Fresno Station,3/6/2019,12:40,Las Vegas,Union Plaza,0,
40,Fresno,Fresno Station,3/6/2019,14:30,Las Vegas,Union Plaza,0,
42,Fresno,Fresno Station,3/6/2019,15:00,Las Vegas,Union Plaza,0,
40,Fresno,Fresno Station,3/6/2019,17:30,Las Vegas,Union Plaza,0,
42,Fresno,Fresno Station,3/6/2019,18:50,Las Vegas,Union Plaza,0,
48,San Diego,Santa Fe Depot,3/9/2019,8:50,Fresno,Fresno Station,0,
47,San Diego,Santa Fe Depot,3/9/2019,10:30,Fresno,Fresno Station,0,
40,San Diego,Santa Fe Depot,3/9/2019,13:30,Fresno,Fresno Station,0,
47,San Diego,Santa Fe Depot,3/9/2019,13:40,Fresno,Fresno Station,0,
39,San Diego,Santa Fe Depot,3/9/2019,17:20,Fresno,Fresno Station,0,
44,San Diego,Santa Fe Depot,3/9/2019,19:50,Fresno,Fresno Station,0,
45,Sacramento,Sacramento Valley Station,3/13/2019,14:40,Los Angeles,Union Station,0,
54,Sacramento,Sacramento Valley Station,3/13/2019,17:00,Los Angeles,Union Station,0,
46,Sacramento,Sacramento Valley Station,3/13/2019,18:50,Los Angeles,Union Station,0,
21,San Francisco,Salesforce Transit Center,3/13/2019,7:20,Sacramento,Sacramento Valley Station,0,
25,San Francisco,Salesforce Transit Center,3/13/2019,9:40,Sacramento,Sacramento Valley Station,0,
22,San Francisco,Salesforce Transit Center,3/13/2019,10:00,Sacramento,Sacramento Valley Station,0,
21,San Francisco,Salesforce Transit Center,3/13/2019,11:40,Sacramento,Sacramento Valley Station,0,
20,San Francisco,Salesforce Transit Center,3/13/2019,12:30,Sacramento,Sacramento Valley Station,0,
22,San Francisco,Salesforce Transit Center,3/13/2019,13:20,Sacramento,Sacramento Valley Station,0,
23,San Francisco,Salesforce Transit Center,3/13/2019,14:10,Sacramento,Sacramento Valley Station,0,
24,San Francisco,Salesforce Transit Center,3/13/2019,16:40,Sacramento,Sacramento Valley Station,0,
22,San Francisco,Salesforce Transit Center,3/13/2019,17:30,Sacramento,Sacramento Valley Station,0,
24,San Francisco,Salesforce Transit Center,3/13/2019,18:10,Sacramento,Sacramento Valley Station,0,
48,Anaheim,Anaheim Intermodal Center,3/14/2019,8:00,San Francisco,Salesforce Transit Center,0,
42,Anaheim,Anaheim Intermodal Center,3/14/2019,10:10,San Francisco,Salesforce Transit Center,0,
50,Anaheim,Anaheim Intermodal Center,3/14/2019,11:40,San Francisco,Salesforce Transit Center,0,
50,Anaheim,Anaheim Intermodal Center,3/14/2019,11:50,San Francisco,Salesforce Transit Center,0,
47,Anaheim,Anaheim Intermodal Center,3/14/2019,14:00,San Francisco,Salesforce Transit Center,0,
49,Anaheim,Anaheim Intermodal Center,3/14/2019,16:40,San Francisco,Salesforce Transit Center,0,
73,San Diego,Santa Fe Depot,3/1/2019,7:40,Sacramento,Sacramento Valley Station,1,
77,San Diego,Santa Fe Depot,3/1/2019,8:30,Sacramento,Sacramento Valley Station,1,
79,San Diego,Santa Fe Depot,3/1/2019,9:50,Sacramento,Sacramento Valley Station,1,
72,San Diego,Santa Fe Depot,3/1/2019,10:00,Sacramento,Sacramento Valley Station,1,
69,San Diego,Santa Fe Depot,3/1/2019,11:40,Sacramento,Sacramento Valley Station,1,
78,San Diego,Santa Fe Depot,3/1/2019,14:00,Sacramento,Sacramento Valley Station,1,
41,Las Vegas,Union Plaza,3/3/2019,14:00,Long Beach,Downtown Station,0,
36,Las Vegas,Union Plaza,3/3/2019,15:50,Long Beach,Downtown Station,0,
40,Las Vegas,Union Plaza,3/3/2019,18:00,Long Beach,Downtown Station,0,
40,Las Vegas,Union Plaza,3/3/2019,18:50,Long Beach,Downtown Station,0,
42,Long Beach,Downtown Station,3/8/2019,11:10,Fresno,Fresno Station,0,
34,Long Beach,Downtown Station,3/8/2019,13:50,Fresno,Fresno Station,0,
39,Long Beach,Downtown Station,3/8/2019,14:50,Fresno,Fresno Station,0,
36,Long Beach,Downtown Station,3/8/2019,15:20,Fresno,Fresno Station,0,
39,Long Beach,Downtown Station,3/8/2019,16:10,Fresno,Fresno Station,0,
35,Long Beach,Downtown Station,3/8/2019,19:50,Fresno,Fresno Station,0,
44,San Francisco,Salesforce Transit Center,3/6/2019,9:20,Anaheim,Anaheim Intermodal Center,0,
53,San Francisco,Salesforce Transit Center,3/6/2019,11:00,Anaheim,Anaheim Intermodal Center,0,
50,San Francisco,Salesforce Transit Center,3/6/2019,11:40,Anaheim,Anaheim Intermodal Center,0,
51,San Francisco,Salesforce Transit Center,3/6/2019,15:10,Anaheim,Anaheim Intermodal Center,0,
49,San Francisco,Salesforce Transit Center,3/6/2019,17:50,Anaheim,Anaheim Intermodal Center,0,
52,San Francisco,Salesforce Transit Center,3/6/2019,18:20,Anaheim,Anaheim Intermodal Center,0,
59,San Francisco,Salesforce Transit Center,3/6/2019,18:50,Anaheim,Anaheim Intermodal Center,0,
45,Fresno,Fresno Station,3/12/2019,7:20,Las Vegas,Union Plaza,0,
45,Fresno,Fresno Station,3/12/2019,8:50,Las Vegas,Union Plaza,0,
39,Fresno,Fresno Station,3/12/2019,9:10,Las Vegas,Union Plaza,0,
43,Fresno,Fresno Station,3/12/2019,11:50,Las Vegas,Union Plaza,0,
40,Fresno,Fresno Station,3/12/2019,12:00,Las Vegas,Union Plaza,0,
40,Fresno,Fresno Station,3/12/2019,12:40,Las Vegas,Union Plaza,0,
37,Fresno,Fresno Station,3/12/2019,14:30,Las Vegas,Union Plaza,0,
41,Fresno,Fresno Station,3/12/2019,15:00,Las Vegas,Union Plaza,0,
34,Fresno,Fresno Station,3/12/2019,17:30,Las Vegas,Union Plaza,0,
47,Fresno,Fresno Station,3/12/2019,18:50,Las Vegas,Union Plaza,0,
81,San Diego,Santa Fe Depot,3/6/2019,7:40,Sacramento,Sacramento Valley Station,1,
72,San Diego,Santa Fe Depot,3/6/2019,8:30,Sacramento,Sacramento Valley Station,1,
67,San Diego,Santa Fe Depot,3/6/2019,9:50,Sacramento,Sacramento Valley Station,1,
66,San Diego,Santa Fe Depot,3/6/2019,10:00,Sacramento,Sacramento Valley Station,1,
70,San Diego,Santa Fe Depot,3/6/2019,11:40,Sacramento,Sacramento Valley Station,1,
77,San Diego,Santa Fe Depot,3/6/2019,14:00,Sacramento,Sacramento Valley Station,1,
34,Fresno,Fresno Station,3/6/2019,7:00,San Francisco,Salesforce Transit Center,0,
30,Fresno,Fresno Station,3/6/2019,7:50,San Francisco,Salesforce Transit Center,0,
31,Fresno,Fresno Station,3/6/2019,9:00,San Francisco,Salesforce Transit Center,0,
30,Fresno,Fresno Station,3/6/2019,10:20,San Francisco,Salesforce Transit Center,0,
37,Fresno,Fresno Station,3/6/2019,11:20,San Francisco,Salesforce Transit Center,0,
37,Fresno,Fresno Station,3/6/2019,12:20,San Francisco,Salesforce Transit Center,0,
32,Fresno,Fresno Station,3/6/2019,13:10,San Francisco,Salesforce Transit Center,0,
33,Fresno,Fresno Station,3/6/2019,13:30,San Francisco,Salesforce Transit Center,0,
31,Fresno,Fresno Station,3/6/2019,16:50,San Francisco,Salesforce Transit Center,0,
68,Sacramento,Sacramento Valley Station,3/6/2019,7:30,Las Vegas,Union Plaza,1,
61,Sacramento,Sacramento Valley Station,3/6/2019,10:20,Las Vegas,Union Plaza,1,
71,Sacramento,Sacramento Valley Station,3/6/2019,10:40,Las Vegas,Union Plaza,1,
60,Sacramento,Sacramento Valley Station,3/6/2019,10:50,Las Vegas,Union Plaza,1,
68,Sacramento,Sacramento Valley Station,3/6/2019,11:00,Las Vegas,Union Plaza,1,
76,Sacramento,Sacramento Valley Station,3/6/2019,12:50,Las Vegas,Union Plaza,1,
71,Sacramento,Sacramento Valley Station,3/6/2019,13:00,Las Vegas,Union Plaza,1,
70,Sacramento,Sacramento Valley Station,3/6/2019,13:20,Las Vegas,Union Plaza,1,
