attraction_name,category,free_entry,good_for_kids,location,phone_number
Britzer Garten,Park,FALSE,TRUE,Berlin,30 700906730
Gardens of the World,Park,TRUE,TRUE,Berlin,30 700906720
Grosser Tiergarten,Park,FALSE,TRUE,Berlin,30 901833101
Humboldthain,Park,TRUE,TRUE,Berlin,30 90250
Treptower Park,Park,TRUE,TRUE,Berlin,30 25002333
Volkspark Friedrichshain,Park,TRUE,TRUE,Berlin,30 3339509
La Feria Chapultepec Magico,Theme Park,TRUE,FALSE,Mexico City,55 5230 2121
Museo Nacional de las Culturas,Museum,TRUE,TRUE,Mexico City,55 5542 0422
Museum of Contemporary Photography,Museum,TRUE,TRUE,Chicago,312-663-5554
"Museum of Science and Industry, Chicago",Museum,FALSE,TRUE,Chicago,773-684-1414
The House of Tiles,Historical Landmark,FALSE,TRUE,Mexico City,55 5512 1331
DISCOVERY Children's Museum,Museum,FALSE,FALSE,Las Vegas,702-382-5437
Floyd Lamb Park,Park,FALSE,TRUE,Las Vegas,702-229-8100
Fremont Street Experience,Shopping Area,FALSE,TRUE,Las Vegas,702-678-5600
Las Vegas Natural History Museum,Museum,TRUE,TRUE,Las Vegas,702-384-3466
Old Las Vegas Mormon Fort State Historic Park,Nature Preserve,FALSE,FALSE,Las Vegas,702-486-3511
Springs Preserve,Nature Preserve,TRUE,TRUE,Las Vegas,702-822-7700
The Neon Museum,Museum,FALSE,TRUE,Las Vegas,702-387-6366
Madinah Masjid,Place of Worship,TRUE,TRUE,Toronto,416-465-7833
St. Michael's Cathedral Basilica,Place of Worship,FALSE,TRUE,Toronto,416-397-6367
Parc Georges-Brassens,Park,TRUE,TRUE,Paris,1 55 76 75 15
Parc floral de Paris,Park,TRUE,TRUE,Paris,1 49 57 25 50
Museum of King Jan III's Palace at Wilanow,Museum,TRUE,TRUE,Warsaw,22 544 27 00
Museum of Modern Art,Museum,TRUE,TRUE,Warsaw,22 596 40 10
Museum of Warsaw,Museum,TRUE,TRUE,Warsaw,22 277 44 02
Maggie Daley Park,Park,FALSE,FALSE,Chicago,312-552-3000
Pulaski Park,Park,TRUE,TRUE,Chicago,312-742-7559
The 606,Park,FALSE,TRUE,Chicago,312-742-4622
Union Park,Park,FALSE,TRUE,Chicago,312-746-5494
Borough Market,Shopping Area,TRUE,TRUE,London,20 7407 1002
Crystal Palace National Sports Centre,Sports Venue,TRUE,TRUE,London,20 8778 0131
Columbus Park,Park,TRUE,TRUE,New York,212-639-9675
Coney Island Beach & Boardwalk,Park,TRUE,TRUE,New York,718-946-1350
Crotona Park,Park,TRUE,TRUE,New York,212-639-9675
Foley Square,Park,TRUE,TRUE,New York,212-639-9675
Fort Greene Park,Park,TRUE,TRUE,New York,212-639-9675
Sutro Baths,Historical Landmark,TRUE,TRUE,San Francisco,415-426-5240
Kerry Park,Park,TRUE,FALSE,Seattle,206-684-4075
Magnuson Park,Park,FALSE,TRUE,Seattle,206-684-4075
High Museum of Art,Museum,TRUE,FALSE,Atlanta,404-733-4200
Krog Street Tunnel,Tourist Attraction,TRUE,TRUE,Atlanta,404-492-0847
Georgia Aquarium,Nature Preserve,FALSE,TRUE,Atlanta,404-581-4000
Zoo Atlanta,Nature Preserve,FALSE,TRUE,Atlanta,404-624-5936
Alcatraz Island,Historical Landmark,FALSE,FALSE,San Francisco,415-561-4900
The Painted Ladies,Historical Landmark,FALSE,TRUE,San Francisco,415-831-2700
The San Francisco Mint,Historical Landmark,TRUE,FALSE,San Francisco,415-890-2357
Contemporary Jewish Museum,Museum,TRUE,FALSE,San Francisco,415-655-7800
Museum of Pop Culture,Museum,TRUE,TRUE,Seattle,206-770-2702
Griffith Park,Park,TRUE,FALSE,Los Angeles,323-913-4688
Hollywood Walk of Fame,Tourist Attraction,FALSE,TRUE,Los Angeles,323-469-8311
Hollywood Wax Museum(r),Tourist Attraction,FALSE,TRUE,Los Angeles,323-462-5991
OUE Skyspace LA,Tourist Attraction,FALSE,TRUE,Los Angeles,213-894-9000
"Public Art ""Urban Light""",Tourist Attraction,TRUE,TRUE,Los Angeles,323-857-6010
The Venice Beach Boardwalk,Tourist Attraction,TRUE,TRUE,Los Angeles,310-396-6764
AquaDom & SEA LIFE Berlin,Nature Preserve,FALSE,TRUE,Berlin,180 6 66690101
Aquarium Berlin,Nature Preserve,FALSE,FALSE,Berlin,30 254010
BeachMitte,Sports Venue,FALSE,TRUE,Berlin,177 2806861
Berlin Cathedral Church,Place of Worship,TRUE,FALSE,Berlin,30 20269122
Berlin Dungeon,Tourist Attraction,TRUE,TRUE,Berlin,180 6 255544
Berlin Palace,Performing Arts Venue,FALSE,FALSE,Berlin,30 265950521
Berlin State Opera,Performing Arts Venue,TRUE,TRUE,Berlin,30 20354555
SeaWorld San Diego,Theme Park,FALSE,FALSE,San Diego,619-222-4732
Fort Funston,Park,TRUE,FALSE,San Francisco,415-561-4700
Deno's Wonder Wheel Amusement Park,Theme Park,FALSE,TRUE,New York,718-372-2592
Jane's Carousel,Theme Park,FALSE,TRUE,New York,718-222-2502
Luna Park,Theme Park,TRUE,TRUE,New York,718-373-5862
The Cyclone Roller Coaster Coney Island NY,Theme Park,FALSE,TRUE,New York,718-373-5862
Victorian Gardens Amusement Park,Theme Park,FALSE,TRUE,New York,212-982-2229
Randall Museum,Museum,TRUE,FALSE,San Francisco,415-554-9600
The Walt Disney Family Museum,Museum,TRUE,FALSE,San Francisco,415-345-6800
Carl Schurz Park,Park,FALSE,TRUE,New York,212-459-4455
"Martin Luther King, Jr. National Historical Park",Historical Landmark,TRUE,TRUE,Atlanta,404-331-5190
Swan House at Atlanta History Center,Historical Landmark,TRUE,TRUE,Atlanta,404-814-4000
Museum of Arts and Design,Museum,TRUE,TRUE,New York,212-299-7777
Museum of the City of New York,Museum,TRUE,TRUE,New York,212-534-1672
Neue Galerie,Museum,TRUE,TRUE,New York,212-994-9493
New York Transit Museum,Museum,TRUE,TRUE,New York,718-694-1600
Solomon R. Guggenheim Museum,Museum,TRUE,TRUE,New York,212-423-3500
Staten Island Children's Museum,Museum,TRUE,TRUE,New York,718-273-2060
Sunset Cliffs Natural Park,Park,FALSE,FALSE,San Diego,619-525-8213
National Center for Civil and Human Rights,Museum,FALSE,TRUE,Atlanta,678-999-8990
World of Coca-Cola,Museum,TRUE,TRUE,Atlanta,404-676-5151
Seward Park,Park,FALSE,TRUE,Seattle,206-684-4396
Children's Museum Of Manhattan,Museum,FALSE,FALSE,New York,212-721-1223
Ellis Island National Museum of Immigration,Museum,TRUE,FALSE,New York,832-960-0009
Hollyhock House,Historical Landmark,FALSE,TRUE,Los Angeles,323-988-0516
Stahl House,Historical Landmark,FALSE,TRUE,Los Angeles,208-429-1058
Lafayette Anticipations - Galeries Lafayette Corporate Foundation,Museum,TRUE,TRUE,Paris,1 57 40 64 17
Museum of the Art and History of Judaism,Museum,TRUE,TRUE,Paris,1 53 01 86 53
Musee Cernuschi,Museum,TRUE,TRUE,Paris,1 53 96 21 50
Musee National Picasso-Paris,Museum,TRUE,TRUE,Paris,1 85 56 00 36
Yerba Buena Gardens,Nature Preserve,TRUE,FALSE,San Francisco,415-820-3550
War Memorial Opera House,Performing Arts Venue,FALSE,FALSE,San Francisco,415-865-2000
Museum Of 3D Illusions,Museum,FALSE,FALSE,San Francisco,888-386-5585
Japanese Tea Garden,Park,FALSE,TRUE,San Francisco,415-752-1171
Lafayette Park,Park,FALSE,TRUE,San Francisco,415-601-7277
Lake Merced Park,Park,FALSE,FALSE,San Francisco,415-831-5500
Mission Dolores Park,Park,FALSE,TRUE,San Francisco,415-554-9521
Salesforce Park,Park,FALSE,TRUE,San Francisco,415-597-5000
Sigmund Stern Recreation Grove,Park,FALSE,TRUE,San Francisco,415-242-5649
Pantheon,Historical Landmark,TRUE,FALSE,Paris,1 44 32 18 00
San Diego Zoo,Nature Preserve,FALSE,FALSE,San Diego,619-231-1515
San Diego Zoo Safari Park,Nature Preserve,FALSE,TRUE,San Diego,760-747-8702
FDR Park,Nature Preserve,TRUE,TRUE,Philadelphia,215-683-3600
Franklin Square,Park,TRUE,TRUE,Philadelphia,215-629-4026
Independence National Historical Park,Nature Preserve,FALSE,TRUE,Philadelphia,215-965-2305
Banqueting House,Tourist Attraction,TRUE,FALSE,London,333 320 6000
Muzeum Czar PRL,Museum,TRUE,TRUE,Warsaw,511 044 808
"Muzeum Rzezby im. Xawerego Dunikowskiego w Krolikarni, Oddzial Muzeum Narodowego w Warszawie",Museum,FALSE,TRUE,Warsaw,22 843 15 86
National Museum of Ethnography,Museum,TRUE,TRUE,Warsaw,22 827 76 41
Neon Museum,Museum,TRUE,TRUE,Warsaw,665 711 635
Perdana Botanical Gardens,Park,TRUE,TRUE,Kuala Lumpur,3-2276 0432
Petronas Twin Towers - KLCC,Tourist Attraction,TRUE,TRUE,Kuala Lumpur,3-2331 8080
Rich Mix,Performing Arts Venue,TRUE,FALSE,London,20 7613 7498
Bronx Little Italy,Tourist Attraction,FALSE,FALSE,New York,718-294-8259
Madame Tussauds New York,Tourist Attraction,FALSE,TRUE,New York,(866) 841-3505
National Geographic Encounter,Tourist Attraction,TRUE,TRUE,New York,646-308-1337
One World Observatory,Tourist Attraction,TRUE,FALSE,New York,844-696-1776
Strawberry Fields,Tourist Attraction,FALSE,TRUE,New York,212-639-9675
Ripley's Aquarium of Canada,Tourist Attraction,TRUE,FALSE,Toronto,647-351-3474
Taman Burung Kuala Lumpur,Nature Preserve,FALSE,TRUE,Kuala Lumpur,3-2272 1010
Greenwich Market,Shopping Area,TRUE,TRUE,London,7851 018007
Maltby Street Market,Shopping Area,TRUE,TRUE,London,20 7394 8061
Southbank Centre Food Market,Shopping Area,TRUE,TRUE,London,20 3879 9555
Rittenhouse Square,Park,TRUE,TRUE,Philadelphia,267-586-5675
Spruce Street Harbor Park,Park,TRUE,TRUE,Philadelphia,215-922-2386
Nomadic Community Garden,Tourist Attraction,FALSE,TRUE,London,7884 401513
Parliament Hill Viewpoint,Tourist Attraction,FALSE,TRUE,London,20 7332 3322
Speakers' Corner,Tourist Attraction,TRUE,TRUE,London,7722 523629
Spencer House,Tourist Attraction,FALSE,TRUE,London,20 7514 1958
The London Bridge Experience & London Tombs,Tourist Attraction,FALSE,TRUE,London,20 7403 6333
The Thames Barrier,Tourist Attraction,FALSE,TRUE,London,20 8305 4188
National Science Centre,Museum,FALSE,TRUE,Kuala Lumpur,3-2089 3400
The Broad,Museum,TRUE,TRUE,Los Angeles,213-232-6250
The Getty,Museum,TRUE,TRUE,Los Angeles,310-440-7300
Lloyd Park,Park,TRUE,FALSE,London,20 8496 3000
The Concourse,Performing Arts Venue,TRUE,TRUE,Sydney,2 8075 8100
Palais Garnier,Performing Arts Venue,FALSE,TRUE,Paris,1 40 07 00 43
Giraffe Centre,Nature Preserve,TRUE,TRUE,Nairobi,20 891078
Nairobi National Park,Nature Preserve,FALSE,TRUE,Nairobi,20 2423423
Vancouver Maritime Museum,Museum,TRUE,TRUE,Vancouver,604-257-8300
S. R. Crown Hall,Historical Landmark,FALSE,TRUE,Chicago,312-567-3230
The Merchandise Mart,Historical Landmark,TRUE,TRUE,Chicago,800-677-6278
Tribune Tower,Historical Landmark,FALSE,FALSE,Chicago,312-222-3994
Untitled by Picasso,Historical Landmark,TRUE,FALSE,Chicago,312-744-5000
Yankee Stadium Tours,Tourist Attraction,FALSE,TRUE,New York,646-977-8687
Computerspiele Museum,Museum,TRUE,TRUE,Berlin,30 60988577
Duppel,Museum,TRUE,TRUE,Berlin,30 24002162
Fleamarket at Mauerpark,Shopping Area,TRUE,TRUE,Berlin,30 29772486
Earl Bales Park,Park,FALSE,TRUE,Toronto,416-392-2489
Humber Bay Park,Park,TRUE,TRUE,Toronto,416-392-2489
Empire State Building,Historical Landmark,TRUE,TRUE,New York,212-736-3100
Morris-Jumel Mansion,Historical Landmark,TRUE,TRUE,New York,212-923-8008
Stonewall National Monument,Historical Landmark,TRUE,TRUE,New York,212-668-2577
Time Warner Center,Historical Landmark,TRUE,TRUE,New York,212-823-6300
Royal Festival Hall,Performing Arts Venue,TRUE,FALSE,London,20 3879 9555
The Criterion Theatre,Performing Arts Venue,TRUE,TRUE,London,20 7839 8811
"Theatre Royal, Drury Lane",Performing Arts Venue,TRUE,FALSE,London,844 412 4660
"The Royal Mews, Buckingham Palace",Tourist Attraction,TRUE,FALSE,London,303 123 7302
Witch's Castle,Historical Landmark,FALSE,FALSE,Portland,503-823-4000
L'eglise de la Madeleine,Place of Worship,FALSE,FALSE,Paris,1 44 51 69 00
Saint-Germain-l'Auxerrois,Place of Worship,FALSE,TRUE,Paris,1 42 60 22 21
Saint-Nicolas du Chardonnet,Place of Worship,FALSE,TRUE,Paris,1 44 27 07 90
Saint-Etienne-du-Mont,Place of Worship,FALSE,TRUE,Paris,1 43 54 11 79
"Sainte-Clotilde, Paris",Place of Worship,FALSE,FALSE,Paris,1 45 56 09 92
Metiers Art Museum,Museum,TRUE,FALSE,Paris,1 53 01 82 00
National Debt Clock,Historical Landmark,FALSE,TRUE,New York,212-257-6600
Play City,Theme Park,FALSE,TRUE,Rio de Janeiro,21 2753-9489
Rio Water Planet,Theme Park,FALSE,TRUE,Rio de Janeiro,21 2428-9000
Milliken District Park,Park,TRUE,TRUE,Toronto,416-396-7757
Riverdale Farm,Park,TRUE,TRUE,Toronto,416-392-6794
Thomson Memorial Park,Park,TRUE,TRUE,Toronto,416-392-2489
Toronto Botanical Garden,Park,TRUE,TRUE,Toronto,416-397-1354
Wychwood Barns,Park,TRUE,TRUE,Toronto,416-338-4386
Seaport Village,Shopping Area,TRUE,TRUE,San Diego,619-530-0704
Featherdale Wildlife Park,Nature Preserve,FALSE,TRUE,Sydney,2 9622 1644
Yonge-Dundas Square,Performing Arts Venue,FALSE,TRUE,Toronto,416-979-9960
Museo Nacional de Antropologia,Museum,TRUE,TRUE,Mexico City,222 222 2222
Museo de Arte Moderno,Museum,TRUE,TRUE,Mexico City,55 8647 5530
Museo de Historia Natural,Museum,TRUE,TRUE,Mexico City,55 5515 2222
Museo del Caracol,Museum,TRUE,TRUE,Mexico City,55 5211 5239
Papalote Museo del Nino,Museum,TRUE,TRUE,Mexico City,55 5237 1773
Wet'n'Wild Sydney,Theme Park,TRUE,TRUE,Sydney,139697
Splash The Water Park,Theme Park,FALSE,TRUE,Delhi,92500 55222
Wellington Arch,Historical Landmark,TRUE,TRUE,London,1793 414926
"Shri Kalka Ji Temple, New Delhi",Place of Worship,TRUE,TRUE,Delhi,92050 84060
Madinah Masjid,Place of Worship,TRUE,FALSE,Toronto,416-465-7833
London Aquatics Centre,Sports Venue,FALSE,TRUE,London,20 8536 3150
London Stadium,Sports Venue,FALSE,TRUE,London,800 644 4990
Queen Elizabeth Olympic Park,Sports Venue,FALSE,TRUE,London,952 777 7659
