car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
Ford Focus,Hatchback,London,2019-03-13,Gatwick International Airport,15:00,31.00,2019-03-12,
GMC Terrain,SUV,London,2019-03-13,Heathrow International Airport,15:00,45.00,2019-03-12,
Hyundai Ioniq,Sedan,London,2019-03-13,Gatwick International Airport,15:00,34.00,2019-03-12,
Lexus GS,Sedan,London,2019-03-13,Heathrow International Airport,15:00,31.00,2019-03-12,
Mazda 3,Hatchback,London,2019-03-13,Gatwick International Airport,15:00,28.00,2019-03-12,
Volvo S90,Sedan,,2019-03-13,Heathrow International Airport,15:00,33.00,2019-03-12,False
Buick Regal Sportback,Sedan,Anaheim,2019-03-09,John Wayne Airport,15:00,30.00,2019-03-07,
Hyundai Ioniq,Sedan,Anaheim,2019-03-09,Anaheim Intermodal Center,15:00,31.00,2019-03-07,
Skoda Octavia,Sedan,Anaheim,2019-03-09,Anaheim Intermodal Center,15:00,32.00,2019-03-07,
Subaru Impreza,Sedan,Anaheim,2019-03-09,John Wayne Airport,15:00,39.00,2019-03-07,
Volvo S90,Sedan,Anaheim,2019-03-09,John Wayne Airport,15:00,29.00,2019-03-07,
Hyundai Ioniq,Sedan,,2019-03-09,Anaheim Intermodal Center,15:00,31.00,2019-03-07,False
Audi A8,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,34.00,2019-03-07,
Buick Regal Sportback,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,36.00,2019-03-07,
Citroen C5,SUV,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,48.00,2019-03-07,
Dodge Charger,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,35.00,2019-03-07,
Ford Focus,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,34.00,2019-03-07,
Renault Clio,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,24.00,2019-03-07,
Subaru Impreza,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,30.00,2019-03-07,
Suzuki Grand Vitara,SUV,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,49.00,2019-03-07,
Vauxhaull Astra,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,28.00,2019-03-07,
Subaru Impreza,Sedan,,2019-03-11,Warsaw Chopin Airport,17:00,46.00,2019-03-07,True
Mazda 3,Hatchback,San Francisco,2019-03-11,Salesforce Transit Center,10:30,27.00,2019-03-10,
Vauxhaull Astra,Hatchback,San Francisco,2019-03-11,Salesforce Transit Center,10:30,24.00,2019-03-10,
Mazda 3,Hatchback,San Francisco,2019-03-12,Salesforce Transit Center,10:30,22.00,2019-03-10,
Mazda 3,Hatchback,,2019-03-12,Salesforce Transit Center,10:30,22.00,2019-03-10,False
Jaguar F-Pace,SUV,Atlanta,2019-03-06,Peachtree Station,12:30,36.00,2019-03-01,
Mitsubishi Outlander,SUV,Atlanta,2019-03-06,Peachtree Station,12:30,36.00,2019-03-01,
Citroen C5,SUV,Atlanta,2019-03-06,Hartsfield-Jackson International Airport,13:00,43.00,2019-03-01,
Jaguar F-Pace,SUV,,2019-03-06,Peachtree Station,12:30,54.00,2019-03-01,True
Audi A8,Sedan,London,2019-03-05,Heathrow International Airport,09:30,30.00,2019-03-01,
Buick Regal Sportback,Sedan,London,2019-03-05,Gatwick International Airport,09:30,36.00,2019-03-01,
Citroen C5,SUV,London,2019-03-05,Heathrow International Airport,09:30,40.00,2019-03-01,
Dacia Duster,SUV,London,2019-03-05,Heathrow International Airport,09:30,47.00,2019-03-01,
Fiat Panda,Hatchback,London,2019-03-05,Heathrow International Airport,09:30,35.00,2019-03-01,
Ford Focus,Hatchback,London,2019-03-05,Gatwick International Airport,09:30,30.00,2019-03-01,
GMC Terrain,SUV,London,2019-03-05,Heathrow International Airport,09:30,37.00,2019-03-01,
Hyundai Ioniq,Sedan,London,2019-03-05,Gatwick International Airport,09:30,37.00,2019-03-01,
Lexus GS,Sedan,London,2019-03-05,Heathrow International Airport,09:30,41.00,2019-03-01,
Mazda 3,Hatchback,London,2019-03-05,Gatwick International Airport,09:30,33.00,2019-03-01,
Skoda Kodiaq,SUV,London,2019-03-05,Gatwick International Airport,09:30,42.00,2019-03-01,
GMC Terrain,SUV,,2019-03-05,Heathrow International Airport,09:30,37.00,2019-03-01,False
Citroen C5,SUV,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,33.00,2019-03-03,
Dodge Charger,Sedan,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,22.00,2019-03-03,
Fiat Panda,Hatchback,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,21.00,2019-03-03,
GMC Terrain,SUV,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,32.00,2019-03-03,
Hyundai Ioniq,Sedan,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,22.00,2019-03-03,
Jaguar F-Pace,SUV,Mexico City,2019-03-07,Estacion Buenavista,10:30,30.00,2019-03-03,
Lexus GS,Sedan,Mexico City,2019-03-07,Estacion Buenavista,10:30,21.00,2019-03-03,
Mazda 3,Hatchback,Mexico City,2019-03-07,Estacion Buenavista,10:30,16.00,2019-03-03,
Mazda CX-5,SUV,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,33.00,2019-03-03,
Mitsubishi Outlander,SUV,Mexico City,2019-03-07,Estacion Buenavista,10:30,35.00,2019-03-03,
Mazda CX-5,SUV,,2019-03-07,Benito Juarez International Airport,10:30,33.00,2019-03-03,False
Audi A8,Sedan,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,32.00,2019-03-04,
Fiat Panda,Hatchback,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,21.00,2019-03-04,
Ford Focus,Hatchback,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,28.00,2019-03-04,
Renault Clio,Hatchback,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,29.00,2019-03-04,
SEAT Cordoba,Sedan,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,34.00,2019-03-04,
SEAT Leon,Hatchback,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,26.00,2019-03-04,
Suzuki Grand Vitara,SUV,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,40.00,2019-03-04,
Volvo S90,Sedan,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,31.00,2019-03-04,
Volvo S90,Sedan,,2019-03-06,Indira Gandhi International Airport,17:00,31.00,2019-03-04,False
Audi A8,Sedan,London,2019-03-05,Heathrow International Airport,15:30,37.00,2019-03-04,
Buick Regal Sportback,Sedan,London,2019-03-05,Gatwick International Airport,15:30,31.00,2019-03-04,
Citroen C5,SUV,London,2019-03-05,Heathrow International Airport,15:30,55.00,2019-03-04,
Dacia Duster,SUV,London,2019-03-05,Heathrow International Airport,15:30,35.00,2019-03-04,
Fiat Panda,Hatchback,London,2019-03-05,Heathrow International Airport,15:30,27.00,2019-03-04,
Ford Focus,Hatchback,London,2019-03-05,Gatwick International Airport,15:30,27.00,2019-03-04,
GMC Terrain,SUV,London,2019-03-05,Heathrow International Airport,15:30,36.00,2019-03-04,
Hyundai Ioniq,Sedan,London,2019-03-05,Gatwick International Airport,15:30,34.00,2019-03-04,
Lexus GS,Sedan,London,2019-03-05,Heathrow International Airport,15:30,36.00,2019-03-04,
Mazda 3,Hatchback,London,2019-03-05,Gatwick International Airport,15:30,29.00,2019-03-04,
Volvo S90,Sedan,,2019-03-05,Heathrow International Airport,15:30,30.00,2019-03-04,False
Hyundai Ioniq,Sedan,San Diego,2019-03-11,Santa Fe Depot,18:00,30.00,2019-03-07,
Jaguar F-Pace,SUV,San Diego,2019-03-11,Santa Fe Depot,18:00,39.00,2019-03-07,
SEAT Cordoba,Sedan,San Diego,2019-03-11,Santa Fe Depot,18:00,33.00,2019-03-07,
SEAT Leon,Hatchback,San Diego,2019-03-11,Santa Fe Depot,18:00,26.00,2019-03-07,
Skoda Octavia,Sedan,San Diego,2019-03-11,Santa Fe Depot,18:00,31.00,2019-03-07,
Vauxhaull Astra,Hatchback,San Diego,2019-03-11,Santa Fe Depot,18:00,26.00,2019-03-07,
Hyundai Ioniq,Sedan,San Diego,2019-03-02,Santa Fe Depot,18:00,35.00,2019-03-01,
Jaguar F-Pace,SUV,San Diego,2019-03-02,Santa Fe Depot,18:00,37.00,2019-03-01,
SEAT Cordoba,Sedan,San Diego,2019-03-02,Santa Fe Depot,18:00,29.00,2019-03-01,
SEAT Leon,Hatchback,San Diego,2019-03-02,Santa Fe Depot,18:00,25.00,2019-03-01,
Skoda Octavia,Sedan,San Diego,2019-03-02,Santa Fe Depot,18:00,28.00,2019-03-01,
Vauxhaull Astra,Hatchback,San Diego,2019-03-02,Santa Fe Depot,18:00,23.00,2019-03-01,
Jaguar F-Pace,SUV,,2019-03-02,Santa Fe Depot,18:00,37.00,2019-03-01,False
Dodge Charger,Sedan,Chicago,2019-03-05,O'Hare International Airport,10:00,31.00,2019-03-03,
Fiat Panda,Hatchback,Chicago,2019-03-05,O'Hare International Airport,10:00,24.00,2019-03-03,
GMC Terrain,SUV,Chicago,2019-03-05,O'Hare International Airport,10:00,38.00,2019-03-03,
SEAT Leon,Hatchback,Chicago,2019-03-05,O'Hare International Airport,10:00,26.00,2019-03-03,
Skoda Kodiaq,SUV,Chicago,2019-03-05,O'Hare International Airport,10:00,39.00,2019-03-03,
Subaru Impreza,Sedan,Chicago,2019-03-05,O'Hare International Airport,10:00,33.00,2019-03-03,
Subaru Impreza,Sedan,,2019-03-05,O'Hare International Airport,10:00,33.00,2019-03-03,False
Dacia Duster,SUV,Los Angeles,2019-03-02,LAX International Airport,19:30,44.00,2019-03-01,
Fiat Panda,Hatchback,Los Angeles,2019-03-02,LAX International Airport,19:30,23.00,2019-03-01,
Hyundai Ioniq,Sedan,Los Angeles,2019-03-02,LAX International Airport,19:30,30.00,2019-03-01,
Nissan Qashqai,Hatchback,Los Angeles,2019-03-02,LAX International Airport,19:30,28.00,2019-03-01,
Renault Clio,Hatchback,Los Angeles,2019-03-02,LAX International Airport,19:30,28.00,2019-03-01,
Skoda Kodiaq,SUV,Los Angeles,2019-03-02,LAX International Airport,19:30,48.00,2019-03-01,
Suzuki Grand Vitara,SUV,Los Angeles,2019-03-02,LAX International Airport,19:30,38.00,2019-03-01,
Volvo S90,Sedan,Los Angeles,2019-03-02,LAX International Airport,19:30,39.00,2019-03-01,
Buick Regal Sportback,Sedan,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,29.00,2019-03-01,
Citroen C5,SUV,Sunnyvale,2019-03-02,Murphy and Evelyn,11:00,38.00,2019-03-01,
Dodge Charger,Sedan,Sunnyvale,2019-03-02,Murphy and Evelyn,11:00,24.00,2019-03-01,
Kia Ceed,Hatchback,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,17.00,2019-03-01,
Lexus GS,Sedan,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,27.00,2019-03-01,
Mazda CX-5,SUV,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,40.00,2019-03-01,
Nissan Qashqai,Hatchback,Sunnyvale,2019-03-02,Murphy and Evelyn,11:00,24.00,2019-03-01,
Peugeot 208,Hatchback,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,24.00,2019-03-01,
SEAT Leon,Hatchback,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,25.00,2019-03-01,
Skoda Kodiaq,SUV,Sunnyvale,2019-03-02,Murphy and Evelyn,11:00,37.00,2019-03-01,
Skoda Kodiaq,SUV,,2019-03-02,Murphy and Evelyn,11:00,37.00,2019-03-01,False
Alfa Romeo Stelvio,SUV,New York,2019-03-04,Port Authority Station,12:00,44.00,2019-03-01,
Audi A8,Sedan,New York,2019-03-04,JFK International Airport,12:00,31.00,2019-03-01,
Buick Regal Sportback,Sedan,New York,2019-03-04,JFK International Airport,12:00,35.00,2019-03-01,
Dodge Charger,Sedan,New York,2019-03-04,Grand Central Station,12:00,30.00,2019-03-01,
Hyundai Ioniq,Sedan,New York,2019-03-04,Port Authority Station,12:00,29.00,2019-03-01,
Jaguar F-Pace,SUV,New York,2019-03-04,JFK International Airport,12:00,41.00,2019-03-01,
Kia Ceed,Hatchback,New York,2019-03-04,Port Authority Station,12:00,26.00,2019-03-01,
Lexus GS,Sedan,New York,2019-03-04,Port Authority Station,12:00,29.00,2019-03-01,
Peugeot 208,Hatchback,New York,2019-03-04,JFK International Airport,12:00,29.00,2019-03-01,
Renault Clio,Hatchback,New York,2019-03-04,Grand Central Station,12:00,25.00,2019-03-01,
Suzuki Grand Vitara,SUV,,2019-03-04,Port Authority Station,12:00,42.00,2019-03-01,False
Alfa Romeo Stelvio,SUV,Paris,2019-03-06,Orly International Airport,13:30,46.00,2019-03-02,
Buick Regal Sportback,Sedan,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,39.00,2019-03-02,
Ford Focus,Hatchback,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,29.00,2019-03-02,
Kia Ceed,Hatchback,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,28.00,2019-03-02,
Mitsubishi Outlander,SUV,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,49.00,2019-03-02,
Peugeot 208,Hatchback,Paris,2019-03-06,Orly International Airport,13:30,28.00,2019-03-02,
Renault Clio,Hatchback,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,30.00,2019-03-02,
SEAT Leon,Hatchback,Paris,2019-03-06,Orly International Airport,13:30,24.00,2019-03-02,
Skoda Octavia,Sedan,Paris,2019-03-06,Orly International Airport,13:30,35.00,2019-03-02,
Subaru Impreza,Sedan,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,31.00,2019-03-02,
Alfa Romeo Stelvio,SUV,,2019-03-06,Orly International Airport,13:30,62.00,2019-03-02,True
Fiat Panda,Hatchback,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,26.00,2019-03-03,
Hyundai Ioniq,Sedan,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,34.00,2019-03-03,
Lexus GS,Sedan,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,29.00,2019-03-03,
Mazda 3,Hatchback,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,22.00,2019-03-03,
Peugeot 208,Hatchback,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,27.00,2019-03-03,
Skoda Kodiaq,SUV,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,46.00,2019-03-03,
Suzuki Grand Vitara,SUV,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,42.00,2019-03-03,
Vauxhaull Astra,Hatchback,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,24.00,2019-03-03,
Volvo S90,Sedan,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,37.00,2019-03-03,
Peugeot 208,Hatchback,,2019-03-07,Kingsford Smith International Airport,13:30,27.00,2019-03-03,False
Alfa Romeo Stelvio,SUV,New York,2019-03-08,Port Authority Station,12:30,51.00,2019-03-04,
Audi A8,Sedan,New York,2019-03-08,JFK International Airport,12:30,32.00,2019-03-04,
Buick Regal Sportback,Sedan,New York,2019-03-08,JFK International Airport,12:30,30.00,2019-03-04,
Dodge Charger,Sedan,New York,2019-03-08,Grand Central Station,12:30,23.00,2019-03-04,
Hyundai Ioniq,Sedan,New York,2019-03-08,Port Authority Station,12:30,29.00,2019-03-04,
Jaguar F-Pace,SUV,New York,2019-03-08,JFK International Airport,12:30,39.00,2019-03-04,
Kia Ceed,Hatchback,New York,2019-03-08,Port Authority Station,12:30,24.00,2019-03-04,
Lexus GS,Sedan,New York,2019-03-08,Port Authority Station,12:30,27.00,2019-03-04,
Peugeot 208,Hatchback,New York,2019-03-08,JFK International Airport,12:30,27.00,2019-03-04,
Renault Clio,Hatchback,New York,2019-03-08,Grand Central Station,12:30,24.00,2019-03-04,
Suzuki Grand Vitara,SUV,,2019-03-08,Port Authority Station,12:30,55.00,2019-03-04,True
Audi A8,Sedan,Seattle,2019-03-04,King Street Station,17:00,28.00,2019-03-03,
Citroen C5,SUV,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,46.00,2019-03-03,
Dacia Duster,SUV,Seattle,2019-03-04,King Street Station,17:00,43.00,2019-03-03,
Dodge Charger,Sedan,Seattle,2019-03-04,King Street Station,17:00,29.00,2019-03-03,
GMC Terrain,SUV,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,43.00,2019-03-03,
Hyundai Ioniq,Sedan,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,30.00,2019-03-03,
Lexus GS,Sedan,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,35.00,2019-03-03,
Mazda 3,Hatchback,Seattle,2019-03-04,King Street Station,17:00,27.00,2019-03-03,
Mitsubishi Outlander,SUV,Seattle,2019-03-04,King Street Station,17:00,40.00,2019-03-03,
Nissan Qashqai,Hatchback,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,26.00,2019-03-03,
Audi A8,Sedan,,2019-03-04,King Street Station,17:00,28.00,2019-03-03,False
Citroen C5,SUV,San Diego,2019-03-08,SAN International Airport,15:30,49.00,2019-03-06,
Hyundai Ioniq,Sedan,San Diego,2019-03-08,Santa Fe Depot,15:30,28.00,2019-03-06,
Jaguar F-Pace,SUV,San Diego,2019-03-08,Santa Fe Depot,15:30,40.00,2019-03-06,
Lexus GS,Sedan,San Diego,2019-03-08,SAN International Airport,15:30,36.00,2019-03-06,
Mazda 3,Hatchback,San Diego,2019-03-08,SAN International Airport,15:30,26.00,2019-03-06,
Mitsubishi Outlander,SUV,San Diego,2019-03-08,SAN International Airport,15:30,49.00,2019-03-06,
SEAT Cordoba,Sedan,San Diego,2019-03-08,Santa Fe Depot,15:30,33.00,2019-03-06,
SEAT Leon,Hatchback,San Diego,2019-03-08,SAN International Airport,15:30,25.00,2019-03-06,
Skoda Octavia,Sedan,San Diego,2019-03-08,SAN International Airport,15:30,32.00,2019-03-06,
Vauxhaull Astra,Hatchback,San Diego,2019-03-08,SAN International Airport,15:30,25.00,2019-03-06,
SEAT Cordoba,Sedan,,2019-03-08,Santa Fe Depot,15:30,33.00,2019-03-06,False
Alfa Romeo Stelvio,SUV,Berlin,2019-03-14,Schoenefeld Airport,14:00,51.00,2019-03-09,
Buick Regal Sportback,Sedan,Berlin,2019-03-14,Schoenefeld Airport,14:00,33.00,2019-03-09,
Citroen C5,SUV,Berlin,2019-03-14,Schoenefeld Airport,14:00,47.00,2019-03-09,
Dacia Duster,SUV,Berlin,2019-03-14,Schoenefeld Airport,14:00,43.00,2019-03-09,
Dodge Charger,Sedan,Berlin,2019-03-14,Schoenefeld Airport,14:00,37.00,2019-03-09,
Kia Ceed,Hatchback,Berlin,2019-03-14,Schoenefeld Airport,14:00,28.00,2019-03-09,
Lexus GS,Sedan,Berlin,2019-03-14,Schoenefeld Airport,14:00,30.00,2019-03-09,
Mazda 3,Hatchback,Berlin,2019-03-14,Tegel Airport,14:00,27.00,2019-03-09,
Mazda CX-5,SUV,Berlin,2019-03-14,Tegel Airport,14:00,42.00,2019-03-09,
Peugeot 208,Hatchback,Berlin,2019-03-14,Schoenefeld Airport,14:00,30.00,2019-03-09,
Dacia Duster,SUV,,2019-03-14,Schoenefeld Airport,14:00,61.00,2019-03-09,True
Audi A8,Sedan,London,2019-03-04,Heathrow International Airport,14:00,33.00,2019-03-01,
Buick Regal Sportback,Sedan,London,2019-03-04,Gatwick International Airport,14:00,35.00,2019-03-01,
Citroen C5,SUV,London,2019-03-04,Heathrow International Airport,14:00,49.00,2019-03-01,
Dacia Duster,SUV,London,2019-03-04,Heathrow International Airport,14:00,43.00,2019-03-01,
Fiat Panda,Hatchback,London,2019-03-04,Heathrow International Airport,14:00,27.00,2019-03-01,
Ford Focus,Hatchback,London,2019-03-04,Gatwick International Airport,14:00,32.00,2019-03-01,
GMC Terrain,SUV,London,2019-03-04,Heathrow International Airport,14:00,45.00,2019-03-01,
Hyundai Ioniq,Sedan,London,2019-03-04,Gatwick International Airport,14:00,33.00,2019-03-01,
Lexus GS,Sedan,London,2019-03-04,Heathrow International Airport,14:00,36.00,2019-03-01,
Mazda 3,Hatchback,London,2019-03-04,Gatwick International Airport,14:00,33.00,2019-03-01,
GMC Terrain,SUV,,2019-03-04,Heathrow International Airport,14:00,45.00,2019-03-01,False
Dacia Duster,SUV,Los Angeles,2019-03-11,LAX International Airport,12:00,52.00,2019-03-08,
Fiat Panda,Hatchback,Los Angeles,2019-03-11,LAX International Airport,12:00,28.00,2019-03-08,
Hyundai Ioniq,Sedan,Los Angeles,2019-03-11,LAX International Airport,12:00,40.00,2019-03-08,
Nissan Qashqai,Hatchback,Los Angeles,2019-03-11,LAX International Airport,12:00,23.00,2019-03-08,
Renault Clio,Hatchback,Los Angeles,2019-03-11,LAX International Airport,12:00,25.00,2019-03-08,
Skoda Kodiaq,SUV,Los Angeles,2019-03-11,LAX International Airport,12:00,38.00,2019-03-08,
Suzuki Grand Vitara,SUV,Los Angeles,2019-03-11,LAX International Airport,12:00,42.00,2019-03-08,
Volvo S90,Sedan,Los Angeles,2019-03-11,LAX International Airport,12:00,27.00,2019-03-08,
Skoda Kodiaq,SUV,,2019-03-11,LAX International Airport,12:00,38.00,2019-03-08,False
Audi A8,Sedan,San Francisco,2019-03-07,Salesforce Transit Center,15:00,32.00,2019-03-06,
Buick Regal Sportback,Sedan,San Francisco,2019-03-07,Salesforce Transit Center,15:00,29.00,2019-03-06,
Fiat Panda,Hatchback,San Francisco,2019-03-07,SFO International Airport,15:00,30.00,2019-03-06,
GMC Terrain,SUV,San Francisco,2019-03-07,SFO International Airport,15:00,36.00,2019-03-06,
Hyundai Ioniq,Sedan,San Francisco,2019-03-07,SFO International Airport,15:00,37.00,2019-03-06,
Jaguar F-Pace,SUV,San Francisco,2019-03-07,Salesforce Transit Center,15:00,42.00,2019-03-06,
Kia Ceed,Hatchback,San Francisco,2019-03-07,SFO International Airport,15:00,26.00,2019-03-06,
Lexus GS,Sedan,San Francisco,2019-03-07,Salesforce Transit Center,15:00,36.00,2019-03-06,
Mazda 3,Hatchback,San Francisco,2019-03-07,Salesforce Transit Center,15:00,30.00,2019-03-06,
Mitsubishi Outlander,SUV,San Francisco,2019-03-07,SFO International Airport,15:00,49.00,2019-03-06,
Renault Clio,Hatchback,San Francisco,2019-03-07,SFO International Airport,15:00,25.00,2019-03-06,
SEAT Leon,Hatchback,San Francisco,2019-03-07,SFO International Airport,15:00,29.00,2019-03-06,
Vauxhaull Astra,Hatchback,San Francisco,2019-03-07,Salesforce Transit Center,15:00,25.00,2019-03-06,
Fiat Panda,Hatchback,,2019-03-07,SFO International Airport,15:00,40.00,2019-03-06,True
Audi A8,Sedan,London,2019-03-09,Heathrow International Airport,18:00,32.00,2019-03-05,
Citroen C5,SUV,London,2019-03-09,Heathrow International Airport,18:00,42.00,2019-03-05,
Dacia Duster,SUV,London,2019-03-09,Heathrow International Airport,18:00,48.00,2019-03-05,
Fiat Panda,Hatchback,London,2019-03-09,Heathrow International Airport,18:00,30.00,2019-03-05,
GMC Terrain,SUV,London,2019-03-09,Heathrow International Airport,18:00,48.00,2019-03-05,
Lexus GS,Sedan,London,2019-03-09,Heathrow International Airport,18:00,37.00,2019-03-05,
Nissan Qashqai,Hatchback,London,2019-03-09,Heathrow International Airport,18:00,25.00,2019-03-05,
SEAT Cordoba,Sedan,London,2019-03-09,Heathrow International Airport,18:00,38.00,2019-03-05,
Volvo S90,Sedan,London,2019-03-09,Heathrow International Airport,18:00,29.00,2019-03-05,
Peugeot 208,Hatchback,Fresno,2019-03-09,Fresno Yosemite International Airport,18:00,30.00,2019-03-05,
Vauxhaull Astra,Hatchback,Fresno,2019-03-09,Fresno Yosemite International Airport,18:00,31.00,2019-03-05,
Vauxhaull Astra,Hatchback,,2019-03-09,Fresno Yosemite International Airport,18:00,47.00,2019-03-05,True
Alfa Romeo Stelvio,SUV,New York,2019-03-10,Port Authority Station,13:30,36.00,2019-03-07,
Audi A8,Sedan,New York,2019-03-10,JFK International Airport,13:30,34.00,2019-03-07,
Buick Regal Sportback,Sedan,New York,2019-03-10,JFK International Airport,13:30,35.00,2019-03-07,
Dodge Charger,Sedan,New York,2019-03-10,Grand Central Station,13:30,31.00,2019-03-07,
Hyundai Ioniq,Sedan,New York,2019-03-10,Port Authority Station,13:30,31.00,2019-03-07,
Jaguar F-Pace,SUV,New York,2019-03-10,JFK International Airport,13:30,39.00,2019-03-07,
Kia Ceed,Hatchback,New York,2019-03-10,Port Authority Station,13:30,29.00,2019-03-07,
Lexus GS,Sedan,New York,2019-03-10,Port Authority Station,13:30,28.00,2019-03-07,
Peugeot 208,Hatchback,New York,2019-03-10,JFK International Airport,13:30,24.00,2019-03-07,
Renault Clio,Hatchback,New York,2019-03-10,Grand Central Station,13:30,23.00,2019-03-07,
Suzuki Grand Vitara,SUV,,2019-03-10,Port Authority Station,13:30,40.00,2019-03-07,False
Kia Ceed,Hatchback,New York,2019-03-11,Grand Central Station,14:00,25.00,2019-03-04,
Peugeot 208,Hatchback,New York,2019-03-11,JFK International Airport,14:00,29.00,2019-03-04,
Renault Clio,Hatchback,New York,2019-03-11,Grand Central Station,14:00,25.00,2019-03-04,
Peugeot 208,Hatchback,,2019-03-11,JFK International Airport,14:00,29.00,2019-03-04,False
Fiat Panda,Hatchback,London,2019-03-10,Heathrow International Airport,13:30,29.00,2019-03-08,
Ford Focus,Hatchback,London,2019-03-10,Gatwick International Airport,13:30,30.00,2019-03-08,
Mazda 3,Hatchback,London,2019-03-10,Gatwick International Airport,13:30,25.00,2019-03-08,
Nissan Qashqai,Hatchback,London,2019-03-10,Heathrow International Airport,13:30,31.00,2019-03-08,
Renault Clio,Hatchback,London,2019-03-10,Gatwick International Airport,13:30,28.00,2019-03-08,
SEAT Leon,Hatchback,London,2019-03-10,Gatwick International Airport,13:30,28.00,2019-03-08,
Nissan Qashqai,Hatchback,,2019-03-10,Heathrow International Airport,13:30,31.00,2019-03-08,False
Kia Ceed,Hatchback,New York,2019-03-13,Port Authority Station,11:00,24.00,2019-03-10,
Vauxhaull Astra,Hatchback,New York,2019-03-13,Port Authority Station,11:00,24.00,2019-03-10,
Kia Ceed,Hatchback,,2019-03-13,Port Authority Station,11:00,24.00,2019-03-10,False
Hyundai Ioniq,Sedan,Kuala Lumpur,2019-03-09,KLIA International Airport,15:00,20.00,2019-03-08,
Volvo S90,Sedan,Kuala Lumpur,2019-03-09,KLIA International Airport,15:00,22.00,2019-03-08,
Hyundai Ioniq,Sedan,,2019-03-09,KLIA International Airport,15:00,30.00,2019-03-08,True
Alfa Romeo Stelvio,SUV,Berlin,2019-03-13,Schoenefeld Airport,20:00,37.00,2019-03-10,
Buick Regal Sportback,Sedan,Berlin,2019-03-13,Schoenefeld Airport,20:00,31.00,2019-03-10,
Citroen C5,SUV,Berlin,2019-03-13,Schoenefeld Airport,20:00,47.00,2019-03-10,
Dacia Duster,SUV,Berlin,2019-03-13,Schoenefeld Airport,20:00,44.00,2019-03-10,
Dodge Charger,Sedan,Berlin,2019-03-13,Schoenefeld Airport,20:00,28.00,2019-03-10,
Kia Ceed,Hatchback,Berlin,2019-03-13,Schoenefeld Airport,20:00,33.00,2019-03-10,
Lexus GS,Sedan,Berlin,2019-03-13,Schoenefeld Airport,20:00,31.00,2019-03-10,
Peugeot 208,Hatchback,Berlin,2019-03-13,Schoenefeld Airport,20:00,28.00,2019-03-10,
Renault Clio,Hatchback,Berlin,2019-03-13,Schoenefeld Airport,20:00,27.00,2019-03-10,
