address,check_in_date,check_out_date,has_laundry_service,number_of_adults,phone_number,rating,total_price,where_to
2051 Shelter Island Drive,,,TRUE,,+1 619-222-0561,4.4,1800,San Diego
2401 Camino Del Rio North,,,TRUE,,+1 619-582-2838,4.4,336,San Diego
2576 Laning Road,,,TRUE,,+1 619-222-0500,4.4,1764,San Diego
2592 Laning Road,,,TRUE,,+1 619-221-1900,4.4,1170,San Diego
4255 Ocean Boulevard,,,TRUE,,+1 858-483-7440,4.4,312,San Diego
4444 Pacific Highway,,,TRUE,,+1 619-260-8024,4.4,1470,San Diego
509 Ninth Avenue,,,TRUE,,+1 619-727-4000,4.4,1320,San Diego
5300 Grand Del Mar Court,,,TRUE,,+1 858-314-2000,4.4,1320,San Diego
10 East Thomas Road,,,TRUE,,+1 602-222-1111,4.2,84,Phoenix
"16620 North Scottsdale Road, Scottsdale, AZ 85254, USA",,,TRUE,,+1 480-348-9280,4.2,540,Phoenix
2 East Jefferson Street,,,TRUE,,+1 602-253-6633,4.2,348,Phoenix
2335 West Pinnacle Peak Road,,,TRUE,,+1 623-879-8800,4.2,1980,Phoenix
1020 South Figueroa Street,,,TRUE,,+1 213-748-1291,3.7,594,Los Angeles
10320 West Olympic Boulevard,,,TRUE,,+1 310-556-2777,3.7,1215,Los Angeles
10740 Wilshire Boulevard,,,TRUE,,+1 310-475-8711,3.7,2912,Los Angeles
"111 South Gaffey Street, San Pedro, CA 90731, USA",,,TRUE,,+1 310-514-1414,3.7,306,Los Angeles
"1133 Vine Street, Hollywood, CA 90038, USA",,,TRUE,,+1 323-952-6900,3.7,972,Los Angeles
"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,TRUE,,+1 818-821-8031,3.7,384,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,3.7,1170,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,3.7,420,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,3.7,1152,Los Angeles
"13480 Maxella Avenue, Marina del Rey, CA 90292, USA",,,TRUE,,+1 310-822-8555,3.7,990,Los Angeles
"4222 Vineland Avenue, North Hollywood, CA 91602, USA",,,TRUE,,+1 818-980-8000,4.3,3675,Los Angeles
425 Westwood Plaza,,,TRUE,,+1 855-522-8252,4.3,116,Los Angeles
465 South La Cienega Boulevard,,,TRUE,,+1 310-247-0400,4.3,1440,Los Angeles
5933 West Century Boulevard,,,TRUE,,+1 310-568-7700,4.3,630,Los Angeles
1018 Granville Street,,,FALSE,,+1 877-972-6378,4.2,1530,Vancouver
1128 Alberni Street,,,TRUE,,+1 604-683-1399,4.2,270,Vancouver
177 Robson Street,,,TRUE,,+1 604-620-6200,4.2,1920,Vancouver
"1 Rue Bayard, 75008",,,TRUE,,+33 1 53 75 62 62,3.6,1950,Paris
"1 Rue Daunou, 75002",,,TRUE,,+33 1 42 61 70 41,3.6,1500,Paris
"1 Rue de Libourne, 75012",,,TRUE,,+33 1 44 67 34 00,3.6,4900,Paris
"1-5 Passage Ruelle, 75018",,,TRUE,,+33 1 42 05 20 00,3.6,1800,Paris
"10 Place Charles Dullin, 75018",,,TRUE,,+33 1 42 57 14 55,3.6,540,Paris
"10 Place de Mexico, 75116",,,TRUE,,+33 1 56 90 40 04,3.6,2576,Paris
"10 Rue de Passy, 75016",,,TRUE,,+33 1 45 25 55 66,3.6,528,Paris
"10 Rue du Champ de Mars, 75007",,,TRUE,,+33 1 40 62 67 00,3.6,304,Paris
"10 Rue du Conservatoire, 75009",,,TRUE,,+33 1 47 70 50 83,3.6,2304,Paris
"1 Rue de Libourne, 75012",,,TRUE,,+33 1 44 67 34 00,3.6,680,Paris
1 Ham Yard,,,TRUE,,+44 20 3642 2000,4.5,3570,London
"Avenida Embaixador Abelardo Bueno, 1511 - Barra da Tijuca",,,TRUE,,+55 21 3478-4900,4.5,1600,Rio de Janeiro
"Avenida Salvador Allende, 6555 - Barra da Tijuca",,,TRUE,,+55 21 2153-1800,4.6,2800,Rio de Janeiro
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,4.3,2200,Los Angeles
1775 Orchid Avenue,,,FALSE,,+1 323-850-6464,4.3,992,Los Angeles
1800 Argyle Avenue,,,TRUE,,+1 213-279-3532,4.3,348,Los Angeles
"2 Breeze Avenue, Venice, California 90291, United States",,,FALSE,,+1 310-566-2222,4.3,528,Los Angeles
2151 Avenue of the Stars,,,TRUE,,+1 310-284-6500,4.3,1152,Los Angeles
425 Westwood Plaza,,,TRUE,,+1 855-522-8252,4.3,3600,Los Angeles
"1 Columbia Court, Baulkham Hills New South Wales 2153, Australia",,,TRUE,,+61 2 9634 9634,3.9,384,Sydney
"1 Kensington Street, Chippendale New South Wales 2008, Australia",,,TRUE,,+61 2 8277 8277,3.9,3000,Sydney
"1 Military Road, Watsons Bay New South Wales 2030, Australia",,,FALSE,,+61 2 9337 5444,3.9,240,Sydney
"1 Salisbury Road, Castle Hill New South Wales 2154, Australia",,,TRUE,,+61 2 9680 3800,3.9,2400,Sydney
"10 Atchison Street, St Leonards New South Wales 2065, Australia",,,TRUE,,+61 2 8425 0400,3.9,864,Sydney
"10 Byfield Street, Macquarie Park New South Wales 2113, Australia",,,TRUE,,+61 2 9428 9500,3.9,912,Sydney
"100 Bayswater Road, Rushcutters Bay New South Wales 2011, Australia",,,TRUE,,+61 2 8353 8988,3.9,228,Sydney
"100 Marsden Street, Parramatta New South Wales 2150, Australia",,,FALSE,,+61 2 9633 9898,3.9,720,Sydney
"106 Hassall Street, Rosehill New South Wales 2142, Australia",,,TRUE,,+61 2 8836 1000,3.9,912,Sydney
11 Jamison Street,,,TRUE,,+61 2 9696 2500,3.9,2520,Sydney
1095 Market Street,,,TRUE,,+1 415-829-0000,3.4,2100,San Francisco
"1100 Market Street Hotel entrance is at, 45 McAllister Street",,,TRUE,,+1 415-735-7777,3.4,384,San Francisco
111 Mason Street,,,TRUE,,+1 415-771-1200,3.4,1320,San Francisco
12 4th Street,,,TRUE,,+1 415-348-1111,3.4,832,San Francisco
138 King Street,,,TRUE,,+1 415-200-4977,3.4,2500,San Francisco
155 Steuart Street,,,TRUE,,+1 415-495-2100,3.4,684,San Francisco
161 Powell Street,,,TRUE,,+1 415-362-1600,3.4,126,San Francisco
165 Steuart Street,,,FALSE,,+1 415-882-1300,3.4,1380,San Francisco
1800 Sutter Street,,,TRUE,,+1 415-921-4000,3.4,2100,San Francisco
2095 Lombard Street,,,FALSE,,+1 415-563-5600,3.4,408,San Francisco
1441 Northeast 2nd Avenue,,,TRUE,,+1 503-233-2401,4.2,384,Portland
2025 Northwest Northrup Street,,,TRUE,,+1 800-224-1180,4.6,1080,Portland
1150 Fairview Avenue North,,,TRUE,,+1 206-447-9500,4.5,207,Seattle
1635 8th Avenue,,,FALSE,,+1 206-695-1234,4.5,1728,Seattle
1815 Terry Avenue,,,TRUE,,+1 206-388-1000,4.5,792,Seattle
2000 4th Avenue,,,TRUE,,+1 206-448-8600,4.5,1044,Seattle
255 South King Street,,,TRUE,,+1 206-859-4400,4.5,1386,Seattle
300 Roy Street,,,TRUE,,+1 877-298-9728,4.5,372,Seattle
3926 Aurora Avenue,,,TRUE,,+1 206-632-1015,4.5,252,Seattle
4501 12th Avenue Northeast,,,TRUE,,+1 206-322-8887,4.5,414,Seattle
1725 Long Beach Boulevard,,,FALSE,,+1 562-599-5555,3.9,2016,Long Beach
200 South Pine Avenue,,,FALSE,,+1 562-491-1234,4.4,1260,Long Beach
285 Bay Street,,,FALSE,,+1 562-432-1234,4.4,1400,Long Beach
5325 Pacific Coast Highway,,,FALSE,,+1 562-597-1341,4.3,324,Long Beach
3771 North Lakewood Boulevard,,,TRUE,,+1 562-425-0010,4.4,3570,Long Beach
1 Logan Square,,,TRUE,,+1 215-963-1500,4.3,1575,Philadelphia
1001 Intrepid Avenue,,,TRUE,,+1 215-644-9200,4.3,1188,Philadelphia
120 South 17th Street,,,TRUE,,+1 215-569-8300,4.3,1368,Philadelphia
135 South 18th Street,,,TRUE,,+1 215-825-7000,4.3,2208,Philadelphia
201 South Christopher Columbus Boulevard,,,TRUE,,+1 215-521-6500,4.3,2604,Philadelphia
219 South Broad Street,,,TRUE,,+1 215-732-5500,4.3,540,Philadelphia
3600 Sansom Street,,,TRUE,,+1 215-222-0200,4.3,324,Philadelphia
433 Chestnut Street,,,TRUE,,+1 215-925-2111,4.3,2080,Philadelphia
"Cira Centre South, 2929 Walnut Street",,,TRUE,,+1 215-372-9000,4.3,945,Philadelphia
1 Seething Lane,,,TRUE,,+44 20 7702 2020,4.5,756,London
1 Suffolk Place,,,TRUE,,+44 20 7470 4000,4.5,870,London
1 Waterview Drive,,,TRUE,,+44 20 8463 6868,4.5,276,London
"1-2, Serjeant's Inn",,,TRUE,,+44 20 3004 4141,4.5,1680,London
10 Berners Street,,,TRUE,,+44 20 7781 0000,4.5,3500,London
10 Harrington Road,,,TRUE,,+44 20 7589 5895,4.5,2040,London
10 Palace Place,,,TRUE,,+44 20 3540 8800,4.5,3120,London
10 Trinity Square,,,TRUE,,+44 20 3297 9200,4.5,2375,London
100 Vauxhall Walk,,,TRUE,,+44 20 3096 1555,4.5,480,London
1215 South Las Vegas Boulevard,,,TRUE,,+1 702-489-7500,3.7,504,Las Vegas
1236 South Las Vegas Boulevard,,,FALSE,,+1 702-380-6902,4.3,660,Las Vegas
129 North 8th Street,,,TRUE,,+1 702-553-2553,3.3,1440,Las Vegas
217 Las Vegas Boulevard North,,,FALSE,,+1 702-768-9823,3.4,2880,Las Vegas
2219 North Rancho Drive,,,TRUE,,+1 702-638-1800,3.4,650,Las Vegas
7100 Cascade Valley Court,,,TRUE,,+1 702-360-5700,4.1,126,Las Vegas
8669 West Sahara Avenue,,,TRUE,,+1 702-256-3766,4.2,630,Las Vegas
101 Andrew Young International Boulevard Northwest,,,TRUE,,+1 404-524-5555,4.2,348,Atlanta
1065 Peachtree Street Northeast,,,TRUE,,+1 404-745-5000,4.2,4200,Atlanta
110 Marietta Street NorthWest,,,TRUE,,+1 404-521-2250,4.2,4032,Atlanta
125 10th Street Northeast,,,FALSE,,+1 404-443-1234,4.2,1400,Atlanta
1414 West Peachtree Street Northwest,,,TRUE,,+1 404-685-1677,4.2,2240,Atlanta
230 Peachtree Street,,,TRUE,,+1 404-523-7600,4.2,1701,Atlanta
239 Ivan Allen Junior Boulevard Northwest,,,TRUE,,+1 678-539-2900,4.2,1395,Atlanta
267 Marietta Street NorthWest,,,TRUE,,+1 404-223-2300,4.2,594,Atlanta
275 Baker Street,,,TRUE,,+1 404-577-2001,4.2,384,Atlanta
1000 1st Avenue,,,TRUE,,+1 206-957-1000,3.3,1920,Seattle
1007 1st Avenue,,,TRUE,,+1 206-624-4844,3.3,3136,Seattle
1011 Pike Street,,,TRUE,,+1 206-682-8282,3.3,180,Seattle
1046 1st Avenue South,,,TRUE,,+1 206-204-9800,3.3,300,Seattle
105 Pike Street,,,TRUE,,+1 206-340-1222,3.3,320,Seattle
110 Stewart Street,,,TRUE,,+1 206-623-4600,3.3,528,Seattle
1100 5th Avenue,,,TRUE,,+1 206-624-8000,3.3,1000,Seattle
1101 4th Avenue,,,TRUE,,+1 206-621-1770,3.3,264,Seattle
1112 4th Avenue,,,TRUE,,+1 206-264-6000,3.3,3360,Seattle
1113 6th Avenue,,,TRUE,,+1 206-464-1980,3.3,912,Seattle
"23 Buitengracht Street, Cape Town City Centre",,,TRUE,,+27 21 492 9999,4.3,3920,Cape Town
"Messedamm 10, 14057",,,TRUE,,+49 30 303930,3.8,364,Berlin
1050 West Ball Road,,,TRUE,,+1 714-860-4660,4.1,2856,Anaheim
1110 West Katella Avenue,,,TRUE,,+1 714-778-1880,4.1,594,Anaheim
1160 West Ball Road,,,TRUE,,+1 714-215-4000,4.1,891,Anaheim
1176 West Katella Avenue,,,TRUE,,+1 714-776-0140,4.1,450,Anaheim
125 South Festival Drive,,,TRUE,,+1 714-974-8880,4.1,1596,Anaheim
1411 South Manchester Avenue,,,TRUE,,+1 714-844-2801,4.1,840,Anaheim
1420 South Harbor Boulevard,,,TRUE,,+1 714-254-1442,4.1,525,Anaheim
1520 South Harbor Boulevard,,,TRUE,,+1 714-635-7275,4.1,930,Anaheim
1540 South Harbor Boulevard,,,TRUE,,+1 714-635-4082,4.1,600,Anaheim
"Avenida Salvador Allende, 6555 - Barra da Tijuca",,,TRUE,,+55 21 2153-1800,4.6,775,Rio de Janeiro
1177 Melville Street,,,TRUE,,+1 604-669-5060,4.6,756,Vancouver
788 Richards Street,,,TRUE,,+1 778-327-4100,4.6,528,Vancouver
845 Hornby Street,,,TRUE,,+1 800-663-0666,4.6,1260,Vancouver
100 Greenwich Street,,,TRUE,,+1 917-409-0800,4.4,1740,New York
"100-15 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-512-0248,4.2,3024,New York
"102-40 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,,TRUE,,+1 718-672-6600,4.1,300,New York
"1080 Broadway, Brooklyn",,,FALSE,,+1 718-715-4850,4,936,New York
"1020, Jalan Sultan Ismail, 50250",,,TRUE,,+60 3-2168 1688,4.5,2375,Kuala Lumpur
"145, Jalan Ampang, 50450 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2382 8888,4.5,1995,Kuala Lumpur
"170, Jalan Bukit Bintang, 55100",,,TRUE,,+60 3-2117 2888,4.5,1680,Kuala Lumpur
"2, Jalan Conlay, 50450 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2113 1888,4.5,420,Kuala Lumpur
"2, Jalan Stesen Sentral, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2263 7888,4.5,5950,Kuala Lumpur
"7, Jalan Kia Peng, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2778 0888,4.5,1400,Kuala Lumpur
"8, Jalan Madge, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2143 2300,4.5,672,Kuala Lumpur
"EQ, Equatorial Plaza, Jalan Sultan Ismail, 50250",,,TRUE,,+60 3-2789 7777,4.5,900,Kuala Lumpur
"East Side, 58, Jalan Ang Seng, Brickfields, 50470",,,TRUE,,+60 3-2268 3888,4.5,360,Kuala Lumpur
"Ilham Tower, 8, Jalan Binjai, 50450",,,TRUE,,+60 3-2771 3388,4.5,3200,Kuala Lumpur
"10 Rue de Passy, 75016",,,TRUE,,+33 1 45 25 55 66,4.5,528,Paris
"10 Rue du Champ de Mars, 75007",,,TRUE,,+33 1 40 62 67 00,4.2,304,Paris
"10 Rue du Conservatoire, 75009",,,TRUE,,+33 1 47 70 50 83,4,2304,Paris
"4 Boulevard Brune, 75014",,,TRUE,,+33 1 71 25 47 37,4.4,2112,Paris
"71 Boulevard de Vaugirard, 75015",,,FALSE,,+33 1 43 20 89 12,3.4,1680,Paris
"Rua Artur Bernardes, 39 - Catete",,,TRUE,,+55 21 2225-7767,4.4,1260,Rio de Janeiro
"Africa Avenue, Diplomatic Enclave, Chanakyapuri, New Delhi",,,TRUE,,+91 11 3933 1234,4.6,3600,Delhi
"12, Doctor APJ Abdul Kalam Road, New Delhi",,,TRUE,,+91 11 3955 5000,4.4,1960,Delhi
"12, Mangalam Place, Sector 3, Rohini, New Delhi",,,TRUE,,+91 11 4340 0000,4.3,320,Delhi
"13 B, District Centre, Mayur Vihar, New Delhi",,,TRUE,,+91 11 4110 2222,4.3,2016,Delhi
"13A, District Centre, Mayur Vihar, New Delhi",,,TRUE,,+91 11 4110 5555,4.3,1152,Delhi
"19, Ashoka Road, Connaught Place, New Delhi",,,TRUE,,+91 11 4355 5555,3.9,2560,Delhi
"2, Sardar Patel Marg, Diplomatic Enclave, New Delhi",,,TRUE,,+91 11 2611 0202,4.7,2560,Delhi
"2293, Dharampura, Gali Gulian, Jama Masjid, Chandni Chowk, Old",,,FALSE,,+91 11 2326 1000,4.2,600,Delhi
"37/2-4 Old, National Highway 48, Kapas Hera, New Delhi",,,TRUE,,+91 11 4103 4591,4.2,3780,Delhi
"5B IGI T3 Road Delhi, Aerocity, New Delhi",,,TRUE,,+91 11 4565 0000,4.4,2520,Delhi
"88-89, Bijwasan Road, Kapas Hera Extension, Kapas Hera, New Delhi",,,TRUE,,+91 11 4909 9999,4,1984,Delhi
"Plot 4, Sector 13, New Delhi",,,TRUE,,+91 11 3090 8000,4.3,1300,Delhi
"1003 Coast Boulevard, La Jolla, California 92037, United States",,,TRUE,,+1 858-224-7600,4.1,2480,San Diego
10044 Pacific Mesa Boulevard,,,TRUE,,+1 858-597-0500,4.1,648,San Diego
1047 Fifth Avenue,,,TRUE,,+1 619-515-3000,4.1,2160,San Diego
1055 1st Avenue,,,TRUE,,+1 619-232-6141,4.1,243,San Diego
"10950 North Torrey Pines Road, La Jolla, California 92037, United States",,,TRUE,,+1 858-558-1500,4.1,496,San Diego
11025 Vista Sorrento Parkway,,,TRUE,,+1 858-523-0500,4.1,3570,San Diego
11520 West Bernardo Court,,,TRUE,,+1 858-451-6600,4.1,2790,San Diego
11915 El Camino Real,,,TRUE,,+1 858-481-5900,4.1,696,San Diego
11920 El Camino Real,,,TRUE,,+1 858-792-5557,4.1,1536,San Diego
11966 El Camino Real,,,TRUE,,+1 858-523-1700,4.1,3220,San Diego
7450 Hazard Center Drive,,,TRUE,,+1 619-297-5466,4.1,2688,San Diego
2005 North Highland Avenue,,,TRUE,,+1 323-876-8600,3.7,675,Los Angeles
1 Silvertown Way,,,TRUE,,+44 20 7540 4040,3.9,2700,London
1 Suffolk Place,,,TRUE,,+44 20 7470 4000,4.6,870,London
1 Waterview Drive,,,TRUE,,+44 20 8463 6868,4.6,276,London
"1-15, Templeton Place",,,TRUE,,+44 20 7598 8700,4.4,936,London
10 Bina Gardens,,,TRUE,,+44 20 7373 0123,2.9,1728,London
58 Regents Park Road,,,FALSE,,+44 20 8371 6060,3.9,102,London
295 North End Road,,,FALSE,,+44 20 7384 5151,4,756,London
"1, Jalan 2/142a, Taman Len Seng, 56000 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-9100 1133,3.7,1160,Kuala Lumpur
"1, Jalan Pantai Jaya Tower 3, 59200",,,TRUE,,+60 3-2298 1888,4.2,1620,Kuala Lumpur
"1, Lorong Ceylon, Bukit Ceylon, 50200 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2386 9288,4.2,680,Kuala Lumpur
"10, Jalan Binjai, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-7490 3333,4.2,1104,Kuala Lumpur
"10, Lorong P Ramlee, Kuala Lumpur, 50250",,,TRUE,,+60 3-2726 6788,4.3,1296,Kuala Lumpur
"12, Jalan Raja Laut, Chow Kit, 50350",,,TRUE,,+60 3-2614 8000,3.6,264,Kuala Lumpur
"120, Jalan Pudu, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2143 5000,3.7,300,Kuala Lumpur
"120, Jalan Raja Abdullah, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan",,,TRUE,,+60 3-2603 1999,4.3,864,Kuala Lumpur
"208, Jalan Pudu, Bukit Bintang, 55100",,,TRUE,,+60 3-2143 7001,3.9,2070,Kuala Lumpur
1 Addington Street,,,TRUE,,+44 333 400 6116,3.9,1600,London
1 Baffin Way,,,TRUE,,+44 20 7517 1100,3.9,300,London
1 Ham Yard,,,TRUE,,+44 20 3642 2000,3.9,2720,London
1 King's Cross Road,,,TRUE,,+44 20 7833 3900,3.9,2880,London
1 Seething Lane,,,TRUE,,+44 20 7702 2020,3.9,2000,London
1 Suffolk Place,,,TRUE,,+44 20 7470 4000,3.9,2480,London
1 Waterview Drive,,,TRUE,,+44 20 8463 6868,3.9,4060,London
"1-15, Templeton Place",,,TRUE,,+44 20 7598 8700,3.9,1760,London
"1-2, Serjeant's Inn",,,TRUE,,+44 20 3004 4141,3.9,1824,London
10 Berners Street,,,TRUE,,+44 20 7781 0000,3.9,3500,London
111 Westminster Bridge Road,,,TRUE,,+44 20 3908 5000,3.9,2500,London
108 Chestnut Street,,,TRUE,,+1 416-977-5000,4.2,952,Toronto
111 Lombard Street,,,TRUE,,+1 416-367-5555,3.9,558,Toronto
118 Yorkville Avenue,,,TRUE,,+1 416-963-6300,4.7,2430,Toronto
145 Richmond Street West,,,TRUE,,+1 416-869-3456,4.3,720,Toronto
15 Charles Street East,,,TRUE,,+1 416-924-1222,4.6,414,Toronto
15 Richmond Street East,,,TRUE,,+1 416-368-1990,4.2,600,Toronto
1684 Queen Street East,,,FALSE,,+1 647-693-6842,3.3,352,Toronto
"175 Wynford Drive, North York, Ontario M3C 1J3, Canada",,,FALSE,,+1 416-449-4111,3.7,138,Toronto
"1790 Albion Road, Etobicoke, Ontario M9V 4J8, Canada",,,TRUE,,+1 416-747-7676,4.2,612,Toronto
5515 Eglinton Avenue West,,,TRUE,,+1 416-646-4600,4.4,936,Toronto
490 Geary Street,,,TRUE,,+1 415-928-7900,4.2,216,San Francisco
3771 North Lakewood Boulevard,,,TRUE,,+1 562-425-0010,4.5,1584,Long Beach
5 Lower Belgrave Street,,,FALSE,,+44 20 3589 3990,4.1,2625,London
"2 Rue Monsigny, 75002",,,TRUE,,+33 1 42 96 87 66,3.9,276,Paris
69 - 71 Dean Street,,,TRUE,,+44 20 7434 1775,4.3,630,London
"1 Washington Circle Northwest, Washington, District of Columbia 20037, United States",,,TRUE,,+1 202-872-1680,4.3,540,Washington D.C.
"10 Thomas Circle Northwest, Washington, District of Columbia 20005, United States",,,TRUE,,+1 202-842-1300,4.3,552,Washington D.C.
"1009 11th Street Northwest, Washington, District of Columbia 20001, United States",,,FALSE,,+1 202-737-2333,4.3,380,Washington D.C.
"1011 K Street Northwest, Washington, DC 20001, USA",,,FALSE,,+1 202-922-7400,4.1,1080,Washington D.C.
"1011 L Street Northwest, Washington, District of Columbia 20001, United States",,,TRUE,,+1 202-898-1200,4.4,174,Washington D.C.
"1075 Thomas Jefferson Street Northwest, Washington, DC 20007, USA",,,TRUE,,+1 202-337-0900,4.3,3024,Washington D.C.
"1100 Pennsylvania Avenue Northwest, Washington, DC 20004, USA",,,TRUE,,+1 202-695-1100,4.3,810,Washington D.C.
"1111 30th Street Northwest, Washington, District of Columbia 20007, United States",,,TRUE,,+1 202-298-7800,4.3,408,Washington D.C.
"1127 Connecticut Avenue Northwest, Washington, DC 20036, USA",,,TRUE,,+1 202-347-3000,4.4,2700,Washington D.C.
"1201 13th Street Northwest, Washington, District of Columbia 20005, United States",,,FALSE,,+1 202-682-5300,4,72,Washington D.C.
2 Orange Street,,,FALSE,,+44 20 3551 3720,4.3,320,London
"5 Upper Union Street, Gardens",,,TRUE,,+27 21 480 8080,4.6,2520,Cape Town
57 Heerengracht Street,,,TRUE,,+27 21 205 6699,4.6,400,Cape Town
"93 Brommersvlei Road, Constantia Heights",,,TRUE,,+27 21 794 2137,4.6,2600,Cape Town
"Chapmans Peak Drive, Hout Bay, 7806, South Africa",,,TRUE,,+27 21 201 0025,4.6,3000,Cape Town
"Convention Square, Lower Long Street",,,TRUE,,+27 21 412 9999,4.6,2100,Cape Town
"Dock Road, Victoria & Alfred Waterfront",,,TRUE,,+27 21 431 5888,4.6,2300,Cape Town
"Moorings 5 & Portswood Ridge, 5 Portswood Road, Victoria & Alfred Waterfront",,,TRUE,,+27 21 418 1466,4.6,2720,Cape Town
"Quay, 6 West Quay Road, Victoria & Alfred Waterfront",,,TRUE,,+27 21 406 5000,4.6,1700,Cape Town
"Silo Square, Victoria & Alfred Waterfront",,,TRUE,,+27 21 670 0500,4.6,700,Cape Town
"West Quay Road, Victoria & Alfred Waterfront",,,TRUE,,+27 21 410 7100,4.6,640,Cape Town
17 John Street,,,TRUE,,+1 646-859-5013,4.4,3960,New York
"111 South Gaffey Street, San Pedro, CA 90731, USA",,,TRUE,,+1 310-514-1414,3.7,420,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,3.7,496,Los Angeles
"13480 Maxella Avenue, Marina del Rey, CA 90292, USA",,,TRUE,,+1 310-822-8555,3.7,336,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,4.3,704,Los Angeles
"110 Cumberland Street, The Rocks New South Wales 2000, Australia",,,TRUE,,+61 2 8272 0900,4.4,2205,Sydney
12 Darling Drive,,,TRUE,,+61 2 8388 8888,4.4,3600,Sydney
"121 Baxter Road, Mascot New South Wales 2020, Australia",,,FALSE,,+61 2 8303 8888,4.4,4900,Sydney
122 Victoria Street,,,TRUE,,+61 1300 525 442,4.4,896,Sydney
"139 Murray Street, Pyrmont New South Wales 2009, Australia",,,TRUE,,+61 2 8586 1888,4.4,544,Sydney
"191 O'Riordan Street, Mascot New South Wales 2020, Australia",,,TRUE,,+61 2 8398 4600,4.4,580,Sydney
27 O'Connell Street,,,TRUE,,+61 2 8214 0000,4.4,125,Sydney
300 Kent Street,,,TRUE,,+61 2 9052 7588,4.4,2688,Sydney
"33 Cross Street, Double Bay",,,FALSE,,+61 2 8388 8388,4.4,3640,Sydney
35 Mountain Street,,,TRUE,,+61 2 8379 7880,4.4,1080,Sydney
"139 Murray Street, Pyrmont New South Wales 2009, Australia",,,TRUE,,+61 2 8586 1888,4.4,1860,Sydney
9801 Airport Boulevard,,,TRUE,,+1 310-215-1000,4.3,1440,Los Angeles
10 East Thomas Road,,,TRUE,,+1 602-222-1111,4.4,84,Phoenix
15 East Monroe Street,,,TRUE,,+1 602-343-0006,4.4,1296,Phoenix
"15620 North Clubgate Drive, Scottsdale, Arizona 85254, United States",,,TRUE,,+1 480-624-1700,4.4,1920,Phoenix
2 East Jefferson Street,,,TRUE,,+1 602-253-6633,4.4,348,Phoenix
2335 West Pinnacle Peak Road,,,TRUE,,+1 623-879-8800,4.4,1980,Phoenix
2811 East Camelback Road,,,TRUE,,+1 602-852-6500,4.4,810,Phoenix
333 North Central Avenue,,,TRUE,,+1 602-429-3500,4.4,800,Phoenix
4415 East Paradise Village Parkway South,,,TRUE,,+1 602-765-5800,4.4,900,Phoenix
5220 East Marriott Drive,,,FALSE,,+1 480-629-3200,4.4,720,Phoenix
"6302 East Camelback Road, Scottsdale, Arizona 85251, United States",,,TRUE,,+1 480-947-3300,4.4,456,Phoenix
11 Jamison Street,,,TRUE,,+61 2 9696 2500,4.4,2520,Sydney
631-635 George Street,,,TRUE,,+61 2 9265 8888,3.8,522,Sydney
1020 South Figueroa Street,,,TRUE,,+1 213-748-1291,3.9,594,Los Angeles
10320 West Olympic Boulevard,,,TRUE,,+1 310-556-2777,3.9,1215,Los Angeles
10740 Wilshire Boulevard,,,TRUE,,+1 310-475-8711,3.9,2912,Los Angeles
"111 South Gaffey Street, San Pedro, CA 90731, USA",,,TRUE,,+1 310-514-1414,3.9,420,Los Angeles
"1133 Vine Street, Hollywood, CA 90038, USA",,,TRUE,,+1 323-952-6900,3.9,972,Los Angeles
"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,,TRUE,,+1 818-821-8031,3.9,384,Los Angeles
115 South Fairfax Avenue,,,TRUE,,+1 323-937-3930,3.9,1170,Los Angeles
1150 South Beverly Drive,,,TRUE,,+1 310-553-6561,3.9,496,Los Angeles
1224 Beverwil Drive,,,TRUE,,+1 877-334-5623,3.9,1152,Los Angeles
"13480 Maxella Avenue, Marina del Rey, CA 90292, USA",,,TRUE,,+1 310-822-8555,3.9,336,Los Angeles
"737 Washington Boulevard, Venice, California 90292, United States",,,FALSE,,+1 310-821-4455,3.9,414,Los Angeles
