address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
None,San Leandro,FALSE,3,3,TRUE,510-586-6396,Montair Apartments,3900,
3329 Claremont Court,,FALSE,1,1,TRUE,707-578-1313,Brookside East Apartments,1850,
732 East Evelyn Avenue,Sunnyvale,FALSE,1,1,FALSE,669-267-1020,Bristol Commons,1800,
181 West Weddell Drive,Sunnyvale,FALSE,1,1,FALSE,408-734-0680,Plaza Studio Apartments,1850,
6221 Montecito Boulevard,Santa Rosa,TRUE,3,3,TRUE,707-888-5505,Brush Creek Apartments,4000,
1814 North Dutton Avenue # 25,Santa Rosa,FALSE,3,3,TRUE,707-542-1310,North Dutton Apartments,4150,
2055 Range Avenue,Santa Rosa,FALSE,3,3,TRUE,707-600-3342,Parc Station Apartments,4250,
1050 3rd Street,Santa Rosa,FALSE,3,3,TRUE,707-544-6766,Silvercrest Housing For Snrs,4400,
6221 Montecito Boulevard,,TRUE,3,3,TRUE,707-888-5505,Brush Creek Apartments,4000,
1056 Weldon Lane,Bay Point,FALSE,1,2,TRUE,925-458-6166,Mission Bay Apartments,2350,
110 Bailey Road,Bay Point,FALSE,1,2,FALSE,925-458-6107,Willowbrook Apartments,2650,
201 Harrison Street,San Francisco,FALSE,3,3,FALSE,415-543-1135,Baycrest,4400,
530 Carter Street,San Francisco,FALSE,3,3,TRUE,415-584-4800,Carter Terrace,4000,
296A Addison Street,San Francisco,FALSE,3,3,TRUE,415-334-2698,Diamond View Apartments,4350,
655 John Muir Drive,San Francisco,FALSE,3,3,TRUE,415-239-4745,Lakewood Access Line,4450,
511 John Muir Drive,San Francisco,FALSE,3,3,FALSE,415-859-9384,Lakewood Apartments,4450,
5000 Hartnett Avenue,Richmond,FALSE,2,3,TRUE,510-237-5377,Crescent Park,3550,
298 West Chanslor Avenue,Richmond,FALSE,2,3,FALSE,510-232-8908,Liberty Village Apartments,3600,
680 South 37th Street,Richmond,FALSE,2,3,TRUE,510-215-1926,Monterey Pines,3850,
5005 Montoya Avenue,Richmond,TRUE,2,3,TRUE,510-235-6341,Montoya Garden Apartments,3650,
3449 Agate Drive,Santa Clara,FALSE,2,3,FALSE,408-296-7679,Shayla Apartments,4050,
1435 163rd Avenue #23,,FALSE,2,3,TRUE,510-317-5914,Alderwood Apartments,3550,
18 Clark Avenue,,TRUE,3,3,TRUE,707-894-3557,Cloverdale Garden Apartments,4050,
888 North San Mateo Drive,San Mateo,FALSE,1,1,TRUE,650-340-0098,888 San Mateo,1500,
25 McAker Court,San Mateo,FALSE,1,1,TRUE,650-286-9800,Pacific Gardens Townhouse,1800,
651 North El Camino Real,San Mateo,FALSE,1,1,TRUE,650-343-9038,Park Royal Apartments,1900,
2901 South El Camino Real,San Mateo,FALSE,1,1,TRUE,650-212-0935,Peninsula Station Apartments,1700,
24 East Santa Inez Avenue,San Mateo,FALSE,1,1,FALSE,650-347-2008,Santa Inez Apartments,1700,
3110 Casa De Campo,San Mateo,FALSE,1,1,TRUE,650-572-7180,Villa Serena,1650,
5000 Hartnett Avenue,Richmond,FALSE,1,1,TRUE,510-237-5377,Crescent Park,1950,
298 West Chanslor Avenue,Richmond,FALSE,1,1,FALSE,510-232-8908,Liberty Village Apartments,2050,
680 South 37th Street,Richmond,FALSE,1,1,TRUE,510-215-1926,Monterey Pines,1850,
2801 Pullman Ave,Richmond,FALSE,1,1,TRUE,510-232-3519,Pullman Point Apartments,1500,
2601 Hilltop Drive,Richmond,FALSE,1,1,FALSE,510-455-8847,San Marcos,1950,
121 West Macdonald Avenue,Richmond,FALSE,1,1,FALSE,510-237-6426,St. John'S Apartments,2050,
2500 Deer Valley Road,San Rafael,FALSE,2,3,TRUE,415-479-4500,Deer Valley,3750,
124 Merrydale Road,San Rafael,FALSE,2,3,TRUE,415-492-2180,Marin Garden Apartments,3550,
55 Fairfax Street #27,,FALSE,2,3,TRUE,415-453-5531,Casa Vista Apartments,3500,
7425 Camino Colegio # 61,Rohnert Park,FALSE,3,4,TRUE,707-792-0669,Park Meadows Apartments,4900,
5121 Dowdell Avenue,Rohnert Park,FALSE,3,4,TRUE,707-820-2962,The Reserve At Rohnert Park,5200,
600 Rohnert Park Expy West,Rohnert Park,FALSE,3,4,TRUE,844-853-8982,Windsor At Redwood Creek,4850,
14225 Lora Drive,,FALSE,3,4,FALSE,408-378-9472,Wedgewood Manor,5100,
1756 Carmel Drive,Walnut Creek,FALSE,1,2,TRUE,925-301-9510,Carmel House,2800,
1435 Creekside Drive,Walnut Creek,FALSE,2,2,TRUE,925-935-4614,Creekside Glen Apartments,2700,
2150 Tice Valley Boulevard,Walnut Creek,FALSE,1,2,TRUE,925-943-1670,Tice Oaks Apartments,2700,
1851 Trinity Avenue,Walnut Creek,FALSE,1,2,TRUE,925-256-4086,Trinity Terrace Apartments,2650,
1755 Trinity Avenue # 1,Walnut Creek,FALSE,2,2,TRUE,925-935-6956,Walnut Hill Apartments,2950,
2150 Tice Valley Boulevard,,FALSE,1,2,TRUE,925-943-1670,Tice Oaks Apartments,2500,
401 Sherwood Drive,Sausalito,FALSE,3,4,TRUE,415-332-1208,Summit At Sausalito Apartments,5250,
1395 North Lincoln Street,Dixon,TRUE,1,2,TRUE,888-820-0137,Lincoln Creek Apartments,2550,
5 Hutchins Way,Novato,FALSE,3,4,FALSE,415-382-0801,Bay Vista,5100,
1009 Green Oak Drive,Novato,FALSE,3,4,FALSE,415-883-3544,Hamilton Woods Apartments,4850,
5 Hutchins Way,,FALSE,3,4,FALSE,415-382-0801,Bay Vista,5100,
2415 Rinconada Drive,,FALSE,1,1,FALSE,408-516-4212,Almaden House,1750,
20667 Forge Way,Cupertino,FALSE,1,2,TRUE,408-739-0870,Forge Homestead Apartments,2300,
175 Calvert Drive,Cupertino,FALSE,1,2,FALSE,408-627-8259,Sage At Cupertino,2600,
20800 Homestead Road,Cupertino,FALSE,1,2,TRUE,866-495-1855,The Markham Apartments,2450,
20667 Forge Way,,FALSE,1,2,TRUE,408-739-0870,Forge Homestead Apartments,2300,
1633 Marina Court,San Mateo,TRUE,1,2,FALSE,866-571-7179,Chesapeake Point Apartments,2700,
420 North Bayshore Boulevard # 1,San Mateo,FALSE,2,2,FALSE,650-342-5708,Country Club Apartments,2800,
2717 South Norfolk Street,San Mateo,FALSE,1,2,FALSE,650-729-1461,Lakeshore Landing,2800,
651 North El Camino Real,San Mateo,FALSE,1,2,TRUE,650-343-9038,Park Royal Apartments,2500,
24 East Santa Inez Avenue,San Mateo,FALSE,2,2,FALSE,650-347-2008,Santa Inez Apartments,3100,
3110 Casa De Campo,San Mateo,TRUE,2,2,TRUE,650-572-7180,Sares-Regis Group,3250,
1395 North Lincoln Street,Dixon,TRUE,3,3,TRUE,888-820-0137,Lincoln Creek Apartments,4150,
430 Ellesmere Drive,Dixon,FALSE,2,3,TRUE,707-678-5080,Meadowood Village,3900,
150 Sierra Drive,Walnut Creek,FALSE,2,2,FALSE,925-945-1701,Affordable Housing Associates,2700,
1200 Newell Hill Place,Walnut Creek,FALSE,2,2,FALSE,925-934-1117,Newell Vista Apartments,3250,
1459 Creekside Drive,Walnut Creek,FALSE,1,2,FALSE,855-250-5961,The Retreat,2750,
555 East El Camino Real,,FALSE,3,4,FALSE,408-738-0935,Arbor Terrace Apartments,4750,
1001 Beethoven Common,,FALSE,2,3,TRUE,510-797-1800,Alborada Apartments,3900,
4200 Bay Street,,FALSE,2,2,FALSE,510-455-8813,Briarwood At Central Park,3250,
859 University Avenue,Los Gatos,TRUE,3,3,FALSE,408-395-1222,Casa Vasona Garden Apartments,4100,
570 University Avenue # 1,Los Gatos,FALSE,3,3,TRUE,408-395-6244,Tamarack Apartments,4200,
105 Forrest Avenue,Los Gatos,FALSE,3,3,TRUE,408-354-7514,Three Oaks Apartments,3950,
14225 Lora Drive,Los Gatos,FALSE,3,3,FALSE,408-378-9472,Wedgewood Manor,3950,
1501 Alamo Drive,Vacaville,FALSE,2,3,FALSE,707-448-3848,Alamo Garden Apartments,3850,
1717 California Drive,Vacaville,TRUE,2,3,FALSE,707-448-7036,Rose Garden Senior Apartments,4000,
624 Avalon Avenue,,TRUE,2,2,TRUE,707-620-5076,Avalon Apartments,3150,
234 Soscol Avenue,,FALSE,2,3,FALSE,707-258-1370,Cadillac Flats Apartments,3550,
815 East Fremont Avenue,Sunnyvale,FALSE,2,2,TRUE,408-736-5183,Cambria Apartments,3100,
678 Bellflower Avenue,Sunnyvale,FALSE,2,2,TRUE,408-735-9030,Charter Palm Town Homes,2800,
130 Crescent Avenue,Sunnyvale,FALSE,2,2,TRUE,408-749-1060,Crescent Terrace Senior Apartments,3000,
1220 North Fair Oaks Avenue,Sunnyvale,FALSE,2,2,TRUE,866-302-5606,Kensington Place Apartments,3250,
1166 Sunnyvale Saratoga Road,Sunnyvale,FALSE,2,2,TRUE,408-736-7063,Sandlewood Apartments,3150,
201 West California Avenue,Sunnyvale,FALSE,1,2,TRUE,408-733-4733,Sunnyvale Town Center Apartments,2750,
1600 Buchanan Road,Antioch,TRUE,2,3,TRUE,925-750-8811,Buchanan Gardens,3550,
2200 Sycamore Drive,Antioch,FALSE,2,3,FALSE,925-754-4488,Riverstone Apartments,3750,
3101 Buchanan Road,Antioch,FALSE,2,3,FALSE,925-754-5455,Summerwood Apartments,3750,
1200 East Hillsdale Boulevard,Foster City,FALSE,3,3,TRUE,650-532-9425,Water'S Edge,4250,
2011 Doolittle Drive # A1,,FALSE,3,4,FALSE,510-357-6086,Doolittle Apartments,5000,
2200 Monroe Street,Santa Clara,TRUE,1,2,TRUE,408-244-0900,Old Orchard,2350,
215 Bayview Street,San Rafael,FALSE,3,4,FALSE,415-485-1140,215 Bayview Apartments,5200,
124 Merrydale Road,San Rafael,FALSE,3,4,TRUE,415-492-2180,Marin Garden Apartments,5000,
1747 Lincoln Avenue,San Rafael,FALSE,3,4,TRUE,415-453-0563,Park Hill Apartments,5100,
99 Kendall Way,Windsor,FALSE,2,2,FALSE,707-578-8840,Esposti Park Apartments,2750,
6697 Old Redwood Highway,Windsor,FALSE,2,2,FALSE,707-838-3131,Forest Winds Apartments,2800,
1400 Technology Lane,Petaluma,TRUE,3,4,TRUE,707-775-3161,Azure At Lakeville Square Apartments,4850,
1900 Sestri Lane,Petaluma,FALSE,3,4,TRUE,707-317-1020,Capri Creek Apartments,4850,
5100 Vista Grande Dr,Antioch,TRUE,1,1,TRUE,925-755-4141,Cross Pointe,1500,
3001 Kodiak Street,Antioch,TRUE,1,1,TRUE,925-754-3733,Hillcrest View Apartments,1950,
4200 Appian Way,El Sobrante,FALSE,1,2,TRUE,510-669-1325,Courtyard Terrace,2700,
5038 San Pablo Dam Road,El Sobrante,FALSE,2,2,TRUE,510-223-8373,Creekside Terrace Apartments,2850,
4230 San Pablo Dam Road # B16,El Sobrante,FALSE,1,2,FALSE,510-223-4061,Redwood Manor Apartments,2700,
1401 Red Hawk Circle,Fremont,TRUE,1,1,TRUE,510-494-9500,Mission Peaks,1950,
40777 High Street,Fremont,TRUE,1,1,FALSE,510-651-9080,Pebble Creek Communities,1550,
37950 Fremont Boulevard,Fremont,TRUE,1,1,FALSE,844-422-5116,Pentagon Apartments,1650,
1265 Montecito Avenue,Mountain View,TRUE,3,3,FALSE,650-940-9349,Brookside Gardens,4250,
439 Del Medio Avenue,Mountain View,FALSE,2,3,FALSE,650-948-6826,Franciscan Apartments,3800,
375 Oaktree Drive,Mountain View,FALSE,2,3,TRUE,650-390-9450,Ginzton Terrace,3500,
111 North Rengstorff Avenue,Mountain View,TRUE,2,3,FALSE,866-654-1645,Madrone Apartments,3900,
1555 West Middlefield Road,Mountain View,TRUE,3,3,FALSE,650-964-8511,Meadowood Apartments,4300,
1140 Castro Street # 25,Mountain View,FALSE,3,3,FALSE,650-961-6663,Miramonte Gardens,4050,
460 North Shoreline Boulevard,Mountain View,FALSE,2,3,TRUE,650-966-1328,Shorebreeze Apartments,3850,
505 Central Avenue,Mountain View,FALSE,2,3,TRUE,650-968-8384,Shoreline Village Apartments,3550,
1909 Hackett Avenue #9,Mountain View,FALSE,2,3,TRUE,650-965-9222,Sierra Vista,3550,
20 East Main Street,Los Gatos,TRUE,2,3,TRUE,408-831-7797,El Gato Penthouse,3800,
226 Edelen Avenue,Los Gatos,FALSE,2,3,TRUE,408-313-1017,Los Gatos Heights Llc,4050,
107 Oak Rim Court,Los Gatos,FALSE,2,3,TRUE,408-358-1541,Twelve Oaks Apartments,3700,
2801 Summit Street,Oakland,FALSE,2,2,TRUE,510-452-2471,Summit Crest Apartments,3250,
2801 Summit Street,,FALSE,2,2,TRUE,510-452-2471,Summit Crest Apartments,3250,
486 Morello Avenue,Martinez,FALSE,1,1,FALSE,925-228-0760,Muir Creek Apartments,1500,
1241 Arnold Drive,Martinez,FALSE,1,1,TRUE,925-372-8078,Muir Park Condominiums,2000,
3883 Vista Oaks Drive,Martinez,FALSE,1,1,FALSE,833-755-3332,Vista Oaks Apartments,1950,
3880 Callan Boulevard,South San Francisco,FALSE,1,1,TRUE,650-278-4660,Skyline View Apartments,1850,
671 West A Street,Hayward,FALSE,3,3,TRUE,510-784-0866,Olive Tree Plaza,4450,
605 Orchard Avenue,Hayward,FALSE,3,3,TRUE,510-886-1055,Park Orchard Apartments,4200,
26030 Gading Road # 41,Hayward,FALSE,2,3,TRUE,510-732-9475,Ponderosa Apartments,3950,
23976 2nd Street,Hayward,FALSE,2,3,TRUE,510-733-2631,Terrace Towers,3700,
22815 Vermont Street,Hayward,FALSE,3,3,TRUE,510-538-6730,Vermont Hills,4200,
44 Harder Road,Hayward,FALSE,2,3,TRUE,510-582-1567,Woodlark Apartments,3700,
2751 Peppertree Drive,Fairfield,FALSE,1,2,FALSE,707-366-0839,Berkshire Laurel Creek,2400,
320 East Tabor Avenue,Fairfield,FALSE,1,2,FALSE,707-422-2850,Blue Sky Apartments,2400,
1917 Grande Circle,Fairfield,FALSE,1,2,FALSE,707-434-8983,Fairfield Heights,2650,
855 East Tabor Avenue,Fairfield,TRUE,1,2,FALSE,707-439-8195,Groves At East Tabor,2600,
201 East Alaska Avenue,Fairfield,TRUE,1,2,FALSE,707-425-7037,Laurel Gardens Apartments,2700,
2800 Dover Avenue,Fairfield,FALSE,1,2,TRUE,707-426-0265,Paradise Valley Apartments,2750,
1111 Alaska Avenue,Fairfield,FALSE,1,2,FALSE,707-388-8461,Park Viva,2400,
2215 Peach Tree Drive,Fairfield,FALSE,1,2,FALSE,707-427-3396,Peachwood Apartments,2850,
416 Boynton Avenue,San Jose,FALSE,2,3,TRUE,408-246-5509,Boynton Brooks Apartments,3700,
1405 Phelps Avenue,San Jose,FALSE,2,3,FALSE,408-866-6111,Campbell House Apartments,3700,
2036 Evans Lane,San Jose,FALSE,2,3,FALSE,408-264-0784,Catalonia Apartments,3900,
3052 Colonial Way # 9,San Jose,FALSE,2,3,FALSE,408-866-6610,Colonial House Apartments,4000,
1585 Marburg Way # 4,,FALSE,2,3,TRUE,408-926-3999,Ann Darling Apartments,3550,
732 East Evelyn Avenue,Sunnyvale,FALSE,2,2,FALSE,669-267-1020,Bristol Commons,2900,
135 Acalanes Drive,Sunnyvale,FALSE,2,2,FALSE,650-965-1671,Casa Del Sol Apartments,2950,
1234 Sunnyvale Saratoga Road # 9,Sunnyvale,FALSE,2,2,FALSE,408-737-2424,Chatelaine Apartments,2900,
555 East Washington Avenue,,TRUE,3,3,FALSE,833-630-9835,Heritage Park Apartments,3950,
2000 Clay Bank Road,Fairfield,FALSE,2,2,TRUE,707-881-7063,Avery Park Apartments,2800,
201 Pennsylvania Avenue,Fairfield,FALSE,2,2,TRUE,707-421-2155,Fairfield Vista Apartments,3250,
651 East Travis Boulevard,Fairfield,FALSE,2,2,TRUE,707-429-1778,Orchard Crossing Apartments,2750,
2323 Fairfield Avenue,Fairfield,FALSE,2,2,TRUE,707-410-6301,Park Haven Apartments,3250,
2376 Fairfield Avenue,Fairfield,FALSE,2,2,TRUE,707-425-1199,Willow Brook Apartments,3050,
2000 Clay Bank Road,,FALSE,2,2,TRUE,707-881-7063,Avery Park Apartments,2800,
2300 Lancaster Drive,Richmond,TRUE,3,4,TRUE,510-222-2705,Baycliff Apartments,4850,
750 Sylvan Avenue,Mountain View,TRUE,2,3,TRUE,650-961-4697,Sylvan Square Apartments,3700,
2326 California Street,Mountain View,TRUE,2,3,TRUE,650-968-3379,The Californian Apartments,3600,
1265 Montecito Avenue,,TRUE,2,3,FALSE,650-940-9349,Brookside Gardens,4050,
500 Copperset Road,San Ramon,TRUE,1,2,TRUE,925-968-1175,Falcon Bridge,2800,
2000 Bellas Artes Circle,San Ramon,FALSE,1,2,TRUE,925-736-9120,Seville Apartments,2450,
125 Cedar Pointe Loop,San Ramon,FALSE,1,2,FALSE,925-833-1813,The Seasons,2650,
234 Soscol Avenue,Napa,FALSE,3,3,FALSE,707-258-1370,Cadillac Flats Apartments,4350,
234 Soscol Avenue,,FALSE,3,3,FALSE,707-258-1370,Cadillac Flats Apartments,4350,
24545 Amador Street,Hayward,FALSE,1,1,TRUE,510-400-7700,Jackson Arms Apartments,1800,
28955 Mission Boulevard,Hayward,FALSE,1,1,TRUE,510-537-5604,Mission Bay Condos,1900,
201 East Alaska Avenue,Fairfield,TRUE,2,2,FALSE,707-425-7037,Laurel Gardens Apartments,2700,
2751 Peppertree Drive,,FALSE,1,2,FALSE,707-366-0839,Berkshire Laurel Creek,2400,
1425 Oregon Street,Berkeley,TRUE,2,3,TRUE,510-848-8554,Oregon Park Senior Apartments,3850,
2017 Stuart Street,Berkeley,FALSE,3,3,TRUE,510-841-4595,Savo Island Cooperative Homes,4000,
1425 Oregon Street,,TRUE,2,3,TRUE,510-848-8554,Oregon Park Senior Apartments,3850,
2580 Fontaine Road,San Jose,FALSE,2,2,FALSE,408-238-0841,Casa Real Apartments,3200,
1200 Ranchero Way,San Jose,FALSE,2,2,FALSE,408-241-1146,Charter Court Apartments,3050,
3052 Colonial Way # 9,San Jose,FALSE,2,2,FALSE,408-866-6610,Colonial House Apartments,3000,
4900 Canada Valley Road,Antioch,FALSE,1,2,TRUE,925-754-2900,Bella Rose Apartments,2750,
2800 Gentrytown Drive,Antioch,FALSE,1,2,TRUE,925-754-1910,Parkview Village Apartments,2600,
755 East Capitol Avenue,Milpitas,FALSE,3,3,FALSE,408-586-9001,Crossing At Montague Apartments,4200,
231 Dixon Landing Road,Milpitas,TRUE,2,3,TRUE,408-262-3223,Spinnaker Pointe Apartments,3750,
186 Beresford Court,Milpitas,FALSE,3,3,FALSE,408-946-9034,Terrace Gardens,3900,
231 Dixon Landing Road,,TRUE,2,3,TRUE,408-262-3223,Spinnaker Pointe Apartments,3750,
16077 Ashland Avenue,San Lorenzo,FALSE,1,1,TRUE,510-278-4411,Bayfair Apartments,2050,
"w, 16450 Kent Avenue",San Lorenzo,TRUE,1,1,TRUE,510-317-9150,Kent Gardens,1700,
16201 Hesperian Boulevard,San Lorenzo,FALSE,1,1,TRUE,510-344-6316,Lorenzo Commons Apartments,1850,
16215 Via Arriba,San Lorenzo,FALSE,1,1,TRUE,510-276-1711,Sovereign Square Apartments,1850,
16201 Hesperian Boulevard,,FALSE,1,1,TRUE,510-344-6316,Lorenzo Commons Apartments,1850,
3051 Colonial Way,San Jose,FALSE,2,3,TRUE,408-866-8444,Colonial Way Apartments,3700,
2600 Corde Terra Circle,San Jose,FALSE,3,3,TRUE,408-298-9988,Corde Terra Apartments,4050,
978 Almaden Lake Drive,,FALSE,3,3,TRUE,408-323-8020,Almaden Lake Apartments,4050,
100 Kings Circle,,FALSE,3,3,TRUE,707-894-2961,King'S Valley,4100,
40 Valle Vista Avenue,,TRUE,1,1,TRUE,707-642-7231,Solano Vista Senior Apartments,1900,
16530 Monterey Road,Morgan Hill,FALSE,1,2,FALSE,408-779-1004,Jasmine Square Apartments,2450,
782 San Pedro Lane,Morgan Hill,FALSE,2,2,FALSE,408-779-4465,Las Casas De San Pedro Apartments,2800,
16945 Del Monte Avenue,Morgan Hill,TRUE,2,2,TRUE,408-779-8986,Monte Vista At Morgan Hill,2750,
18300 Carriage Drive,Morgan Hill,FALSE,1,2,FALSE,408-779-9325,Quail Ridge Apartments,2750,
16480 Del Monte Avenue,Morgan Hill,FALSE,2,2,TRUE,408-779-4361,Village Avante,2800,
16530 Monterey Road,,FALSE,1,2,FALSE,408-779-1004,Jasmine Square Apartments,2450,
3051 Colonial Way,San Jose,FALSE,2,2,TRUE,408-866-8444,Colonial Way Apartments,2700,
1800 Stokes Street,San Jose,FALSE,2,2,TRUE,408-289-8080,Creekside Apartments,3200,
1221 Blossom Hill Road,San Jose,FALSE,2,2,TRUE,408-978-9618,Driftwood Arms Apartments,2700,
6184 Cottle Road,San Jose,TRUE,2,2,TRUE,408-225-8648,Foothill Apartments,2950,
1250 Foxdale Loop,San Jose,FALSE,2,2,TRUE,408-251-1142,Foxdale Village Apartments,3200,
1585 Marburg Way # 4,,FALSE,2,2,TRUE,408-926-3999,Ann Darling Apartments,3100,
3819 East Avenue,,FALSE,3,3,FALSE,844-412-5121,Briarwood Apartments,4100,
1518 Hill Road,Novato,FALSE,2,2,TRUE,415-897-0311,Hill Valley Apartments,2850,
1518 Hill Road,,FALSE,2,2,TRUE,415-897-0311,Hill Valley Apartments,2850,
265 N Rengstorff Ave,Mountain View,FALSE,2,3,TRUE,650-321-1000,Vrent - Oak View Apartments,3800,
375 Oaktree Drive,,FALSE,2,3,TRUE,650-390-9450,Ginzton Terrace,3500,
40001 Fremont Boulevard,,FALSE,1,1,TRUE,510-455-8815,Boulevard,1850,
732 East Evelyn Avenue,,FALSE,2,2,FALSE,669-267-1020,Bristol Commons,2900,
950 Podva Road,,FALSE,1,2,TRUE,925-314-3003,Sequoia Grove Of Danville,2350,
2000 Clay Bank Road,,FALSE,2,3,TRUE,707-881-7063,Avery Park Apartments,3750,
1010 Power Avenue,Pittsburg,FALSE,2,3,TRUE,925-439-5655,Belmont Apartment Homes,3850,
771 Black Diamond Street,Pittsburg,FALSE,2,3,TRUE,925-427-6600,Siena Court Apartments,3500,
101 Leland Lane,Pittsburg,FALSE,2,3,TRUE,925-427-5397,Villa Serena Apartments,4050,
3225 Harbor Street,Pittsburg,FALSE,3,3,TRUE,925-432-0333,Fox Creek Apartments,4100,
500 Loveridge Circle,Pittsburg,FALSE,3,3,TRUE,925-427-2202,Portofino Apartments,4200,
200 Presidio Lane,Pittsburg,TRUE,3,3,TRUE,925-432-9922,Presidio Village Senior Housing,4450,
241 West Buchanan Road,Pittsburg,FALSE,3,3,TRUE,925-427-1225,Woodland Hills Apartments,4100,
3225 Harbor Street,,FALSE,3,3,TRUE,925-432-0333,Fox Creek Apartments,4100,
3500 Pennsylvania Avenue # 101,Fremont,FALSE,3,4,FALSE,510-943-8264,Birchwood Apartments,4700,
36163 Fremont Boulevard,Fremont,FALSE,3,4,FALSE,510-793-1621,Brookvale Chateau,4850,
46703 Crawford Street # 2,Fremont,FALSE,3,4,FALSE,510-651-5292,Crawford Apartments,4750,
"Leasing Office, 6600 Montecito Boulevard",Santa Rosa,FALSE,2,3,TRUE,707-538-1516,Montecito Pines Apartments,4050,
1521 Range Avenue # 5,Santa Rosa,FALSE,2,3,FALSE,833-336-3062,Oaks Apartments,3750,
2002 Pinercrest Drive,Santa Rosa,FALSE,2,3,FALSE,707-579-3424,Orchard West Senior Apartments,3850,
1265 Pacific Avenue # 3,Santa Rosa,FALSE,2,3,TRUE,707-579-0787,Pacific Garden Apartments,4050,
2389 McBride Lane,Santa Rosa,FALSE,2,3,TRUE,707-579-5605,Park Villa Apartments,3900,
2001 Range Avenue,Santa Rosa,FALSE,2,3,FALSE,707-578-1150,Pine Creek Properties,3600,
6221 Montecito Boulevard,,TRUE,2,3,TRUE,707-888-5505,Brush Creek Apartments,3950,
2225 Sharon Road,Menlo Park,FALSE,3,4,FALSE,650-854-8661,Country Sharon Apartments,5250,
1028 Middle Avenue,Menlo Park,TRUE,3,4,FALSE,650-325-2411,Middle Park Apartments,4800,
565 Willow Road # 24,Menlo Park,FALSE,3,4,TRUE,650-325-9389,Willow Manor,4850,
2225 Sharon Road,,FALSE,3,4,FALSE,650-854-8661,Country Sharon Apartments,5250,
1435 163rd Avenue #23,San Leandro,FALSE,2,2,TRUE,510-317-5914,Alderwood Apartments,2950,
2777 Marina Boulevard,San Leandro,TRUE,1,2,TRUE,510-352-4659,Marina Plaza Apartments,2550,
1275 Pacific Avenue # 8,San Leandro,FALSE,1,2,TRUE,510-636-9727,Pacific Apartments,2650,
900 143rd Avenue,San Leandro,TRUE,2,2,TRUE,510-898-6076,Parkside Commons Apartments,2700,
1511 163rd Avenue,San Leandro,FALSE,1,2,FALSE,510-276-2693,Quail Run Apartments,2350,
2600 San Leandro Boulevard,San Leandro,FALSE,2,2,FALSE,510-357-7131,San Leandro Racquet Club,3000,
1444 164th Avenue,San Leandro,FALSE,1,2,TRUE,510-481-0945,Snooty Fox Apartments,2500,
235 Haas Avenue,San Leandro,FALSE,2,2,FALSE,510-569-5919,Woodside Apartments,3050,
1300 Kentwood Lane,,FALSE,2,2,FALSE,510-481-2565,Ashland Village Apartments,2900,
1731 Pine Street,Concord,FALSE,3,4,TRUE,925-969-0096,Vasona Management,4800,
1530 Adelaide Street,Concord,FALSE,3,4,TRUE,925-682-2386,Woodhaven Apartments,5100,
1711 Detroit Avenue,,FALSE,3,4,TRUE,925-686-6868,Courtyard Apartments,4700,
1265 Pacific Avenue # 3,Santa Rosa,FALSE,2,2,TRUE,707-579-0787,Pacific Garden Apartments,2800,
1 Kashmir Drive,Santa Rosa,FALSE,1,2,TRUE,707-539-1109,Santa Rosa Garden Apartments,2850,
2601 McBride Lane,Santa Rosa,FALSE,2,2,TRUE,707-525-8145,Villa Creek Apartments,2950,
4656 Quigg Drive,,FALSE,2,2,TRUE,707-537-9866,Behringer Harvard,3050,
300 Hilary Way,,FALSE,2,3,TRUE,707-552-2745,Fountain Plaza Apartments,3850,
55 Fairfax Street #27,San Rafael,FALSE,1,1,TRUE,415-453-5531,Casa Vista Apartments,1550,
201 D Street,San Rafael,FALSE,1,1,FALSE,415-720-6977,Franciscan Manor,1700,
30 Novato Street,San Rafael,FALSE,1,1,TRUE,415-457-5359,Sommerhill Townhomes,1650,
55 Fairfax Street #27,,FALSE,1,1,TRUE,415-453-5531,Casa Vista Apartments,1550,
1000 Claudia Court,,FALSE,2,3,TRUE,925-754-7671,Casa Blanca Apartments,3550,
5000 Owens Drive,Pleasanton,FALSE,1,1,TRUE,925-847-8844,Hacienda Commons Apartments,2000,
4031 Stanley Boulevard # 112,Pleasanton,FALSE,1,1,TRUE,925-462-6180,Stanley Junction Senior Apartments,1800,
5000 Owens Drive,,FALSE,1,1,TRUE,925-847-8844,Hacienda Commons Apartments,2000,
17055 Creekside Cir,Morgan Hill,FALSE,3,3,FALSE,408-778-1482,Creekside Village,4100,
16530 Monterey Road,Morgan Hill,FALSE,3,3,FALSE,408-779-1004,Jasmine Square Apartments,4100,
15927 Village Way,Morgan Hill,FALSE,2,3,FALSE,316-200-5126,La Crosse Village Apartments,3900,
260 Berry Court # 14,Morgan Hill,FALSE,3,3,FALSE,408-776-9877,Villa Teresa Apartments,4250,
16530 Monterey Road,,FALSE,3,3,FALSE,408-779-1004,Jasmine Square Apartments,4100,
3400 Richmond Parkway,,TRUE,1,2,FALSE,510-662-6726,Bella Vista At Hilltop,2750,
302 Easy Street,,TRUE,2,2,TRUE,650-968-3830,Chateau Apartments,2800,
1000 Blossom River Way,,TRUE,3,4,FALSE,408-979-9442,Blossom River Apartments,4700,
31755 Alvarado Boulevard,Union City,FALSE,1,2,TRUE,510-471-1272,Adrienne Village Apartments,2850,
