address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
6177 Santa Teresa Boulevard,Thai,,FALSE,TRUE,San Jose,,408-809-7878,moderate,4.3,Oros Thai Restaurant,
1080 South De Anza Boulevard A,Thai,,FALSE,TRUE,San Jose,,408-366-1080,moderate,4.2,Siam Thai Cuisine,
1423 The Alameda,Thai,,TRUE,TRUE,San Jose,,408-947-7927,moderate,4.2,Tee Nee Thai Cuisine,
846 Blossom Hill Road,Thai,,FALSE,TRUE,San Jose,,408-224-8600,moderate,4.3,Thai Grata Restaurant,
1715 Lundy Avenue #180,Thai,,FALSE,TRUE,San Jose,,408-452-1326,moderate,3.8,Thai Recipe Cuisine,
1102 Bird Avenue #10,Thai,,FALSE,TRUE,San Jose,,408-277-7500,moderate,4.3,Thai Spice,
1333 North California Boulevard,Seafood,,TRUE,FALSE,Walnut Creek,,925-934-1300,pricey,4.4,Scott's Seafood Restaurant,
1555 Bonanza Street,Seafood,,FALSE,FALSE,Walnut Creek,,925-944-3474,pricey,4.5,Walnut Creek Yacht Club,
149 2nd Street,Asian,,FALSE,TRUE,San Francisco,,415-278-9991,moderate,4.1,Lao Table,
730 Larkin Street,Asian,,FALSE,TRUE,San Francisco,,415-923-8978,moderate,4.3,Lers Ros,
1247 Polk Street,Asian,,FALSE,TRUE,San Francisco,,415-922-8424,moderate,4,Modern Thai,
2180 West Bayshore Road #120,Chinese,,FALSE,FALSE,Palo Alto,,650-485-2221,moderate,4.2,Chef Zhao Kitchen,
443 Emerson Street,Chinese,,FALSE,TRUE,Palo Alto,,650-328-6885,moderate,3.9,Jing-jing Szechwan & Hunan Gourmet,
151 California Avenue,Chinese,,FALSE,TRUE,Palo Alto,,650-321-9388,moderate,3.7,Peking Duck Restaurant,
4256 El Camino Real,Chinese,,FALSE,TRUE,Palo Alto,,650-493-3836,moderate,4,Su Hong,
180 El Camino Real #700,Chinese,,TRUE,TRUE,Palo Alto,,650-322-1188,moderate,3.8,Yucca De Lac,
1 Vivian Street,Mexican,,FALSE,FALSE,San Rafael,,415-456-8190,moderate,4.2,Celia's Mexican Restaurant,
3060 Kerner Boulevard,Mexican,,TRUE,FALSE,San Rafael,,415-456-4070,cheap,4.5,Los Palillos Restaurant,
326 University Avenue,Asian,,TRUE,TRUE,Palo Alto,,650-285-2770,moderate,4.3,Burma Ruby Burmese Cuisine,
3691 El Camino Real,Asian,,FALSE,FALSE,Palo Alto,,650-251-9062,moderate,4,Hong Kong Restaurant,
338 University Avenue,Asian,,FALSE,TRUE,Palo Alto,,650-329-8129,cheap,4,Siam Royal Authentic Thai,
1355 Broadway,Korean,,FALSE,FALSE,Burlingame,,650-347-3717,moderate,4.2,Sesame,
3912 MacArthur Boulevard,Cambodian,,FALSE,TRUE,Oakland,,510-482-8989,moderate,4.7,Phnom Penh Restaurant,
1655 Post Street,Korean,,FALSE,TRUE,San Francisco,,415-563-7664,moderate,3.5,Seoul Garden,
509 Haight Street,Korean,,FALSE,TRUE,San Francisco,,415-834-5025,moderate,4.4,Stone Bowl Plus,
2340 Geary Boulevard,Korean,,FALSE,TRUE,San Francisco,,415-447-0655,cheap,4.2,Zazang Korean Noodles,
1050 Admiral Court A,Breakfast,,FALSE,TRUE,San Bruno,,650-589-2222,moderate,4.3,Jack's Restaurant And Bar - San Bruno,
1130 Market Street,Bistro,,FALSE,FALSE,San Francisco,,415-276-4048,cheap,4,Bistro 10un,
160 Jefferson Street,Bistro,,FALSE,FALSE,San Francisco,,415-351-5561,moderate,4.3,Bistro Boudin,
1849 Union Street,Bistro,,FALSE,TRUE,San Francisco,,415-218-4136,moderate,3,Bistro Unique,
320 Mason Street,Bistro,,FALSE,FALSE,San Francisco,,415-544-0144,moderate,3.9,Cafe Mason,
2346 Chestnut Street,Bistro,,TRUE,TRUE,San Francisco,,415-447-6081,moderate,4.4,Causwells,
438 Geary Street,Bistro,,FALSE,FALSE,San Francisco,,415-440-2737,moderate,4.2,Colibri,
795 Valencia Street,Bistro,,TRUE,FALSE,San Francisco,,415-926-5477,moderate,4.3,Etcetera Wine Bar And Cafe,
185 Sutter Street,Bistro,,FALSE,FALSE,San Francisco,,415-576-8800,pricey,4.1,Gaspar Brasserie,
451 Gough Street,Bistro,,FALSE,FALSE,San Francisco,,415-403-2233,pricey,4.4,Monsieur Benjamin,
626 Clement Street,Bistro,,FALSE,FALSE,San Francisco,,415-876-6313,moderate,4.4,Sakesan Sushi & Bistro,
16250 East 14th Street,Seafood,,FALSE,TRUE,San Leandro,,510-276-3999,moderate,4.3,Angry Fish,
699 Lewelling Boulevard # 142 # 142,Seafood,,FALSE,FALSE,San Leandro,,510-483-4835,moderate,4.5,Minami Sushi,
524 Van Ness Avenue,Indian,,FALSE,TRUE,San Francisco,,415-771-5900,moderate,4.2,August 1 Five,
418 Beach Street,Indian,,FALSE,TRUE,San Francisco,,415-929-6983,moderate,3.7,Chennai Kings,
1689 Church Street,Indian,,FALSE,TRUE,San Francisco,,415-826-2400,moderate,3.8,Clay Oven,
385 West Portal Avenue,Indian,,FALSE,TRUE,San Francisco,,415-731-2400,moderate,3.9,Clay Oven Indian Restaurant,
995 Valencia Street,Indian,,FALSE,TRUE,San Francisco,,415-642-3672,moderate,4.3,Dosa On Valencia,
6127 Geary Boulevard,Indian,,FALSE,TRUE,San Francisco,,415-751-4435,moderate,3.7,Great India Restaurant,
2424 Van Ness Avenue,Indian,,FALSE,TRUE,San Francisco,,415-345-0072,moderate,4.3,Helmand Palace,
1040 Columbus Avenue,Indian,,TRUE,TRUE,San Francisco,,415-441-8855,moderate,3.8,India Curry House,
908 Clement Street,Indian,,FALSE,TRUE,San Francisco,,415-742-4010,moderate,4.5,Keeva,
1375 9th Avenue,Indian,,FALSE,TRUE,San Francisco,,415-566-6976,moderate,3.8,Masala Dosa,
11180 California 1,Seafood,,TRUE,TRUE,Point Reyes Station,,415-663-1515,moderate,4.3,Station House Cafe,
2241 First Street,Spanish,,TRUE,FALSE,Livermore,,925-215-2656,moderate,4,Pura Vida - Cocina Latina & Sangria Bar,
4300 Great America Parkway #156,Japanese,,FALSE,FALSE,Santa Clara,,408-988-2555,moderate,4.2,Amakai Japanese Cuisine,
2783 El Camino Real,Japanese,,FALSE,FALSE,Santa Clara,,408-244-8500,moderate,4.1,Fugetsu,
1271 Franklin Mall,Japanese,,FALSE,TRUE,Santa Clara,,408-248-8500,moderate,4.2,Hatcho Japanese Cuisine,
2640 Homestead Road,Japanese,,FALSE,TRUE,Santa Clara,,408-246-9333,moderate,4.2,Taichi Pot Shabu Shabu,
1827 Pruneridge Avenue,Japanese,,FALSE,FALSE,Santa Clara,,408-248-9144,moderate,4.3,Yuki Sushi,
2212 North Texas Street,Salad,,FALSE,TRUE,Fairfield,,707-421-2867,cheap,3.5,Mcdonald's,
17385 Monterey Road,Italian,,TRUE,TRUE,Morgan Hill,,408-779-7422,moderate,4.4,Betto's Bistro,
25 East 1st Street,Italian,,TRUE,TRUE,Morgan Hill,,408-782-7550,moderate,4.7,Maurizio's,
25 West Main Avenue,Italian,,TRUE,TRUE,Morgan Hill,,408-778-0399,moderate,4.4,Sicilia In Bocca,
1888 Solano Avenue,Indian,,FALSE,TRUE,Berkeley,,510-526-4373,moderate,4.2,Ajanta,
1543 Shattuck Avenue,Indian,,FALSE,TRUE,Berkeley,,510-848-9664,moderate,4.5,Jot Mahal Palace Of Indian Cuisine,
1889 Solano Avenue,Indian,,FALSE,TRUE,Berkeley,,510-528-2519,moderate,3.8,Khana Peena,
2323 Shattuck Avenue,Indian,,FALSE,TRUE,Berkeley,,510-898-1291,moderate,3.9,Namaste Madras Cuisine,
1501 Tara Hills Drive,Chinese,,FALSE,TRUE,Pinole,,510-964-1882,cheap,4.1,China Delights,
9900 Sonoma Highway,Seafood,,TRUE,FALSE,Kenwood,,707-833-6326,pricey,4.6,Salt And Stone Restaurant,
1512 Locust Street,Vietnamese,,FALSE,TRUE,Walnut Creek,,925-891-4790,moderate,4.4,Vanessa's Bistro 2 Vietnamese Restaurant,
115 De Anza Boulevard,Kaiseki,,FALSE,FALSE,San Mateo,,650-286-0410,ultra high-end,4.7,Wakuriya,
1754 Polk Street,French,,FALSE,FALSE,San Francisco,,415-292-6916,moderate,4.5,Amelie San Francisco,
175 Sutter Street,French,,FALSE,FALSE,San Francisco,,415-402-5290,moderate,4.2,Aquitaine Wine Bar & Bistro,
3127 Fillmore Street,French,,FALSE,FALSE,San Francisco,,415-440-0460,ultra high-end,4.7,Atelier Crenn,
3340 Steiner Street,French,,FALSE,FALSE,San Francisco,,415-202-0100,pricey,4.5,Bistro Aix,
560 Central Avenue,French,,TRUE,FALSE,San Francisco,,415-931-7272,pricey,4.4,Bistro Central Parc,
22 Belden Place,French,,TRUE,FALSE,San Francisco,,415-986-5673,moderate,4.4,Cafe Bastille,
1454 Grant Avenue,French,,FALSE,FALSE,San Francisco,,415-981-5565,pricey,4.5,Cafe Jacqueline,
2015 Chestnut Street,French,,FALSE,FALSE,San Francisco,,415-440-4290,moderate,4.3,Castagna,
126 Clement Street,French,,FALSE,FALSE,San Francisco,,415-387-0408,pricey,4.7,Chapeau!,
2223 Union Street,French,,FALSE,TRUE,San Francisco,,415-771-7771,cheap,5,Chez Maman,
960 Moraga Road #1,Indian,,FALSE,TRUE,Lafayette,,925-962-9575,moderate,4.3,Swad Indian Cuisine,
1235 East Calaveras Boulevard,Seafood,,FALSE,FALSE,Milpitas,,408-262-9288,moderate,4,Fortunes Restaurant Milpitas,
1678 North Milpitas Boulevard,Seafood,,FALSE,FALSE,Milpitas,,408-263-3888,moderate,3.8,Golden Sun Palace,
222 Great Mall Drive,Seafood,,FALSE,TRUE,Milpitas,,408-935-6999,moderate,3.5,Mayflower Restaurant,
206 Barber Court,Seafood,,FALSE,FALSE,Milpitas,,408-955-9666,moderate,3.7,Won Kee Bbq Restaurant,
940 Blossom Hill Road,Seafood,,FALSE,TRUE,San Jose,,408-225-1420,moderate,4,Olive Garden Italian Restaurant,
5657 Snell Avenue,Seafood,,FALSE,TRUE,San Jose,,408-972-5978,moderate,4.4,Sushi Okawa Japanese Restaurant,
1140 Lincoln Avenue,Seafood,,FALSE,TRUE,San Jose,,408-287-9854,moderate,4.4,Yuki Sushi,
3236 South White Road,Seafood,,FALSE,TRUE,San Jose,,408-270-7993,moderate,4.3,Yuri Japanese Restaurant,
1674 Shattuck Avenue,Asian,,FALSE,TRUE,Berkeley,,510-883-1883,moderate,4.1,Da Lian Restaurant,
2190 Bancroft Way,Asian,,FALSE,TRUE,Berkeley,,510-843-7996,moderate,4.4,Great China Restaurant,
1645 Solano Avenue,Asian,,FALSE,TRUE,Berkeley,,510-526-4915,moderate,4.4,Himalayan Tandoori And Curry House,
2449 Sacramento Street,Asian,,FALSE,TRUE,Berkeley,,510-841-6118,cheap,4.3,Mehak Indian Cuisine,
2598 Telegraph Avenue,Asian,,FALSE,TRUE,Berkeley,,510-843-3951,moderate,4.3,Mount Everest Restaurant,
2914 College Avenue,Asian,,FALSE,TRUE,Berkeley,,510-883-1688,moderate,4.3,Shen Hua,
1700 Shattuck Avenue,Asian,,FALSE,TRUE,Berkeley,,510-849-4983,moderate,4.4,Taste Of The Himalayas,
1715 Solano Avenue,Asian,,TRUE,TRUE,Berkeley,,510-525-8300,moderate,4.4,Vanessa's Bistro,
3700 Bohemian Highway,Italian,,FALSE,FALSE,Occidental,,707-874-0301,moderate,4.5,Negri's Original Occidental,
1199 Valencia Street,Italian,,TRUE,TRUE,San Francisco,,415-695-1199,moderate,4.5,Beretta,
28 Belden Place,Italian,,TRUE,TRUE,San Francisco,,415-421-3009,moderate,4.2,Cafe Tiramisu,
916 Kearny Street,Italian,,TRUE,TRUE,San Francisco,,415-291-1700,moderate,4.4,Cafe Zoetrope,
430 Columbus Avenue,Italian,,TRUE,TRUE,San Francisco,,415-397-3600,moderate,4.2,Calzone's Restaurant,
498 Jefferson Street,Italian,,TRUE,FALSE,San Francisco,,415-771-9371,moderate,4,Capurro's,
2826 Jones Street,Italian,,TRUE,TRUE,San Francisco,,415-676-1185,moderate,4.4,Carmel Pizza Company,
4342 California Street,Italian,,TRUE,FALSE,San Francisco,,415-650-3002,moderate,4.4,Corks,
3599 24th Street,Italian,,TRUE,FALSE,San Francisco,,415-642-4822,moderate,4.4,Fiore Caffe,
2053 Broadway,Mediterranean,,FALSE,FALSE,Redwood City,,650-299-9551,cheap,4.3,Rocknwraps And Kabobs,
640 Hegenberger Road,American,,FALSE,FALSE,Oakland,,510-632-9225,cheap,3.5,Mcdonald's,
120 Marina Drive,Steakhouse,,TRUE,TRUE,Rio Vista,,707-374-5400,moderate,4.2,The Point Restaurant,
1015 Gravenstein Highway South,Mexican,,TRUE,TRUE,Sebastopol,,707-829-7010,moderate,4.2,El Coronel Mexican Restaurant,
4100 Montgomery Drive C,Japanese,,FALSE,FALSE,Santa Rosa,,707-539-9188,moderate,3.7,Hikuni,
2446 Patio Court,Japanese,,FALSE,FALSE,Santa Rosa,,707-542-8282,moderate,4.5,Osake,
3082 Marlow Road,Japanese,,FALSE,TRUE,Santa Rosa,,707-527-8871,moderate,4.6,Toyo Restaurant,
2700 Yulupa Avenue #23,Japanese,,FALSE,TRUE,Santa Rosa,,707-578-8180,moderate,4.7,Yao-kiku,
379 Gellert Boulevard,Mexican,,FALSE,FALSE,Daly City,,650-755-6213,moderate,4,Celia's,
6582 Mission Street,Mexican,,FALSE,FALSE,Daly City,,650-756-6289,moderate,4.4,Lisa's,
4555 Hopyard Road,Indian,,FALSE,TRUE,Pleasanton,,925-750-7709,moderate,3.6,Aappakadai,
1991 Santa Rita Road,Indian,,FALSE,TRUE,Pleasanton,,925-750-7149,moderate,3.9,Amaravati House,
4040 Pimlico Drive #116,Indian,,FALSE,TRUE,Pleasanton,,925-467-1555,moderate,3.3,Bawarchi Indian Cuisine,
5681 Gibraltar Drive,Indian,,FALSE,TRUE,Pleasanton,,925-225-9999,moderate,3.5,Blue Fox Indian Cuisine,
2025 Santa Rita Road,Indian,,FALSE,TRUE,Pleasanton,,925-846-4547,moderate,4.2,Curry Cravings,
411 Main Street,Indian,,TRUE,TRUE,Pleasanton,,925-846-3077,moderate,4.3,Frontier Spice,
3037 Hopyard Road G,Indian,,TRUE,TRUE,Pleasanton,,925-271-7575,moderate,3.4,Vedas Indian Restaurant,
1600 Stockton Street,Coffeehouse,,TRUE,TRUE,San Francisco,,415-781-0331,moderate,4.1,Acquolina,
684 Broadway,Coffeehouse,,FALSE,FALSE,San Francisco,,415-989-2038,cheap,3.6,Broadway Dim Sum,
7 Claude Lane,Coffeehouse,,TRUE,FALSE,San Francisco,,415-392-3505,moderate,4.3,Cafe Claude,
888 Stockton Street,Coffeehouse,,FALSE,FALSE,San Francisco,,415-923-8488,cheap,3.5,Cafe New Honolulu,
100 Van Ness Avenue,Coffeehouse,,FALSE,TRUE,San Francisco,,415-834-5684,moderate,4.3,Corridor,
2417 California Street,Coffeehouse,,TRUE,FALSE,San Francisco,,415-929-9030,moderate,4.4,Curbside,
96 Gough Street,Coffeehouse,,FALSE,FALSE,San Francisco,,415-658-7888,moderate,4.5,Kittea Cat Cafe,
255 Winston Drive,Coffeehouse,,FALSE,TRUE,San Francisco,,415-759-5033,cheap,3.5,Mcdonald's,
505 Montgomery Street,Coffeehouse,,FALSE,TRUE,San Francisco,,415-681-9925,cheap,3.3,Palio Caffe,
1944 Union Street,Coffeehouse,,TRUE,TRUE,San Francisco,,415-922-9022,pricey,4.2,Perry's On Union,
1397 El Camino Real,Coffeehouse,,TRUE,TRUE,Belmont,,650-592-2107,moderate,4.4,Sumac Mediterranean Grill,
25 Yerba Buena Lane,Indian,,FALSE,TRUE,San Francisco,,415-777-0500,pricey,4.2,Amber,
280 Valencia Street,Indian,,FALSE,TRUE,San Francisco,,231-444-4444,pricey,4,Babu Ji Sf,
1063 Market Street,Indian,,FALSE,TRUE,San Francisco,,415-222-9696,cheap,4.4,Chanvi Eatery,
511 Jones Street,Indian,,FALSE,TRUE,San Francisco,,415-650-0085,cheap,4,Chutney Restaurant,
1142 Valencia Street,Indian,,FALSE,TRUE,San Francisco,,415-915-2222,cheap,4,Deccan Spice,
41 Tunnel Road,French,,FALSE,TRUE,Berkeley,,510-549-8585,pricey,2,Antoinette Restaurant,
1849 Shattuck Avenue,French,,FALSE,TRUE,Berkeley,,510-849-2155,pricey,4.1,Bistro Liaison,
29583 Mission Boulevard,Vietnamese,,FALSE,TRUE,Hayward,,510-881-8593,moderate,4.1,Red Chili Thai Vietnamese Noodle Restaurant,
175 Vineyard Avenue,Italian,,TRUE,TRUE,Livermore,,925-249-9800,moderate,4.4,Campo Di Bocce Of Livermore,
4433 First Street,Italian,,FALSE,TRUE,Livermore,,925-371-4499,moderate,4.3,Melo's Pizza & Pasta Livermore,
2470 First Street,Italian,,TRUE,FALSE,Livermore,,925-371-1000,moderate,4.3,Patxi's Pizza Livermore,
4040 East Avenue,Italian,,TRUE,TRUE,Livermore,,925-456-3333,moderate,4.3,Terra Mia,
100 Grand Avenue #111,Seafood,,TRUE,FALSE,Oakland,,510-907-7555,moderate,4.3,Alamar Kitchen & Bar,
3314 Piedmont Avenue,Seafood,,TRUE,TRUE,Oakland,,510-645-1912,moderate,4.5,Judoku Sushi,
1520 Lakeside Drive,Seafood,,TRUE,TRUE,Oakland,,510-208-5253,moderate,4.1,Lake Chalet,
1437 Franklin Street,Seafood,,FALSE,TRUE,Oakland,,510-251-9688,cheap,0,Le Tasty Chinese Restaurant,
1951 Embarcadero,Seafood,,TRUE,FALSE,Oakland,,510-536-2050,moderate,4.2,Quinn's Lighthouse,
4209 Park Boulevard,Seafood,,FALSE,FALSE,Oakland,,510-336-2388,moderate,4.4,Sushi Park | Japanese Restaurant,
1414 Jefferson Street,Seafood,,FALSE,TRUE,Oakland,,510-663-8262,moderate,4.2,Tambo Peruvian Restaurant,
1219 Burlingame Avenue,Italian,,FALSE,FALSE,Burlingame,,650-347-7672,moderate,1,Cafe La Scala Italian Rest.,
1095 Rollins Road,Italian,,TRUE,FALSE,Burlingame,,650-342-4922,moderate,4.2,Fattoria E Mare,
1444 Burlingame Avenue,Italian,,TRUE,TRUE,Burlingame,,650-288-1041,moderate,4.4,Pizzeria Delfina,
1451 Burlingame Avenue,Italian,,TRUE,TRUE,Burlingame,,650-235-9715,moderate,4.5,Rise Pizzeria,
1447 Burlingame Avenue,Italian,,FALSE,FALSE,Burlingame,,650-348-3277,moderate,4.3,Sapore Italiano Ristorante,
401 Primrose Road,Italian,,TRUE,FALSE,Burlingame,,650-347-5733,pricey,4.5,Stella Alpina Osteria,
3854 Geary Boulevard,Italian,,FALSE,TRUE,San Francisco,,415-221-0305,moderate,4.5,Bella Trattoria,
202 Stage Road,American,,FALSE,FALSE,Pescadero,,650-879-0464,moderate,4.3,Duarte's Tavern,
21 Town Square Place # A,Breakfast,,TRUE,TRUE,Vacaville,,707-448-2113,moderate,4.4,Los Reyes Restaurante Y Cantina,
1501 Helen Power Drive,Breakfast,,FALSE,FALSE,Vacaville,,707-451-4947,cheap,3.6,Mcdonald's,
3369 Mission Street,Japanese,,FALSE,TRUE,San Francisco,,415-525-4750,pricey,4.3,Ichi Sushi,
5158 Geary Boulevard,Japanese,,FALSE,TRUE,San Francisco,,415-379-4539,moderate,4.2,Jin Pot,
71 5th Street,Japanese,,FALSE,TRUE,San Francisco,,415-536-7888,moderate,4,Kaisen Sushi,
1684 Bryant Street,Japanese,,FALSE,TRUE,San Francisco,,415-565-0918,moderate,3.9,Mikado Sushi,
2154 Mission Street,Japanese,,FALSE,TRUE,San Francisco,,415-864-1888,moderate,4.5,Minako Organic Japanese Restaurant,
2092 3rd Street,Japanese,,TRUE,TRUE,San Francisco,,415-861-8285,moderate,4.4,Moshi Moshi,
983 Valencia Street,Japanese,,FALSE,TRUE,San Francisco,,415-484-1206,pricey,4,Motze,
296 Barber Court,Halal,,FALSE,TRUE,Milpitas,,408-433-5199,moderate,4.2,Darda Seafood,
471 Saratoga Avenue,Chinese,,FALSE,FALSE,San Jose,,408-984-5788,cheap,4.3,Szechuan Chili Restaurant,
1659 Branham Lane,Chinese,,FALSE,TRUE,San Jose,,408-448-3748,cheap,4.3,Taste Of China,
1026 1st Street,Italian,,TRUE,FALSE,Napa,,707-254-8006,moderate,4.3,Allegria,
4110 Howard Lane,Italian,,TRUE,TRUE,Napa,,707-224-3300,pricey,4.6,Bistro Don Giovanni,
1141 1st Street,Italian,,TRUE,TRUE,Napa,,707-224-6664,moderate,4.3,Ca' Momi Osteria,
645 1st Street,Italian,,FALSE,TRUE,Napa,,707-254-9700,moderate,4.4,Filippi's Pizza Grotto,
4211 Solano Avenue,Italian,,FALSE,TRUE,Napa,,707-251-8600,moderate,4.5,Il Posto Trattoria,
3085 Jefferson Street,Italian,,FALSE,TRUE,Napa,,707-257-3300,moderate,4,Mary's Pizza Shack,
1425 1st Street,Italian,,FALSE,TRUE,Napa,,707-252-1022,pricey,4.5,Oenotri,
1502 Main Street,Italian,,FALSE,TRUE,Napa,,707-492-8026,moderate,4.6,Pasta Prego,
6247 College Avenue,Vegetarian,,FALSE,TRUE,Berkeley,,510-658-8458,moderate,4.3,Great Wall | Chinese Restaurant,
1585 University Avenue,Vegetarian,,FALSE,TRUE,Berkeley,,510-704-0174,moderate,4.1,Himalayan Flavors,
1700 Shattuck Avenue,Vegetarian,,FALSE,TRUE,Berkeley,,510-549-0612,moderate,4.4,Thai Delight Cuisine,
1903 University Avenue,Vegetarian,,FALSE,TRUE,Berkeley,,510-843-6600,cheap,4.2,Udupi Palace,
336 Healdsburg Avenue,Italian,,FALSE,FALSE,Healdsburg,,707-433-8111,moderate,4.6,Baci | Cafe & Wine Bar,
330 Healdsburg Avenue,Italian,,TRUE,FALSE,Healdsburg,,707-395-4640,moderate,4.6,Campo Fina,
109A Plaza Street,Italian,,FALSE,TRUE,Healdsburg,,707-433-5282,pricey,4.7,Scopa,
790 Oak Grove Road,Indian,,FALSE,TRUE,Concord,,925-288-0000,moderate,4,Hot Basil Cafe,
3486 Mission Street,Nepalese,,FALSE,TRUE,San Francisco,,415-647-2222,moderate,4.7,Cuisine Of Nepal Restaurant,
280 Valencia Street,Nepalese,,FALSE,TRUE,San Francisco,,510-942-5771,moderate,4.4,Dancing Yak,
1386 9th Avenue,Nepalese,,FALSE,TRUE,San Francisco,,415-213-5654,moderate,4.2,Gorkha Kitchen,
925 Cortland Avenue,Nepalese,,FALSE,TRUE,San Francisco,,415-643-3881,moderate,4.4,Little Nepal,
523 Broadway,Nepalese,,FALSE,TRUE,San Francisco,,415-677-9743,moderate,4.2,Urban Curry,
921 East Duane Avenue,Asian,,FALSE,TRUE,Sunnyvale,,408-732-3319,moderate,4.2,Barn Thai,
172 South Murphy Avenue,Asian,,TRUE,TRUE,Sunnyvale,,408-245-8585,moderate,3.8,Siam Taste,
101 South Murphy Avenue,Asian,,FALSE,TRUE,Sunnyvale,,408-773-1098,moderate,3.9,Thai Basil,
50 Mission Circle,Sandwich,,FALSE,FALSE,Santa Rosa,,707-538-7730,cheap,3.5,Mcdonald's,
448 Brannan Street,Steakhouse,,FALSE,FALSE,San Francisco,,415-495-1111,ultra high-end,4.5,Alexander's Steakhouse,
659 Merchant Street,Steakhouse,,FALSE,FALSE,San Francisco,,415-397-1928,ultra high-end,4,Alfred's Steakhouse,
500 California Street,Steakhouse,,FALSE,FALSE,San Francisco,,415-273-3085,ultra high-end,4.3,Bob's Steak & Chop House,
335 Powell Street,Steakhouse,,FALSE,FALSE,San Francisco,,415-397-3003,ultra high-end,3.8,Bourbon Steak Restaurant,
347 Geary Street,Steakhouse,,FALSE,FALSE,San Francisco,,415-616-5000,moderate,4,Daily Grill,
2215 Church Lane,Italian,,FALSE,TRUE,San Pablo,,510-237-9047,moderate,4.5,La Strada Italian Cuisine,
22 Miller Avenue,Italian,,TRUE,TRUE,Mill Valley,,415-388-2126,moderate,4.5,Piazza D'angelo,
800 Redwood Highway #705,Italian,,TRUE,FALSE,Mill Valley,,415-383-0600,moderate,4.2,Pizza Antica,
2786 California Street,Vegetarian,,FALSE,FALSE,San Francisco,,415-318-8000,moderate,3.6,Ben Wah Restaurant,
1325 9th Avenue,Vegetarian,,FALSE,FALSE,San Francisco,,415-731-2658,moderate,4.5,Nabe,
1007 Guerrero Street,Vegetarian,,FALSE,TRUE,San Francisco,,415-826-8822,moderate,4.5,Tuba Authentic Turkish Restaurant,
5362 College Avenue,Vietnamese,,FALSE,TRUE,Oakland,,510-601-8818,moderate,4.4,Holy Basil Pho,
1007 Clay Street,Vietnamese,,FALSE,TRUE,Oakland,,510-763-8495,moderate,4.3,Le Cheval,
354 17th Street,Vietnamese,,FALSE,TRUE,Oakland,,510-832-1338,moderate,4.4,Pho 84,
4218 Piedmont Avenue,Vietnamese,,FALSE,TRUE,Oakland,,510-654-2681,moderate,4,Xyclo Restaurant,
848 Willow Avenue,Seafood,,TRUE,FALSE,Hercules,,510-245-0888,moderate,4,Claws And Craws,
1581 Sycamore Avenue #8,Seafood,,FALSE,FALSE,Hercules,,510-245-1581,moderate,4.2,Genki House Japanese Restaurant,
556 E El Camino Real,Coffeehouse,,FALSE,FALSE,Sunnyvale,,408-736-5091,cheap,3.5,Mcdonald's,
199 South Murphy Avenue,Coffeehouse,,TRUE,FALSE,Sunnyvale,,408-675-8466,moderate,4.2,Vino Vino,
4014 Geary Boulevard,Barbecue,,FALSE,FALSE,San Francisco,,415-387-1378,moderate,4.4,Camp Bbq,
680 8th Street Ste. 170,Barbecue,,FALSE,FALSE,San Francisco,,415-796-2437,moderate,4.4,Hardwood Bar & Smokery,
6314 Geary Boulevard,Barbecue,,FALSE,FALSE,San Francisco,,415-221-8282,moderate,4.2,Jang Soo Bbq,
3900 Bel Aire Plaza D,Barbecue,,TRUE,FALSE,Napa,,707-224-6600,moderate,4.1,The Q Restaurant & Bar,
Laurelwood Shopping Center,Mexican,,FALSE,FALSE,San Mateo,,650-349-0165,moderate,4.2,Celia's,
1622 Palm Avenue,Mexican,,FALSE,FALSE,San Mateo,,650-345-1180,moderate,4.3,El Sinaloense Restaurant,
2310 South El Camino Real,Mexican,,FALSE,FALSE,San Mateo,,650-574-9699,moderate,4.3,La Fonda Cocina Mexicana,
869 Geary Street,Turkish,,TRUE,TRUE,San Francisco,,415-345-1011,moderate,4.4,A La Turca,
60 West Portal Avenue,Turkish,,FALSE,TRUE,San Francisco,,415-564-4006,moderate,4.5,Bursa Restaurant,
349 Clement Street,Turkish,,FALSE,FALSE,San Francisco,,415-753-9479,moderate,4.4,Kitchen Istanbul,
1201 9th Avenue,Turkish,,TRUE,TRUE,San Francisco,,415-731-0400,moderate,4.2,Park Gyros,
1550 California Street,Turkish,,FALSE,TRUE,San Francisco,,415-563-4043,moderate,4.5,Tuba Nob Hill,
400 Moffett Boulevard,Take-out,,FALSE,TRUE,Mountain View,,650-262-9728,cheap,3.9,Chef Zhao Bistro,
1991 West El Camino Real,Take-out,,FALSE,TRUE,Mountain View,,650-969-9990,moderate,3.9,Passage To India,
10690 North De Anza Boulevard,Take-out,,TRUE,TRUE,Cupertino,,408-865-6970,moderate,4,Bj's Restaurant & Brewhouse,
2397 Broadway,Indian,,FALSE,TRUE,Redwood City,,650-369-9000,moderate,4.2,Broadway Masala,
1017 Reichert Avenue,Mexican,,TRUE,FALSE,Novato,,415-892-3171,moderate,4.2,Las Guitarras Restaurant,
129 Lytton Avenue,Vegetarian,,FALSE,TRUE,Palo Alto,,650-321-6688,moderate,4.1,Darbar Indian Cuisine,
3500 Golden Gate Way,Chinese,,FALSE,TRUE,Lafayette,,925-284-3500,moderate,4.3,Great Wall Restaurant,
