genre,location,movie_name,price,show_type,street_address,theater_name,show_date,show_time,number_of_tickets
Adventure,San Jose,Captain Marvel,15,imax,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,,,
Adventure,San Jose,Captain Marvel,15,imax,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,3/7/2019,22:30,
Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,3/8/2019,21:00,
Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,3/6/2019,20:00,
Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,3/3/2019,19:00,
Adventure,Morgan Hill,Shazam!,6,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/9/2019,22:00,
Drama,Oakland,Red Joan,10,imax,5133,Landmark's Piedmont Theatre,3/3/2019,21:30,
Adventure,San Jose,Shazam!,19,3d,2306 Almaden Road,CineLux Almaden Cinema,3/1/2019,22:00,
Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,3/5/2019,21:30,
Fantasy,San Francisco,Penguin Highway,15,3d,3117 16th St,Roxie Theater,3/1/2019,18:30,
Comedy,Walnut Creek,Little,23,regular,1201 Locust Street,Century Walnut Creek 14 & XD,3/8/2019,22:00,
Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,3/9/2019,19:30,
Biographical,San Francisco,JT LeRoy,16,regular,3117 16th St,Roxie Theater,3/8/2019,19:00,
Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/7/2019,15:00,
Adventure,San Francisco,Shazam!,15,3d,3630 Balboa Street,Balboa Theatre,3/1/2019,19:30,
Fantasy,Emeryville,Dumbo,25,regular,5614 Bay Street Suite 220,AMC Bay Street 16,3/4/2019,19:00,
Drama,San Francisco,Supa Modo,20,imax,3117 16th St,Roxie Theater,3/3/2019,19:00,
Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,3/9/2019,13:00,
Thriller,San Francisco,Pet Sematary,17,3d,135 4th Street Suite 3000,AMC Metreon 16,3/2/2019,13:30,
Drama,Santa Rosa,High Life,15,imax,551 Summerfield Road,Summerfield Cinemas,3/1/2019,19:00,
Comedy,Moraga,Missing Link,8,3d,350 Park Street,Rheem Theatre,3/1/2019,19:00,
Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,3/6/2019,19:00,
Drama,Santa Rosa,High Life,15,imax,551 Summerfield Road,Summerfield Cinemas,3/2/2019,19:00,
Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,3/6/2019,13:30,
Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,3/7/2019,13:30,
Drama,San Jose,Dogman,15,regular,288 South 2nd Street,3 Below Theaters And Lounge,3/5/2019,19:30,
Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,3/7/2019,19:00,
Fantasy,San Francisco,Hellboy,22,imax,835 Market Street,Century San Francisco Centre 9 & XD,3/2/2019,13:30,
Comedy,Santa Clara,Missing Link,19,3d,3111 Mission College Boulevard,AMC Mercado 20,3/8/2019,15:00,
Fantasy,Vallejo,Dumbo,19,imax,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,3/2/2019,16:00,
Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,3/4/2019,19:30,
Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,3/7/2019,19:30,
Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/3/2019,15:00,
Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,3/8/2019,19:00,
Fantasy,San Jose,Dumbo,7,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,,,
Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,3/6/2019,21:30,
Biographical,Vallejo,Breakthrough,19,3d,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,3/6/2019,21:30,
Adventure,Fairfax,Captain Marvel,5,imax,9 Broadway,Fairfax Theater,,,
Fantasy,Fairfax,Dumbo,8,3d,9 Broadway,Fairfax Theater,,,
Comedy,Fairfax,Missing Link,21,imax,9 Broadway,Fairfax Theater,,,
Fantasy,Fairfax,Dumbo,8,3d,9 Broadway,Fairfax Theater,3/2/2019,15:30,
Fantasy,San Ramon,Hellboy,24,regular,1603,Regal Cinemas Crow Canyon 6,3/1/2019,19:00,
Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,3/7/2019,22:30,
Adventure,Vacaville,Shazam!,21,regular,531 Davis Street,Brenden Vacaville 16,3/2/2019,21:00,
Comedy,San Jose,Little,23,3d,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,3/4/2019,21:30,
Fantasy,Mountain View,Dumbo,22,regular,1500 North Shoreline Boulevard,Century Cinema 16,3/5/2019,7:30,
Fantasy,Milpitas,Hellboy,25,regular,1010 Great Mall Drive,Century 20 Great Mall & XD,3/1/2019,23:00,
Comedy,Livermore,Missing Link,24,imax,2490 First Street,Livermore 13 Cinema,3/5/2019,11:30,
Adventure,Union City,Shazam!,15,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/3/2019,21:30,
Drama,Oakland,Red Joan,10,imax,5133,Landmark's Piedmont Theatre,3/6/2019,21:30,
Biographical,Morgan Hill,Breakthrough,23,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,3/4/2019,22:00,
Drama,San Jose,Dogman,15,regular,288 South 2nd Street,3 Below Theaters And Lounge,3/10/2019,21:00,
Comedy,Emeryville,Little,22,imax,5614 Bay Street Suite 220,AMC Bay Street 16,3/7/2019,23:00,
Comedy,Newark,Little,14,imax,400 Newpark Mall,AMC NewPark 12,3/8/2019,23:00,
Comedy,Santa Clara,Little,24,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,,,
Comedy,Santa Clara,Little,24,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,3/2/2019,16:30,
Horror,San Ramon,The Curse of La Llorona,11,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/3/2019,19:30,
Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,3/5/2019,16:30,
Adventure,Newark,Shazam!,18,regular,400 Newpark Mall,AMC NewPark 12,3/2/2019,16:30,
Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,3/7/2019,20:00,
Thriller,Daly City,Hotel Mumbai,19,3d,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
Animation,Daly City,How to Train Your Dragon: The Hidden World,19,3d,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
Thriller,Daly City,Pet Sematary,21,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,3/5/2019,20:00,
Comedy,Petaluma,Little,19,imax,200 C Street,Boulevard 14 Cinema,3/1/2019,21:30,
Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,3/4/2019,22:00,
Adventure,El Cerrito,Captain Marvel,21,regular,10070 San Pablo Avenue,Rialto Cinemas Cerrito,,,
Adventure,El Cerrito,Captain Marvel,21,regular,10070 San Pablo Avenue,Rialto Cinemas Cerrito,3/2/2019,22:00,
Adventure,Petaluma,Shazam!,25,3d,200 C Street,Boulevard 14 Cinema,3/7/2019,20:30,
Fantasy,Mountain View,Hellboy,13,3d,1500 North Shoreline Boulevard,Century Cinema 16,3/1/2019,23:00,
Horror,Larkspur,The Curse of La Llorona,20,imax,500 Larkspur Landing Circle,Century Larkspur,3/3/2019,20:30,
Comedy,San Jose,Missing Link,7,3d,700 El Paseo de Saratoga,AMC Saratoga 14,3/1/2019,21:00,
Comedy,Brentwood,Little,25,regular,2525 Sand Creek Road,AMC Brentwood 14,3/2/2019,21:30,
Fantasy,Hayward,Dumbo,19,regular,1069 B Street,Century at Hayward,3/8/2019,21:30,
Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,3/4/2019,22:00,
Adventure,Redwood City,Shazam!,10,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,3/5/2019,23:00,
Musical,San Rafael,Teen Spirit,10,regular,280 Smith Ranch Road,Century Regency,3/1/2019,19:00,
Romance,Napa,After,15,3d,195 Gasser Drive,Century Napa Valley and XD Theater,3/1/2019,22:30,
Adventure,Vacaville,Shazam!,21,regular,531 Davis Street,Brenden Vacaville 16,3/1/2019,21:00,
Adventure,San Francisco,Shazam!,6,3d,135 4th Street Suite 3000,AMC Metreon 16,3/5/2019,21:00,
Horror,Walnut Creek,The Curse of La Llorona,24,3d,1201 Locust Street,Century Walnut Creek 14 & XD,3/1/2019,22:00,
Fantasy,Santa Clara,Hellboy,9,imax,3111 Mission College Boulevard,AMC Mercado 20,3/5/2019,21:30,
Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,3/9/2019,21:30,
Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,3/3/2019,16:30,
Adventure,Napa,Captain Marvel,9,regular,195 Gasser Drive,Century Napa Valley and XD Theater,3/2/2019,22:30,
Fantasy,Napa,Hellboy,6,3d,195 Gasser Drive,Century Napa Valley and XD Theater,3/2/2019,16:30,
Adventure,Fremont,Shazam!,21,imax,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,3/6/2019,22:30,
Drama,Healdsburg,The Mustang,9,regular,415 Center Street,Raven Film Center,3/2/2019,20:30,
Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,3/8/2019,22:00,
Adventure,Concord,Captain Marvel,16,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,3/5/2019,20:30,
Adventure,Larkspur,Captain Marvel,8,imax,500 Larkspur Landing Circle,Century Larkspur,3/2/2019,22:00,
Horror,Richmond,The Curse of La Llorona,10,regular,3200 Klose Way,Century Hilltop 16,,,
Horror,Richmond,The Curse of La Llorona,10,regular,3200 Klose Way,Century Hilltop 16,3/2/2019,23:00,
Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,3/6/2019,23:00,
Comedy,San Jose,Missing Link,20,regular,2190 Eastridge Loop,AMC Eastridge 15,3/1/2019,21:00,
Comedy,San Francisco,Long Shot,8,3d,135 4th Street Suite 3000,AMC Metreon 16,3/9/2019,22:00,
Fantasy,Berkeley,Dumbo,20,imax,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,3/2/2019,21:30,
Biographical,San Francisco,JT LeRoy,16,regular,3117 16th St,Roxie Theater,3/6/2019,19:00,
Drama,San Rafael,The Mustang,11,3d,280 Smith Ranch Road,Century Regency,3/2/2019,19:30,
Horror,San Jose,The Curse of La Llorona,16,3d,2306 Almaden Road,CineLux Almaden Cinema,3/3/2019,22:30,
Thriller,Novato,Pet Sematary,22,3d,44 Rowland Way,Century Rowland Plaza,,,
Horror,Novato,The Curse of La Llorona,25,3d,44 Rowland Way,Century Rowland Plaza,,,
Horror,Novato,The Curse of La Llorona,25,3d,44 Rowland Way,Century Rowland Plaza,3/1/2019,22:30,
Adventure,Concord,Shazam!,24,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,3/5/2019,21:00,
Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,3/7/2019,21:30,
Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,3/4/2019,20:00,
Adventure,Cloverdale,True Grit,11,regular,121 East 1st Street,The Clover Theater,,,
Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,3/4/2019,20:30,
Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,3/1/2019,20:30,
Horror,Newark,The Curse of La Llorona,16,imax,400 Newpark Mall,AMC NewPark 12,3/1/2019,22:30,
Comedy,Pittsburg,Little,23,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,3/1/2019,22:00,
Adventure,Walnut Creek,Shazam!,16,imax,1201 Locust Street,Century Walnut Creek 14 & XD,3/1/2019,22:00,
Adventure,San Ramon,Shazam!,6,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/5/2019,19:00,
Adventure,San Jose,Captain Marvel,15,imax,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,3/6/2019,22:30,
Adventure,San Jose,Captain Marvel,12,regular,2190 Eastridge Loop,AMC Eastridge 15,3/6/2019,23:00,
Comedy,Redwood City,Little,6,3d,825 Middlefield Road,Century Redwood City Downtown 20 & XD,3/2/2019,22:00,
Comedy,Santa Clara,Missing Link,19,3d,3111 Mission College Boulevard,AMC Mercado 20,3/3/2019,12:30,
Thriller,Daly City,Hotel Mumbai,19,3d,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,3/2/2019,21:30,
Horror,Newark,The Curse of La Llorona,16,imax,400 Newpark Mall,AMC NewPark 12,3/2/2019,21:30,
Adventure,Danville,Shazam!,13,3d,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,3/2/2019,22:30,
Horror,Union City,The Curse of La Llorona,16,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,3/6/2019,21:30,
Biographical,Newark,Breakthrough,24,regular,400 Newpark Mall,AMC NewPark 12,3/7/2019,21:00,
Comedy,Newark,Little,14,imax,400 Newpark Mall,AMC NewPark 12,3/4/2019,22:00,
Drama,Sebastopol,Wild Nights with Emily,11,3d,6868 McKinley Street,Rialto Cinemas,3/8/2019,21:30,
Comedy,Emeryville,Little,22,imax,5614 Bay Street Suite 220,AMC Bay Street 16,3/3/2019,23:00,
Comedy,San Francisco,Gloria Bell,16,imax,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,3/4/2019,21:30,
Fantasy,Mountain View,Dumbo,22,regular,1500 North Shoreline Boulevard,Century Cinema 16,3/1/2019,22:00,
Thriller,Santa Rosa,Pet Sematary,9,3d,85 Santa Rosa Avenue,Roxy Stadium 14,3/1/2019,22:00,
Thriller,Richmond,Pet Sematary,14,imax,3200 Klose Way,Century Hilltop 16,3/1/2019,22:30,
Comedy,Livermore,Missing Link,24,imax,2490 First Street,Livermore 13 Cinema,3/8/2019,11:30,
Comedy,Santa Clara,Long Shot,7,regular,3111 Mission College Boulevard,AMC Mercado 20,3/9/2019,22:00,
Horror,San Ramon,The Curse of La Llorona,11,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/6/2019,19:30,
Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,3/3/2019,20:30,
Comedy,Brentwood,Little,25,regular,2525 Sand Creek Road,AMC Brentwood 14,3/8/2019,21:00,
Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,3/6/2019,21:30,
Comedy,Brentwood,Long Shot,6,3d,2525 Sand Creek Road,AMC Brentwood 14,3/10/2019,22:00,
Drama,Sebastopol,Wild Nights with Emily,11,3d,6868 McKinley Street,Rialto Cinemas,3/9/2019,21:30,
Adventure,Mountain View,Captain Marvel,16,imax,2575 California Street #90,ShowPlace ICON Mountain View,3/5/2019,21:30,
Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,3/5/2019,20:30,
Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,3/8/2019,22:00,
Biographical,Hayward,Breakthrough,19,regular,1069 B Street,Century at Hayward,3/3/2019,22:30,
Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,3/5/2019,16:30,
War,San Francisco,The Aftermath,13,imax,501 Buckingham Way,United Artists Stonestown Twin,3/2/2019,16:00,
Biographical,San Ramon,Breakthrough,21,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,3/8/2019,22:00,
Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,3/8/2019,20:30,
Supernatural,Milpitas,IT Chapter Two,11,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,3/8/2019,23:00,
Drama,Livermore,Hustlers,10,imax,2490 First Street,Livermore 13 Cinema,3/5/2019,21:30,
Drama,Livermore,Hustlers,10,regular,2490 First Street,Livermore 13 Cinema,3/6/2019,21:30,
Fantasy,Livermore,The Lord of the Rings: The Return of the King,10,imax,2490 First Street,Livermore 13 Cinema,3/6/2019,18:30,
Supernatural,Campbell,IT Chapter Two,10,imax,2501 Winchester Boulevard,CineLux Plaza Theatre,3/8/2019,21:00,
Sci-fi,San Francisco,Ad Astra,10,3d,1881 Post Street,AMC Kabuki 8,3/16/2019,19:00,
Drama,Pittsburg,Overcomer,14,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,3/2/2019,22:00,
Comedy,Santa Rosa,Good Boys,13,regular,409 Aviation Boulevard,Airport Stadium 12,3/9/2019,21:30,
Drama,Newark,Hustlers,7,imax,400 Newpark Mall,AMC NewPark 12,3/6/2019,22:30,
Mystery,Santa Rosa,Official Secrets,15,regular,551 Summerfield Road,Summerfield Cinemas,3/4/2019,20:30,
Supernatural,Brentwood,IT Chapter Two,13,regular,2525 Sand Creek Road,AMC Brentwood 14,3/7/2019,20:00,
Action,Newark,Angel Has Fallen,11,regular,400 Newpark Mall,AMC NewPark 12,3/2/2019,22:30,
Fantasy,Santa Rosa,The Lord of the Rings: The Return of the King,11,imax,409 Aviation Boulevard,Airport Stadium 12,3/9/2019,19:00,
Supernatural,Milpitas,IT Chapter Two,11,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,3/7/2019,23:00,
Documentary,San Francisco,Fiddler: A Miracle of Miracles,13,regular,2221,Landmark's Clay Theatre,3/10/2019,19:00,
Drama,Palo Alto,Brittany Runs a Marathon,11,3d,430 Emerson Street,Landmark's Aquarius Theatre,3/9/2019,19:00,
Action,Union City,Angel Has Fallen,14,regular,32100 Union Landing Boulevard,Century 25 Union Landing and XD,3/1/2019,22:30,
Horror,San Jose,47 Meters Down: Uncaged,11,regular,2190 Eastridge Loop,AMC Eastridge 15,3/1/2019,22:00,
Drama,San Francisco,This Is Not Berlin,7,regular,3117 16th Street,Roxie Theater,3/4/2019,21:00,
Offbeat,San Ramon,Once Upon a Time In Hollywood,5,regular,2525 San Ramon Valley Boulevard,Regal Crow Canyon,3/4/2019,22:30,
Drama,Santa Clara,Hustlers,5,regular,3111 Mission College Boulevard,AMC Mercado 20,3/3/2019,22:30,
Supernatural,Mill Valley,IT Chapter Two,13,regular,25 Throckmorton Avenue,CineArts Sequoia,3/7/2019,19:00,
Drama,Santa Clara,Hustlers,5,imax,3111 Mission College Boulevard,AMC Mercado 20,3/8/2019,22:30,
Drama,Palo Alto,Stage Door,10,regular,221 University Avenue,Stanford Theatre,3/2/2019,19:30,
Supernatural,Mill Valley,IT Chapter Two,13,regular,25 Throckmorton Avenue,CineArts Sequoia,3/2/2019,19:00,
War,San Jose,The Load,14,3d,288 South 2nd Street,3 Below Theaters And Lounge,3/5/2019,20:00,
Supernatural,San Ramon,IT Chapter Two,12,3d,2525 San Ramon Valley Boulevard,Regal Crow Canyon,3/1/2019,20:00,
Drama,Concord,Hustlers,11,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,3/9/2019,21:30,
Mystery,Oakland,Luce,7,regular,474 24th Street,The New Parkway Theater,3/2/2019,18:30,
Drama,Walnut Creek,Hustlers,9,regular,1201 Locust Street,Century Walnut Creek 14 and XD,3/5/2019,22:00,
Family,San Francisco,The Farewell,9,3d,501 Buckingham Way,Regal UA Stonestown Twin,3/2/2019,19:00,
Comedy,Rohnert Park,Good Boys,9,imax,555 Rohnert Park Expressway West,Reading Cinemas Rohnert Park with TITAN XC,3/1/2019,22:00,
Drama,Santa Clara,Hustlers,5,regular,3111 Mission College Boulevard,AMC Mercado 20,3/4/2019,22:30,
Comedy,Santa Rosa,Good Boys,12,regular,85 Santa Rosa Avenue,Roxy Stadium 14,3/2/2019,22:00,
Comedy,Brentwood,Good Boys,6,regular,2525 Sand Creek Road,AMC Brentwood 14,3/5/2019,21:00,
Supernatural,Mill Valley,IT Chapter Two,13,imax,25 Throckmorton Avenue,CineArts Sequoia,3/6/2019,19:00,
Action,Danville,Saaho,5,regular,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
Action,Danville,Saaho,5,imax,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,3/1/2019,18:30,
Animation,Union City,Toy Story 4,12,imax,32100 Union Landing Boulevard,Century 25 Union Landing and XD,,,
Animation,Union City,Toy Story 4,12,imax,32100 Union Landing Boulevard,Century 25 Union Landing and XD,3/6/2019,22:30,
Drama,San Jose,Brittany Runs a Marathon,14,3d,925 Blossom Hill Road Suite 2000,Century 20 Oakridge and XD,,,
Drama,San Jose,Overcomer,14,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge and XD,,,
Drama,San Jose,Brittany Runs a Marathon,14,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge and XD,3/5/2019,22:30,
Action,Napa,Angel Has Fallen,13,imax,195 Gasser Drive,Century Napa Valley and XD,,,
Drama,Napa,Hustlers,10,regular,195 Gasser Drive,Century Napa Valley and XD,,,
Offbeat,Napa,Once Upon a Time In Hollywood,14,regular,195 Gasser Drive,Century Napa Valley and XD,,,
Animation,Napa,The Angry Birds Movie 2,7,regular,195 Gasser Drive,Century Napa Valley and XD,,,
Action,Napa,Angel Has Fallen,13,regular,195 Gasser Drive,Century Napa Valley and XD,,,
Animation,Napa,The Angry Birds Movie 2,7,regular,195 Gasser Drive,Century Napa Valley and XD,3/2/2019,22:00,
Animation,Santa Rosa,Toy Story 4,13,imax,620 3rd Street,3rd Street Cinema,,,
Animation,Santa Rosa,Toy Story 4,13,imax,620 3rd Street,3rd Street Cinema,3/4/2019,16:30,
Animation,Santa Rosa,Toy Story 4,13,imax,620 3rd Street,3rd Street Cinema,3/1/2019,16:30,
Drama,Santa Rosa,After The Wedding,10,regular,551 Summerfield Road,Summerfield Cinemas,,,
Documentary,Santa Rosa,Fiddler: A Miracle of Miracles,8,regular,551 Summerfield Road,Summerfield Cinemas,,,
Comedy,Santa Rosa,Good Boys,12,regular,85 Santa Rosa Avenue,Roxy Stadium 14,,,
Action,Santa Rosa,Hobbs and Shaw,12,regular,409 Aviation Boulevard,Airport Stadium 12,,,
Drama,Santa Rosa,Hustlers,12,regular,85 Santa Rosa Avenue,Roxy Stadium 14,,,
Supernatural,Santa Rosa,IT Chapter Two,6,regular,409 Aviation Boulevard,Airport Stadium 12,,,
Mystery,Santa Rosa,Official Secrets,15,regular,551 Summerfield Road,Summerfield Cinemas,,,
Offbeat,Santa Rosa,Once Upon a Time In Hollywood,9,regular,85 Santa Rosa Avenue,Roxy Stadium 14,,,
Horror,Santa Rosa,Scary Stories to Tell in the Dark,5,regular,85 Santa Rosa Avenue,Roxy Stadium 14,,,
Drama,Santa Rosa,The Art of Racing in the Rain,9,regular,620 3rd Street,3rd Street Cinema,,,
Drama,Santa Rosa,After The Wedding,10,regular,551 Summerfield Road,Summerfield Cinemas,3/7/2019,16:00,
Sci-fi,Mountain View,Ad Astra,10,regular,1500 North Shoreline Boulevard,Century Cinema 16,,,
Comedy,Mountain View,Chhichhore,9,regular,1500 North Shoreline Boulevard,Century Cinema 16,,,
Action,Mountain View,Hobbs and Shaw,11,3d,1500 North Shoreline Boulevard,Century Cinema 16,,,
Drama,Mountain View,Hustlers,6,imax,1500 North Shoreline Boulevard,Century Cinema 16,,,
Supernatural,Mountain View,IT Chapter Two,9,imax,1500 North Shoreline Boulevard,Century Cinema 16,,,
Horror,Mountain View,Scary Stories to Tell in the Dark,5,regular,1500 North Shoreline Boulevard,Century Cinema 16,,,
Musical,Larkspur,Echo In The Canyon,6,3d,549 Magnolia Avenue,Lark Theater,,,
Comedy,Larkspur,Good Boys,5,3d,500 Larkspur Landing Circle,Century Larkspur,,,
Mystery,Larkspur,Luce,15,3d,549 Magnolia Avenue,Lark Theater,,,
Family,Larkspur,The Farewell,12,3d,549 Magnolia Avenue,Lark Theater,,,
Family,Larkspur,The Farewell,12,3d,549 Magnolia Avenue,Lark Theater,3/7/2019,16:00,
Comedy,Santa Rosa,Good Boys,13,regular,409 Aviation Boulevard,Airport Stadium 12,3/5/2019,21:30,
Comedy,Oakland,Good Boys,12,regular,100 Washington Street,Regal Jack London,,,
Action,Oakland,Hobbs and Shaw,5,regular,100 Washington Street,Regal Jack London,,,
Supernatural,Oakland,IT Chapter Two,14,regular,100 Washington Street,Regal Jack London,,,
Supernatural,Oakland,IT Chapter Two,14,regular,100 Washington Street,Regal Jack London,3/7/2019,21:30,
Supernatural,Campbell,IT Chapter Two,10,regular,2501 Winchester Boulevard,CineLux Plaza Theatre,,,
Sci-fi,San Francisco,Ad Astra,15,regular,3630 Balboa Street,Balboa Theatre,,,
Supernatural,San Francisco,IT Chapter Two,9,regular,3630 Balboa Street,Balboa Theatre,,,
Mystery,San Francisco,Official Secrets,11,regular,3630 Balboa Street,Balboa Theatre,3/10/2019,14:30,
Drama,Healdsburg,Blinded by the Light,8,regular,415 Center Street,Raven Film Center,,,
Supernatural,Healdsburg,IT Chapter Two,9,regular,415 Center Street,Raven Film Center,,,
Comedy,Healdsburg,"Where'd You Go, Bernadette",15,regular,415 Center Street,Raven Film Center,,,
Supernatural,Healdsburg,IT Chapter Two,9,3d,415 Center Street,Raven Film Center,3/1/2019,20:00,
Offbeat,San Francisco,Once Upon a Time In Hollywood,15,3d,1881 Post Street,AMC Kabuki 8,,,
Offbeat,San Francisco,Once Upon a Time In Hollywood,6,3d,2200 Clement Street,Four Star Theatre,3/2/2019,20:00,
Drama,Berkeley,A Faithful Man,7,imax,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,,,
Drama,Berkeley,Blinded by the Light,7,regular,2966 College Avenue,Rialto Cinemas Elmwood,,,
Comedy,Berkeley,Good Boys,6,3d,2274 Shattuck Avenue,Regal UA Berkeley,,,
Drama,Berkeley,Hustlers,8,regular,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,,,
Supernatural,Berkeley,IT Chapter Two,15,regular,2274 Shattuck Avenue,Regal UA Berkeley,,,
Mystery,Berkeley,Luce,13,imax,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,,,
Horror,Berkeley,Midsommar,9,regular,2274 Shattuck Avenue,Regal UA Berkeley,,,
Offbeat,Berkeley,Once Upon a Time In Hollywood,12,imax,Shattuck Avenue between Oxford,Landmark's California Theatre,,,
Drama,Berkeley,A Faithful Man,7,imax,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,3/5/2019,21:30,
Supernatural,Healdsburg,IT Chapter Two,9,imax,415 Center Street,Raven Film Center,3/2/2019,20:00,
Sci-fi,San Bruno,Ad Astra,9,regular,1188 El Camino Real 4th Floor,Century at Tanforan and XD,,,
Sci-fi,San Bruno,Ad Astra,9,regular,1188 El Camino Real 4th Floor,Century at Tanforan and XD,3/10/2019,23:00,
Sci-fi,Brentwood,Ad Astra,5,imax,2525 Sand Creek Road,AMC Brentwood 14,,,
Comedy,Brentwood,Good Boys,6,regular,2525 Sand Creek Road,AMC Brentwood 14,,,
Action,Brentwood,Hobbs and Shaw,7,regular,2525 Sand Creek Road,AMC Brentwood 14,,,
