airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
Southwest Airlines,3/6/2019,O'Hare International Airport,Chicago,1,LAX International Airport,Los Angeles,13:52,7:20,1,234,FALSE,Economy,15:17,9:45,3/9/2019
Delta Airlines,3/6/2019,O'Hare International Airport,Chicago,0,LAX International Airport,Los Angeles,20:12,13:40,3,191,FALSE,Economy,19:57,17:25,3/9/2019
American Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,14:07,11:45,3,130,FALSE,Economy,17:47,15:25,3/11/2019
Delta Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,13:47,11:25,3,141,FALSE,Economy,18:02,15:40,3/11/2019
Southwest Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,JFK International Airport,New York,1:11,21:50,3,171,FALSE,Economy,11:42,9:20,3/11/2019
United Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,21:27,19:05,3,137,FALSE,Economy,15:12,12:50,3/11/2019
Alaska Airlines,3/4/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,18:32,15:45,1,152,TRUE,Economy,21:57,19:10,3/7/2019
American Airlines,3/4/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,11:02,8:15,1,136,FALSE,Economy,2:32,23:45,3/7/2019
Delta Airlines,3/4/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,11:32,8:45,1,141,FALSE,Economy,9:37,6:50,3/7/2019
Southwest Airlines,3/4/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,8:12,5:25,1,151,FALSE,Economy,14:47,12:00,3/7/2019
United Airlines,3/4/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,15:17,12:30,1,136,FALSE,Economy,2:32,23:45,3/7/2019
Alaska Airlines,3/4/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,18:32,15:45,2,152,TRUE,Economy,21:57,19:10,3/7/2019
American Airlines,3/3/2019,LAX International Airport,Los Angeles,1,Charles de Gaulle International Airport,Paris,11:50,4:05,1,388,FALSE,Economy,7:58,9:40,3/10/2019
Delta Airlines,3/3/2019,LAX International Airport,Los Angeles,1,Charles de Gaulle International Airport,Paris,0:32,17:35,1,371,FALSE,Economy,6:43,8:25,3/10/2019
Delta Airlines,3/2/2019,LAX International Airport,Los Angeles,1,PHL International Airport,Philadelphia,19:57,14:20,1,311,FALSE,Economy,0:16,13:40,3/6/2019
Southwest Airlines,3/2/2019,LAX International Airport,Los Angeles,1,PHL International Airport,Philadelphia,0:32,20:35,1,311,FALSE,Economy,0:16,13:00,3/6/2019
Delta Airlines,3/2/2019,LAX International Airport,Los Angeles,1,PHL International Airport,Philadelphia,19:57,14:20,2,311,FALSE,Economy,0:16,13:40,3/6/2019
American Airlines,3/7/2019,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,7:02,4:30,1,195,FALSE,Economy,15:02,8:30,3/13/2019
Delta Airlines,3/7/2019,LAX International Airport,Los Angeles,0,O'Hare International Airport,Chicago,19:57,17:25,1,189,FALSE,Economy,20:12,13:40,3/13/2019
Southwest Airlines,3/7/2019,LAX International Airport,Los Angeles,1,O'Hare International Airport,Chicago,11:42,9:10,1,233,TRUE,Economy,4:07,18:45,3/13/2019
American Airlines,3/6/2019,SFO International Airport,San Francisco,1,Hartsfield-Jackson International Airport,Atlanta,14:06,11:40,1,260,FALSE,Economy,1:27,14:15,3/12/2019
Delta Airlines,3/6/2019,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,15:16,12:50,1,213,FALSE,Economy,18:31,10:05,3/12/2019
Southwest Airlines,3/6/2019,SFO International Airport,San Francisco,1,Hartsfield-Jackson International Airport,Atlanta,8:56,6:30,1,219,FALSE,Economy,17:04,7:10,3/12/2019
United Airlines,3/6/2019,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,17:26,15:00,1,202,FALSE,Economy,18:41,10:15,3/12/2019
American Airlines,3/12/2019,SFO International Airport,San Francisco,1,Hartsfield-Jackson International Airport,Atlanta,18:15,14:30,1,263,FALSE,Economy,1:24,15:50,3/14/2019
Delta Airlines,3/12/2019,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,15:16,12:50,1,186,FALSE,Economy,1:51,17:25,3/14/2019
Southwest Airlines,3/12/2019,SFO International Airport,San Francisco,1,Hartsfield-Jackson International Airport,Atlanta,8:56,6:30,1,230,FALSE,Economy,17:19,6:45,3/14/2019
United Airlines,3/12/2019,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,12:06,9:40,1,193,FALSE,Economy,18:41,10:15,3/14/2019
American Airlines,3/10/2019,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,11:02,6:00,1,206,FALSE,Economy,9:33,5:20,3/13/2019
Delta Airlines,3/10/2019,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,15:17,9:35,1,195,FALSE,Economy,12:08,6:50,3/13/2019
Southwest Airlines,3/10/2019,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,19:25,16:55,1,136,FALSE,Economy,19:00,16:30,3/13/2019
United Airlines,3/10/2019,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,2:20,23:50,1,172,FALSE,Economy,16:04,11:40,3/13/2019
American Airlines,3/8/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,17:47,15:25,1,158,FALSE,Economy,14:07,11:45,3/12/2019
Delta Airlines,3/8/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,18:02,15:40,1,132,FALSE,Economy,13:47,11:25,3/12/2019
Southwest Airlines,3/8/2019,JFK International Airport,New York,1,Hartsfield-Jackson International Airport,Atlanta,11:42,9:20,1,173,FALSE,Economy,1:11,21:50,3/12/2019
United Airlines,3/8/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,13:37,11:15,1,143,FALSE,Economy,21:47,19:25,3/12/2019
American Airlines,3/10/2019,Indira Gandhi International Airport,Delhi,1,SAN International Airport,San Diego,19:09,9:50,1,373,TRUE,Economy,18:50,15:00,3/13/2019
United Airlines,3/10/2019,Indira Gandhi International Airport,Delhi,1,SAN International Airport,San Diego,16:07,7:20,1,370,FALSE,Economy,8:34,1:10,3/13/2019
United Airlines,3/3/2019,SFO International Airport,San Francisco,1,PHL International Airport,Philadelphia,16:57,11:30,1,297,FALSE,Economy,16:36,5:50,3/8/2019
United Airlines,3/3/2019,SFO International Airport,San Francisco,1,PHL International Airport,Philadelphia,16:57,11:30,4,297,FALSE,Economy,16:36,5:50,3/8/2019
Southwest Airlines,3/1/2019,O'Hare International Airport,Chicago,1,PDX International Airport,Portland,0:37,15:15,1,296,FALSE,Economy,9:58,4:35,3/6/2019
United Airlines,3/1/2019,O'Hare International Airport,Chicago,1,PDX International Airport,Portland,6:20,22:45,1,274,FALSE,Economy,19:00,12:45,3/6/2019
American Airlines,3/4/2019,O'Hare International Airport,Chicago,0,LAX International Airport,Los Angeles,15:02,8:30,4,192,FALSE,Economy,7:02,4:30,3/7/2019
Delta Airlines,3/4/2019,O'Hare International Airport,Chicago,0,LAX International Airport,Los Angeles,20:12,13:40,4,188,FALSE,Economy,19:57,17:25,3/7/2019
Southwest Airlines,3/4/2019,O'Hare International Airport,Chicago,1,LAX International Airport,Los Angeles,13:52,7:20,4,237,FALSE,Economy,12:45,6:45,3/7/2019
Alaska Airlines,3/12/2019,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,14:11,12:00,3,125,FALSE,Economy,17:06,14:55,3/14/2019
American Airlines,3/12/2019,SFO International Airport,San Francisco,1,Seattle-Tacoma International Airport,Seattle,0:36,22:25,3,160,FALSE,Economy,23:43,19:40,3/14/2019
Delta Airlines,3/12/2019,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,8:21,6:10,3,130,FALSE,Economy,10:11,8:00,3/14/2019
Southwest Airlines,3/12/2019,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,15:16,13:05,3,137,FALSE,Economy,10:36,8:25,3/14/2019
United Airlines,3/12/2019,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,22:41,20:30,3,135,FALSE,Economy,17:16,15:05,3/14/2019
Southwest Airlines,3/5/2019,JFK International Airport,New York,1,Seattle-Tacoma International Airport,Seattle,18:40,5:25,1,303,FALSE,Economy,22:03,17:15,3/14/2019
Southwest Airlines,3/2/2019,Hartsfield-Jackson International Airport,Atlanta,0,Sky Harbor International Airport,Phoenix,6:07,22:55,4,265,FALSE,Premium Economy,13:17,12:05,3/8/2019
American Airlines,3/10/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,10:40,9:30,4,88,FALSE,Economy,21:35,20:25,3/12/2019
Delta Airlines,3/10/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:30,12:20,4,139,FALSE,Premium Economy,16:15,15:05,3/12/2019
Southwest Airlines,3/10/2019,LAX International Airport,Los Angeles,1,McCarran International Airport,Las Vegas,15:45,14:35,4,127,FALSE,Economy,1:04,22:10,3/12/2019
United Airlines,3/10/2019,LAX International Airport,Los Angeles,0,McCarran International Airport,Las Vegas,13:15,12:05,4,95,FALSE,Economy,9:15,8:05,3/12/2019
Delta Airlines,3/4/2019,O'Hare International Airport,Chicago,1,Seattle-Tacoma International Airport,Seattle,6:20,23:50,1,244,FALSE,Economy,18:52,11:55,3/13/2019
American Airlines,3/1/2019,McCarran International Airport,Las Vegas,0,Sky Harbor International Airport,Phoenix,20:14,19:00,1,100,FALSE,Economy,17:54,16:40,3/5/2019
Delta Airlines,3/1/2019,McCarran International Airport,Las Vegas,0,Sky Harbor International Airport,Phoenix,13:29,12:15,1,90,FALSE,Economy,17:59,16:45,3/5/2019
Southwest Airlines,3/1/2019,McCarran International Airport,Las Vegas,0,Sky Harbor International Airport,Phoenix,23:04,21:50,1,90,FALSE,Economy,19:39,18:25,3/5/2019
American Airlines,3/1/2019,McCarran International Airport,Las Vegas,0,Sky Harbor International Airport,Phoenix,20:14,19:00,3,100,FALSE,Economy,17:54,16:40,3/5/2019
American Airlines,3/4/2019,O'Hare International Airport,Chicago,1,Charles de Gaulle International Airport,Paris,20:22,4:05,1,452,FALSE,Economy,7:58,4:30,3/14/2019
Delta Airlines,3/4/2019,O'Hare International Airport,Chicago,0,Charles de Gaulle International Airport,Paris,2:16,23:20,1,277,FALSE,Economy,11:36,18:40,3/14/2019
American Airlines,3/5/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,6:17,21:45,1,190,FALSE,Economy,0:07,21:35,3/13/2019
American Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,PHL International Airport,Philadelphia,14:56,10:10,1,216,FALSE,Economy,19:46,15:25,3/12/2019
Delta Airlines,3/1/2019,Hartsfield-Jackson International Airport,Atlanta,1,PHL International Airport,Philadelphia,20:21,14:20,1,209,FALSE,Economy,19:46,15:40,3/12/2019
Delta Airlines,3/8/2019,Toronto Pearson International Airport,Toronto,1,Seattle-Tacoma International Airport,Seattle,20:44,8:45,1,312,FALSE,Economy,12:15,7:15,3/12/2019
American Airlines,3/3/2019,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,22:07,15:20,1,193,FALSE,Economy,9:52,7:05,3/14/2019
Delta Airlines,3/3/2019,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,4:52,22:05,1,214,FALSE,Economy,13:27,10:40,3/14/2019
Southwest Airlines,3/3/2019,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,0:37,17:50,1,180,FALSE,Economy,14:22,11:35,3/14/2019
United Airlines,3/3/2019,O'Hare International Airport,Chicago,1,SFO International Airport,San Francisco,4:07,21:20,1,248,TRUE,Economy,19:06,13:50,3/14/2019
American Airlines,3/3/2019,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,22:07,15:20,2,193,FALSE,Economy,9:52,7:05,3/14/2019
Delta Airlines,3/3/2019,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,4:52,22:05,2,214,FALSE,Economy,13:27,10:40,3/14/2019
Southwest Airlines,3/3/2019,O'Hare International Airport,Chicago,0,SFO International Airport,San Francisco,0:37,17:50,2,180,FALSE,Economy,14:22,11:35,3/14/2019
United Airlines,3/3/2019,O'Hare International Airport,Chicago,1,SFO International Airport,San Francisco,4:07,21:20,2,248,TRUE,Economy,19:06,13:50,3/14/2019
Southwest Airlines,3/4/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,8:07,6:00,1,136,FALSE,Economy,1:17,23:10,3/6/2019
Alaska Airlines,3/2/2019,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,12:40,10:10,1,162,FALSE,Economy,20:10,17:40,3/14/2019
American Airlines,3/2/2019,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,11:40,7:20,1,183,FALSE,Economy,1:45,23:15,3/14/2019
Delta Airlines,3/2/2019,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,15:17,9:35,1,187,FALSE,Economy,12:08,6:50,3/14/2019
Southwest Airlines,3/2/2019,LAX International Airport,Los Angeles,0,PDX International Airport,Portland,19:25,16:55,1,138,FALSE,Economy,19:00,16:30,3/14/2019
United Airlines,3/2/2019,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,1:05,22:35,1,176,FALSE,Economy,16:04,11:40,3/14/2019
American Airlines,3/1/2019,O'Hare International Airport,Chicago,0,Toronto Pearson International Airport,Toronto,6:33,5:55,3,103,FALSE,Economy,18:58,16:20,3/9/2019
Delta Airlines,3/2/2019,PDX International Airport,Portland,1,Charles de Gaulle International Airport,Paris,21:33,11:20,1,408,FALSE,Economy,20:13,20:00,3/9/2019
Delta Airlines,3/2/2019,PDX International Airport,Portland,1,Charles de Gaulle International Airport,Paris,21:33,11:20,3,408,FALSE,Economy,20:13,20:00,3/9/2019
American Airlines,3/8/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,19:05,17:30,1,114,FALSE,Economy,7:05,5:30,3/13/2019
Delta Airlines,3/8/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,12:25,10:50,1,120,FALSE,Economy,0:25,22:50,3/13/2019
United Airlines,3/8/2019,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,1,104,FALSE,Economy,16:40,15:05,3/13/2019
American Airlines,3/4/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,6:17,21:45,4,215,FALSE,Economy,0:07,21:35,3/6/2019
Delta Airlines,3/4/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,8:22,23:50,4,196,FALSE,Economy,18:52,16:20,3/6/2019
Southwest Airlines,3/4/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,14:12,5:40,4,212,TRUE,Economy,21:52,19:20,3/6/2019
United Airlines,3/4/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,1:27,16:55,4,191,FALSE,Economy,13:27,10:55,3/6/2019
Delta Airlines,3/1/2019,Charles de Gaulle International Airport,Paris,1,LAX International Airport,Los Angeles,6:43,8:25,1,363,FALSE,Economy,0:32,17:35,3/11/2019
Delta Airlines,3/1/2019,Charles de Gaulle International Airport,Paris,1,LAX International Airport,Los Angeles,6:43,8:25,4,363,FALSE,Economy,0:32,17:35,3/11/2019
American Airlines,3/3/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,8:15,6:40,2,108,FALSE,Economy,19:05,17:30,3/9/2019
Delta Airlines,3/3/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,0:25,22:50,2,110,FALSE,Economy,12:25,10:50,3/9/2019
Southwest Airlines,3/3/2019,SFO International Airport,San Francisco,1,McCarran International Airport,Las Vegas,18:15,14:35,2,187,FALSE,Economy,16:15,12:50,3/9/2019
United Airlines,3/3/2019,SFO International Airport,San Francisco,1,McCarran International Airport,Las Vegas,10:55,8:15,2,146,FALSE,Economy,20:50,19:15,3/9/2019
American Airlines,3/6/2019,Hartsfield-Jackson International Airport,Atlanta,0,O'Hare International Airport,Chicago,20:21,17:20,1,135,FALSE,Economy,22:16,21:15,3/8/2019
Delta Airlines,3/6/2019,Hartsfield-Jackson International Airport,Atlanta,1,O'Hare International Airport,Chicago,11:31,8:30,1,188,FALSE,Economy,19:34,15:40,3/8/2019
United Airlines,3/6/2019,Hartsfield-Jackson International Airport,Atlanta,0,O'Hare International Airport,Chicago,0:51,21:50,1,125,FALSE,Economy,7:16,6:15,3/8/2019
American Airlines,3/5/2019,SFO International Airport,San Francisco,1,Sky Harbor International Airport,Phoenix,11:55,7:35,1,191,FALSE,Economy,12:49,8:10,3/11/2019
Delta Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,14:02,11:55,1,129,FALSE,Economy,7:57,5:50,3/11/2019
Southwest Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,8:07,6:00,1,129,FALSE,Economy,20:22,18:15,3/11/2019
United Airlines,3/5/2019,SFO International Airport,San Francisco,0,Sky Harbor International Airport,Phoenix,1:57,23:50,1,129,FALSE,Economy,16:22,14:15,3/11/2019
Delta Airlines,3/3/2019,YVR International Airport,Vancouver,1,JFK International Airport,New York,11:11,6:00,3,301,FALSE,Economy,18:34,2:50,3/10/2019
American Airlines,3/4/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,12:05,9:45,3,148,FALSE,Economy,19:46,17:10,3/9/2019
United Airlines,3/4/2019,Dulles International Airport,Washington,1,PHL International Airport,Philadelphia,8:30,4:45,3,204,FALSE,Economy,1:16,20:40,3/9/2019
United Airlines,3/4/2019,Hartsfield-Jackson International Airport,Atlanta,1,LAX International Airport,Los Angeles,4:39,20:40,1,260,FALSE,Economy,19:49,12:15,3/9/2019
Delta Airlines,3/3/2019,JFK International Airport,New York,0,O'Hare International Airport,Chicago,12:34,9:15,1,135,FALSE,Economy,7:19,6:00,3/12/2019
American Airlines,3/3/2019,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,18:14,15:30,1,386,TRUE,Economy,2:39,20:35,3/8/2019
American Airlines,3/3/2019,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,18:14,15:30,4,386,TRUE,Economy,2:39,20:35,3/8/2019
American Airlines,3/5/2019,Charles de Gaulle International Airport,Paris,1,O'Hare International Airport,Chicago,22:06,5:10,2,333,FALSE,Economy,20:22,4:05,3/8/2019
Delta Airlines,3/5/2019,Charles de Gaulle International Airport,Paris,0,O'Hare International Airport,Chicago,11:36,18:40,2,256,FALSE,Economy,2:16,23:20,3/8/2019
American Airlines,3/6/2019,Charles de Gaulle International Airport,Paris,1,O'Hare International Airport,Chicago,22:06,5:10,2,346,FALSE,Economy,20:22,4:05,3/8/2019
Delta Airlines,3/6/2019,Charles de Gaulle International Airport,Paris,0,O'Hare International Airport,Chicago,11:36,18:40,2,260,FALSE,Economy,2:16,23:20,3/8/2019
American Airlines,3/9/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,8:47,6:25,4,138,TRUE,Economy,13:42,11:20,3/14/2019
Delta Airlines,3/9/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,18:02,15:40,4,150,FALSE,Economy,9:42,7:20,3/14/2019
Southwest Airlines,3/9/2019,JFK International Airport,New York,1,Hartsfield-Jackson International Airport,Atlanta,11:42,9:20,4,179,FALSE,Economy,1:11,21:50,3/14/2019
United Airlines,3/9/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,15:12,12:50,4,146,FALSE,Economy,10:42,8:20,3/14/2019
American Airlines,3/8/2019,Seattle-Tacoma International Airport,Seattle,1,JFK International Airport,New York,10:48,6:05,1,294,FALSE,Economy,2:14,16:00,3/12/2019
Delta Airlines,3/8/2019,Seattle-Tacoma International Airport,Seattle,1,JFK International Airport,New York,19:35,14:00,1,316,TRUE,Economy,1:09,15:15,3/12/2019
Southwest Airlines,3/8/2019,Seattle-Tacoma International Airport,Seattle,1,JFK International Airport,New York,22:03,17:15,1,323,FALSE,Economy,18:40,5:25,3/12/2019
United Airlines,3/8/2019,Seattle-Tacoma International Airport,Seattle,1,JFK International Airport,New York,10:48,5:10,1,307,FALSE,Economy,23:20,10:10,3/12/2019
American Airlines,3/3/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,13:42,11:20,1,134,TRUE,Economy,8:47,6:25,3/7/2019
Delta Airlines,3/3/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,13:47,11:25,1,130,FALSE,Economy,18:02,15:40,3/7/2019
Southwest Airlines,3/3/2019,Hartsfield-Jackson International Airport,Atlanta,1,JFK International Airport,New York,1:11,21:50,1,158,FALSE,Economy,15:47,13:25,3/7/2019
United Airlines,3/3/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,10:42,8:20,1,147,FALSE,Economy,15:12,12:50,3/7/2019
American Airlines,3/3/2019,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,13:42,11:20,1,222,TRUE,Premium Economy,8:47,6:25,3/7/2019
American Airlines,3/3/2019,LAX International Airport,Los Angeles,0,Sky Harbor International Airport,Phoenix,9:03,7:35,1,99,FALSE,Economy,9:18,7:50,3/7/2019
Southwest Airlines,3/3/2019,LAX International Airport,Los Angeles,0,Sky Harbor International Airport,Phoenix,8:33,7:05,1,100,FALSE,Economy,13:38,12:10,3/7/2019
United Airlines,3/3/2019,LAX International Airport,Los Angeles,0,Sky Harbor International Airport,Phoenix,8:43,7:15,1,106,FALSE,Economy,10:13,8:45,3/7/2019
United Airlines,3/2/2019,PDX International Airport,Portland,1,Sky Harbor International Airport,Phoenix,16:04,11:10,3,179,FALSE,Economy,12:25,9:30,3/14/2019
Alaska Airlines,3/9/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,18:32,15:45,1,153,TRUE,Economy,21:57,19:10,3/11/2019
American Airlines,3/9/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,11:02,8:15,1,145,FALSE,Economy,2:32,23:45,3/11/2019
Delta Airlines,3/9/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,11:32,8:45,1,145,FALSE,Economy,9:37,6:50,3/11/2019
Southwest Airlines,3/9/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,8:12,5:25,1,143,FALSE,Economy,14:47,12:00,3/11/2019
United Airlines,3/9/2019,LAX International Airport,Los Angeles,0,Seattle-Tacoma International Airport,Seattle,15:17,12:30,1,135,FALSE,Economy,2:32,23:45,3/11/2019
American Airlines,3/8/2019,Dulles International Airport,Washington,1,Benito Juarez International Airport,Mexico City,12:45,2:35,1,323,FALSE,Economy,19:31,10:15,3/10/2019
Delta Airlines,3/8/2019,Dulles International Airport,Washington,1,Benito Juarez International Airport,Mexico City,0:50,15:00,1,313,FALSE,Economy,20:05,10:00,3/10/2019
American Airlines,3/2/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,6:17,21:45,1,198,FALSE,Economy,0:07,21:35,3/7/2019
Delta Airlines,3/2/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,8:22,23:50,1,205,FALSE,Economy,18:52,16:20,3/7/2019
Southwest Airlines,3/2/2019,Hartsfield-Jackson International Airport,Atlanta,1,Seattle-Tacoma International Airport,Seattle,17:19,5:25,1,315,FALSE,Economy,18:20,13:35,3/7/2019
United Airlines,3/2/2019,Hartsfield-Jackson International Airport,Atlanta,1,Seattle-Tacoma International Airport,Seattle,1:27,16:55,1,242,FALSE,Economy,12:15,6:50,3/7/2019
American Airlines,3/2/2019,Hartsfield-Jackson International Airport,Atlanta,0,Seattle-Tacoma International Airport,Seattle,6:17,21:45,4,198,FALSE,Economy,0:07,21:35,3/7/2019
Delta Airlines,3/1/2019,JFK International Airport,New York,0,O'Hare International Airport,Chicago,12:34,9:15,3,145,FALSE,Economy,7:19,6:00,3/13/2019
United Airlines,3/5/2019,Kingsford Smith International Airport,Sydney,0,SFO International Airport,San Francisco,13:06,13:25,1,220,FALSE,Economy,#VALUE!,5:25,3/13/2019
American Airlines,3/10/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,8:47,6:25,1,129,TRUE,Economy,13:42,11:20,3/13/2019
Delta Airlines,3/10/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,18:02,15:40,1,137,FALSE,Economy,13:47,11:25,3/13/2019
Southwest Airlines,3/10/2019,JFK International Airport,New York,1,Hartsfield-Jackson International Airport,Atlanta,11:42,9:20,1,174,FALSE,Economy,1:11,21:50,3/13/2019
United Airlines,3/10/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,15:12,12:50,1,150,FALSE,Economy,21:27,19:05,3/13/2019
American Airlines,3/5/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,8:47,6:25,1,133,TRUE,Economy,13:42,11:20,3/13/2019
Delta Airlines,3/5/2019,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,11:42,9:20,1,133,FALSE,Economy,13:47,11:25,3/13/2019
Southwest Airlines,3/5/2019,JFK International Airport,New York,1,Hartsfield-Jackson International Airport,Atlanta,11:42,9:20,1,176,FALSE,Economy,1:11,21:50,3/13/2019
Alaska Airlines,3/3/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,18:50,17:10,1,111,FALSE,Economy,7:50,6:10,3/14/2019
American Airlines,3/3/2019,SFO International Airport,San Francisco,1,SAN International Airport,San Diego,23:00,21:20,1,144,FALSE,Economy,16:19,12:15,3/14/2019
Delta Airlines,3/3/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,21:35,19:55,1,115,FALSE,Economy,23:25,21:45,3/14/2019
Southwest Airlines,3/3/2019,SFO International Airport,San Francisco,1,SAN International Airport,San Diego,8:40,7:00,1,145,FALSE,Economy,16:19,12:50,3/14/2019
United Airlines,3/3/2019,SFO International Airport,San Francisco,0,SAN International Airport,San Diego,9:00,7:20,1,114,FALSE,Economy,8:20,6:40,3/14/2019
American Airlines,3/5/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,7:05,5:30,1,113,FALSE,Economy,19:05,17:30,3/7/2019
Delta Airlines,3/5/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,0:25,22:50,1,116,FALSE,Economy,12:25,10:50,3/7/2019
United Airlines,3/5/2019,SFO International Airport,San Francisco,0,McCarran International Airport,Las Vegas,16:40,15:05,1,114,FALSE,Economy,20:50,19:15,3/7/2019
American Airlines,3/3/2019,JFK International Airport,New York,0,SFO International Airport,San Francisco,5:56,20:30,1,223,FALSE,Economy,20:11,16:45,3/13/2019
Delta Airlines,3/3/2019,JFK International Airport,New York,1,SFO International Airport,San Francisco,20:21,10:55,1,255,FALSE,Economy,12:50,7:30,3/13/2019
Southwest Airlines,3/3/2019,JFK International Airport,New York,0,SFO International Airport,San Francisco,5:36,20:10,1,221,TRUE,Economy,16:56,13:30,3/13/2019
