check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
,Sacramento,TRUE,Hilton Sacramento Arden West,,,+1 916-922-4700,60,1,2200 Harvard Street
,Sacramento,TRUE,Holiday Inn Express Sacramento Convention Center,,,+1 916-444-4436,279,1,728 16th Street
,Sacramento,TRUE,Holiday Inn Sacramento Downtown - Arena,,,+1 916-446-0100,180,1,300 J Street
,Anaheim,TRUE,Anaheim Majestic Garden Hotel,,,+1 714-778-1700,114,3,900 South Disneyland Drive
,Fresno,TRUE,Doubletree By Hilton Hotel Fresno Convention Center,,,+1 559-268-1000,126,1,2233 Ventura Street
,Anaheim,TRUE,Anaheim Desert Inn And Suites,,,+1 714-772-5050,150,2,1600 South Harbor Boulevard
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,152,4,495 Jefferson Street
,San Diego,TRUE,Best Western Plus Bayside Inn,,,+1 619-233-7500,174,1,555 West Ash Street
,Long Beach,TRUE,Courtyard By Marriott Long Beach Downtown,,,+1 562-435-8511,297,2,500 East First Street
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,63,3,"Cira Centre South, 2929 Walnut Street"
,San Francisco,TRUE,Amsterdam Hostel San Francisco,,,+1 415-673-3277,38,1,749 Taylor Street
,Sacramento,TRUE,Courtyard By Marriott Sacramento Midtown,,,+1 916-455-6800,138,2,4422 Y Street
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,168,3,998 West Mission Bay Drive
,Anaheim,TRUE,Anaheim Desert Inn And Suites,,,+1 714-772-5050,46,1,1600 South Harbor Boulevard
,Philadelphia,TRUE,Aloft Philadelphia Downtown,,,+1 215-607-2020,210,2,101 North Broad Street
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,66,1,1725 Long Beach Boulevard
,San Diego,TRUE,Catamaran Resort Hotel And Spa,,,+1 858-488-1081,456,4,3999 Mission Boulevard
,San Diego,TRUE,Estancia La Jolla Hotel & Spa,,,+1 855-430-7503,264,4,"9700 North Torrey Pines Road, La Jolla, California 92037, United States"
,San Diego,TRUE,Grande Colonial La Jolla,,,+1 888-828-5498,372,4,"910 Prospect Street, La Jolla, CA 92037, USA"
,San Diego,TRUE,Hilton La Jolla Torrey Pines,,,+1 858-558-1500,232,4,"10950 North Torrey Pines Road, La Jolla, California 92037, United States"
,San Diego,TRUE,Hilton San Diego Gaslamp Quarter,,,+1 619-231-4040,176,4,401 K Street
,San Diego,TRUE,Hilton San Diego Mission Valley,,,+1 619-543-9000,256,4,901 Camino del Rio South
,San Diego,TRUE,Hilton San Diego Resort & Spa,,,+1 619-276-4010,312,4,1775 East Mission Bay Drive
,San Diego,TRUE,Hotel Fairmont Grand Del Mar,,,+1 858-314-2000,310,4,5300 Grand Del Mar Court
,San Diego,TRUE,Hotel Indigo San Diego-Gaslamp Quarter,,,+1 619-727-4000,256,4,509 Ninth Avenue
,San Diego,TRUE,"Hotel La Jolla, Curio Collection By Hilton",,,+1 858-551-3600,232,4,"7955 La Jolla Shores Drive, La Jolla, California 92037, United States"
,San Diego,TRUE,Catamaran Resort Hotel And Spa,,,+1 858-488-1081,200,4,3999 Mission Boulevard
,San Diego,TRUE,Grande Colonial La Jolla,,,+1 888-828-5498,88,4,"910 Prospect Street, La Jolla, CA 92037, USA"
,San Diego,TRUE,Hilton La Jolla Torrey Pines,,,+1 858-558-1500,144,4,"10950 North Torrey Pines Road, La Jolla, California 92037, United States"
,San Diego,TRUE,Hotel Indigo San Diego-Gaslamp Quarter,,,+1 619-727-4000,140,4,509 Ninth Avenue
,San Diego,TRUE,Hilton La Jolla Torrey Pines,,,+1 858-558-1500,360,4,"10950 North Torrey Pines Road, La Jolla, California 92037, United States"
,San Diego,TRUE,Hilton San Diego Gaslamp Quarter,,,+1 619-231-4040,468,4,401 K Street
,San Diego,TRUE,Hilton San Diego Mission Valley,,,+1 619-543-9000,384,4,901 Camino del Rio South
,San Diego,TRUE,Hilton San Diego Resort & Spa,,,+1 619-276-4010,456,4,1775 East Mission Bay Drive
,San Diego,TRUE,Hotel Fairmont Grand Del Mar,,,+1 858-314-2000,465,4,5300 Grand Del Mar Court
,San Diego,TRUE,Hotel Indigo San Diego-Gaslamp Quarter,,,+1 619-727-4000,444,4,509 Ninth Avenue
,San Diego,TRUE,Grande Colonial La Jolla,,,+1 888-828-5498,300,4,"910 Prospect Street, La Jolla, CA 92037, USA"
,Philadelphia,TRUE,Aloft Philadelphia Downtown,,,+1 215-607-2020,150,3,101 North Broad Street
,Anaheim,TRUE,Anaheim Majestic Garden Hotel,,,+1 714-778-1700,111,1,900 South Disneyland Drive
,Vancouver,FALSE,Auberge Vancouver Hotel,,,+1 604-678-8899,184,1,837 West Hastings Street
,San Diego,TRUE,Best Western Mission Bay,,,+1 619-275-5700,124,1,2575 Clairemont Drive
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,208,1,495 Jefferson Street
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,144,2,998 West Mission Bay Drive
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,111,3,3841 North Lakewood Boulevard
,Philadelphia,TRUE,Aloft Philadelphia Downtown,,,+1 215-607-2020,132,2,101 North Broad Street
,Las Vegas,TRUE,Best Western Plus Las Vegas West,,,+1 702-256-3766,210,2,8669 West Sahara Avenue
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,192,3,998 West Mission Bay Drive
,Sacramento,TRUE,Courtyard By Marriott Sacramento Midtown,,,+1 916-455-6800,75,2,4422 Y Street
,Washington D.C.,TRUE,Days Inn By Wyndham Washington Dc/Connecticut Avenue,,,+1 800-615-3107,148,2,"4400 Connecticut Avenue Northwest, Washington, District of Columbia 20008, United States"
,Phoenix,TRUE,Drury Inn & Suites Phoenix Airport,,,+1 602-437-8400,174,1,3333 East University Drive
,Phoenix,TRUE,Drury Inn & Suites Phoenix Happy Valley,,,+1 623-879-8800,108,1,2335 West Pinnacle Peak Road
,Toronto,FALSE,Delta Hotels By Marriott Toronto Airport & Conference Centre,,,+1 416-244-1711,216,3,"655 Dixon Road, Etobicoke, Ontario M9W 1J3, Canada"
,Washington D.C.,TRUE,"Club Quarters Hotel In Washington, D.C.",,,+1 202-463-6400,222,1,"839 17th Street Northwest, Washington, District of Columbia 20006, United States"
,Washington D.C.,TRUE,"Courtyard By Marriott Washington, Dc/Foggy Bottom",,,+1 202-296-5700,174,1,"515 20th Street Northwest, Washington, DC 20006, USA"
,Washington D.C.,TRUE,Days Inn By Wyndham Washington Dc/Connecticut Avenue,,,+1 800-615-3107,148,1,"4400 Connecticut Avenue Northwest, Washington, District of Columbia 20008, United States"
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,,,+1 470-231-3030,176,2,3600 Wieuca Road Northeast
,Atlanta,TRUE,Aloft Atlanta Downtown,,,+1 678-515-0300,279,2,300 Ted Turner Drive Northwest
,Atlanta,TRUE,Courtyard By Marriott Atlanta Buckhead,,,+1 404-869-0818,225,2,3332 Peachtree Road Northeast
,Atlanta,TRUE,Crowne Plaza Atlanta - Midtown,,,+1 404-877-9000,150,2,590 West Peachtree Street Northwest
,Seattle,TRUE,Even Hotel Seattle Downtown - Lake Union,,,+1 206-596-2302,288,3,527 Fairview Avenue North
,Seattle,TRUE,Four Seasons Hotel Seattle,,,+1 206-749-7000,420,3,99 Union Street
,Philadelphia,TRUE,Aloft Philadelphia Downtown,,,+1 215-607-2020,186,3,101 North Broad Street
,Toronto,FALSE,Best Western Plus Toronto North York Hotel & Suites,,,+1 416-663-9500,180,1,50 Norfinch Drive
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,48,2,2423 1st Avenue
,San Diego,TRUE,Best Western Plus Bayside Inn,,,+1 619-233-7500,207,2,555 West Ash Street
,Washington D.C.,TRUE,Arc The.Hotel,,,+1 202-337-6620,333,2,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
,Washington D.C.,TRUE,Capitol Hill Hotel,,,+1 202-543-6000,342,2,"200 C Street Southeast, Washington, DC 20003, USA"
,Washington D.C.,TRUE,"Club Quarters Hotel In Washington, D.C.",,,+1 202-463-6400,342,2,"839 17th Street Northwest, Washington, District of Columbia 20006, United States"
,Washington D.C.,TRUE,Courtyard By Marriott Washington Capitol Hill/Navy Yard,,,+1 202-479-0027,324,2,"140 L Street Southeast, Washington, DC 20003, USA"
,Washington D.C.,TRUE,Courtyard By Marriott Washington Downtown/Convention Center,,,+1 202-589-1800,252,2,"901 L Street Northwest, Washington, DC 20001, USA"
,Washington D.C.,TRUE,"Courtyard By Marriott Washington, Dc/Dupont Circle",,,+1 202-332-9300,225,2,"1900 Connecticut Avenue Northwest, Washington, DC 20009, USA"
,Washington D.C.,TRUE,Capitol Hill Hotel,,,+1 202-543-6000,216,2,"200 C Street Southeast, Washington, DC 20003, USA"
,San Francisco,TRUE,Beck'S Motor Lodge,,,+1 415-621-8212,138,2,2222 Market Street
,Phoenix,TRUE,Aloft Phoenix-Airport,,,+1 602-275-6300,333,1,4450 East Washington Street
,Sacramento,TRUE,Best Western Plus Sutter House,,,+1 916-441-1314,58,1,1100 H Street
,Atlanta,TRUE,Ac Hotel By Marriott Atlanta Downtown,,,+1 404-524-5555,102,2,101 Andrew Young International Boulevard Northwest
,Philadelphia,TRUE,Aloft Philadelphia Airport,,,+1 267-298-1700,216,3,4301 Island Avenue
,New York,TRUE,11 Howard,,,+1 212-235-1111,207,1,11 Howard Street
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,126,3,"Cira Centre South, 2929 Walnut Street"
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,234,2,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Phoenix,TRUE,Aloft Phoenix-Airport,,,+1 602-275-6300,99,2,4450 East Washington Street
,Phoenix,TRUE,Arizona Grand Resort & Spa,,,+1 602-426-2638,264,2,8000 Arizona Grand Parkway
,Phoenix,TRUE,Cambria Hotel North Scottsdale Desert Ridge,,,+1 480-585-6644,228,2,4425 E Irma Ln&nbsp
,Phoenix,TRUE,Courtyard By Marriott Phoenix Downtown,,,+1 602-603-2001,81,2,132 South Central Avenue
,Phoenix,TRUE,Crowne Plaza Phoenix Airport,,,+1 602-273-7778,351,2,4300 East Washington Street
,Phoenix,TRUE,Doubletree Suites By Hilton Hotel Phoenix,,,+1 602-225-0500,99,2,320 North 44th Street
,Phoenix,TRUE,Drury Inn & Suites Phoenix Airport,,,+1 602-437-8400,174,2,3333 East University Drive
,Phoenix,TRUE,Drury Inn & Suites Phoenix Happy Valley,,,+1 623-879-8800,108,2,2335 West Pinnacle Peak Road
,Phoenix,TRUE,Arizona Grand Resort & Spa,,,+1 602-426-2638,264,3,8000 Arizona Grand Parkway
,Phoenix,TRUE,Embassy Suites By Hilton Phoenix Airport,,,+1 602-957-1910,87,3,2333 East Thomas Road
,Phoenix,TRUE,Embassy Suites By Hilton Phoenix Biltmore,,,+1 602-955-3992,114,3,2630 East Camelback Road
,Phoenix,TRUE,Cambria Hotel North Scottsdale Desert Ridge,,,+1 480-585-6644,144,3,4425 E Irma Ln&nbsp
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,234,3,998 West Mission Bay Drive
,Washington D.C.,TRUE,Capitol Hill Hotel,,,+1 202-543-6000,207,3,"200 C Street Southeast, Washington, DC 20003, USA"
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,84,2,2423 1st Avenue
,Seattle,TRUE,Crowne Plaza Seattle Downtown,,,+1 206-464-1980,444,4,1113 6th Avenue
,Seattle,TRUE,Four Seasons Hotel Seattle,,,+1 206-749-7000,420,4,99 Union Street
,Seattle,TRUE,Grand Hyatt Seattle,,,+1 206-774-1234,336,4,721 Pine Street
,Seattle,TRUE,Hyatt At Olive 8,,,+1 206-695-1234,456,4,1635 8th Avenue
,Seattle,TRUE,Motif Seattle,,,+1 206-971-8000,468,4,1415 5th Avenue
,Seattle,TRUE,Crowne Plaza Seattle Downtown,,,+1 206-464-1980,240,4,1113 6th Avenue
,Seattle,TRUE,Ace Hotel Seattle,,,+1 206-448-4721,50,2,2423 1st Avenue
,Washington D.C.,TRUE,Arc The.Hotel,,,+1 202-337-6620,225,2,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
,London,FALSE,Abc Hyde Park Hotel,,,+44 20 7706 4660,180,3,121 Sussex Gardens
,Toronto,FALSE,Best Western Primrose Hotel Downtown-Toronto,,,+1 800-780-7234,351,3,111 Carlton Street
,Phoenix,TRUE,Arizona Grand Resort & Spa,,,+1 602-426-2638,84,4,8000 Arizona Grand Parkway
,Chicago,TRUE,Ac Hotel By Marriott Chicago Downtown,,,+1 312-981-6600,111,3,630 North Rush Street
,Los Angeles,TRUE,Ac Hotel By Marriott Beverly Hills,,,+1 323-852-7000,60,2,6399 Wilshire Boulevard
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,210,5,45 Park Lane
,Washington D.C.,TRUE,Arc The.Hotel,,,+1 202-337-6620,87,3,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,192,2,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Los Angeles,TRUE,Best Western Burbank Airport Inn,,,+1 818-765-2900,174,2,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,135,5,1414 6th Avenue
,Fresno,TRUE,Doubletree By Hilton Hotel Fresno Convention Center,,,+1 559-268-1000,156,3,2233 Ventura Street
,Portland,TRUE,Aloft Portland Airport At Cascade Station,,,+1 503-200-5678,168,2,9920 Northeast Cascades Parkway
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,128,2,1725 Long Beach Boulevard
,San Francisco,TRUE,Amsterdam Hostel San Francisco,,,+1 415-673-3277,60,1,749 Taylor Street
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,351,3,3841 North Lakewood Boulevard
,San Diego,TRUE,Bahia Resort Hotel,,,+1 858-539-8666,144,3,998 West Mission Bay Drive
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,296,2,"60 Furman Street, Brooklyn"
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,216,2,1725 Long Beach Boulevard
,Long Beach,TRUE,Courtyard By Marriott Long Beach Airport,,,+1 562-429-5803,189,2,3841 North Lakewood Boulevard
,Long Beach,TRUE,Homewood Suites By Hilton Long Beach Airport,,,+1 562-425-0010,279,2,3771 North Lakewood Boulevard
,Long Beach,TRUE,Hyatt Regency Long Beach,,,+1 562-491-1234,324,2,200 South Pine Avenue
,Long Beach,TRUE,Long Beach Marriott,,,+1 800-228-9290,216,2,4700 Airport Plaza Drive
,Long Beach,TRUE,Courtyard By Marriott Long Beach Downtown,,,+1 562-435-8511,225,2,500 East First Street
,San Diego,TRUE,Best Western Mission Bay,,,+1 619-275-5700,124,2,2575 Clairemont Drive
,Sacramento,TRUE,Best Western Plus Sutter House,,,+1 916-441-1314,24,1,1100 H Street
,Fresno,TRUE,Piccadilly Inn Airport,,,+1 559-375-7760,162,3,5115 East McKinley Avenue
,Anaheim,TRUE,Anaheim Desert Inn And Suites,,,+1 714-772-5050,62,2,1600 South Harbor Boulevard
,Sacramento,TRUE,Best Western Plus Sutter House,,,+1 916-441-1314,23,1,1100 H Street
,Las Vegas,TRUE,Hampton Inn Las Vegas/Summerlin,,,+1 702-360-5700,270,3,7100 Cascade Valley Court
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,46,2,1725 Long Beach Boulevard
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,306,2,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Los Angeles,TRUE,Best Western Plus San Pedro Hotel & Suites,,,+1 310-514-1414,261,2,"111 South Gaffey Street, San Pedro, California 90731, United States"
,Los Angeles,TRUE,Best Western Burbank Airport Inn,,,+1 818-765-2900,324,2,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States"
,New York,TRUE,1 Hotel Central Park,,,+1 212-703-2001,195,4,1414 6th Avenue
,Long Beach,TRUE,Best Western Of Long Beach,,,+1 562-599-5555,204,2,1725 Long Beach Boulevard
,Fresno,TRUE,La Quinta Inn By Wyndham Fresno Yosemite,,,+1 559-442-1110,80,2,2926 Tulare Street
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,288,2,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Anaheim,TRUE,Ayres Hotel Anaheim,,,+1 714-634-2106,333,3,2550 East Katella Avenue
,San Francisco,TRUE,Beck'S Motor Lodge,,,+1 415-621-8212,44,2,2222 Market Street
,Anaheim,TRUE,Anaheim Portofino Inn & Suites,,,+1 800-341-6301,150,2,1831 South Harbor Boulevard
,Anaheim,TRUE,Best Western Plus Raffles Inn & Suites,,,+1 714-750-6100,148,2,2040 South Harbor Boulevard
,Anaheim,TRUE,Camelot Inn & Suites,,,+1 714-635-7275,204,2,1520 South Harbor Boulevard
,Toronto,FALSE,Cambridge Suites Toronto,,,+1 800-463-1990,288,4,15 Richmond Street East
,Portland,TRUE,Embassy Suites By Hilton Portland Downtown,,,+1 503-279-9000,272,4,319 Southwest Pine Street
,Portland,TRUE,Kimpton Hotel Monaco Portland,,,+1 503-222-0001,288,4,506 Southwest Washington Street
,Portland,TRUE,Kimpton Riverplace Hotel,,,+1 888-869-3108,272,4,1510 Southwest Harbor Way
,Portland,TRUE,"The Porter Portland, Curio Collection By Hilton",,,+1 503-306-4800,296,4,1355 Southwest 2nd Avenue
,Portland,TRUE,The Society Hotel,,,+1 503-445-0444,348,4,203 Northwest 3rd Avenue
,Vancouver,FALSE,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,,+1 604-669-7070,168,1,1100 Granville Street
,Vancouver,FALSE,Exchange Hotel Vancouver,,,+1 604-563-4693,384,1,475 Howe Street
,Sydney,FALSE,28 Hotel Sydney,,,+61 2 9102 2828,312,2,"28 Regent Street, Chippendale New South Wales 2008, Australia"
,Sydney,FALSE,57 Hotel,,,+61 2 9011 5756,140,2,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
,Sydney,FALSE,Adina Apartment Hotel Bondi Beach Sydney,,,+61 2 9300 4800,288,2,"69/73 Hall Street, Bondi Beach New South Wales 2026, Australia"
,Sydney,FALSE,Adina Apartment Hotel Coogee Sydney,,,+61 2 9578 6000,256,2,"183 Coogee Bay Road, Coogee New South Wales 2034, Australia"
,Sydney,FALSE,Adina Apartment Hotel Sydney Airport,,,+61 2 9381 2000,288,2,"17 Bourke Road, Mascot New South Wales 2020, Australia"
,Sydney,FALSE,Adina Apartment Hotel Sydney Central,,,+61 2 8396 9800,92,2,"2 Lee Street, Haymarket New South Wales 2000, Australia"
,Sydney,FALSE,Adina Apartment Hotel Sydney Darling Harbour,,,+61 2 9249 7000,240,2,55 Shelley Street
,Sydney,FALSE,Adina Apartment Hotel Sydney Surry Hills,,,+61 2 8302 1000,408,2,"359 Crown Street, Surry Hills New South Wales 2010, Australia"
,Sydney,FALSE,Adina Apartment Hotel Sydney Town Hall,,,+61 2 9274 0000,456,2,511 Kent Street
,Sydney,FALSE,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),,,+61 1300 633 462,276,2,1 Hosking Place
,Delhi,FALSE,Aloft New Delhi Aerocity,,,+91 11 4565 0000,176,3,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
,Delhi,FALSE,Andaz Delhi - A Concept By Hyatt,,,+91 11 4903 1234,320,3,"Asset, Street Number 1, New Delhi"
,Delhi,FALSE,Bloomrooms @ New Delhi Railway Station,,,+91 11 4122 5666,333,3,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Mayur Vihar Noida,,,+91 11 4110 2222,216,3,"13 B, District Centre, Mayur Vihar, New Delhi"
,Delhi,FALSE,Crowne Plaza New Delhi Okhla,,,+91 11 4646 2000,230,3,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
,Delhi,FALSE,Fortune Select Global - Hotel In Gurgaon,,,+91 124 419 6666,312,3,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India"
,Delhi,FALSE,"Four Points By Sheraton New Delhi, Airport Highway",,,+91 11 6604 0000,348,3,"Plot no 9, National Highway - 8, Samalka, New Delhi"
,Delhi,FALSE,Haveli Dharampura,,,+91 11 2326 1000,232,3,"Haveli Dharampura, 2293, Gali Gulian, Chandni Chowk, New Delhi"
,Philadelphia,TRUE,Best Western Plus Philadelphia Convention Center Hotel,,,+1 215-398-3080,333,3,1225 Vine Street
,Philadelphia,TRUE,"Club Quarters Hotel, Philadelphia",,,+1 215-282-5000,180,3,1628 Chestnut Street
,Philadelphia,TRUE,Courtyard By Marriott Philadelphia City Avenue,,,+1 215-477-0200,315,3,4100 Presidential Boulevard
,Philadelphia,TRUE,Courtyard By Marriott Philadelphia South At The Navy Yard,,,+1 215-644-9200,315,3,1001 Intrepid Avenue
,Philadelphia,TRUE,Embassy Suites By Hilton Philadelphia Airport,,,+1 215-365-4500,288,3,9000 Bartram Avenue
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles L.A. Live,,,+1 213-443-9222,342,3,901 West Olympic Boulevard
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles Sherman Oaks,,,+1 818-981-5400,333,3,"15433 Ventura Boulevard, Sherman Oaks, CA 91403, USA"
,Los Angeles,TRUE,Crowne Plaza Los Angeles Airport,,,+1 310-642-7500,360,3,5985 West Century Boulevard
,Los Angeles,TRUE,Courtyard By Marriott Los Angeles Sherman Oaks,,,+1 818-981-5400,222,3,"15433 Ventura Boulevard, Sherman Oaks, CA 91403, USA"
,Chicago,TRUE,Ac Hotel By Marriott Chicago Downtown,,,+1 312-981-6600,192,2,630 North Rush Street
,Chicago,TRUE,Ace Hotel Chicago,,,+1 312-764-1919,216,2,311 North Morgan Street
,Chicago,TRUE,Aloft Chicago Downtown River North,,,+1 312-661-1000,87,2,515 North Clark Street
,Chicago,TRUE,Aloft Chicago Mag Mile,,,+1 312-429-6600,102,2,243 East Ontario Street
,Chicago,TRUE,Ambassador Chicago,,,+1 888-506-3471,372,2,1301 North State Parkway
,Chicago,TRUE,Best Western River North Hotel,,,+1 312-467-0800,210,2,125 West Ohio Street
,Chicago,TRUE,Cambria Hotel Chicago Magnificent Mile,,,+1 312-787-6000,160,2,166 East Superior Street
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,216,1,"60 Furman Street, Brooklyn"
,Portland,TRUE,Best Western Plus Portland Airport Hotel & Suites,,,+1 503-251-9991,78,2,11938 Northeast Airport Way
,Philadelphia,TRUE,Aka University City,,,+1 215-372-9000,180,2,"Cira Centre South, 2929 Walnut Street"
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,138,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,Washington D.C.,TRUE,Capitol Hill Hotel,,,+1 202-543-6000,78,3,"200 C Street Southeast, Washington, DC 20003, USA"
,Washington D.C.,TRUE,Arc The.Hotel,,,+1 202-337-6620,180,3,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
,London,FALSE,Abc Hyde Park Hotel,,,+44 20 7706 4660,333,3,121 Sussex Gardens
,New York,TRUE,1 Hotel Brooklyn Bridge,,,+1 833-625-6111,216,2,"60 Furman Street, Brooklyn"
,Vancouver,FALSE,Atrium Inn Vancouver,,,+1 604-254-1000,342,1,2889 East Hastings Street
,Vancouver,FALSE,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,,+1 604-669-7070,243,1,1100 Granville Street
,Vancouver,FALSE,Best Western Plus Sands,,,+1 604-682-1831,198,1,1755 Davie Street
,Vancouver,FALSE,Blue Horizon Hotel,,,+1 604-688-1411,234,1,1225 Robson Street
,Vancouver,FALSE,Delta Hotels By Marriott Vancouver Downtown Suites,,,+1 844-254-5048,264,1,550 West Hastings Street
,London,FALSE,45 Park Lane,,,+44 20 7493 4545,480,1,45 Park Lane
,Phoenix,TRUE,Aloft Phoenix-Airport,,,+1 602-275-6300,333,2,4450 East Washington Street
,Las Vegas,TRUE,Budget Suites Of America,,,+1 702-638-1800,40,1,2219 North Rancho Drive
,Toronto,FALSE,Best Western Premier Toronto Airport Carlingview Hotel,,,+1 416-637-7000,117,3,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
,Los Angeles,TRUE,Airtel Plaza Hotel,,,+1 800-224-7835,225,2,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
,San Francisco,TRUE,Argonaut Hotel,,,+1 415-563-0800,372,2,495 Jefferson Street
,Phoenix,TRUE,Aloft Phoenix-Airport,,,+1 602-275-6300,186,3,4450 East Washington Street
,Washington D.C.,TRUE,Arc The.Hotel,,,+1 202-337-6620,111,3,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
,Sacramento,TRUE,Best Western Plus Sutter House,,,+1 916-441-1314,75,1,1100 H Street
,Sacramento,TRUE,Courtyard By Marriott Sacramento Midtown,,,+1 916-455-6800,120,3,4422 Y Street
,Sacramento,TRUE,Doubletree By Hilton Hotel Sacramento,,,+1 916-929-8855,168,3,2001 Point West Way
,Sacramento,TRUE,Embassy Suites By Hilton Sacramento Riverfront Promenade,,,+1 916-326-5000,243,3,100 Capitol Mall
,Sacramento,TRUE,Four Points By Sheraton Sacramento International Airport,,,+1 916-263-9000,156,3,4900 Duckhorn Drive
,Sacramento,TRUE,Hilton Garden Inn Sacramento/South Natomas,,,+1 916-568-5400,102,3,2540 Venture Oaks Way
,Sacramento,TRUE,Hilton Sacramento Arden West,,,+1 916-922-4700,234,3,2200 Harvard Street
,Sacramento,TRUE,Holiday Inn Express Sacramento Convention Center,,,+1 916-444-4436,108,3,728 16th Street
,New York,TRUE,11 Howard,,,+1 212-235-1111,234,3,11 Howard Street
,Chicago,TRUE,Ace Hotel Chicago,,,+1 312-764-1919,112,2,311 North Morgan Street
,Chicago,TRUE,Aloft Chicago Mag Mile,,,+1 312-429-6600,78,2,243 East Ontario Street
,San Diego,TRUE,Best Western Plus Bayside Inn,,,+1 619-233-7500,351,3,555 West Ash Street
,San Diego,TRUE,Best Western Plus Island Palms Hotel & Marina,,,+1 619-222-0561,180,3,2051 Shelter Island Drive
,San Diego,TRUE,Capri By The Sea By All Seasons Resort Lodging,,,+1 858-483-6110,270,3,4767 Ocean Boulevard
,San Diego,TRUE,Catamaran Resort Hotel And Spa,,,+1 858-488-1081,432,3,3999 Mission Boulevard
,San Diego,TRUE,Comfort Inn & Suites San Diego - Zoo Seaworld Area,,,+1 619-881-6200,315,3,2485 Hotel Circle Place
,San Diego,TRUE,Courtyard By Marriott San Diego Airport/Liberty Station,,,+1 619-221-1900,270,3,2592 Laning Road
,Nairobi,FALSE,Azure Hotel Nairobi Westlands,,,+254 709 716000,200,5,Lantana Road
,Nairobi,FALSE,Crowne Plaza Nairobi,,,+254 719 096000,84,4,"Kenya Road, Upper Hill"
,Nairobi,FALSE,Doubletree By Hilton Nairobi Hurlingham,,,+254 709 090000,160,4,Ngong Lane Ngong Road
,Nairobi,FALSE,Dusitd2 Nairobi,,,+254 787 657000,100,5,14 Riverside Westlands
,Nairobi,FALSE,Eka Hotel Nairobi,,,+254 719 045000,232,4,"Eka Hotel, Along Mombasa Road"
