average_rating,check_in_date,check_out_date,hotel_name,location,number_of_rooms,pets_welcome,phone_number,price,street_address
4.4,,,Doubletree By Hilton Nairobi Hurlingham,Nairobi,,FALSE,+254 709 090000,1008,Ngong Lane Ngong Road
4.5,,,Dusitd2 Nairobi,Nairobi,,FALSE,+254 787 657000,336,14 Riverside Westlands
4.4,,,Eka Hotel Nairobi,Nairobi,,FALSE,+254 719 045000,2376,"Eka Hotel, Along Mombasa Road"
4.5,,,Four Points By Sheraton Nairobi Airport,Nairobi,,FALSE,+254 709 760000,504,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
4.7,,,Hemingways Nairobi,Nairobi,,FALSE,+254 711 032000,1680,Mbagathi Ridge
4.5,,,Hilton Garden Inn Nairobi Airport,Nairobi,,FALSE,+254 20 4075000,1152,Jomo Kenyatta International Airport Mombasa Road
4.2,,,Ibis Styles Hotel Westlands Nairobi,Nairobi,,FALSE,+254 20 7757000,396,"Ibis Styles Hotel Westlands, Kenya"
4.2,,,Azure Hotel Nairobi Westlands,Nairobi,,FALSE,+254 709 716000,2280,Lantana Road
4.6,,,Ace Hotel Chicago,Chicago,,TRUE,+1 312-764-1919,2016,311 North Morgan Street
4.4,,,Ac Hotel By Marriott Beverly Hills,Los Angeles,,FALSE,+1 323-852-7000,800,6399 Wilshire Boulevard
4.6,,,Aka University City,Philadelphia,,FALSE,+1 215-372-9000,756,"Cira Centre South, 2929 Walnut Street"
4.6,,,Aka University City,Philadelphia,,FALSE,+1 215-372-9000,3108,"Cira Centre South, 2929 Walnut Street"
4.5,,,Ace Hotel Seattle,Seattle,,TRUE,+1 206-448-4721,140,2423 1st Avenue
4.1,,,Anaheim Desert Inn And Suites,Anaheim,,FALSE,+1 714-772-5050,1152,1600 South Harbor Boulevard
4,,,Anaheim Majestic Garden Hotel,Anaheim,,TRUE,+1 714-778-1700,124,900 South Disneyland Drive
3.9,,,Anaheim Portofino Inn & Suites,Anaheim,,FALSE,+1 800-341-6301,441,1831 South Harbor Boulevard
4.4,,,Anaheim Rv Park,Anaheim,,TRUE,+1 714-774-3860,1536,200 West Midway Drive
4.5,,,Ayres Hotel Anaheim,Anaheim,,FALSE,+1 714-634-2106,224,2550 East Katella Avenue
4.4,,,Best Western Plus Anaheim Inn,Anaheim,,FALSE,+1 714-774-1050,812,1630 South Harbor Boulevard
4.3,,,Best Western Plus Park Place Inn - Mini Suites,Anaheim,,FALSE,+1 714-776-4800,264,1544 South Harbor Boulevard
4.3,,,Best Western Plus Pavilions,Anaheim,,FALSE,+1 714-776-0140,1056,1176 West Katella Avenue
4.1,,,Best Western Plus Raffles Inn & Suites,Anaheim,,FALSE,+1 714-750-6100,2520,2040 South Harbor Boulevard
4.3,,,Best Western Plus Stovall'S Inn,Anaheim,,FALSE,+1 714-778-1880,840,1110 West Katella Avenue
4.5,,,1 Hotel Central Park,New York,,TRUE,+1 212-703-2001,644,1414 6th Avenue
4.3,,,Aloft Portland Airport At Cascade Station,Portland,,TRUE,+1 503-200-5678,304,9920 Northeast Cascades Parkway
4.4,,,Best Western Plus Portland Airport Hotel & Suites,Portland,,FALSE,+1 503-251-9991,104,11938 Northeast Airport Way
4.7,,,Canopy By Hilton Portland Pearl District,Portland,,TRUE,+1 971-351-0230,160,425 Northwest 9th Avenue
4,,,Comfort Inn & Suites Portland Airport,Portland,,FALSE,+1 503-252-6397,1728,5019 Northeast 102nd Avenue
4.1,,,"Country Inn & Suites By Radisson, Portland International Airport, Or",Portland,,FALSE,+1 503-255-2700,368,7025 Northeast Alderwood Road
4.2,,,Courtyard By Marriott Portland Airport,Portland,,FALSE,+1 503-252-3200,1560,11550 Northeast Airport Way
4.3,,,Courtyard By Marriott Portland City Center,Portland,,TRUE,+1 503-505-5000,1152,550 Southwest Oak Street
4.3,,,Courtyard By Marriott Portland Downtown/Convention Center,Portland,,FALSE,+1 503-234-3200,1560,435 Northeast Wasco Street
4.2,,,Crowne Plaza Portland-Downtown Conv Ctr,Portland,,FALSE,+1 503-233-2401,2940,1441 Northeast 2nd Avenue
4.5,,,Dossier,Portland,,TRUE,+1 877-628-4408,1728,750 Southwest Alder Street
4.7,,,Canopy By Hilton Portland Pearl District,Portland,,TRUE,+1 971-351-0230,1560,425 Northwest 9th Avenue
4.6,,,Aka University City,Philadelphia,,FALSE,+1 215-372-9000,888,"Cira Centre South, 2929 Walnut Street"
3.9,,,Best Western Plus Philadelphia Convention Center Hotel,Philadelphia,,FALSE,+1 215-398-3080,999,1225 Vine Street
4,,,Embassy Suites By Hilton Philadelphia Airport,Philadelphia,,FALSE,+1 215-365-4500,1728,9000 Bartram Avenue
4,,,Aloft Philadelphia Airport,Philadelphia,,TRUE,+1 267-298-1700,1380,4301 Island Avenue
4.5,,,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,Atlanta,,FALSE,+1 470-231-3030,1440,3600 Wieuca Road Northeast
4.3,,,Ac Hotel By Marriott Atlanta Downtown,Atlanta,,FALSE,+1 404-524-5555,240,101 Andrew Young International Boulevard Northwest
4,,,Aloft Atlanta Downtown,Atlanta,,TRUE,+1 678-515-0300,1040,300 Ted Turner Drive Northwest
4.2,,,Atlanta Marriott Suites Midtown,Atlanta,,FALSE,+1 404-876-8888,704,35 14th Street Northeast
3.1,,,Barclay Hotel Atlanta Downtown,Atlanta,,FALSE,+1 404-524-7991,1449,89 Luckie Street Northwest
4.7,,,Canopy By Hilton Atlanta Midtown,Atlanta,,FALSE,+1 404-685-1677,312,1414 West Peachtree Street Northwest
4,,,Clarion Inn & Suites Atlanta Downtown,Atlanta,,FALSE,+1 404-893-4663,2688,186 Northside Drive Southwest
3.3,,,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",Atlanta,,TRUE,+1 404-658-1961,468,759 Pollard Boulevard Southwest
4.1,,,Courtyard By Marriott Atlanta Buckhead,Atlanta,,FALSE,+1 404-869-0818,792,3332 Peachtree Road Northeast
3.9,,,Crowne Plaza Atlanta - Midtown,Atlanta,,TRUE,+1 404-877-9000,1728,590 West Peachtree Street Northwest
4.6,,,Four Seasons Hotel Los Angeles At Beverly Hills,Los Angeles,,TRUE,+1 310-273-2222,456,300 Doheny Drive
4.1,,,Holiday Inn Los Angeles Gateway - Torrance,Los Angeles,,TRUE,+1 310-781-9100,336,"19800 South Vermont Avenue, Torrance, California 90502, United States"
3.9,,,Airtel Plaza Hotel,Los Angeles,,TRUE,+1 800-224-7835,504,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
4.3,,,Best Western Plus Las Vegas West,Las Vegas,,TRUE,+1 702-256-3766,92,8669 West Sahara Avenue
3.4,,,Budget Suites Of America,Las Vegas,,TRUE,+1 702-638-1800,540,2219 North Rancho Drive
4.1,,,Hampton Inn Las Vegas/Summerlin,Las Vegas,,FALSE,+1 702-360-5700,384,7100 Cascade Valley Court
4.2,,,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,Las Vegas,,TRUE,+1 702-360-1200,544,7101 Cascade Valley Court
3.5,,,Oasis At Gold Spike,Las Vegas,,TRUE,+1 702-768-9823,1554,217 Las Vegas Boulevard North
3.7,,,Thunderbird Boutique Hotel,Las Vegas,,FALSE,+1 702-489-7500,2394,1215 South Las Vegas Boulevard
3.4,,,Budget Suites Of America,Las Vegas,,TRUE,+1 702-638-1800,837,2219 North Rancho Drive
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,3276,45 Park Lane
3.4,,,Budget Suites Of America,Las Vegas,,TRUE,+1 702-638-1800,1764,2219 North Rancho Drive
4.1,,,Anaheim Desert Inn And Suites,Anaheim,,FALSE,+1 714-772-5050,2340,1600 South Harbor Boulevard
3.9,,,Embassy Suites By Hilton Phoenix Airport,Phoenix,,TRUE,+1 602-957-1910,114,2333 East Thomas Road
4.1,,,Embassy Suites By Hilton Phoenix Biltmore,Phoenix,,TRUE,+1 602-955-3992,768,2630 East Camelback Road
4.6,,,Embassy Suites By Hilton Phoenix Downtown North,Phoenix,,TRUE,+1 602-222-1111,2736,10 East Thomas Road
4.1,,,Four Points By Sheraton Phoenix North,Phoenix,,TRUE,+1 602-943-2341,116,2532 West Peoria Avenue
4.1,,,Crowne Plaza Phoenix Airport,Phoenix,,TRUE,+1 602-273-7778,744,4300 East Washington Street
4.1,,,Doubletree Suites By Hilton Hotel Phoenix,Phoenix,,TRUE,+1 602-225-0500,232,320 North 44th Street
3.9,,,Embassy Suites By Hilton Phoenix Airport,Phoenix,,TRUE,+1 602-957-1910,315,2333 East Thomas Road
4.1,,,Crowne Plaza Phoenix Airport,Phoenix,,TRUE,+1 602-273-7778,1520,4300 East Washington Street
3.9,,,Airtel Plaza Hotel,Los Angeles,,TRUE,+1 800-224-7835,819,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
4.1,,,Aparthotel Adagio Paris Montmartre,Paris,,TRUE,+33 1 42 57 14 55,496,"10 Place Charles Dullin, 75018"
4.3,,,Ac Hotel By Marriott Atlanta Downtown,Atlanta,,FALSE,+1 404-524-5555,2016,101 Andrew Young International Boulevard Northwest
4.7,,,Canopy By Hilton Atlanta Midtown,Atlanta,,FALSE,+1 404-685-1677,528,1414 West Peachtree Street Northwest
3.3,,,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",Atlanta,,TRUE,+1 404-658-1961,918,759 Pollard Boulevard Southwest
4.5,,,Ac Hotel By Marriott Atlanta Buckhead At Phipps Plaza,Atlanta,,FALSE,+1 470-231-3030,2128,3600 Wieuca Road Northeast
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,1764,"6 Rue Gustave Charpentier, 75017"
4.1,,,Anaheim Desert Inn And Suites,Anaheim,,FALSE,+1 714-772-5050,576,1600 South Harbor Boulevard
4.7,,,Canopy By Hilton Portland Pearl District,Portland,,TRUE,+1 971-351-0230,1536,425 Northwest 9th Avenue
4.2,,,Home2 Suites By Hilton Atlanta Downtown,Atlanta,,TRUE,+1 404-965-7992,864,87 Walton Street Northwest
4.4,,,Hotel Indigo Atlanta Downtown,Atlanta,,TRUE,+1 404-523-7600,928,230 Peachtree Street
4.3,,,Hyatt Centric Midtown Atlanta,Atlanta,,TRUE,+1 404-443-1234,1360,125 10th Street Northeast
4.3,,,Hyatt House Atlanta/Downtown,Atlanta,,TRUE,+1 404-332-5522,444,431 Marietta Street NorthWest
4.1,,,Hyatt Place Atlanta/Buckhead,Atlanta,,TRUE,+1 404-869-6161,420,3242 Peachtree Road Northeast
4.2,,,Hyatt Place Atlanta/Downtown,Atlanta,,TRUE,+1 404-577-1980,368,330 Peachtree Street Northeast
3.9,,,La Quinta Inn & Suites By Wyndham Atlanta Midtown - Buckhead,Atlanta,,TRUE,+1 404-321-0999,1368,2535 Chantilly Drive Northeast
4,,,Aloft Atlanta Downtown,Atlanta,,TRUE,+1 678-515-0300,1200,300 Ted Turner Drive Northwest
4.4,,,Georgian Court Hotel,Vancouver,,TRUE,+1 800-663-1155,444,773 Beatty Street
4.4,,,Hampton Inn & Suites,Vancouver,,TRUE,+1 604-602-1008,1932,111 Robson Street
4.4,,,Hotel Blu Vancouver,Vancouver,,TRUE,+1 604-620-6200,1104,177 Robson Street
4.7,,,L'Hermitage Vancouver,Vancouver,,TRUE,+1 888-855-1050,1800,788 Richards Street
4.7,,,Loden Hotel,Vancouver,,TRUE,+1 604-669-5060,1872,1177 Melville Street
4.3,,,Bahia Resort Hotel,San Diego,,TRUE,+1 858-539-8666,1680,998 West Mission Bay Drive
4.3,,,Arizona Grand Resort & Spa,Phoenix,,FALSE,+1 602-426-2638,588,8000 Arizona Grand Parkway
4.2,,,Aloft Phoenix-Airport,Phoenix,,TRUE,+1 602-275-6300,2016,4450 East Washington Street
4.2,,,28 Hotel Sydney,Sydney,,FALSE,+61 2 9102 2828,576,"28 Regent Street, Chippendale New South Wales 2008, Australia"
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,450,2889 East Hastings Street
4,,,57 Hotel,Sydney,,FALSE,+61 2 9011 5756,1400,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
4.3,,,Arizona Grand Resort & Spa,Phoenix,,FALSE,+1 602-426-2638,624,8000 Arizona Grand Parkway
4.4,,,Best Western Plus Portland Airport Hotel & Suites,Portland,,FALSE,+1 503-251-9991,928,11938 Northeast Airport Way
4.4,,,Best Western Plus Portland Airport Hotel & Suites,Portland,,FALSE,+1 503-251-9991,1560,11938 Northeast Airport Way
4,,,Anaheim Majestic Garden Hotel,Anaheim,,TRUE,+1 714-778-1700,224,900 South Disneyland Drive
3.9,,,Anaheim Portofino Inn & Suites,Anaheim,,FALSE,+1 800-341-6301,1350,1831 South Harbor Boulevard
4.4,,,Best Western Plus Anaheim Inn,Anaheim,,FALSE,+1 714-774-1050,1200,1630 South Harbor Boulevard
4.3,,,Best Western Plus Park Place Inn - Mini Suites,Anaheim,,FALSE,+1 714-776-4800,420,1544 South Harbor Boulevard
4.1,,,Candlewood Suites Anaheim - Resort Area,Anaheim,,TRUE,+1 714-635-5555,1860,1733 South Anaheim Boulevard
4.3,,,Clementine Hotel & Suites Anaheim,Anaheim,,TRUE,+1 714-533-3555,1056,1700 South Clementine Street
3.3,,,Extended Stay America Orange County - Anaheim Convention Center,Anaheim,,TRUE,+1 800-804-3724,264,1742 South Clementine Street
3.8,,,Four Points By Sheraton Anaheim,Anaheim,,TRUE,+1 714-758-0900,612,1221 South Harbor Boulevard
4.1,,,Holiday Inn Hotel And Suites Anaheim,Anaheim,,TRUE,+1 714-535-0300,1440,1240 South Walnut Street
4.4,,,Hotel Indigo Anaheim,Anaheim,,TRUE,+1 714-772-7755,1456,435 West Katella Avenue
4.5,,,Hyatt House At Anaheim Resort/ Convention Center,Anaheim,,TRUE,+1 714-971-1800,1440,1800 South Harbor Boulevard
4.4,,,Anaheim Rv Park,Anaheim,,TRUE,+1 714-774-3860,768,200 West Midway Drive
4.2,,,Aloft Phoenix-Airport,Phoenix,,TRUE,+1 602-275-6300,616,4450 East Washington Street
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,609,2889 East Hastings Street
4.3,,,Best Western Plus Las Vegas West,Las Vegas,,TRUE,+1 702-256-3766,960,8669 West Sahara Avenue
4.1,,,Hampton Inn Las Vegas/Summerlin,Las Vegas,,FALSE,+1 702-360-5700,1848,7100 Cascade Valley Court
4.2,,,La Quinta Inn & Suites By Wyndham Las Vegas Summerlin Tech,Las Vegas,,TRUE,+1 702-360-1200,792,7101 Cascade Valley Court
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,2072,"6 Rue Gustave Charpentier, 75017"
4.3,,,Aloft Portland Airport At Cascade Station,Portland,,TRUE,+1 503-200-5678,2604,9920 Northeast Cascades Parkway
4.1,,,Anaheim Desert Inn And Suites,Anaheim,,FALSE,+1 714-772-5050,1248,1600 South Harbor Boulevard
3.9,,,Best Western Of Long Beach,Long Beach,,FALSE,+1 562-599-5555,216,1725 Long Beach Boulevard
4.4,,,Courtyard By Marriott Long Beach Airport,Long Beach,,FALSE,+1 562-429-5803,928,3841 North Lakewood Boulevard
4.2,,,Courtyard By Marriott Long Beach Downtown,Long Beach,,FALSE,+1 562-435-8511,1920,500 East First Street
4.4,,,Hampton Inn Long Beach Airport,Long Beach,,FALSE,+1 562-425-0012,608,3771 North Lakewood Boulevard
4,,,Holiday Inn Long Beach Downtown Area,Long Beach,,FALSE,+1 562-590-8858,200,1133 Atlantic Avenue
4.5,,,Homewood Suites By Hilton Long Beach Airport,Long Beach,,FALSE,+1 562-425-0010,208,3771 North Lakewood Boulevard
4.3,,,Hotel Current Long Beach,Long Beach,,FALSE,+1 562-597-5171,400,5325 Pacific Coast Highway
4.5,,,Hyatt Centric The Pike Long Beach,Long Beach,,FALSE,+1 562-432-1234,216,285 Bay Street
4.4,,,Hyatt Regency Long Beach,Long Beach,,FALSE,+1 562-491-1234,640,200 South Pine Avenue
4.3,,,Long Beach Marriott,Long Beach,,FALSE,+1 800-228-9290,560,4700 Airport Plaza Drive
4.4,,,Courtyard By Marriott Long Beach Airport,Long Beach,,FALSE,+1 562-429-5803,372,3841 North Lakewood Boulevard
4.6,,,Aka University City,Philadelphia,,FALSE,+1 215-372-9000,1200,"Cira Centre South, 2929 Walnut Street"
4.5,,,Ace Hotel Seattle,Seattle,,TRUE,+1 206-448-4721,672,2423 1st Avenue
4.4,,,Georgian Court Hotel,Vancouver,,TRUE,+1 800-663-1155,512,773 Beatty Street
4.4,,,Hotel Blu Vancouver,Vancouver,,TRUE,+1 604-620-6200,576,177 Robson Street
4.7,,,Loden Hotel,Vancouver,,TRUE,+1 604-669-5060,1056,1177 Melville Street
4.1,,,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,Vancouver,,TRUE,+1 604-669-7070,924,1100 Granville Street
4.4,,,Best Western Plus Portland Airport Hotel & Suites,Portland,,FALSE,+1 503-251-9991,2184,11938 Northeast Airport Way
4.2,,,Aloft Phoenix-Airport,Phoenix,,TRUE,+1 602-275-6300,336,4450 East Washington Street
3.8,,,Comfort Suites Phoenix North,Phoenix,,TRUE,+1 602-861-3900,1053,10210 North 26th Drive
4.1,,,Crowne Plaza Phoenix Airport,Phoenix,,TRUE,+1 602-273-7778,1728,4300 East Washington Street
4.1,,,Doubletree Suites By Hilton Hotel Phoenix,Phoenix,,TRUE,+1 602-225-0500,1800,320 North 44th Street
4.1,,,Four Points By Sheraton Phoenix North,Phoenix,,TRUE,+1 602-943-2341,3024,2532 West Peoria Avenue
4.2,,,Aloft Phoenix-Airport,Phoenix,,TRUE,+1 602-275-6300,2736,4450 East Washington Street
4.4,,,Aloft Philadelphia Downtown,Philadelphia,,TRUE,+1 215-607-2020,1680,101 North Broad Street
4.6,,,Andaz Delhi - A Concept By Hyatt,Delhi,,TRUE,+91 11 4903 1234,1632,"Asset, Street Number 1, New Delhi"
3.9,,,Airtel Plaza Hotel,Los Angeles,,TRUE,+1 800-224-7835,624,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
4.3,,,Best Western Plus Sutter House,Sacramento,,FALSE,+1 916-441-1314,1260,1100 H Street
4.1,,,Courtyard By Marriott Sacramento Midtown,Sacramento,,FALSE,+1 916-455-6800,324,4422 Y Street
4.1,,,Doubletree By Hilton Hotel Sacramento,Sacramento,,TRUE,+1 916-929-8855,432,2001 Point West Way
4.4,,,Embassy Suites By Hilton Sacramento Riverfront Promenade,Sacramento,,FALSE,+1 916-326-5000,264,100 Capitol Mall
4.1,,,Fairfield Inn By Marriott Sacramento Cal Expo,Sacramento,,FALSE,+1 916-920-5300,336,1780 Tribute Road
3.5,,,Four Points By Sheraton Sacramento International Airport,Sacramento,,FALSE,+1 916-263-9000,648,4900 Duckhorn Drive
4.3,,,Hilton Garden Inn Sacramento/South Natomas,Sacramento,,FALSE,+1 916-568-5400,396,2540 Venture Oaks Way
4.2,,,Hilton Sacramento Arden West,Sacramento,,TRUE,+1 916-922-4700,2268,2200 Harvard Street
3.8,,,Holiday Inn Express Sacramento Convention Center,Sacramento,,TRUE,+1 916-444-4436,1710,728 16th Street
4.1,,,Holiday Inn Sacramento Downtown - Arena,Sacramento,,FALSE,+1 916-446-0100,624,300 J Street
4.3,,,Best Western Plus Sutter House,Sacramento,,FALSE,+1 916-441-1314,2160,1100 H Street
4.3,,,Ac Hotel By Marriott Paris Porte Maillot,Paris,,TRUE,+33 1 84 82 49 09,1360,"6 Rue Gustave Charpentier, 75017"
4.3,,,Doubletree By Hilton Hotel Fresno Convention Center,Fresno,,FALSE,+1 559-268-1000,1040,2233 Ventura Street
4.4,,,Argonaut Hotel,San Francisco,,TRUE,+1 415-563-0800,896,495 Jefferson Street
4.5,,,1 Hotel Central Park,New York,,TRUE,+1 212-703-2001,504,1414 6th Avenue
4.1,,,Banana Bungalow - Hollywood Hostel,Los Angeles,,FALSE,+1 323-469-2500,1064,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
3.9,,,Anaheim Portofino Inn & Suites,Anaheim,,FALSE,+1 800-341-6301,1449,1831 South Harbor Boulevard
4.2,,,Azure Hotel Nairobi Westlands,Nairobi,,FALSE,+254 709 716000,600,Lantana Road
4.4,,,Crowne Plaza Nairobi,Nairobi,,FALSE,+254 719 096000,864,"Kenya Road, Upper Hill"
4.4,,,Crowne Plaza Nairobi Airport,Nairobi,,FALSE,+254 709 222444,544,First Freight Lane Jomo Kenyatta International Airport
4.4,,,Doubletree By Hilton Nairobi Hurlingham,Nairobi,,FALSE,+254 709 090000,500,Ngong Lane Ngong Road
4.4,,,Eka Hotel Nairobi,Nairobi,,FALSE,+254 719 045000,272,"Eka Hotel, Along Mombasa Road"
4.5,,,Four Points By Sheraton Nairobi Airport,Nairobi,,FALSE,+254 709 760000,800,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
4.7,,,Hemingways Nairobi,Nairobi,,FALSE,+254 711 032000,200,Mbagathi Ridge
4.5,,,Hilton Garden Inn Nairobi Airport,Nairobi,,FALSE,+254 20 4075000,288,Jomo Kenyatta International Airport Mombasa Road
4.2,,,Ibis Styles Hotel Westlands Nairobi,Nairobi,,FALSE,+254 20 7757000,184,"Ibis Styles Hotel Westlands, Kenya"
4.4,,,Crowne Plaza Nairobi,Nairobi,,FALSE,+254 719 096000,1848,"Kenya Road, Upper Hill"
4.1,,,Anaheim Desert Inn And Suites,Anaheim,,FALSE,+1 714-772-5050,1848,1600 South Harbor Boulevard
4.7,,,45 Park Lane,London,,TRUE,+44 20 7493 4545,1248,45 Park Lane
3.3,,,"Country Inn & Suites By Radisson, Atlanta Downtown South At Turner Field, Ga",Atlanta,,TRUE,+1 404-658-1961,2394,759 Pollard Boulevard Southwest
3.7,,,Atrium Inn Vancouver,Vancouver,,TRUE,+1 604-254-1000,1764,2889 East Hastings Street
4.1,,,Ibis New Delhi Aerocity,Delhi,,TRUE,+91 11 4302 0202,1344,Asset no 9 Indira Gandhi International Airport Aerocity Hospitality District
3.6,,,Oaks On Castlereagh,Sydney,,FALSE,+61 1300 080 292,333,"317 Castlereagh Street, Haymarket New South Wales 2000, Australia"
4.5,,,The Lalit New Delhi,Delhi,,FALSE,+91 11 4444 7777,1740,"Near, Barakhamba Road, Police Station, Connaught Place, New Delhi"
4.5,,,Wombat'S City Hostel,London,,FALSE,+44 20 7680 7600,2100,7 Dock Street
3.6,,,"Seraphine Hammersmith, Sure Hotel Collection By Best Western",London,,FALSE,+44 20 8600 0555,1008,84 King Street
4.3,,,Radisson Hotel Portland Airport,Portland,,FALSE,+1 503-251-2000,3108,6233 Northeast 78th Court
4.2,,,North Sydney Harbourview Hotel,Sydney,,FALSE,+61 1300 785 453,2160,"17 Blue Street, North"
4.3,,,Hotel Opera Cadet,Paris,,FALSE,+33 1 53 34 50 50,1536,"24 Rue Cadet, 75009"
4.5,,,Ham Yard Hotel,London,,FALSE,+44 20 3642 2000,352,1 Ham Yard
4.6,,,Four Seasons Hotel Seattle,Seattle,,TRUE,+1 206-749-7000,576,99 Union Street
4,,,Jamison Hotel,Sydney,,FALSE,+61 2 4721 5764,576,"186 Smith Street, Penrith New South Wales 2750, Australia"
3.8,,,Hotel Ibis Paris Opera La Fayette,Paris,,TRUE,+33 1 42 80 27 27,1323,"19 Rue Buffault, 75009"
4.5,,,Aloft Chicago Downtown River North,Chicago,,TRUE,+1 312-661-1000,1824,515 North Clark Street
3.7,,,La Quinta Inn & Suites By Wyndham Lax,Los Angeles,,TRUE,+1 310-645-2200,936,5249 West Century Boulevard
4,,,Days Inn By Wyndham San Francisco Downtown/Civic Cntr Area,San Francisco,,FALSE,+1 800-615-3107,168,465 Grove Street
4,,,Grange Strathmore Hotel,London,,FALSE,+44 20 7233 7888,216,41 Queen's Gate Gardens
4.1,,,Parc 55 San Francisco - A Hilton Hotel,San Francisco,,FALSE,+1 415-392-8000,400,55 Cyril Magnin Street
4.6,,,Four Seasons Hotel Seattle,Seattle,,TRUE,+1 206-749-7000,2184,99 Union Street
3.8,,,Quest North Ryde,Sydney,,FALSE,+61 2 8899 8888,2394,"58-62 Delhi Road, North Ryde New South Wales 2113, Australia"
4.2,,,Hotel Novotel London Paddington,London,,TRUE,+44 20 7266 6000,96,3 Kingdom Street
4,,,Le Apple Boutique Hotel Klcc,Kuala Lumpur,,FALSE,+60 3-2179 3777,320,"160, Jalan Ampang, Kampung Baru, 50450 Kuala Lumpur, Wilayah Persekutuan"
4,,,The Sebel Sydney Chatswood,Sydney,,FALSE,+61 2 9414 1600,1500,"37 Victor Street, Chatswood New South Wales 2067, Australia"
4.3,,,Homewood Suites By Hilton San Diego-Del Mar,San Diego,,FALSE,+1 858-523-0500,140,11025 Vista Sorrento Parkway
4.6,,,Trademark Hotel,Nairobi,,FALSE,+254 730 886000,896,Limuru Road
3.4,,,Hotel Iris,San Diego,,TRUE,+1 619-297-1691,420,625 Hotel Circle South
3.9,,,Hotel Spero,San Francisco,,TRUE,+1 415-885-2500,504,405 Taylor Street
4.2,,,Hotel Novotel London Paddington,London,,TRUE,+44 20 7266 6000,792,3 Kingdom Street
4.2,,,Premier Inn London Hackney,London,,FALSE,+44 871 527 9582,1296,25 Dalston Lane
4.1,,,Mapple Emerald,Delhi,,FALSE,+91 11 2566 1661,1260,"NH8, Rajokri, New Delhi"
3.7,,,Embassy Suites By Hilton Atlanta Buckhead,Atlanta,,FALSE,+1 404-261-7733,630,3285 Peachtree Road Northeast
3.2,,,Ibis Budget Sydney Airport,Sydney,,FALSE,+61 2 8339 1840,432,"5 Ross Smith Avenue, Mascot New South Wales 2020, Australia"
4.5,,,Hub By Premier Inn London King'S Cross,London,,FALSE,+44 333 321 3104,408,50 Wharfdale Road
4,,,Four Points By Sheraton Manhattan Soho Village,New York,,FALSE,+1 212-229-9988,200,66 Charlton Street
4.3,,,Mama Shelter,Los Angeles,,FALSE,+1 323-785-6600,528,6500 Selma Avenue
4.3,,,Hotel Zeppelin San Francisco,San Francisco,,TRUE,+1 415-563-0303,888,545 Post Street
4.3,,,Courtyard By Marriott San Diego Central,San Diego,,FALSE,+1 858-573-0700,864,8651 Spectrum Center Boulevard
4,,,Carlton Arms Hotel,New York,,FALSE,+1 212-679-0680,216,160 East 25th Street
4,,,Grange Strathmore Hotel,London,,FALSE,+44 20 7233 7888,264,41 Queen's Gate Gardens
4,,,Best Western Bowery Hanbee Hotel,New York,,FALSE,+1 212-925-1177,1620,231 Grand Street
4.4,,,Washington Square Hotel,New York,,FALSE,+1 800-222-0418,2304,103 Waverly Place
4.4,,,"The Westbury Mayfair, A Luxury Collection Hotel, London",London,,FALSE,+44 20 7629 7755,368,37 Conduit Street
4.1,,,Hilton Garden Inn New York Central Park South-Midtown West,New York,,FALSE,+1 212-253-6000,1872,237 West 54th Street
4.3,,,Fairfield Inn & Suites Chicago Downtown/Magnificent Mile,Chicago,,FALSE,+1 312-787-3777,888,216 East Ontario Street
4.1,,,Palihotel Melrose,Los Angeles,,TRUE,+1 323-327-9702,1044,7950 Melrose Avenue
4.2,,,Gold3 Boutique Hotel,Kuala Lumpur,,FALSE,+60 3-2141 7753,256,"B5, Fahrenheit88, 179, Jalan Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan"
3.7,,,Ibis Sydney Airport,Sydney,,FALSE,+61 2 8339 8500,624,"205 O'Riordan Street, Mascot New South Wales 2020, Australia"
4,,,Premier Inn London Beckton,London,,FALSE,+44 871 527 8644,120,1 Woolwich Manor Way
4.1,,,Holiday Inn Vancouver-Centre (Broadway),Vancouver,,FALSE,+1 604-879-0511,496,"711 W. Broadway @, Heather Street"
