car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
Cruze,2019-03-11,Portland,2019-03-09,PDX International Airport,19:00,72,Standard
Prius,2019-03-11,Portland,2019-03-09,PDX International Airport,19:00,76,Standard
Sentra,2019-03-11,Portland,2019-03-09,Portland Bus Station,19:00,56,Standard
Accord,2019-03-12,Walnut Creek,2019-03-10,BART Station,13:00,66,Standard
Camry,2019-03-12,Walnut Creek,2019-03-10,BART Station,13:00,64,Standard
Civic,2019-03-12,Walnut Creek,2019-03-10,BART Station,13:00,62,Standard
Corolla,2019-03-12,Walnut Creek,2019-03-10,Downtown,12:30,62,Standard
Fusion,2019-03-12,Walnut Creek,2019-03-10,BART Station,13:00,70,Standard
Camry,2019-03-04,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,13:30,31,Standard
Cruze,2019-03-04,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,13:30,32,Standard
Prius,2019-03-04,Atlanta,2019-03-03,Peachtree Station,13:30,32,Standard
Sentra,2019-03-04,Atlanta,2019-03-03,Hartsfield-Jackson International Airport,13:30,33,Standard
Cooper,2019-03-09,Philadelphia,2019-03-08,Intercity Terminal,20:00,22,Compact
Fit,2019-03-09,Philadelphia,2019-03-08,Intercity Terminal,20:00,27,Compact
GTI,2019-03-09,Philadelphia,2019-03-08,Intercity Terminal,20:00,28,Compact
Cherokee,2019-03-09,New York,2019-03-05,Grand Central Station,12:00,168,Full-size
Equinox,2019-03-09,New York,2019-03-05,Port Authority Station,12:00,148,Full-size
Escape,2019-03-09,New York,2019-03-05,JFK International Airport,12:00,184,Full-size
Forester,2019-03-09,New York,2019-03-05,Grand Central Station,12:00,176,Full-size
Tucson,2019-03-09,New York,2019-03-05,Port Authority Station,12:00,144,Full-size
Altima,2019-03-11,San Francisco,2019-03-08,SFO International Airport,12:30,102,Standard
Civic,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,12:30,84,Standard
Cruze,2019-03-11,San Francisco,2019-03-08,SFO International Airport,12:30,102,Standard
Fusion,2019-03-11,San Francisco,2019-03-08,SFO International Airport,12:30,105,Standard
Prius,2019-03-11,San Francisco,2019-03-08,SFO International Airport,12:30,81,Standard
Sentra,2019-03-11,San Francisco,2019-03-08,Salesforce Transit Center,12:30,93,Standard
Cooper,2019-03-11,San Francisco,2019-03-06,SFO International Airport,12:30,130,Compact
Forte,2019-03-11,San Francisco,2019-03-06,SFO International Airport,12:30,140,Compact
GTI,2019-03-11,San Francisco,2019-03-06,SFO International Airport,12:30,140,Compact
Leaf,2019-03-11,San Francisco,2019-03-06,SFO International Airport,12:30,140,Compact
Cruze,2019-03-12,San Francisco,2019-03-06,Salesforce Transit Center,18:00,198,Standard
Fusion,2019-03-12,San Francisco,2019-03-06,SFO International Airport,18:00,222,Standard
Prius,2019-03-12,San Francisco,2019-03-06,SFO International Airport,18:00,216,Standard
Sentra,2019-03-12,San Francisco,2019-03-06,Salesforce Transit Center,18:00,174,Standard
Forester,2019-03-14,Seattle,2019-03-12,Seattle-Tacoma International Airport,15:30,98,Full-size
RAV4,2019-03-14,Seattle,2019-03-12,King Street Station,15:30,88,Full-size
Rogue,2019-03-14,Seattle,2019-03-12,Seattle-Tacoma International Airport,15:30,86,Full-size
Civic,2019-03-09,Seattle,2019-03-03,Seattle-Tacoma International Airport,13:30,186,Standard
Prius,2019-03-09,Seattle,2019-03-03,King Street Station,13:30,216,Standard
Sentra,2019-03-09,Seattle,2019-03-03,Seattle-Tacoma International Airport,13:30,204,Standard
Forester,2019-03-03,Seattle,2019-03-02,Seattle-Tacoma International Airport,14:00,39,Full-size
RAV4,2019-03-03,Seattle,2019-03-02,King Street Station,14:00,41,Full-size
Rogue,2019-03-03,Seattle,2019-03-02,Seattle-Tacoma International Airport,14:00,42,Full-size
Altima,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,20:00,52,Standard
Corolla,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,20:00,58,Standard
Elantra,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,20:00,64,Standard
Prius,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,20:00,58,Standard
Camry,2019-03-09,Washington,2019-03-04,Dulles International Airport,12:30,180,Standard
Civic,2019-03-09,Washington,2019-03-04,Union Station,12:30,145,Standard
Prius,2019-03-09,Washington,2019-03-04,Dulles International Airport,12:30,170,Standard
Accord,2019-03-09,Vancouver,2019-03-06,YVR International Airport,12:30,90,Standard
Altima,2019-03-09,Vancouver,2019-03-06,YVR International Airport,12:30,102,Standard
Corolla,2019-03-09,Vancouver,2019-03-06,YVR International Airport,12:30,99,Standard
Elantra,2019-03-09,Vancouver,2019-03-06,YVR International Airport,12:30,93,Standard
Cruze,2019-03-09,Vancouver,2019-03-06,Pacific Central Station,13:00,72,Standard
Prius,2019-03-09,Vancouver,2019-03-06,Pacific Central Station,13:00,111,Standard
Sentra,2019-03-09,Vancouver,2019-03-06,Pacific Central Station,13:00,81,Standard
Accord,2019-03-11,New York,2019-03-10,Grand Central Station,12:00,22,Standard
Altima,2019-03-11,New York,2019-03-10,Port Authority Station,12:00,27,Standard
Bolt,2019-03-11,New York,2019-03-10,Port Authority Station,12:00,24,Compact
Camry,2019-03-11,New York,2019-03-10,JFK International Airport,12:00,34,Standard
Cherokee,2019-03-11,New York,2019-03-10,Grand Central Station,12:00,46,Full-size
Civic,2019-03-11,New York,2019-03-10,JFK International Airport,12:00,38,Standard
Cooper,2019-03-11,New York,2019-03-10,JFK International Airport,12:00,29,Compact
Corolla,2019-03-11,New York,2019-03-10,Grand Central Station,12:00,29,Standard
Elantra,2019-03-11,New York,2019-03-10,Port Authority Station,12:00,35,Standard
Equinox,2019-03-11,New York,2019-03-10,Port Authority Station,12:00,44,Full-size
Accord,2019-03-08,Portland,2019-03-04,PDX International Airport,15:30,152,Standard
Camry,2019-03-08,Portland,2019-03-04,Portland Bus Station,15:30,128,Standard
Civic,2019-03-08,Portland,2019-03-04,PDX International Airport,15:30,124,Standard
Corolla,2019-03-08,Portland,2019-03-04,Union Station,15:30,96,Standard
Cruze,2019-03-08,Portland,2019-03-04,PDX International Airport,15:30,108,Standard
Fusion,2019-03-08,Portland,2019-03-04,Union Station,15:30,124,Standard
Prius,2019-03-08,Portland,2019-03-04,PDX International Airport,15:30,168,Standard
Sentra,2019-03-08,Portland,2019-03-04,Portland Bus Station,15:30,116,Standard
Accord,2019-03-05,New York,2019-03-03,Grand Central Station,15:00,56,Standard
Altima,2019-03-05,New York,2019-03-03,Port Authority Station,15:00,62,Standard
Camry,2019-03-05,New York,2019-03-03,JFK International Airport,15:00,64,Standard
Civic,2019-03-05,New York,2019-03-03,JFK International Airport,15:00,60,Standard
Corolla,2019-03-05,New York,2019-03-03,Grand Central Station,15:00,52,Standard
Elantra,2019-03-05,New York,2019-03-03,Port Authority Station,15:00,62,Standard
Prius,2019-03-05,New York,2019-03-03,Port Authority Station,15:00,64,Standard
Cherokee,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,09:30,34,Full-size
Corolla,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,09:30,31,Standard
Elantra,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,09:30,31,Standard
Forester,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,09:30,39,Full-size
Prius,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,09:30,26,Standard
Altima,2019-03-11,Philadelphia,2019-03-10,30th Street Station,10:00,32,Standard
Cruze,2019-03-11,Philadelphia,2019-03-10,30th Street Station,10:00,34,Standard
Equinox,2019-03-11,Philadelphia,2019-03-10,30th Street Station,10:00,39,Full-size
Bolt,2019-03-12,Washington,2019-03-11,Dulles International Airport,16:30,28,Compact
Fit,2019-03-12,Washington,2019-03-11,Dulles International Airport,16:30,26,Compact
Golf,2019-03-12,Washington,2019-03-11,Dulles International Airport,16:30,29,Compact
Leaf,2019-03-12,Washington,2019-03-11,Dulles International Airport,16:30,31,Compact
Accord,2019-03-12,Washington,2019-03-06,Union Station,16:30,198,Standard
Camry,2019-03-12,Washington,2019-03-06,Dulles International Airport,16:30,216,Standard
Civic,2019-03-12,Washington,2019-03-06,Union Station,16:30,198,Standard
Prius,2019-03-12,Washington,2019-03-06,Dulles International Airport,16:30,234,Standard
Forte,2019-03-09,Portland,2019-03-02,Union Station,12:30,147,Compact
Accord,2019-03-06,San Diego,2019-03-04,Santa Fe Depot,18:00,54,Standard
Camry,2019-03-06,San Diego,2019-03-04,SAN International Airport,18:00,56,Standard
Civic,2019-03-06,San Diego,2019-03-04,Santa Fe Depot,18:00,54,Standard
Elantra,2019-03-06,San Diego,2019-03-04,SAN International Airport,18:00,60,Standard
Fusion,2019-03-06,San Diego,2019-03-04,SAN International Airport,18:00,62,Standard
Sentra,2019-03-06,San Diego,2019-03-04,Santa Fe Depot,18:00,62,Standard
Bolt,2019-03-06,San Diego,2019-03-04,Santa Fe Depot,18:00,50,Compact
Cherokee,2019-03-06,San Diego,2019-03-04,Santa Fe Depot,18:00,64,Full-size
Equinox,2019-03-06,San Diego,2019-03-04,Santa Fe Depot,18:00,76,Full-size
Escape,2019-03-06,San Diego,2019-03-04,Santa Fe Depot,18:00,84,Full-size
Fit,2019-03-06,San Diego,2019-03-04,Santa Fe Depot,18:00,52,Compact
Cooper,2019-03-14,San Francisco,2019-03-13,SFO International Airport,09:00,30,Compact
Forte,2019-03-14,San Francisco,2019-03-13,SFO International Airport,09:00,30,Compact
GTI,2019-03-14,San Francisco,2019-03-13,SFO International Airport,09:00,32,Compact
Leaf,2019-03-14,San Francisco,2019-03-13,SFO International Airport,09:00,29,Compact
Camry,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,16:30,64,Standard
Civic,2019-03-14,Los Angeles,2019-03-12,Union Station,16:30,70,Standard
Corolla,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,16:30,80,Standard
Cruze,2019-03-14,Los Angeles,2019-03-12,Union Station,16:30,66,Standard
Elantra,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,16:30,66,Standard
Fusion,2019-03-14,Los Angeles,2019-03-12,LAX International Airport,16:30,58,Standard
Accord,2019-03-11,Vancouver,2019-03-10,YVR International Airport,17:00,34,Standard
Altima,2019-03-11,Vancouver,2019-03-10,YVR International Airport,17:00,29,Standard
Corolla,2019-03-11,Vancouver,2019-03-10,YVR International Airport,17:00,35,Standard
Cruze,2019-03-11,Vancouver,2019-03-10,Pacific Central Station,17:00,34,Standard
Elantra,2019-03-11,Vancouver,2019-03-10,YVR International Airport,17:00,25,Standard
Prius,2019-03-11,Vancouver,2019-03-10,Pacific Central Station,17:00,33,Standard
Sentra,2019-03-11,Vancouver,2019-03-10,Pacific Central Station,17:00,30,Standard
Accord,2019-03-07,Washington,2019-03-04,Union Station,14:00,102,Standard
Camry,2019-03-07,Washington,2019-03-04,Dulles International Airport,14:00,105,Standard
Civic,2019-03-07,Washington,2019-03-04,Union Station,14:00,93,Standard
Prius,2019-03-07,Washington,2019-03-04,Dulles International Airport,14:00,102,Standard
Altima,2019-03-03,Philadelphia,2019-03-02,30th Street Station,12:00,31,Standard
Corolla,2019-03-03,Philadelphia,2019-03-02,Intercity Terminal,12:00,28,Standard
Cruze,2019-03-03,Philadelphia,2019-03-02,30th Street Station,12:00,34,Standard
Elantra,2019-03-03,Philadelphia,2019-03-02,Intercity Terminal,12:00,30,Standard
Fusion,2019-03-03,Philadelphia,2019-03-02,30th Street Station,12:00,29,Standard
Prius,2019-03-03,Philadelphia,2019-03-02,Intercity Terminal,12:00,28,Standard
Sentra,2019-03-03,Philadelphia,2019-03-02,30th Street Station,12:00,30,Standard
Bolt,2019-03-13,New York,2019-03-12,Port Authority Station,14:00,25,Compact
Cooper,2019-03-13,New York,2019-03-12,JFK International Airport,14:00,30,Compact
Fit,2019-03-13,New York,2019-03-12,Grand Central Station,14:00,23,Compact
Forte,2019-03-13,New York,2019-03-12,Port Authority Station,14:00,27,Compact
Golf,2019-03-13,New York,2019-03-12,Port Authority Station,14:00,25,Compact
Leaf,2019-03-13,New York,2019-03-12,Port Authority Station,14:00,24,Compact
Altima,2019-03-07,San Francisco,2019-03-02,SFO International Airport,12:30,165,Standard
Civic,2019-03-07,San Francisco,2019-03-02,Salesforce Transit Center,12:30,160,Standard
Cruze,2019-03-07,San Francisco,2019-03-02,SFO International Airport,12:30,145,Standard
Prius,2019-03-07,San Francisco,2019-03-02,SFO International Airport,12:30,135,Standard
Sentra,2019-03-07,San Francisco,2019-03-02,Salesforce Transit Center,12:30,135,Standard
Escape,2019-03-14,New York,2019-03-07,JFK International Airport,11:00,336,Full-size
Forester,2019-03-14,New York,2019-03-07,Grand Central Station,11:00,273,Full-size
Accord,2019-03-08,San Diego,2019-03-06,Santa Fe Depot,13:30,58,Standard
Camry,2019-03-08,San Diego,2019-03-06,SAN International Airport,13:30,68,Standard
Civic,2019-03-08,San Diego,2019-03-06,Santa Fe Depot,13:30,68,Standard
Elantra,2019-03-08,San Diego,2019-03-06,SAN International Airport,13:30,60,Standard
Fusion,2019-03-08,San Diego,2019-03-06,SAN International Airport,13:30,72,Standard
Sentra,2019-03-08,San Diego,2019-03-06,Santa Fe Depot,13:30,60,Standard
Civic,2019-03-09,Seattle,2019-03-08,Seattle-Tacoma International Airport,16:30,31,Standard
Elantra,2019-03-09,Seattle,2019-03-08,King Street Station,16:30,31,Standard
Fusion,2019-03-09,Seattle,2019-03-08,King Street Station,16:30,32,Standard
Prius,2019-03-09,Seattle,2019-03-08,Seattle-Tacoma International Airport,16:30,31,Standard
Sentra,2019-03-09,Seattle,2019-03-08,Seattle-Tacoma International Airport,16:30,29,Standard
Accord,2019-03-12,New York,2019-03-11,Grand Central Station,15:00,35,Standard
Altima,2019-03-12,New York,2019-03-11,Port Authority Station,15:00,30,Standard
Camry,2019-03-12,New York,2019-03-11,JFK International Airport,15:00,34,Standard
Civic,2019-03-12,New York,2019-03-11,JFK International Airport,15:00,34,Standard
Corolla,2019-03-12,New York,2019-03-11,Grand Central Station,15:00,25,Standard
Elantra,2019-03-12,New York,2019-03-11,Port Authority Station,15:00,25,Standard
Prius,2019-03-12,New York,2019-03-11,Port Authority Station,15:00,30,Standard
Cherokee,2019-03-14,New York,2019-03-11,Grand Central Station,12:00,126,Full-size
Equinox,2019-03-14,New York,2019-03-11,Port Authority Station,12:00,120,Full-size
Escape,2019-03-14,New York,2019-03-11,JFK International Airport,12:00,126,Full-size
Forester,2019-03-14,New York,2019-03-11,Grand Central Station,12:00,129,Full-size
Tucson,2019-03-14,New York,2019-03-11,Port Authority Station,12:00,120,Full-size
Accord,2019-03-13,Portland,2019-03-09,PDX International Airport,15:00,128,Standard
Camry,2019-03-13,Portland,2019-03-09,Portland Bus Station,15:00,116,Standard
Civic,2019-03-13,Portland,2019-03-09,PDX International Airport,15:00,124,Standard
Corolla,2019-03-13,Portland,2019-03-09,Union Station,15:00,120,Standard
Cruze,2019-03-13,Portland,2019-03-09,PDX International Airport,15:00,116,Standard
Fusion,2019-03-13,Portland,2019-03-09,Union Station,15:00,124,Standard
Prius,2019-03-13,Portland,2019-03-09,PDX International Airport,15:00,132,Standard
Sentra,2019-03-13,Portland,2019-03-09,Portland Bus Station,15:00,144,Standard
Cherokee,2019-03-10,New York,2019-03-09,Grand Central Station,18:00,35,Full-size
Equinox,2019-03-10,New York,2019-03-09,Port Authority Station,18:00,44,Full-size
Escape,2019-03-10,New York,2019-03-09,JFK International Airport,18:00,47,Full-size
Forester,2019-03-10,New York,2019-03-09,Grand Central Station,18:00,46,Full-size
Tucson,2019-03-10,New York,2019-03-09,Port Authority Station,18:00,44,Full-size
Bolt,2019-03-10,New York,2019-03-09,Port Authority Station,18:00,27,Compact
Cooper,2019-03-10,New York,2019-03-09,JFK International Airport,18:00,25,Compact
Fit,2019-03-10,New York,2019-03-09,Grand Central Station,18:00,27,Compact
Forte,2019-03-10,New York,2019-03-09,Port Authority Station,18:00,29,Compact
Golf,2019-03-10,New York,2019-03-09,Port Authority Station,18:00,21,Compact
Leaf,2019-03-10,New York,2019-03-09,Port Authority Station,18:00,22,Compact
Corolla,2019-03-08,Philadelphia,2019-03-02,Intercity Terminal,17:00,168,Standard
Cruze,2019-03-08,Philadelphia,2019-03-02,PHL International Airport,17:00,186,Standard
Elantra,2019-03-08,Philadelphia,2019-03-02,Intercity Terminal,17:00,186,Standard
Fusion,2019-03-08,Philadelphia,2019-03-02,30th Street Station,17:00,186,Standard
Altima,2019-03-10,San Francisco,2019-03-07,SFO International Airport,17:00,87,Standard
Civic,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,17:00,96,Standard
Cruze,2019-03-10,San Francisco,2019-03-07,SFO International Airport,17:00,114,Standard
Fusion,2019-03-10,San Francisco,2019-03-07,SFO International Airport,17:00,102,Standard
Prius,2019-03-10,San Francisco,2019-03-07,SFO International Airport,17:00,105,Standard
Sentra,2019-03-10,San Francisco,2019-03-07,Salesforce Transit Center,17:00,87,Standard
Accord,2019-03-04,New York,2019-03-02,Grand Central Station,13:30,56,Standard
Altima,2019-03-04,New York,2019-03-02,Port Authority Station,13:30,54,Standard
Camry,2019-03-04,New York,2019-03-02,JFK International Airport,13:30,70,Standard
Civic,2019-03-04,New York,2019-03-02,JFK International Airport,13:30,54,Standard
Corolla,2019-03-04,New York,2019-03-02,Grand Central Station,13:30,56,Standard
Elantra,2019-03-04,New York,2019-03-02,Port Authority Station,13:30,64,Standard
Prius,2019-03-04,New York,2019-03-02,Port Authority Station,13:30,60,Standard
Altima,2019-03-06,Philadelphia,2019-03-02,Intercity Terminal,18:30,136,Standard
Civic,2019-03-06,Philadelphia,2019-03-02,PHL International Airport,18:30,124,Standard
Corolla,2019-03-06,Philadelphia,2019-03-02,Intercity Terminal,18:30,128,Standard
Cruze,2019-03-06,Philadelphia,2019-03-02,PHL International Airport,18:30,116,Standard
Elantra,2019-03-06,Philadelphia,2019-03-02,Intercity Terminal,18:30,108,Standard
Fusion,2019-03-06,Philadelphia,2019-03-02,PHL International Airport,18:30,136,Standard
Prius,2019-03-06,Philadelphia,2019-03-02,Intercity Terminal,18:30,128,Standard
Bolt,2019-03-06,Seattle,2019-03-02,Seattle-Tacoma International Airport,14:00,108,Compact
Fit,2019-03-06,Seattle,2019-03-02,King Street Station,14:00,80,Compact
Forte,2019-03-06,Seattle,2019-03-02,Seattle-Tacoma International Airport,14:00,112,Compact
GTI,2019-03-06,Seattle,2019-03-02,Seattle-Tacoma International Airport,14:00,104,Compact
Leaf,2019-03-06,Seattle,2019-03-02,King Street Station,14:00,104,Compact
Civic,2019-03-03,Seattle,2019-03-02,Seattle-Tacoma International Airport,14:00,35,Standard
Elantra,2019-03-03,Seattle,2019-03-02,King Street Station,14:00,26,Standard
Fusion,2019-03-03,Seattle,2019-03-02,King Street Station,14:00,36,Standard
Prius,2019-03-03,Seattle,2019-03-02,Seattle-Tacoma International Airport,14:00,30,Standard
Sentra,2019-03-03,Seattle,2019-03-02,Seattle-Tacoma International Airport,14:00,30,Standard
Bolt,2019-03-04,Washington,2019-03-03,Dulles International Airport,18:00,26,Compact
Fit,2019-03-04,Washington,2019-03-03,Dulles International Airport,18:00,29,Compact
Golf,2019-03-04,Washington,2019-03-03,Dulles International Airport,18:00,28,Compact
Leaf,2019-03-04,Washington,2019-03-03,Dulles International Airport,18:00,23,Compact
Camry,2019-03-04,Los Angeles,2019-03-02,LAX International Airport,13:30,66,Standard
Civic,2019-03-04,Los Angeles,2019-03-02,Union Station,13:30,58,Standard
Corolla,2019-03-04,Los Angeles,2019-03-02,LAX International Airport,13:30,68,Standard
Cruze,2019-03-04,Los Angeles,2019-03-02,Union Station,13:30,56,Standard
Elantra,2019-03-04,Los Angeles,2019-03-02,LAX International Airport,13:30,60,Standard
Fusion,2019-03-04,Los Angeles,2019-03-02,LAX International Airport,13:30,62,Standard
Accord,2019-03-12,Vancouver,2019-03-08,YVR International Airport,12:00,156,Standard
Altima,2019-03-12,Vancouver,2019-03-08,YVR International Airport,12:00,120,Standard
Corolla,2019-03-12,Vancouver,2019-03-08,YVR International Airport,12:00,144,Standard
Elantra,2019-03-12,Vancouver,2019-03-08,YVR International Airport,12:00,124,Standard
Altima,2019-03-05,Philadelphia,2019-03-04,Intercity Terminal,09:00,31,Standard
Corolla,2019-03-05,Philadelphia,2019-03-04,Intercity Terminal,09:00,30,Standard
Elantra,2019-03-05,Philadelphia,2019-03-04,Intercity Terminal,09:00,32,Standard
Prius,2019-03-05,Philadelphia,2019-03-04,Intercity Terminal,09:00,24,Standard
Accord,2019-03-10,Washington,2019-03-05,Union Station,12:30,165,Standard
Camry,2019-03-10,Washington,2019-03-05,Dulles International Airport,12:30,200,Standard
Civic,2019-03-10,Washington,2019-03-05,Union Station,12:30,150,Standard
Civic,2019-03-04,Seattle,2019-03-03,Seattle-Tacoma International Airport,14:00,30,Standard
Elantra,2019-03-04,Seattle,2019-03-03,King Street Station,14:00,35,Standard
Fusion,2019-03-04,Seattle,2019-03-03,King Street Station,14:00,33,Standard
Prius,2019-03-04,Seattle,2019-03-03,Seattle-Tacoma International Airport,14:00,27,Standard
Sentra,2019-03-04,Seattle,2019-03-03,Seattle-Tacoma International Airport,14:00,33,Standard
Cooper,2019-03-09,Philadelphia,2019-03-08,Intercity Terminal,16:30,22,Compact
Fit,2019-03-09,Philadelphia,2019-03-08,Intercity Terminal,16:30,27,Compact
Forte,2019-03-09,Philadelphia,2019-03-08,PHL International Airport,16:30,25,Compact
GTI,2019-03-09,Philadelphia,2019-03-08,PHL International Airport,16:30,25,Compact
Golf,2019-03-09,Philadelphia,2019-03-08,30th Street Station,16:30,23,Compact
Leaf,2019-03-09,Philadelphia,2019-03-08,30th Street Station,16:30,24,Compact
Cooper,2019-03-12,San Francisco,2019-03-07,SFO International Airport,10:30,155,Compact
Forte,2019-03-12,San Francisco,2019-03-07,SFO International Airport,10:30,100,Compact
Leaf,2019-03-12,San Francisco,2019-03-07,SFO International Airport,10:30,125,Compact
Accord,2019-03-13,Portland,2019-03-12,PDX International Airport,09:30,31,Standard
Civic,2019-03-13,Portland,2019-03-12,PDX International Airport,09:30,32,Standard
Cruze,2019-03-13,Portland,2019-03-12,PDX International Airport,09:30,31,Standard
Prius,2019-03-13,Portland,2019-03-12,PDX International Airport,09:30,29,Standard
Camry,2019-03-13,Portland,2019-03-12,Portland Bus Station,10:00,30,Standard
Sentra,2019-03-13,Portland,2019-03-12,Portland Bus Station,10:00,29,Standard
Camry,2019-03-11,Los Angeles,2019-03-07,LAX International Airport,13:00,136,Standard
Corolla,2019-03-11,Los Angeles,2019-03-07,LAX International Airport,13:00,144,Standard
Elantra,2019-03-11,Los Angeles,2019-03-07,LAX International Airport,13:00,120,Standard
Fusion,2019-03-11,Los Angeles,2019-03-07,LAX International Airport,13:00,120,Standard
Civic,2019-03-11,Los Angeles,2019-03-07,Union Station,12:30,124,Standard
Cruze,2019-03-11,Los Angeles,2019-03-07,Union Station,12:30,108,Standard
Accord,2019-03-10,Portland,2019-03-07,PDX International Airport,12:30,84,Standard
Camry,2019-03-10,Portland,2019-03-07,Portland Bus Station,12:30,102,Standard
Civic,2019-03-10,Portland,2019-03-07,PDX International Airport,12:30,111,Standard
Corolla,2019-03-10,Portland,2019-03-07,Union Station,12:30,69,Standard
Cruze,2019-03-10,Portland,2019-03-07,PDX International Airport,12:30,105,Standard
Fusion,2019-03-10,Portland,2019-03-07,Union Station,12:30,90,Standard
Prius,2019-03-10,Portland,2019-03-07,PDX International Airport,12:30,87,Standard
Sentra,2019-03-10,Portland,2019-03-07,Portland Bus Station,12:30,81,Standard
Accord,2019-03-11,Portland,2019-03-10,PDX International Airport,17:00,36,Standard
Camry,2019-03-11,Portland,2019-03-10,Portland Bus Station,17:00,36,Standard
Civic,2019-03-11,Portland,2019-03-10,PDX International Airport,17:00,36,Standard
Corolla,2019-03-11,Portland,2019-03-10,Union Station,17:00,33,Standard
Cruze,2019-03-11,Portland,2019-03-10,PDX International Airport,17:00,34,Standard
Fusion,2019-03-11,Portland,2019-03-10,Union Station,17:00,27,Standard
Prius,2019-03-11,Portland,2019-03-10,PDX International Airport,17:00,28,Standard
Sentra,2019-03-11,Portland,2019-03-10,Portland Bus Station,17:00,31,Standard
Prius,2019-03-09,Seattle,2019-03-04,Seattle-Tacoma International Airport,13:00,150,Standard
Sentra,2019-03-09,Seattle,2019-03-04,Seattle-Tacoma International Airport,13:00,160,Standard
Civic,2019-03-09,Seattle,2019-03-04,King Street Station,12:30,165,Standard
Elantra,2019-03-09,Seattle,2019-03-04,King Street Station,12:30,165,Standard
Prius,2019-03-09,,2019-03-04,Seattle-Tacoma International Airport,13:00,150,Standard
Altima,2019-03-10,Philadelphia,2019-03-03,30th Street Station,15:00,210,Standard
Altima,2019-03-10,,2019-03-03,30th Street Station,15:00,210,Standard
Bolt,2019-03-08,Los Angeles,2019-03-03,LAX International Airport,17:00,105,Compact
Fit,2019-03-08,Los Angeles,2019-03-03,LAX International Airport,17:00,130,Compact
GTI,2019-03-08,Los Angeles,2019-03-03,LAX International Airport,17:00,140,Compact
Golf,2019-03-08,Los Angeles,2019-03-03,LAX International Airport,17:00,120,Compact
Bolt,2019-03-08,,2019-03-03,LAX International Airport,17:00,105,Compact
Equinox,2019-03-11,Vancouver,2019-03-06,Pacific Central Station,15:00,205,Full-size
Forester,2019-03-11,Vancouver,2019-03-06,YVR International Airport,15:00,185,Full-size
Tucson,2019-03-11,Vancouver,2019-03-06,Pacific Central Station,15:00,195,Full-size
Equinox,2019-03-11,,2019-03-06,Pacific Central Station,15:00,205,Full-size
Cruze,2019-03-14,Vancouver,2019-03-09,Pacific Central Station,13:00,150,Standard
Prius,2019-03-14,Vancouver,2019-03-09,Pacific Central Station,13:00,155,Standard
Altima,2019-03-14,Vancouver,2019-03-09,YVR International Airport,12:30,190,Standard
Corolla,2019-03-14,Vancouver,2019-03-09,YVR International Airport,12:30,185,Standard
Elantra,2019-03-14,Vancouver,2019-03-09,YVR International Airport,12:30,165,Standard
Cruze,2019-03-14,,2019-03-09,Pacific Central Station,13:00,150,Standard
Accord,2019-03-13,Phoenix,2019-03-12,Sky Harbor International Airport,16:30,33,Standard
Camry,2019-03-13,Phoenix,2019-03-12,Sky Harbor International Airport,16:30,31,Standard
Prius,2019-03-13,Phoenix,2019-03-12,Sky Harbor International Airport,16:30,29,Standard
Accord,2019-03-13,,2019-03-12,Sky Harbor International Airport,16:30,33,Standard
Bolt,2019-03-06,Long Beach,2019-03-03,LGB Airport,17:00,84,Compact
Fit,2019-03-06,Long Beach,2019-03-03,LGB Airport,17:00,84,Compact
Leaf,2019-03-06,Long Beach,2019-03-03,Downtown Station,17:00,75,Compact
Bolt,2019-03-06,,2019-03-03,LGB Airport,17:00,84,Compact
Bolt,2019-03-09,San Diego,2019-03-05,Santa Fe Depot,15:00,92,Compact
Fit,2019-03-09,San Diego,2019-03-05,Santa Fe Depot,15:00,88,Compact
Forte,2019-03-09,San Diego,2019-03-05,SAN International Airport,15:00,112,Compact
GTI,2019-03-09,San Diego,2019-03-05,SAN International Airport,15:00,128,Compact
Leaf,2019-03-09,San Diego,2019-03-05,Santa Fe Depot,15:00,108,Compact
Bolt,2019-03-09,,2019-03-05,Santa Fe Depot,15:00,92,Compact
Accord,2019-03-13,Chicago,2019-03-07,O'Hare International Airport,13:30,204,Standard
Altima,2019-03-13,Chicago,2019-03-07,O'Hare International Airport,13:30,228,Standard
Fusion,2019-03-13,Chicago,2019-03-07,Chicago Union Station,13:30,162,Standard
Accord,2019-03-13,,2019-03-07,O'Hare International Airport,13:30,204,Standard
Accord,2019-03-14,New York,2019-03-08,Grand Central Station,17:00,174,Standard
