city,date,event_name,time,venue,venue_address,number_of_tickets,category,event_type
Los Angeles,3/8/2019,Trojans Vs Bulldogs,18:30,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
Philadelphia,3/2/2019,Owls Vs Huskies,17:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/2/2019,Owls Vs Yellow Jackets,19:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
San Diego,3/7/2019,Fidlar,17:30,The Observatory North Park,2891 University Avenue,,Rock,Music
San Diego,3/7/2019,Psychedelic Furs,19:00,The Observatory North Park,2891 University Avenue,,Rock,Music
San Diego,3/7/2019,The Struts,17:00,The Observatory North Park,2891 University Avenue,,Rock,Music
San Diego,3/7/2019,Padres Vs Rays,17:00,Petco Park,100 Park Boulevard,,Baseball,Sports
Philadelphia,3/13/2019,Owls Vs Huskies,18:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/13/2019,Owls Vs Knights,17:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/13/2019,Owls Vs Yellow Jackets,18:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/13/2019,Phillies Vs Padres,18:30,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
New York,3/13/2019,Americo,19:30,La Boom,"56-15 Northern Boulevard, Woodside",,International,Music
New York,3/13/2019,Chemical Brothers,18:30,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Rock,Music
New York,3/13/2019,Esscalation Music Festival,19:00,Melrose Ballroom,3608 33rd Street,,Electronica,Music
New York,3/13/2019,Greensky Bluegrass,19:00,Pier 17,89 South Street,,Blues,Music
New York,3/13/2019,Jason Isbell,19:00,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,Country,Music
New York,3/13/2019,Jethro Tull,18:00,Forest Hills Stadium,"1 Tennis Place, Forest Hills",,Rock,Music
New York,3/13/2019,Laura Osnes,17:30,Sony Hall,235 West 46th Street,,Classical,Music
New York,3/13/2019,Low,18:30,Murmrr,"17 Eastern Parkway, Brooklyn",,Rock,Music
New York,3/13/2019,Lyfe Jennings,19:30,Sony Hall,235 West 46th Street,,Blues,Music
Los Angeles,3/2/2019,Trojans Vs Bulldogs,19:00,LA Memorial Coliseum,3911 Figueroa Street,,Football,Sports
New York,3/2/2019,Squeeze,17:00,Pier 17,89 South Street,,Rock,Music
New York,3/2/2019,The National,18:00,Prospect Park Bandshell,"141 Prospect Park West, Brooklyn",,Rock,Music
New York,3/2/2019,The Struts,18:30,Pier 17,89 South Street,,Rock,Music
New York,3/2/2019,Thee Oh Sees,19:00,Warsaw,"261 Driggs Avenue, Brooklyn",,Rock,Music
Philadelphia,3/5/2019,Eagles Vs Cowboys,18:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/5/2019,Owls Vs Tigers,19:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/5/2019,Owls Vs Yellow Jackets,18:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/5/2019,Phillies Vs Mets,18:00,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
New York,3/4/2019,Mets Vs Braves,19:00,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/4/2019,Mets Vs Phillies,17:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/4/2019,Mets Vs Rockies,18:30,Citi Field,123-01 Roosevelt Avenue,,Baseball,Sports
New York,3/4/2019,Yankees Vs Indians,17:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/4/2019,Yankees Vs Rangers,17:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
New York,3/4/2019,Yankees Vs Rays,18:00,Yankee Stadium,1 East 161 Street,,Baseball,Sports
San Francisco,3/4/2019,Celine Dion,19:30,Chase Center Experience,500 Terry A Francois Boulevard Suite 73,,Pop,Music
San Francisco,3/4/2019,Electric Feels,17:30,August Hall,420 Mason Street,,Electronica,Music
San Francisco,3/4/2019,Okkervil River,17:00,The Chapel,777 Valencia Street,,Country,Music
San Francisco,3/4/2019,Thee Oh Sees,17:00,The Chapel,777 Valencia Street,,Rock,Music
San Francisco,3/2/2019,Thee Oh Sees,17:30,The Chapel,777 Valencia Street,,Rock,Music
Philadelphia,3/8/2019,Don Broco,17:30,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Philadelphia,3/8/2019,Hot Water Music,19:30,Underground Arts,1200 Callowhill Street,,Rock,Music
Philadelphia,3/8/2019,Nav With Killy,19:30,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/8/2019,Northlane,18:30,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
New York,3/3/2019,The Struts,19:30,Pier 17,89 South Street,,Rock,Music
Philadelphia,3/14/2019,Don Broco,19:30,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Philadelphia,3/14/2019,The Lemonheads,19:30,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
Vancouver,3/8/2019,Billy Idol,18:30,PNE Amphitheatre,2901 East Hastings Street,,Rock,Music
Vancouver,3/8/2019,Styx,19:30,PNE Amphitheatre,2901 East Hastings Street,,Rock,Music
San Diego,3/13/2019,The Hives,18:00,The Observatory North Park,2891 University Avenue,,Rock,Music
Atlanta,3/11/2019,United Vs Earthquakes,18:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,,
San Diego,3/1/2019,Vampire Weekend,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,,
Atlanta,3/2/2019,Yellow Jackets Vs Bulldogs,17:30,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,,
Portland,3/9/2019,Timbers Vs Dc United,19:00,Providence Park,1844 Southwest Morrison Street,,,
Toronto,3/12/2019,Blue Jays Vs Orioles,17:00,Rogers Centre,1 Blue Jays Way,,,
New York,3/12/2019,Mets Vs Indians,19:30,Citi Field,123-01 Roosevelt Avenue,,,
Chicago,3/5/2019,New Found Glory,17:30,Concord Music Hall,2047 North Milwaukee Avenue,,,
Chicago,3/12/2019,White Sox Vs Tigers,18:30,Guaranteed Rate Field,333 West 35th Street,,,
London,3/2/2019,Wallows,19:30,Electric Brixton,Town Hall Parade,,,
New York,3/3/2019,Mets Vs Indians,19:00,Citi Field,123-01 Roosevelt Avenue,,,
Toronto,3/5/2019,Toronto Fc Vs Impact,18:30,BMO Field,170 Princes' Boulevard,,,
San Diego,3/4/2019,Through The Roots,18:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/8/2019,Local Natives,17:00,The Observatory North Park,2891 University Avenue,,,
London,3/6/2019,Wallows,17:00,Electric Brixton,Town Hall Parade,,,
Atlanta,3/13/2019,Panthers Vs Jaguars,19:30,Georgia State Stadium,755 Hank Aaron Drive Southeast,,,
New York,3/3/2019,Blackbear,19:00,Pier 17,89 South Street,,,
New York,3/7/2019,Blackbear,17:00,Pier 17,89 South Street,,,
New York,3/11/2019,Blackbear,19:30,Pier 17,89 South Street,,,
Portland,3/4/2019,Rob Thomas,18:00,Theater Of The Clouds,1016-1098 North Center Court Street,,,
Portland,3/7/2019,Rob Thomas,19:00,Theater Of The Clouds,1016-1098 North Center Court Street,,,
Portland,3/14/2019,Rob Thomas,19:00,Theater Of The Clouds,1016-1098 North Center Court Street,,,
New York,3/2/2019,The Paper Kites,17:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/5/2019,The Paper Kites,19:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/6/2019,The Paper Kites,19:00,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/8/2019,The Paper Kites,19:00,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/9/2019,The Paper Kites,17:00,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/10/2019,The Paper Kites,18:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
New York,3/14/2019,The Paper Kites,19:30,Murmrr,"17 Eastern Parkway, Brooklyn",,,
London,3/1/2019,Imperial Daze,18:00,The Victoria Dalston,451 Queensbridge Road,,,
London,3/8/2019,Imperial Daze,19:30,The Victoria Dalston,451 Queensbridge Road,,,
London,3/9/2019,Imperial Daze,19:30,The Victoria Dalston,451 Queensbridge Road,,,
London,3/10/2019,Imperial Daze,18:00,The Victoria Dalston,451 Queensbridge Road,,,
London,3/13/2019,Imperial Daze,18:30,The Victoria Dalston,451 Queensbridge Road,,,
San Diego,3/5/2019,Through The Roots,19:30,The Observatory North Park,2891 University Avenue,,,
San Diego,3/6/2019,Through The Roots,17:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/8/2019,Through The Roots,18:00,The Observatory North Park,2891 University Avenue,,,
San Diego,3/9/2019,Through The Roots,19:30,The Observatory North Park,2891 University Avenue,,,
Los Angeles,3/1/2019,Kishi Bashi,17:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Los Angeles,3/6/2019,Kishi Bashi,17:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Los Angeles,3/8/2019,Kishi Bashi,17:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Los Angeles,3/14/2019,Kishi Bashi,19:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,,,
Los Angeles,3/4/2019,Dodgers Vs Rockies,17:30,Dodger Stadium,1000 Vin Scully Ave,,,
Los Angeles,3/5/2019,Dodgers Vs Rockies,18:30,Dodger Stadium,1000 Vin Scully Ave,,,
Los Angeles,3/8/2019,Dodgers Vs Rockies,18:30,Dodger Stadium,1000 Vin Scully Ave,,,
Los Angeles,3/13/2019,Dodgers Vs Rockies,19:30,Dodger Stadium,1000 Vin Scully Ave,,,
Los Angeles,3/14/2019,Dodgers Vs Rockies,19:30,Dodger Stadium,1000 Vin Scully Ave,,,
New York,3/2/2019,Yankees Vs Indians,17:30,Yankee Stadium,1 East 161 Street,,,
New York,3/4/2019,Yankees Vs Indians,17:00,Yankee Stadium,1 East 161 Street,,,
New York,3/7/2019,Yankees Vs Indians,17:00,Yankee Stadium,1 East 161 Street,,,
New York,3/14/2019,Yankees Vs Indians,19:00,Yankee Stadium,1 East 161 Street,,,
Napa,3/1/2019,Jon B,17:30,Blue Note Napa,1030 Main Street,,,
Napa,3/3/2019,Jon B,19:00,Blue Note Napa,1030 Main Street,,,
Napa,3/10/2019,Jon B,19:30,Blue Note Napa,1030 Main Street,,,
Napa,3/14/2019,Jon B,18:00,Blue Note Napa,1030 Main Street,,,
New York,3/1/2019,Lyfe Jennings,18:00,Sony Hall,235 West 46th Street,,,
New York,3/2/2019,Lyfe Jennings,19:30,Sony Hall,235 West 46th Street,,,
New York,3/4/2019,Lyfe Jennings,17:30,Sony Hall,235 West 46th Street,,,
New York,3/6/2019,Lyfe Jennings,19:30,Sony Hall,235 West 46th Street,,,
New York,3/11/2019,Lyfe Jennings,19:00,Sony Hall,235 West 46th Street,,,
New York,3/13/2019,Lyfe Jennings,19:30,Sony Hall,235 West 46th Street,,,
Philadelphia,3/9/2019,Phillies Vs Braves,19:30,Citizens Bank Park,1 Citizens Bank Way,,,
Philadelphia,3/11/2019,Phillies Vs Braves,18:00,Citizens Bank Park,1 Citizens Bank Way,,,
San Francisco,3/2/2019,Thee Oh Sees,17:30,The Chapel,777 Valencia Street,,,
San Francisco,3/4/2019,Thee Oh Sees,17:00,The Chapel,777 Valencia Street,,,
Livermore,3/9/2019,Josh Groban,19:00,Concerts at Wente Vineyards,5050 Arroyo Road,,Pop,Music
San Jose,3/4/2019,Cruz Azul Vs Atlas,17:30,Avaya Stadium,1145 Coleman Avenue,,Soccer,Sports
San Francisco,3/10/2019,Okkervil River,19:00,The Chapel,777 Valencia Street,,Country,Music
San Francisco,3/14/2019,Giants Vs Diamondbacks,19:30,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/14/2019,Giants Vs Dodgers,19:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/14/2019,Giants Vs Marlins,19:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/14/2019,Giants Vs Nationals,17:30,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/14/2019,Giants Vs Diamondbacks,19:30,Oracle Park,24 Willie Mays Plaza,,,
Napa,3/9/2019,Mandy Harvey,19:00,Blue Note Napa,1030 Main Street,,Jazz,Music
San Francisco,3/5/2019,Thee Oh Sees,18:30,The Chapel,777 Valencia Street,,Rock,Music
Toronto,3/5/2019,Toronto Fc Vs Impact,18:30,BMO Field,170 Princes' Boulevard,,Soccer,Sports
Toronto,3/5/2019,Toronto Fc Vs Rapids,18:00,BMO Field,170 Princes' Boulevard,,Soccer,Sports
San Francisco,3/7/2019,Giants Vs Marlins,17:30,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/13/2019,Giants Vs Nationals,19:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
Philadelphia,3/3/2019,Girl In Red,18:00,The Foundry,29 East Allen Street 2nd Floor,,Pop,Music
Philadelphia,3/3/2019,Tuxedo,17:30,The Foundry,29 East Allen Street 2nd Floor,,Pop,Music
Sydney,3/14/2019,Melbourne Knights Vs Avondale,19:00,Football Federation Australia,1 Oxford Street,,Soccer,Sports
Sydney,3/14/2019,Melbourne Knights Vs Avondale,19:00,Football Federation Australia,1 Oxford Street,,,
New York,3/7/2019,Buddy Guy,17:00,Sony Hall,235 West 46th Street,,Blues,Music
New York,3/7/2019,Laura Osnes,19:00,Sony Hall,235 West 46th Street,,Classical,Music
New York,3/7/2019,Low,18:30,Murmrr,"17 Eastern Parkway, Brooklyn",,Rock,Music
New York,3/7/2019,Madonna Brooklyn,19:00,BAM Howard Gilman Opera House,"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",,Pop,Music
New York,3/7/2019,Panteon Rococo,17:30,Sony Hall,235 West 46th Street,,Rock,Music
New York,3/7/2019,Russian Circles,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",,Rock,Music
Los Angeles,3/9/2019,Girl In Red,17:30,The Teragram Ballroom,1234 West 7th Street,,Pop,Music
San Francisco,3/10/2019,Giants Vs Nationals,18:30,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
San Francisco,3/10/2019,Giants Vs Rockies,17:00,Oracle Park,24 Willie Mays Plaza,,Baseball,Sports
Philadelphia,3/13/2019,Toto,17:30,The Met Philadelphia,858 North Broad Street,,,
Los Angeles,3/9/2019,Gloryhammer,19:00,1720(tm),1720 East 16th Street,,Rock,Music
Los Angeles,3/9/2019,Murder City Devils,19:00,The Teragram Ballroom,1234 West 7th Street,,Rock,Music
Vancouver,3/9/2019,Beach Boys,17:00,PNE Amphitheatre,2901 East Hastings Street,,Pop,Music
Vancouver,3/9/2019,Smokey Robinson,17:30,PNE Amphitheatre,2901 East Hastings Street,,Blues,Music
Berkeley,3/3/2019,Golden Bears Vs Cougars,19:00,California Memorial Stadium,2227 Piedmont Avenue,,Football,Sports
Berkeley,3/11/2019,Golden Bears Vs Trojans,18:00,California Memorial Stadium,2227 Piedmont Avenue,,Football,Sports
Oakland,3/11/2019,Raiders Vs Chiefs,18:30,Oakland-Alameda County Coliseum,7000 Coliseum Way,,Football,Sports
Toronto,3/4/2019,Toronto Fc Vs Impact,17:00,BMO Field,170 Princes' Boulevard,,Soccer,Sports
Philadelphia,3/14/2019,Eagles Vs Cowboys,18:30,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/14/2019,Owls Vs Knights,17:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/14/2019,Phillies Vs Braves,17:00,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Atlanta,3/3/2019,Taking Back Sunday,17:00,Kenny's Alley,50 Upper Alabama Street,,Rock,Music
Anaheim,3/8/2019,Angels Vs Astros,18:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Anaheim,3/8/2019,Angels Vs Mariners,17:00,Angel Stadium of Anaheim,2000 East Gene Autry Way,,Baseball,Sports
Oakland,3/6/2019,Raiders Vs Lions,19:30,Oakland-Alameda County Coliseum,7000 Coliseum Way,,Football,Sports
Oakland,3/6/2019,Raiders Vs Titans,18:00,Oakland-Alameda County Coliseum,7000 Coliseum Way,,Football,Sports
Atlanta,3/6/2019,Falcons Vs Buccaneers,19:00,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/6/2019,Yellow Jackets Vs Panthers,19:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,Football,Sports
Vancouver,3/4/2019,Last Dinosaurs,19:00,Imperial Vancouver,319 Main Street,,Electronica,Music
Vancouver,3/4/2019,Smokey Robinson,19:00,PNE Amphitheatre,2901 East Hastings Street,,Blues,Music
Vancouver,3/4/2019,Styx,17:00,PNE Amphitheatre,2901 East Hastings Street,,Rock,Music
Los Angeles,3/2/2019,Girl In Red,18:30,The Teragram Ballroom,1234 West 7th Street,,Pop,Music
Vancouver,3/9/2019,Whitecaps Vs Colorado Rapids,17:00,BC Place,777 Pacific Boulevard,,Soccer,Sports
Vancouver,3/9/2019,Whitecaps Vs Kansas City,19:00,BC Place,777 Pacific Boulevard,,Soccer,Sports
Atlanta,3/4/2019,Falcons Vs Jaguars,19:30,Mercedes-Benz Stadium,1 AMB Drive Northwest,,Football,Sports
Atlanta,3/4/2019,Panthers Vs Mountaineers,18:00,Georgia State Stadium,755 Hank Aaron Drive Southeast,,Basketball,Sports
Atlanta,3/4/2019,Panthers Vs Paladins,17:00,Georgia State Stadium,755 Hank Aaron Drive Southeast,,Basketball,Sports
Atlanta,3/4/2019,Yellow Jackets Vs Bulldogs,17:00,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,Football,Sports
Philadelphia,3/3/2019,Don Broco,17:00,The Foundry,29 East Allen Street 2nd Floor,,Rock,Music
London,3/3/2019,Shakey Graves,19:00,The Dome,2A Dartmouth Park Hill,,Blues,Music
San Jose,3/6/2019,Cruz Azul Vs Atlas,19:00,Avaya Stadium,1145 Coleman Avenue,,Soccer,Sports
Philadelphia,3/6/2019,Phillies Vs Diamondbacks,17:30,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/6/2019,Phillies Vs Pirates,18:30,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/6/2019,Blueface,17:00,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/6/2019,Nav With Killy,17:00,The Fillmore Philadelphia,29 East Allen Street,,Hip Hop,Music
Philadelphia,3/6/2019,Toto,17:00,The Met Philadelphia,858 North Broad Street,,Pop,Music
Portland,3/12/2019,Timbers Vs Earthquakes,17:30,Providence Park,1844 Southwest Morrison Street,,Soccer,Sports
Portland,3/12/2019,Timbers Vs Rsl,19:30,Providence Park,1844 Southwest Morrison Street,,Soccer,Sports
Philadelphia,3/7/2019,Conan Gray,18:00,The Fillmore Philadelphia,29 East Allen Street,,Pop,Music
Philadelphia,3/7/2019,Tuxedo,18:00,The Foundry,29 East Allen Street 2nd Floor,,Pop,Music
Toronto,3/13/2019,Toronto Fc Vs Crew,18:00,BMO Field,170 Princes' Boulevard,,Soccer,Sports
Phoenix,3/6/2019,Greensky Bluegrass,18:30,The Van Buren,401 West Van Buren Street,,Blues,Music
Toronto,3/4/2019,Blue Jays Vs Astros,19:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/4/2019,Blue Jays Vs Rangers,19:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/4/2019,Blue Jays Vs Rays,18:00,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Atlanta,3/5/2019,Panthers Vs Jaguars,19:30,Georgia State Stadium,755 Hank Aaron Drive Southeast,,Basketball,Sports
Oakland,3/13/2019,Raiders Vs Bengals,17:30,Oakland-Alameda County Coliseum,7000 Coliseum Way,,Football,Sports
Oakland,3/13/2019,Raiders Vs Jaguars,17:30,Oakland-Alameda County Coliseum,7000 Coliseum Way,,Football,Sports
Washington D.C.,3/14/2019,Nationals Vs Diamondbacks,18:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/14/2019,Nationals Vs Dodgers,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/14/2019,Nationals Vs Indians,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/14/2019,Nationals Vs Royals,18:00,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Washington D.C.,3/14/2019,Nationals Vs White Sox,19:30,Nationals Park,1500 South Capitol Street Southeast,,Baseball,Sports
Atlanta,3/5/2019,Yellow Jackets Vs Bulldogs,18:30,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,Football,Sports
Atlanta,3/5/2019,Yellow Jackets Vs Hokies,17:30,Bobby Dodd Stadium at Historic Grant Field,177 North Avenue Northwest,,Football,Sports
Portland,3/11/2019,Kishi Bashi,17:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,,Electronica,Music
Portland,3/11/2019,Kishi Bashi,17:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,,,
Washington D.C.,3/4/2019,Nationals Vs Braves,19:00,Nationals Park,1500 South Capitol Street Southeast,,,
Chicago,3/1/2019,Billy Currington,18:30,Gallagher Way,3635 North Clark Street,,Country,Music
Washington D.C.,3/11/2019,Nationals Vs Braves,19:30,Nationals Park,1500 South Capitol Street Southeast,,,
Washington D.C.,3/14/2019,Carbon Leaf,19:00,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,Blues,Music
Washington D.C.,3/14/2019,Nicole Belanus Washington,17:00,Pearl Street Warehouse,"33 Pearl Street Southwest, Washington, District of Columbia 20024, United States",,Blues,Music
Washington D.C.,3/14/2019,Thenewdeal,19:30,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,Electronica,Music
Washington D.C.,3/14/2019,Thenewdeal,19:30,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,,
Atlanta,3/5/2019,Gorgasm,17:30,Kenny's Alley,50 Upper Alabama Street,,Rock,Music
London,3/1/2019,Crystal Lake,18:00,Boston Music Room,178 Junction Road,,Rock,Music
Oakland,3/14/2019,Raiders Vs Lions,17:00,Oakland-Alameda County Coliseum,7000 Coliseum Way,,Football,Sports
Oakland,3/14/2019,Raiders Vs Titans,17:00,Oakland-Alameda County Coliseum,7000 Coliseum Way,,Football,Sports
Chicago,3/6/2019,Cubs Vs Brewers,18:00,Wrigley Field,1060 West Addison Street,,Baseball,Sports
Phoenix,3/12/2019,Diamondbacks Vs Brewers,18:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/12/2019,Diamondbacks Vs Mets,18:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/12/2019,Diamondbacks Vs Reds,17:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
Phoenix,3/12/2019,Diamondbacks Vs Rockies,18:00,Chase Field,401 East Jefferson Street,,Baseball,Sports
Vancouver,3/8/2019,Smokey Robinson,17:00,PNE Amphitheatre,2901 East Hastings Street,,Blues,Music
Phoenix,3/5/2019,The Drums,19:00,The Van Buren,401 West Van Buren Street,,Pop,Music
Seattle,3/8/2019,Sounders Vs Revolution,18:30,CenturyLink Field,800 Occidental Avenue South,,Soccer,Sports
Seattle,3/8/2019,Sounders Vs Timbers,17:00,CenturyLink Field,800 Occidental Avenue South,,Soccer,Sports
Napa,3/5/2019,Acoustic Alchemy,19:00,Blue Note Napa,1030 Main Street,,,
Phoenix,3/1/2019,Tash Sultana,17:00,The Van Buren,401 West Van Buren Street,,Rock,Music
Washington D.C.,3/14/2019,Nationals Vs Diamondbacks,18:30,Nationals Park,1500 South Capitol Street Southeast,,,
Toronto,3/7/2019,Blue Jays Vs Indians,19:00,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/7/2019,Blue Jays Vs Mariners,18:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
Toronto,3/7/2019,Blue Jays Vs Yankees,17:30,Rogers Centre,1 Blue Jays Way,,Baseball,Sports
London,3/13/2019,Imperial Daze,18:30,The Victoria Dalston,451 Queensbridge Road,,Pop,Music
London,3/13/2019,Crystal Lake,18:00,Boston Music Room,178 Junction Road,,Rock,Music
Chicago,3/9/2019,Sky Vs Fever,17:30,Wintrust Arena,200 East Cermak Road,,,
San Diego,3/12/2019,Aly And Aj,18:00,The Observatory North Park,2891 University Avenue,,Pop,Music
San Diego,3/12/2019,Psychedelic Furs,19:00,The Observatory North Park,2891 University Avenue,,Rock,Music
San Diego,3/12/2019,Pup,17:30,The Irenic,3090 Polk Avenue,,Rock,Music
San Diego,3/12/2019,Sara Bareilles,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Pop,Music
San Diego,3/11/2019,Prettymuch,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,,Pop,Music
San Diego,3/11/2019,Tuxedo,18:00,The Observatory North Park,2891 University Avenue,,Pop,Music
Oakland,3/12/2019,Raiders Vs Bengals,19:00,Oakland-Alameda County Coliseum,7000 Coliseum Way,,Football,Sports
Portland,3/10/2019,Kishi Bashi,17:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,,,
London,3/8/2019,Imperial Daze,19:30,The Victoria Dalston,451 Queensbridge Road,,Pop,Music
London,3/8/2019,Wallows,19:30,Electric Brixton,Town Hall Parade,,Rock,Music
Philadelphia,3/8/2019,Owls Vs Huskies,18:00,Lincoln Financial Field,1 Lincoln Financial Field Way,,Football,Sports
Philadelphia,3/8/2019,Phillies Vs Cubs,18:00,Citizens Bank Park,1 Citizens Bank Way,,Baseball,Sports
Philadelphia,3/10/2019,Lights,19:30,The Foundry,29 East Allen Street 2nd Floor,,Electronica,Music
Chicago,3/1/2019,White Sox Vs Angels,17:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/1/2019,White Sox Vs Indians,18:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/1/2019,White Sox Vs Tigers,19:30,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Chicago,3/1/2019,White Sox Vs Twins,17:00,Guaranteed Rate Field,333 West 35th Street,,Baseball,Sports
Washington D.C.,3/1/2019,Freestyle Love Supreme,17:00,Family Theater,"2700 F Street Northwest, Washington, District of Columbia 20566, United States",,Hip Hop,Music
Washington D.C.,3/1/2019,Juliana Hatfield,18:30,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,Pop,Music
Washington D.C.,3/1/2019,Nicole Belanus Washington,19:30,Pearl Street Warehouse,"33 Pearl Street Southwest, Washington, District of Columbia 20024, United States",,Blues,Music
Washington D.C.,3/3/2019,Carbon Leaf,18:30,Union Stage,"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,Blues,Music
Washington D.C.,3/3/2019,Nicole Belanus Washington,19:00,Pearl Street Warehouse,"33 Pearl Street Southwest, Washington, District of Columbia 20024, United States",,Blues,Music
Philadelphia,3/2/2019,Girl In Red,19:00,The Foundry,29 East Allen Street 2nd Floor,,Pop,Music
Phoenix,3/2/2019,Diamondbacks Vs Orioles,19:30,Chase Field,401 East Jefferson Street,,Baseball,Sports
