airlines,departure_date,destination_airport,is_nonstop,number_of_tickets,origin_airport,outbound_arrival_time,outbound_departure_time,price,seating_class,inbound_arrival_time,inbound_departure_time,return_date
Southwest Airlines,2019-03-12,San Francisco,True,1,San Diego,13:50,12:10,104,Economy,,,
United Airlines,2019-03-12,San Francisco,True,1,San Diego,00:55,23:15,98,Economy,,,
United Airlines,2019-03-14,San Francisco,True,1,San Diego,00:55,23:15,99,Economy,,,
American Airlines,2019-03-04,Atlanta,False,1,Philadelphia,18:42,15:20,176,Economy,,,
Delta Airlines,2019-03-04,Atlanta,False,1,Philadelphia,18:42,15:00,161,Economy,,,
Southwest Airlines,2019-03-04,Atlanta,False,1,Philadelphia,18:42,14:45,161,Economy,,,
United Airlines,2019-03-04,Atlanta,False,1,Philadelphia,13:42,09:45,176,Economy,,,
United Airlines,2019-03-07,Philadelphia,True,1,Chicago,19:36,16:25,126,Economy,,,
American Airlines,2019-03-02,New York,True,1,Philadelphia,14:11,13:20,98,Premium Economy,,,
American Airlines,2019-03-02,Atlanta,True,1,New York,12:07,09:45,133,Economy,,,
Delta Airlines,2019-03-02,Atlanta,True,1,New York,18:42,16:20,119,Economy,,,
Southwest Airlines,2019-03-02,Atlanta,True,1,New York,23:47,21:25,130,Economy,,,
United Airlines,2019-03-02,Atlanta,True,1,New York,21:22,19:00,117,Economy,,,
American Airlines,2019-03-02,Atlanta,True,4,New York,12:07,09:45,133,Economy,,,
Delta Airlines,2019-03-02,Atlanta,True,4,New York,18:42,16:20,119,Economy,,,
Southwest Airlines,2019-03-02,Atlanta,True,4,New York,23:47,21:25,130,Economy,,,
United Airlines,2019-03-02,Atlanta,True,4,New York,21:22,19:00,117,Economy,,,
Alaska Airlines,2019-03-14,San Diego,True,1,Los Angeles,10:59,10:05,70,Economy,,,
American Airlines,2019-03-14,San Diego,True,1,Los Angeles,21:39,20:45,67,Economy,,,
Delta Airlines,2019-03-14,San Diego,True,1,Los Angeles,14:14,13:20,69,Economy,,,
Southwest Airlines,2019-03-14,San Diego,True,1,Los Angeles,16:44,15:50,61,Economy,,,
Alaska Airlines,2019-03-06,Seattle,True,1,Portland,10:43,09:45,73,Economy,,,
Delta Airlines,2019-03-06,Seattle,True,1,Portland,13:18,12:20,75,Economy,,,
United Airlines,2019-03-06,Seattle,True,1,Portland,05:38,04:40,71,Economy,,,
American Airlines,2019-03-02,Washington,True,1,Chicago,23:33,20:35,181,Premium Economy,,,
Southwest Airlines,2019-03-02,Washington,True,1,Chicago,18:48,15:50,206,Premium Economy,,,
American Airlines,2019-03-07,Chicago,True,2,Philadelphia,08:41,07:30,129,Economy,,,
Delta Airlines,2019-03-07,Chicago,True,2,Philadelphia,17:26,16:15,119,Economy,,,
Southwest Airlines,2019-03-07,Chicago,True,2,Philadelphia,08:26,07:15,126,Economy,,,
United Airlines,2019-03-07,Chicago,True,2,Philadelphia,23:46,22:35,117,Economy,,,
American Airlines,2019-03-12,New York,True,1,Washington,00:05,22:55,83,Economy,,,
Delta Airlines,2019-03-12,New York,True,1,Washington,14:05,12:55,82,Economy,,,
Southwest Airlines,2019-03-12,New York,True,1,Washington,17:10,16:00,73,Economy,,,
United Airlines,2019-03-12,New York,True,1,Washington,13:55,12:45,88,Economy,,,
Alaska Airlines,2019-03-14,San Francisco,False,1,San Diego,00:50,21:10,143,Economy,,,
American Airlines,2019-03-14,New York,True,1,Washington,22:35,21:25,86,Economy,,,
Delta Airlines,2019-03-14,New York,True,1,Washington,14:05,12:55,83,Economy,,,
Southwest Airlines,2019-03-14,New York,True,1,Washington,22:00,20:50,80,Economy,,,
United Airlines,2019-03-14,New York,True,1,Washington,13:55,12:45,86,Economy,,,
Delta Airlines,2019-03-11,Phoenix,False,1,Berlin,01:57,15:50,405,Economy,,,
United Airlines,2019-03-11,Phoenix,False,1,Berlin,16:03,04:05,356,Economy,,,
Alaska Airlines,2019-03-11,Phoenix,True,1,San Francisco,01:57,23:50,120,Economy,,,
American Airlines,2019-03-11,Phoenix,True,1,San Francisco,09:37,07:30,135,Economy,,,
Delta Airlines,2019-03-11,Phoenix,True,1,San Francisco,10:37,08:30,118,Economy,,,
Southwest Airlines,2019-03-11,Phoenix,True,1,San Francisco,22:47,20:40,121,Economy,,,
United Airlines,2019-03-11,Phoenix,True,1,San Francisco,00:37,22:30,127,Economy,,,
American Airlines,2019-03-09,Washington,True,1,Atlanta,16:46,14:55,123,Economy,,,
Delta Airlines,2019-03-09,Washington,True,1,Atlanta,19:06,17:15,103,Economy,,,
Southwest Airlines,2019-03-09,Washington,False,1,Atlanta,15:03,10:40,202,Economy,,,
United Airlines,2019-03-09,Washington,True,1,Atlanta,06:56,05:05,118,Economy,,,
Alaska Airlines,2019-03-07,Phoenix,True,1,San Francisco,01:07,23:00,116,Economy,,,
American Airlines,2019-03-07,Phoenix,True,1,San Francisco,09:37,07:30,120,Economy,,,
Delta Airlines,2019-03-07,Phoenix,True,1,San Francisco,10:37,08:30,119,Economy,,,
Southwest Airlines,2019-03-07,Phoenix,True,1,San Francisco,22:47,20:40,126,Economy,,,
United Airlines,2019-03-07,Phoenix,True,1,San Francisco,00:37,22:30,105,Economy,,,
Alaska Airlines,2019-03-14,San Diego,True,1,San Francisco,18:00,16:20,106,Economy,,,
American Airlines,2019-03-14,San Diego,True,1,San Francisco,11:00,09:20,111,Economy,,,
Delta Airlines,2019-03-14,San Diego,False,1,San Francisco,13:09,09:45,169,Economy,,,
Southwest Airlines,2019-03-14,San Diego,True,1,San Francisco,14:20,12:40,116,Economy,,,
United Airlines,2019-03-14,San Diego,True,1,San Francisco,10:00,08:20,110,Economy,,,
Alaska Airlines,2019-03-01,Los Angeles,True,1,San Francisco,13:50,12:25,83,Economy,,,
American Airlines,2019-03-01,Los Angeles,True,1,San Francisco,20:35,19:10,85,Economy,,,
Delta Airlines,2019-03-01,Los Angeles,True,1,San Francisco,11:10,09:45,97,Economy,,,
Southwest Airlines,2019-03-01,Los Angeles,True,1,San Francisco,15:50,14:25,90,Economy,,,
United Airlines,2019-03-01,Los Angeles,True,1,San Francisco,23:15,21:50,95,Economy,,,
American Airlines,2019-03-12,Washington,True,1,New York,18:10,17:00,92,Economy,,,
Southwest Airlines,2019-03-12,Washington,True,1,New York,18:20,17:10,82,Economy,,,
United Airlines,2019-03-12,Washington,True,1,New York,06:30,05:20,74,Economy,,,
American Airlines,2019-03-10,New York,True,1,Washington,22:35,21:25,84,Economy,,,
Delta Airlines,2019-03-10,New York,True,1,Washington,14:05,12:55,85,Economy,,,
Southwest Airlines,2019-03-10,New York,True,1,Washington,22:00,20:50,74,Economy,,,
United Airlines,2019-03-10,New York,True,1,Washington,13:55,12:45,86,Economy,,,
Delta Airlines,2019-03-03,Vancouver,False,4,Seattle,10:47,04:10,250,Economy,,,
Southwest Airlines,2019-03-03,Vancouver,False,4,Seattle,22:44,11:10,279,Economy,,,
Alaska Airlines,2019-03-01,Las Vegas,True,1,San Francisco,17:15,15:40,95,Economy,,,
American Airlines,2019-03-01,Las Vegas,True,1,San Francisco,14:55,13:20,89,Economy,,,
Delta Airlines,2019-03-01,Las Vegas,True,1,San Francisco,19:25,17:50,90,Economy,,,
Southwest Airlines,2019-03-01,Las Vegas,True,1,San Francisco,21:05,19:30,98,Economy,,,
United Airlines,2019-03-01,Las Vegas,True,1,San Francisco,18:10,16:35,103,Economy,,,
Alaska Airlines,2019-03-01,San Diego,True,1,San Francisco,18:00,16:20,105,Economy,,,
American Airlines,2019-03-01,San Diego,True,1,San Francisco,11:00,09:20,106,Economy,,,
Delta Airlines,2019-03-01,San Diego,False,1,San Francisco,13:09,09:45,161,Economy,,,
Southwest Airlines,2019-03-01,San Diego,True,1,San Francisco,14:20,12:40,108,Economy,,,
American Airlines,2019-03-08,Los Angeles,True,4,Phoenix,16:08,14:40,78,Economy,,,
Delta Airlines,2019-03-08,Los Angeles,True,4,Phoenix,10:43,09:15,101,Economy,,,
Southwest Airlines,2019-03-08,Los Angeles,True,4,Phoenix,12:58,11:30,100,Economy,,,
Alaska Airlines,2019-03-05,Seattle,True,1,Portland,10:43,09:45,104,Premium Economy,,,
Delta Airlines,2019-03-05,Seattle,True,1,Portland,13:18,12:20,111,Premium Economy,,,
United Airlines,2019-03-05,Seattle,True,1,Portland,05:38,04:40,110,Premium Economy,,,
Alaska Airlines,2019-03-01,Phoenix,True,1,Los Angeles,11:13,09:45,84,Economy,,,
American Airlines,2019-03-01,Phoenix,True,1,Los Angeles,18:23,16:55,100,Economy,,,
Southwest Airlines,2019-03-01,Phoenix,True,1,Los Angeles,16:08,14:40,97,Economy,,,
United Airlines,2019-03-01,Phoenix,False,1,Los Angeles,11:34,08:10,179,Economy,,,
Delta Airlines,2019-03-03,Chicago,True,1,New York,22:14,20:55,169,Premium Economy,,,
Southwest Airlines,2019-03-03,Chicago,True,1,New York,13:04,11:45,194,Premium Economy,,,
United Airlines,2019-03-03,Chicago,True,1,New York,15:49,14:30,208,Premium Economy,,,
Alaska Airlines,2019-03-03,Phoenix,True,1,San Diego,07:45,06:25,85,Economy,,,
American Airlines,2019-03-03,Phoenix,True,1,San Diego,22:00,20:40,94,Economy,,,
Southwest Airlines,2019-03-03,Phoenix,True,1,San Diego,14:05,12:45,92,Economy,,,
Alaska Airlines,2019-03-03,Phoenix,True,2,San Diego,07:45,06:25,85,Economy,,,
American Airlines,2019-03-03,Phoenix,True,2,San Diego,22:00,20:40,94,Economy,,,
Delta Airlines,2019-03-01,Seattle,False,3,Vancouver,13:01,06:35,241,Economy,,,
American Airlines,2019-03-06,Washington,True,1,Atlanta,16:46,14:55,110,Economy,,,
Delta Airlines,2019-03-06,Washington,True,1,Atlanta,19:06,17:15,101,Economy,,,
Southwest Airlines,2019-03-06,Washington,False,1,Atlanta,18:10,14:30,199,Economy,,,
United Airlines,2019-03-06,Washington,True,1,Atlanta,23:41,21:50,129,Economy,,,
American Airlines,2019-03-03,Atlanta,True,1,New York,12:07,09:45,139,Economy,,,
Delta Airlines,2019-03-03,Atlanta,True,1,New York,18:42,16:20,134,Economy,,,
Southwest Airlines,2019-03-03,Atlanta,True,1,New York,20:37,18:15,138,Economy,,,
United Airlines,2019-03-03,Atlanta,True,1,New York,21:22,19:00,117,Economy,,,
American Airlines,2019-03-01,New York,True,1,Chicago,08:24,05:05,148,Economy,,,
Delta Airlines,2019-03-01,New York,True,1,Chicago,11:19,08:00,128,Economy,,,
Southwest Airlines,2019-03-01,New York,True,1,Chicago,20:24,17:05,136,Economy,,,
Delta Airlines,2019-03-04,Philadelphia,False,2,Washington,16:11,10:30,243,Economy,,,
Southwest Airlines,2019-03-04,Philadelphia,False,2,Washington,13:51,08:40,232,Economy,,,
United Airlines,2019-03-04,Philadelphia,False,2,Washington,16:11,11:45,232,Economy,,,
Delta Airlines,2019-03-02,Vancouver,False,1,Seattle,10:47,04:10,244,Economy,,,
Southwest Airlines,2019-03-02,Vancouver,False,1,Seattle,17:32,12:45,257,Economy,,,
United Airlines,2019-03-02,Vancouver,False,1,Seattle,21:56,10:35,376,Economy,,,
American Airlines,2019-03-06,Philadelphia,False,1,Chicago,09:26,05:05,174,Economy,,,
Delta Airlines,2019-03-06,Philadelphia,True,1,Chicago,16:11,13:00,109,Economy,,,
Southwest Airlines,2019-03-06,Philadelphia,True,1,Chicago,16:21,13:10,134,Economy,,,
Alaska Airlines,2019-03-14,Phoenix,True,1,San Francisco,01:07,23:00,123,Economy,,,
American Airlines,2019-03-14,Phoenix,True,1,San Francisco,09:37,07:30,125,Economy,,,
Delta Airlines,2019-03-14,Phoenix,True,1,San Francisco,10:37,08:30,131,Economy,,,
Southwest Airlines,2019-03-14,Phoenix,False,1,San Francisco,18:23,14:25,187,Economy,,,
United Airlines,2019-03-14,Phoenix,True,1,San Francisco,00:37,22:30,109,Economy,,,
Alaska Airlines,2019-03-11,Phoenix,True,3,San Francisco,01:57,23:50,120,Economy,,,
American Airlines,2019-03-11,Phoenix,True,3,San Francisco,09:37,07:30,135,Economy,,,
Delta Airlines,2019-03-11,Phoenix,True,3,San Francisco,10:37,08:30,118,Economy,,,
Southwest Airlines,2019-03-11,Phoenix,True,3,San Francisco,22:47,20:40,121,Economy,,,
United Airlines,2019-03-11,Phoenix,True,3,San Francisco,00:37,22:30,127,Economy,,,
Alaska Airlines,2019-03-11,Phoenix,True,3,San Francisco,01:57,23:50,161,Premium Economy,,,
Delta Airlines,2019-03-11,Phoenix,True,3,San Francisco,10:37,08:30,188,Premium Economy,,,
American Airlines,2019-03-05,Washington,True,1,Chicago,23:33,20:35,102,Economy,,,
American Airlines,2019-03-02,Chicago,True,1,Philadelphia,18:56,17:45,120,Economy,,,
Delta Airlines,2019-03-02,Chicago,True,1,Philadelphia,17:26,16:15,114,Economy,,,
United Airlines,2019-03-02,Chicago,True,1,Philadelphia,22:46,21:35,130,Economy,,,
Alaska Airlines,2019-03-07,Los Angeles,True,1,San Diego,00:49,23:55,64,Economy,,,
Southwest Airlines,2019-03-07,Los Angeles,True,1,San Diego,13:14,12:20,67,Economy,,,
United Airlines,2019-03-07,Los Angeles,True,1,San Diego,23:49,22:55,65,Economy,,,
American Airlines,2019-03-07,Atlanta,True,1,Washington,18:21,16:30,111,Economy,,,
Delta Airlines,2019-03-07,Atlanta,False,1,Washington,16:52,12:55,201,Economy,,,
Southwest Airlines,2019-03-07,Atlanta,False,1,Washington,20:37,16:00,197,Economy,,,
United Airlines,2019-03-07,Atlanta,False,1,Washington,16:52,12:45,188,Economy,,,
Southwest Airlines,2019-03-01,Portland,True,1,Seattle,06:13,05:15,64,Economy,,,
United Airlines,2019-03-01,Portland,True,1,Seattle,00:38,23:40,66,Economy,,,
Delta Airlines,2019-03-01,Portland,True,1,Seattle,18:33,17:35,121,Premium Economy,,,
Southwest Airlines,2019-03-01,Portland,True,1,Seattle,06:13,05:15,125,Premium Economy,,,
American Airlines,2019-03-10,New York,True,3,Washington,22:35,21:25,84,Economy,,,
Delta Airlines,2019-03-10,New York,True,3,Washington,14:05,12:55,85,Economy,,,
Southwest Airlines,2019-03-10,New York,True,3,Washington,22:00,20:50,74,Economy,,,
United Airlines,2019-03-10,New York,True,3,Washington,13:55,12:45,86,Economy,,,
American Airlines,2019-03-12,Seattle,False,1,Vancouver,02:17,17:10,268,Economy,,,
Delta Airlines,2019-03-12,Seattle,False,1,Vancouver,13:01,06:35,214,Economy,,,
United Airlines,2019-03-12,Seattle,False,1,Vancouver,17:47,09:25,266,Economy,,,
Delta Airlines,2019-03-08,Washington,True,1,Chicago,21:43,18:45,99,Economy,,,
American Airlines,2019-03-14,Portland,False,1,Vancouver,17:48,11:20,226,Economy,,,
Delta Airlines,2019-03-14,Portland,False,1,Vancouver,12:28,06:35,224,Economy,,,
Southwest Airlines,2019-03-02,Phoenix,True,1,San Diego,14:05,12:45,98,Economy,,,
American Airlines,2019-03-01,San Francisco,True,1,San Diego,23:45,22:05,110,Economy,,,
Delta Airlines,2019-03-01,San Francisco,True,1,San Diego,18:50,17:10,113,Economy,,,
Southwest Airlines,2019-03-01,San Francisco,True,1,San Diego,13:50,12:10,94,Economy,,,
United Airlines,2019-03-01,San Francisco,True,1,San Diego,00:55,23:15,112,Economy,,,
American Airlines,2019-03-06,Atlanta,True,1,Los Angeles,23:04,15:05,265,Economy,09:24,07:25,2019-03-13
Delta Airlines,2019-03-06,Atlanta,False,1,Los Angeles,21:04,13:05,358,Economy,10:57,06:50,2019-03-13
Southwest Airlines,2019-03-06,Atlanta,True,1,Los Angeles,02:49,18:50,267,Economy,19:09,17:10,2019-03-13
United Airlines,2019-03-06,Atlanta,False,1,Los Angeles,05:52,17:10,428,Economy,13:35,09:30,2019-03-13
American Airlines,2019-03-04,Seattle,False,1,New York,19:57,13:40,493,Economy,05:51,16:15,2019-03-14
American Airlines,2019-03-09,Seattle,False,1,Mexico City,22:11,16:25,386,Economy,01:08,16:15,2019-03-11
Delta Airlines,2019-03-09,Seattle,False,1,Mexico City,22:11,15:10,396,Economy,21:05,12:35,2019-03-11
American Airlines,2019-03-04,Toronto,False,1,Atlanta,12:25,05:10,315,Economy,09:06,00:00,2019-03-07
Delta Airlines,2019-03-04,Toronto,False,1,Atlanta,11:13,06:50,309,Economy,17:06,12:50,2019-03-07
American Airlines,2019-03-04,Seattle,False,1,Washington,17:47,10:30,486,Economy,04:55,16:55,2019-03-07
Delta Airlines,2019-03-04,Seattle,True,1,Washington,02:08,23:20,275,Economy,13:33,04:45,2019-03-07
Southwest Airlines,2019-03-04,Seattle,True,1,Washington,13:13,10:25,277,Economy,13:23,04:35,2019-03-07
United Airlines,2019-03-04,Seattle,False,1,Washington,19:57,13:20,438,Economy,16:03,06:05,2019-03-07
Alaska Airlines,2019-03-01,Portland,False,1,Los Angeles,09:28,04:40,257,Economy,19:40,17:10,2019-03-13
Delta Airlines,2019-03-01,Portland,True,1,Los Angeles,12:50,10:20,208,Economy,11:55,09:25,2019-03-13
United Airlines,2019-03-01,Portland,True,1,Los Angeles,01:25,22:55,189,Economy,20:50,18:20,2019-03-13
Delta Airlines,2019-03-05,Los Angeles,True,1,Las Vegas,20:55,19:45,129,Economy,17:45,16:35,2019-03-12
Southwest Airlines,2019-03-05,Los Angeles,True,1,Las Vegas,20:30,19:20,136,Economy,07:35,06:25,2019-03-12
United Airlines,2019-03-05,Los Angeles,True,1,Las Vegas,09:35,08:25,136,Economy,09:20,08:10,2019-03-12
American Airlines,2019-03-02,San Francisco,True,1,Atlanta,18:11,15:45,318,Economy,05:46,21:20,2019-03-14
Delta Airlines,2019-03-02,San Francisco,False,1,Atlanta,08:16,05:50,345,Economy,20:24,09:45,2019-03-14
Southwest Airlines,2019-03-02,San Francisco,True,1,Atlanta,12:46,10:20,278,Economy,03:11,18:45,2019-03-14
United Airlines,2019-03-02,San Francisco,False,1,Atlanta,00:11,21:45,353,Economy,20:46,09:20,2019-03-14
Delta Airlines,2019-03-03,Sydney,False,1,Atlanta,10:16,05:50,542,Economy,14:04,10:55,2019-03-08
Southwest Airlines,2019-03-02,Seattle,True,1,San Francisco,15:06,12:55,177,Economy,15:46,13:35,2019-03-06
Delta Airlines,2019-03-06,Phoenix,False,1,Berlin,01:07,15:50,557,Economy,19:40,18:15,2019-03-09
United Airlines,2019-03-06,Phoenix,False,1,Berlin,16:03,04:05,547,Economy,19:40,13:25,2019-03-09
American Airlines,2019-03-01,Chicago,True,1,Washington,20:08,19:10,193,Economy,23:33,20:35,2019-03-08
Delta Airlines,2019-03-01,Chicago,True,1,Washington,11:28,10:30,170,Economy,21:43,18:45,2019-03-08
Southwest Airlines,2019-03-01,Chicago,True,1,Washington,11:03,10:05,180,Economy,18:48,15:50,2019-03-08
American Airlines,2019-03-02,Las Vegas,True,3,San Francisco,14:55,13:20,159,Economy,09:55,08:20,2019-03-05
Delta Airlines,2019-03-02,Las Vegas,False,3,San Francisco,19:25,17:50,208,Economy,22:30,19:45,2019-03-05
Southwest Airlines,2019-03-02,Las Vegas,True,3,San Francisco,08:50,07:15,155,Economy,14:10,12:35,2019-03-05
United Airlines,2019-03-02,Las Vegas,True,3,San Francisco,19:20,17:45,159,Economy,06:20,04:45,2019-03-05
American Airlines,2019-03-02,Las Vegas,True,3,San Francisco,14:55,13:20,152,Economy,09:10,07:35,2019-03-06
Delta Airlines,2019-03-02,Las Vegas,True,3,San Francisco,19:25,17:50,158,Economy,18:30,16:55,2019-03-06
Southwest Airlines,2019-03-02,Las Vegas,True,3,San Francisco,08:50,07:15,156,Economy,14:10,12:35,2019-03-06
United Airlines,2019-03-02,Las Vegas,True,3,San Francisco,19:20,17:45,158,Economy,06:05,04:30,2019-03-06
United Airlines,2019-03-08,Philadelphia,False,1,Delhi,16:21,13:20,551,Economy,20:59,21:35,2019-03-13
American Airlines,2019-03-09,Chicago,False,1,New York,15:06,11:20,216,Economy,08:24,05:05,2019-03-11
Delta Airlines,2019-03-09,Chicago,True,1,New York,10:14,08:55,213,Economy,11:19,08:00,2019-03-11
Southwest Airlines,2019-03-09,Chicago,True,1,New York,13:04,11:45,205,Economy,20:24,17:05,2019-03-11
United Airlines,2019-03-09,Chicago,False,1,New York,14:34,13:15,290,Economy,20:32,14:05,2019-03-11
American Airlines,2019-03-10,Seattle,False,1,Phoenix,20:46,16:10,344,Economy,18:43,14:20,2019-03-14
Delta Airlines,2019-03-10,Seattle,False,1,Phoenix,23:31,18:15,350,Economy,22:57,17:35,2019-03-14
Southwest Airlines,2019-03-10,Seattle,False,1,Phoenix,10:43,05:15,322,Economy,16:03,11:10,2019-03-14
American Airlines,2019-03-10,Atlanta,True,1,Phoenix,01:57,18:45,264,Economy,06:02,04:50,2019-03-14
Southwest Airlines,2019-03-10,Atlanta,False,1,Phoenix,02:49,17:15,343,Economy,07:02,05:50,2019-03-14
American Airlines,2019-03-01,Atlanta,True,3,San Francisco,05:46,21:20,306,Economy,18:11,15:45,2019-03-10
American Airlines,2019-03-01,London,False,1,Philadelphia,08:22,13:20,418,Economy,18:56,12:35,2019-03-12
Delta Airlines,2019-03-01,London,False,1,Philadelphia,08:22,15:00,443,Economy,18:56,09:40,2019-03-12
Delta Airlines,2019-03-06,Sydney,True,1,San Francisco,09:16,09:35,347,Economy,-8:11,02:30,2019-03-08
American Airlines,2019-03-02,New York,False,1,Chicago,08:24,05:05,242,Economy,15:06,11:20,2019-03-07
Delta Airlines,2019-03-02,New York,True,1,Chicago,11:19,08:00,208,Economy,10:14,08:55,2019-03-07
Southwest Airlines,2019-03-02,New York,True,1,Chicago,07:29,04:10,191,Economy,13:04,11:45,2019-03-07
United Airlines,2019-03-02,New York,False,1,Chicago,17:52,11:35,289,Economy,01:04,23:45,2019-03-07
American Airlines,2019-03-08,New York,False,1,Vancouver,04:16,11:20,475,Economy,16:11,09:45,2019-03-14
American Airlines,2019-03-03,New York,False,1,Cape Town,02:11,04:20,257,Economy,19:57,06:20,2019-03-06
American Airlines,2019-03-05,Chicago,False,1,Berlin,06:26,02:55,507,Economy,18:30,16:35,2019-03-13
Delta Airlines,2019-03-05,Chicago,False,1,Berlin,03:57,15:50,515,Economy,01:06,07:35,2019-03-13
United Airlines,2019-03-05,Chicago,True,1,Berlin,02:01,22:30,387,Economy,14:51,21:20,2019-03-13
American Airlines,2019-03-09,Atlanta,True,1,New York,12:07,09:45,201,Economy,01:17,22:55,2019-03-12
Delta Airlines,2019-03-09,Atlanta,True,1,New York,18:42,16:20,179,Economy,08:27,06:05,2019-03-12
Southwest Airlines,2019-03-09,Atlanta,True,1,New York,20:37,18:15,180,Economy,16:52,14:30,2019-03-12
United Airlines,2019-03-09,Atlanta,True,1,New York,21:12,18:50,213,Economy,09:47,07:25,2019-03-12
American Airlines,2019-03-10,Paris,False,1,Los Angeles,13:48,15:30,513,Economy,17:15,07:15,2019-03-14
United Airlines,2019-03-10,Paris,False,1,Los Angeles,18:18,20:00,517,Economy,17:15,06:05,2019-03-14
Alaska Airlines,2019-03-01,Los Angeles,True,3,San Francisco,13:50,12:25,145,Economy,13:20,11:55,2019-03-06
American Airlines,2019-03-01,Los Angeles,True,3,San Francisco,20:35,19:10,151,Economy,10:55,09:30,2019-03-06
Southwest Airlines,2019-03-01,Los Angeles,True,3,San Francisco,15:50,14:25,147,Economy,09:00,07:35,2019-03-06
United Airlines,2019-03-01,Los Angeles,True,3,San Francisco,23:15,21:50,165,Economy,16:25,15:00,2019-03-06
Southwest Airlines,2019-03-03,San Francisco,True,1,Seattle,15:46,13:35,198,Economy,15:06,12:55,2019-03-10
American Airlines,2019-03-02,Paris,False,3,Los Angeles,13:48,15:30,521,Economy,17:15,07:15,2019-03-14
United Airlines,2019-03-02,Paris,False,3,Los Angeles,18:18,20:00,513,Economy,17:15,06:05,2019-03-14
United Airlines,2019-03-04,San Francisco,False,3,Atlanta,00:11,21:45,421,Economy,20:46,09:20,2019-03-10
American Airlines,2019-03-03,San Francisco,False,1,London,01:05,12:45,564,Economy,02:59,04:00,2019-03-08
Delta Airlines,2019-03-01,San Francisco,True,3,Los Angeles,22:30,21:05,136,Economy,11:10,09:45,2019-03-10
American Airlines,2019-03-10,Phoenix,False,1,San Francisco,16:03,12:50,282,Economy,09:10,04:35,2019-03-14
Delta Airlines,2019-03-10,Phoenix,True,1,San Francisco,22:57,20:50,195,Economy,20:22,18:15,2019-03-14
Southwest Airlines,2019-03-10,Phoenix,True,1,San Francisco,22:47,20:40,192,Economy,01:22,23:15,2019-03-14
United Airlines,2019-03-10,Phoenix,True,1,San Francisco,00:37,22:30,189,Economy,15:32,13:25,2019-03-14
American Airlines,2019-03-01,Seattle,True,1,Chicago,21:30,19:00,283,Economy,11:30,05:00,2019-03-06
Delta Airlines,2019-03-01,Seattle,False,1,Chicago,08:20,05:50,382,Economy,14:46,04:25,2019-03-06
Southwest Airlines,2019-03-01,Seattle,True,1,Chicago,09:10,06:40,263,Economy,21:40,15:10,2019-03-06
United Airlines,2019-03-01,Seattle,True,1,Chicago,14:00,11:30,264,Economy,12:35,06:05,2019-03-06
American Airlines,2019-03-01,Chicago,False,1,London,03:32,12:45,627,Economy,07:49,13:25,2019-03-03
United Airlines,2019-03-01,Chicago,False,1,London,17:09,12:40,481,Economy,07:49,11:35,2019-03-03
American Airlines,2019-03-03,Atlanta,True,1,Los Angeles,23:04,15:05,298,Economy,09:24,07:25,2019-03-10
Delta Airlines,2019-03-03,Atlanta,False,1,Los Angeles,14:04,06:05,350,Economy,11:10,05:50,2019-03-10
Southwest Airlines,2019-03-03,Atlanta,False,1,Los Angeles,03:11,15:25,319,Economy,19:09,17:10,2019-03-10
United Airlines,2019-03-03,Atlanta,False,1,Los Angeles,23:47,11:00,435,Economy,13:50,09:30,2019-03-10
American Airlines,2019-03-06,Atlanta,False,1,San Francisco,18:42,04:55,379,Economy,18:11,15:45,2019-03-09
Delta Airlines,2019-03-06,Atlanta,False,1,San Francisco,20:24,09:45,327,Economy,08:16,05:50,2019-03-09
Southwest Airlines,2019-03-06,Atlanta,True,1,San Francisco,03:11,18:45,255,Economy,12:46,10:20,2019-03-09
United Airlines,2019-03-06,Atlanta,True,1,San Francisco,05:26,21:00,286,Economy,11:56,09:30,2019-03-09
Alaska Airlines,2019-03-01,Seattle,True,3,San Francisco,00:41,22:30,193,Economy,17:46,15:35,2019-03-13
American Airlines,2019-03-01,Seattle,True,3,San Francisco,22:11,20:00,164,Economy,18:26,16:15,2019-03-13
Delta Airlines,2019-03-01,Seattle,True,3,San Francisco,12:16,10:05,170,Economy,06:21,04:10,2019-03-13
Southwest Airlines,2019-03-01,Seattle,True,3,San Francisco,12:01,09:50,200,Economy,15:46,13:35,2019-03-13
United Airlines,2019-03-01,Seattle,False,3,San Francisco,17:26,15:15,225,Economy,10:33,06:05,2019-03-13
Delta Airlines,2019-03-09,New York,True,1,London,14:02,09:40,360,Economy,09:12,20:50,2019-03-11
United Airlines,2019-03-09,New York,False,1,London,20:12,09:15,449,Economy,06:47,18:25,2019-03-11
United Airlines,2019-03-04,Delhi,False,1,Philadelphia,20:59,21:35,545,Economy,21:01,13:20,2019-03-10
Delta Airlines,2019-03-04,San Diego,False,1,Seattle,10:00,04:10,358,Economy,23:31,18:15,2019-03-06
Southwest Airlines,2019-03-04,San Diego,False,1,Seattle,14:30,10:15,322,Economy,17:47,13:55,2019-03-06
United Airlines,2019-03-04,San Diego,False,1,Seattle,20:39,16:55,334,Economy,23:31,19:35,2019-03-06
American Airlines,2019-03-06,Phoenix,False,1,Mexico City,10:37,03:05,403,Economy,17:49,05:40,2019-03-08
Delta Airlines,2019-03-06,Phoenix,False,1,Mexico City,22:47,15:10,406,Economy,21:05,09:15,2019-03-08
American Airlines,2019-03-08,Philadelphia,False,1,Chicago,09:26,05:05,238,Economy,18:56,17:45,2019-03-11
