airlines,departure_date,destination,destination_airport,fare,is_redeye,number_stops,origin,origin_airport,outbound_arrival_time,outbound_departure_time,passengers,seating_class,inbound_arrival_time,inbound_departure_time,return_date
American Airlines,2019-03-05,Portland,PDX International Airport,76,False,0,Seattle,Seattle-Tacoma International Airport,09:03,08:05,2,Economy,06:58,06:00,2019-03-12
Delta Airlines,2019-03-05,Portland,PDX International Airport,77,False,0,Seattle,Seattle-Tacoma International Airport,08:53,07:55,2,Economy,10:33,09:35,2019-03-12
United Airlines,2019-03-05,Portland,PDX International Airport,68,False,0,Seattle,Seattle-Tacoma International Airport,05:13,04:15,2,Economy,23:43,22:45,2019-03-12
American Airlines,2019-03-06,New York,JFK International Airport,310,True,1,Seattle,Seattle-Tacoma International Airport,02:14,16:00,3,Economy,20:45,15:40,2019-03-14
Delta Airlines,2019-03-06,New York,JFK International Airport,298,True,1,Seattle,Seattle-Tacoma International Airport,01:09,15:15,3,Economy,11:45,06:00,2019-03-14
Southwest Airlines,2019-03-06,New York,JFK International Airport,302,False,1,Seattle,Seattle-Tacoma International Airport,18:40,05:25,3,Economy,22:03,17:15,2019-03-14
United Airlines,2019-03-06,New York,JFK International Airport,345,False,1,Seattle,Seattle-Tacoma International Airport,23:20,10:10,3,Economy,13:27,08:20,2019-03-14
American Airlines,2019-03-03,Los Angeles,LAX International Airport,171,False,0,Mexico City,Benito Juarez International Airport,09:25,08:05,1,Economy,20:05,14:45,2019-03-09
Delta Airlines,2019-03-03,Los Angeles,LAX International Airport,254,False,1,Mexico City,Benito Juarez International Airport,17:15,13:45,1,Economy,18:53,09:15,2019-03-09
United Airlines,2019-03-03,Los Angeles,LAX International Airport,151,False,0,Mexico City,Benito Juarez International Airport,22:05,20:45,1,Economy,10:25,05:05,2019-03-09
Delta Airlines,2019-03-01,New York,JFK International Airport,255,True,0,Paris,Charles de Gaulle International Airport,12:47,10:00,3,Economy,13:37,22:50,2019-03-05
United Airlines,2019-03-01,New York,JFK International Airport,317,True,1,Paris,Charles de Gaulle International Airport,01:57,23:10,3,Economy,11:36,14:40,2019-03-05
Delta Airlines,2019-03-01,Philadelphia,PHL International Airport,391,True,1,Paris,Charles de Gaulle International Airport,00:16,17:35,3,Economy,11:36,12:20,2019-03-07
American Airlines,2019-03-03,New York,JFK International Airport,221,False,1,Mexico City,Benito Juarez International Airport,16:36,12:05,3,Economy,16:14,11:20,2019-03-11
Delta Airlines,2019-03-03,New York,JFK International Airport,190,False,0,Mexico City,Benito Juarez International Airport,19:31,15:00,3,Economy,23:16,20:45,2019-03-11
United Airlines,2019-03-03,New York,JFK International Airport,173,False,0,Mexico City,Benito Juarez International Airport,12:56,08:25,3,Economy,19:31,17:00,2019-03-11
American Airlines,2019-03-09,Los Angeles,LAX International Airport,373,True,1,Paris,Charles de Gaulle International Airport,10:40,04:05,2,Economy,07:58,09:40,2019-03-14
Delta Airlines,2019-03-09,Los Angeles,LAX International Airport,362,True,1,Paris,Charles de Gaulle International Airport,00:32,17:35,2,Economy,06:43,08:25,2019-03-14
American Airlines,2019-03-03,Los Angeles,LAX International Airport,262,True,1,New York,JFK International Airport,00:32,19:45,2,Economy,04:50,19:40,2019-03-11
Delta Airlines,2019-03-03,Los Angeles,LAX International Airport,297,True,1,New York,JFK International Airport,11:42,06:00,2,Economy,00:06,12:45,2019-03-11
Southwest Airlines,2019-03-03,Los Angeles,LAX International Airport,274,True,1,New York,JFK International Airport,10:00,06:50,2,Economy,00:19,13:40,2019-03-11
United Airlines,2019-03-03,Los Angeles,LAX International Airport,266,True,1,New York,JFK International Airport,22:05,17:00,2,Economy,05:25,20:15,2019-03-11
Delta Airlines,2019-03-01,London,Heathrow International Airport,256,True,0,New York,JFK International Airport,06:42,18:20,2,Economy,19:57,15:35,2019-03-05
United Airlines,2019-03-01,London,Heathrow International Airport,287,True,1,New York,JFK International Airport,10:14,14:40,2,Economy,04:47,00:25,2019-03-05
American Airlines,2019-03-05,New York,JFK International Airport,136,True,0,Atlanta,Hartsfield-Jackson International Airport,08:47,06:25,1,Economy,00:07,21:45,2019-03-09
Delta Airlines,2019-03-05,New York,JFK International Airport,136,False,0,Atlanta,Hartsfield-Jackson International Airport,11:42,09:20,1,Economy,13:47,11:25,2019-03-09
Southwest Airlines,2019-03-05,New York,JFK International Airport,170,True,1,Atlanta,Hartsfield-Jackson International Airport,11:42,09:20,1,Economy,01:11,21:50,2019-03-09
United Airlines,2019-03-05,New York,JFK International Airport,145,False,0,Atlanta,Hartsfield-Jackson International Airport,15:12,12:50,1,Economy,21:27,19:05,2019-03-09
American Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,135,False,0,New York,JFK International Airport,13:42,11:20,4,Economy,08:47,06:25,2019-03-05
Delta Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,137,False,0,New York,JFK International Airport,13:47,11:25,4,Economy,11:42,09:20,2019-03-05
Southwest Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,159,True,1,New York,JFK International Airport,01:11,21:50,4,Economy,11:42,09:20,2019-03-05
United Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,144,False,0,New York,JFK International Airport,21:27,19:05,4,Economy,15:12,12:50,2019-03-05
American Airlines,2019-03-01,New York,JFK International Airport,135,False,0,Chicago,O'Hare International Airport,15:49,12:30,2,Economy,06:44,05:25,2019-03-11
Delta Airlines,2019-03-01,New York,JFK International Airport,133,False,0,Chicago,O'Hare International Airport,12:34,09:15,2,Economy,07:19,06:00,2019-03-11
Southwest Airlines,2019-03-01,New York,JFK International Airport,145,True,0,Chicago,O'Hare International Airport,01:09,21:50,2,Economy,05:39,04:20,2019-03-11
United Airlines,2019-03-01,Atlanta,Hartsfield-Jackson International Airport,255,True,0,London,Heathrow International Airport,04:29,22:25,4,Economy,00:34,10:30,2019-03-10
American Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,313,False,1,Toronto,Toronto Pearson International Airport,18:05,10:05,1,Economy,21:54,08:15,2019-03-12
Delta Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,345,False,1,Toronto,Toronto Pearson International Airport,08:07,02:10,1,Economy,19:19,07:40,2019-03-12
United Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,325,False,1,Toronto,Toronto Pearson International Airport,20:45,17:35,1,Economy,21:54,10:10,2019-03-12
American Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,259,True,1,Atlanta,Hartsfield-Jackson International Airport,17:06,11:40,1,Economy,06:17,21:45,2019-03-12
Delta Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,197,True,0,Atlanta,Hartsfield-Jackson International Airport,18:52,16:20,1,Economy,08:22,23:50,2019-03-12
Southwest Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,304,False,1,Atlanta,Hartsfield-Jackson International Airport,18:05,13:35,1,Economy,17:04,05:25,2019-03-12
United Airlines,2019-03-05,Seattle,Seattle-Tacoma International Airport,271,True,1,Atlanta,Hartsfield-Jackson International Airport,19:52,17:20,1,Economy,04:16,16:55,2019-03-12
American Airlines,2019-03-01,Philadelphia,PHL International Airport,327,True,1,London,Heathrow International Airport,00:16,14:05,2,Economy,06:37,16:45,2019-03-07
Delta Airlines,2019-03-01,Philadelphia,PHL International Airport,363,True,1,London,Heathrow International Airport,21:06,08:00,2,Economy,10:14,14:20,2019-03-07
United Airlines,2019-03-01,Philadelphia,PHL International Airport,290,True,1,London,Heathrow International Airport,10:56,00:25,2,Economy,06:37,12:55,2019-03-07
American Airlines,2019-03-10,Atlanta,Hartsfield-Jackson International Airport,312,True,1,San Francisco,SFO International Airport,01:27,14:15,3,Economy,,,
Alaska Airlines,2019-03-09,Seattle,Seattle-Tacoma International Airport,216,False,1,San Diego,SAN International Airport,15:21,11:10,3,Economy,,,
American Airlines,2019-03-09,Seattle,Seattle-Tacoma International Airport,218,False,1,San Diego,SAN International Airport,09:38,04:10,3,Economy,,,
Delta Airlines,2019-03-09,Seattle,Seattle-Tacoma International Airport,189,False,1,San Diego,SAN International Airport,21:57,17:00,3,Economy,,,
Southwest Airlines,2019-03-09,Seattle,Seattle-Tacoma International Airport,226,False,1,San Diego,SAN International Airport,12:46,07:00,3,Economy,,,
United Airlines,2019-03-09,Seattle,Seattle-Tacoma International Airport,229,False,1,San Diego,SAN International Airport,12:46,07:20,3,Economy,,,
Delta Airlines,2019-03-02,Seattle,Seattle-Tacoma International Airport,375,False,1,London,Heathrow International Airport,18:05,08:00,3,Economy,,,
Air Canada,2019-03-04,New York,JFK International Airport,506,True,1,Vancouver,YVR International Airport,00:02,09:45,2,Premium Economy,,,
Delta Airlines,2019-03-04,New York,JFK International Airport,449,False,1,Vancouver,YVR International Airport,14:24,02:50,2,Premium Economy,,,
United Airlines,2019-03-04,New York,JFK International Airport,455,False,1,Vancouver,YVR International Airport,18:02,03:15,2,Premium Economy,,,
United Airlines,2019-03-02,Philadelphia,PHL International Airport,189,True,1,Toronto,Toronto Pearson International Airport,00:16,17:35,4,Economy,,,
Air Canada,2019-03-03,Philadelphia,PHL International Airport,149,False,1,Toronto,Toronto Pearson International Airport,19:46,13:25,4,Economy,,,
American Airlines,2019-03-03,Philadelphia,PHL International Airport,163,False,1,Toronto,Toronto Pearson International Airport,19:46,12:50,4,Economy,,,
Alaska Airlines,2019-03-01,San Francisco,SFO International Airport,88,False,0,Los Angeles,LAX International Airport,19:15,17:50,1,Economy,,,
American Airlines,2019-03-01,San Francisco,SFO International Airport,87,False,0,Los Angeles,LAX International Airport,18:15,16:50,1,Economy,,,
Delta Airlines,2019-03-01,San Francisco,SFO International Airport,96,False,0,Los Angeles,LAX International Airport,10:40,09:15,1,Economy,,,
Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,110,False,0,Los Angeles,LAX International Airport,20:10,18:45,1,Economy,,,
American Airlines,2019-03-01,San Francisco,SFO International Airport,304,True,1,London,Heathrow International Airport,00:50,15:05,1,Economy,,,
British Airways,2019-03-01,San Francisco,SFO International Airport,384,False,1,London,Heathrow International Airport,20:11,09:15,1,Economy,,,
Delta Airlines,2019-03-01,San Francisco,SFO International Airport,388,False,1,London,Heathrow International Airport,21:12,08:00,1,Economy,,,
United Airlines,2019-03-01,San Francisco,SFO International Airport,401,False,1,London,Heathrow International Airport,09:31,00:25,1,Economy,,,
American Airlines,2019-03-06,San Francisco,SFO International Airport,99,False,0,Las Vegas,McCarran International Airport,12:30,10:55,2,Economy,,,
Delta Airlines,2019-03-06,San Francisco,SFO International Airport,103,True,0,Las Vegas,McCarran International Airport,00:25,22:50,2,Economy,,,
Southwest Airlines,2019-03-06,San Francisco,SFO International Airport,100,False,0,Las Vegas,McCarran International Airport,11:30,09:55,2,Economy,,,
United Airlines,2019-03-06,San Francisco,SFO International Airport,114,False,0,Las Vegas,McCarran International Airport,16:40,15:05,2,Economy,,,
American Airlines,2019-03-06,Los Angeles,LAX International Airport,150,False,0,Mexico City,Benito Juarez International Airport,09:25,08:05,3,Economy,,,
Delta Airlines,2019-03-06,Los Angeles,LAX International Airport,239,False,1,Mexico City,Benito Juarez International Airport,17:15,13:45,3,Economy,,,
United Airlines,2019-03-06,Los Angeles,LAX International Airport,149,False,0,Mexico City,Benito Juarez International Airport,22:05,20:45,3,Economy,,,
Air Canada,2019-03-08,New York,JFK International Airport,96,False,0,Toronto,Toronto Pearson International Airport,14:53,13:25,4,Economy,,,
American Airlines,2019-03-08,New York,JFK International Airport,108,False,0,Toronto,Toronto Pearson International Airport,14:18,12:50,4,Economy,,,
Air France,2019-03-07,Chicago,O'Hare International Airport,400,True,1,Paris,Charles de Gaulle International Airport,00:37,13:25,4,Economy,,,
Delta Airlines,2019-03-07,Chicago,O'Hare International Airport,215,True,0,Paris,Charles de Gaulle International Airport,02:16,23:20,4,Economy,,,
Alaska Airlines,2019-03-02,Phoenix,Sky Harbor International Airport,128,False,0,San Francisco,SFO International Airport,13:52,11:45,3,Economy,,,
American Airlines,2019-03-02,Phoenix,Sky Harbor International Airport,194,False,1,San Francisco,SFO International Airport,12:49,08:10,3,Economy,,,
Delta Airlines,2019-03-02,Phoenix,Sky Harbor International Airport,103,False,0,San Francisco,SFO International Airport,11:42,09:35,3,Economy,,,
Southwest Airlines,2019-03-02,Phoenix,Sky Harbor International Airport,122,True,0,San Francisco,SFO International Airport,01:17,23:10,3,Economy,,,
United Airlines,2019-03-02,Phoenix,Sky Harbor International Airport,131,False,0,San Francisco,SFO International Airport,15:47,13:40,3,Economy,,,
American Airlines,2019-03-03,Los Angeles,LAX International Airport,273,True,0,Kuala Lumpur,KLIA International Airport,02:37,22:55,4,Economy,,,
Delta Airlines,2019-03-03,Los Angeles,LAX International Airport,387,False,1,Kuala Lumpur,KLIA International Airport,08:10,00:15,4,Economy,,,
United Airlines,2019-03-03,Chicago,O'Hare International Airport,171,True,0,San Francisco,SFO International Airport,04:07,21:20,3,Economy,,,
American Airlines,2019-03-07,New York,JFK International Airport,88,False,0,Washington,Dulles International Airport,07:15,06:05,1,Economy,,,
Southwest Airlines,2019-03-07,New York,JFK International Airport,77,False,0,Washington,Dulles International Airport,10:25,09:15,1,Economy,,,
American Airlines,2019-03-04,New York,JFK International Airport,136,False,0,Chicago,O'Hare International Airport,15:49,12:30,2,Economy,,,
Delta Airlines,2019-03-04,New York,JFK International Airport,154,False,0,Chicago,O'Hare International Airport,12:34,09:15,2,Economy,,,
Southwest Airlines,2019-03-04,New York,JFK International Airport,133,False,0,Chicago,O'Hare International Airport,10:09,06:50,2,Economy,,,
United Airlines,2019-03-04,New York,JFK International Airport,123,True,0,Chicago,O'Hare International Airport,00:19,21:00,2,Economy,,,
American Airlines,2019-03-02,Chicago,O'Hare International Airport,240,False,0,Delhi,Indira Gandhi International Airport,09:04,09:20,4,Economy,,,
United Airlines,2019-03-02,Chicago,O'Hare International Airport,415,False,1,Delhi,Indira Gandhi International Airport,13:52,01:10,4,Economy,,,
American Airlines,2019-03-11,Philadelphia,PHL International Airport,125,False,0,Chicago,O'Hare International Airport,21:51,18:40,3,Economy,,,
Delta Airlines,2019-03-11,Philadelphia,PHL International Airport,144,True,0,Chicago,O'Hare International Airport,00:51,21:40,3,Economy,,,
Southwest Airlines,2019-03-11,Philadelphia,PHL International Airport,139,True,0,Chicago,O'Hare International Airport,00:16,21:05,3,Economy,,,
Delta Airlines,2019-03-06,New York,JFK International Airport,207,False,0,London,Heathrow International Airport,19:57,15:35,4,Economy,,,
Alaska Airlines,2019-03-11,New York,JFK International Airport,329,False,0,San Francisco,SFO International Airport,18:01,08:35,4,Premium Economy,,,
American Airlines,2019-03-11,New York,JFK International Airport,295,True,0,San Francisco,SFO International Airport,05:56,20:30,4,Premium Economy,,,
Delta Airlines,2019-03-11,New York,JFK International Airport,324,False,0,San Francisco,SFO International Airport,20:21,10:55,4,Premium Economy,,,
Southwest Airlines,2019-03-11,New York,JFK International Airport,355,True,0,San Francisco,SFO International Airport,06:46,21:20,4,Premium Economy,,,
United Airlines,2019-03-11,New York,JFK International Airport,352,False,0,San Francisco,SFO International Airport,15:16,05:50,4,Premium Economy,,,
Alaska Airlines,2019-03-01,Portland,PDX International Airport,108,False,0,San Francisco,SFO International Airport,14:13,12:20,2,Economy,,,
American Airlines,2019-03-01,Portland,PDX International Airport,91,False,0,San Francisco,SFO International Airport,09:58,08:05,2,Economy,,,
Delta Airlines,2019-03-01,Portland,PDX International Airport,114,False,0,San Francisco,SFO International Airport,07:13,05:20,2,Economy,,,
Southwest Airlines,2019-03-01,Portland,PDX International Airport,129,True,0,San Francisco,SFO International Airport,01:23,23:30,2,Economy,,,
United Airlines,2019-03-01,Portland,PDX International Airport,184,False,1,San Francisco,SFO International Airport,17:33,13:10,2,Economy,,,
American Airlines,2019-03-01,San Francisco,SFO International Airport,292,False,0,Chicago,O'Hare International Airport,09:52,07:05,1,Premium Economy,,,
Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,278,False,0,Chicago,O'Hare International Airport,14:22,11:35,1,Premium Economy,,,
United Airlines,2019-03-01,San Francisco,SFO International Airport,300,False,0,Chicago,O'Hare International Airport,06:47,04:00,1,Premium Economy,,,
Southwest Airlines,2019-03-01,San Francisco,SFO International Airport,278,False,0,Chicago,O'Hare International Airport,14:22,11:35,4,Premium Economy,,,
Alaska Airlines,2019-03-03,New York,JFK International Airport,244,True,1,San Diego,SAN International Airport,03:15,15:20,3,Economy,,,
United Airlines,2019-03-03,New York,JFK International Airport,302,False,1,San Diego,SAN International Airport,20:21,07:20,3,Economy,,,
American Airlines,2019-03-01,New York,JFK International Airport,130,False,0,Atlanta,Hartsfield-Jackson International Airport,08:47,06:25,1,Economy,,,
Delta Airlines,2019-03-01,New York,JFK International Airport,129,False,0,Atlanta,Hartsfield-Jackson International Airport,18:02,15:40,1,Economy,,,
Southwest Airlines,2019-03-01,New York,JFK International Airport,142,False,0,Atlanta,Hartsfield-Jackson International Airport,11:42,09:20,1,Economy,,,
United Airlines,2019-03-01,New York,JFK International Airport,118,False,0,Atlanta,Hartsfield-Jackson International Airport,15:12,12:50,1,Economy,,,
Air Canada,2019-03-07,New York,JFK International Airport,85,False,0,Toronto,Toronto Pearson International Airport,14:53,13:25,1,Economy,,,
Alaska Airlines,2019-03-02,London,Heathrow International Airport,388,True,1,Seattle,Seattle-Tacoma International Airport,10:14,08:25,4,Economy,,,
Southwest Airlines,2019-03-02,London,Heathrow International Airport,388,True,1,Seattle,Seattle-Tacoma International Airport,06:04,05:25,4,Economy,,,
United Airlines,2019-03-02,London,Heathrow International Airport,392,True,1,Seattle,Seattle-Tacoma International Airport,18:14,18:20,4,Economy,,,
American Airlines,2019-03-01,San Diego,SAN International Airport,78,False,0,Las Vegas,McCarran International Airport,09:34,08:20,2,Economy,,,
Delta Airlines,2019-03-01,San Diego,SAN International Airport,88,False,0,Las Vegas,McCarran International Airport,18:19,17:05,2,Economy,,,
Southwest Airlines,2019-03-01,San Diego,SAN International Airport,77,False,0,Las Vegas,McCarran International Airport,16:24,15:10,2,Economy,,,
United Airlines,2019-03-01,San Diego,SAN International Airport,82,False,0,Las Vegas,McCarran International Airport,10:49,09:35,2,Economy,,,
United Airlines,2019-03-02,Philadelphia,PHL International Airport,189,True,1,Toronto,Toronto Pearson International Airport,00:16,17:35,3,Economy,,,
Alaska Airlines,2019-03-01,New York,JFK International Airport,197,False,0,Los Angeles,LAX International Airport,18:40,09:30,4,Economy,,,
American Airlines,2019-03-01,New York,JFK International Airport,210,True,0,Los Angeles,LAX International Airport,03:30,18:20,4,Economy,,,
Delta Airlines,2019-03-01,New York,JFK International Airport,186,True,0,Los Angeles,LAX International Airport,08:05,22:55,4,Economy,,,
Southwest Airlines,2019-03-01,New York,JFK International Airport,288,True,1,Los Angeles,LAX International Airport,01:19,13:40,4,Economy,,,
United Airlines,2019-03-01,New York,JFK International Airport,284,False,1,Los Angeles,LAX International Airport,23:58,12:15,4,Economy,,,
Delta Airlines,2019-03-04,New York,JFK International Airport,272,True,0,Nairobi,Jomo Kenyatta International Airport,03:07,17:00,2,Economy,,,
Air Canada,2019-03-05,Los Angeles,LAX International Airport,226,False,0,Vancouver,YVR International Airport,19:49,16:45,4,Premium Economy,,,
American Airlines,2019-03-05,Los Angeles,LAX International Airport,204,True,0,Vancouver,YVR International Airport,02:04,23:00,4,Premium Economy,,,
Delta Airlines,2019-03-05,Los Angeles,LAX International Airport,238,False,0,Vancouver,YVR International Airport,06:24,03:20,4,Premium Economy,,,
United Airlines,2019-03-05,San Francisco,SFO International Airport,204,False,0,New York,JFK International Airport,09:56,06:30,1,Economy,,,
American Airlines,2019-03-01,Chicago,O'Hare International Airport,186,False,0,New York,JFK International Airport,21:04,19:45,4,Premium Economy,,,
Delta Airlines,2019-03-01,Chicago,O'Hare International Airport,223,False,0,New York,JFK International Airport,07:19,06:00,4,Premium Economy,,,
Southwest Airlines,2019-03-01,Chicago,O'Hare International Airport,207,False,0,New York,JFK International Airport,05:39,04:20,4,Premium Economy,,,
British Airways,2019-03-08,Philadelphia,PHL International Airport,420,False,1,London,Heathrow International Airport,19:46,09:15,1,Premium Economy,,,
American Airlines,2019-03-01,New York,JFK International Airport,67,False,0,Philadelphia,PHL International Airport,17:36,16:45,2,Economy,,,
Delta Airlines,2019-03-01,New York,JFK International Airport,58,False,0,Philadelphia,PHL International Airport,17:31,16:40,2,Economy,,,
Southwest Airlines,2019-03-01,New York,JFK International Airport,61,False,0,Philadelphia,PHL International Airport,08:36,07:45,2,Economy,,,
United Airlines,2019-03-01,New York,JFK International Airport,64,False,0,Philadelphia,PHL International Airport,13:46,12:55,2,Economy,,,
United Airlines,2019-03-03,Vancouver,YVR International Airport,276,False,1,Atlanta,Hartsfield-Jackson International Airport,11:11,06:15,2,Economy,,,
American Airlines,2019-03-03,Seattle,Seattle-Tacoma International Airport,213,False,1,Las Vegas,McCarran International Airport,14:47,09:30,2,Economy,,,
American Airlines,2019-03-02,Seattle,Seattle-Tacoma International Airport,258,False,0,Kuala Lumpur,KLIA International Airport,06:43,05:05,4,Economy,,,
Delta Airlines,2019-03-02,Seattle,Seattle-Tacoma International Airport,305,False,0,Kuala Lumpur,KLIA International Airport,15:33,13:55,4,Economy,,,
American Airlines,2019-03-10,New York,JFK International Airport,134,False,0,Chicago,O'Hare International Airport,15:49,12:30,1,Economy,,,
Delta Airlines,2019-03-10,New York,JFK International Airport,123,False,0,Chicago,O'Hare International Airport,12:34,09:15,1,Economy,,,
Southwest Airlines,2019-03-10,New York,JFK International Airport,130,True,0,Chicago,O'Hare International Airport,01:09,21:50,1,Economy,,,
United Airlines,2019-03-10,New York,JFK International Airport,126,False,0,Chicago,O'Hare International Airport,18:34,15:15,1,Economy,,,
American Airlines,2019-03-10,New York,JFK International Airport,223,False,0,Chicago,O'Hare International Airport,15:49,12:30,1,Premium Economy,,,
Delta Airlines,2019-03-10,New York,JFK International Airport,200,True,0,Chicago,O'Hare International Airport,01:19,22:00,1,Premium Economy,,,
Delta Airlines,2019-03-01,San Diego,SAN International Airport,242,False,1,Toronto,Toronto Pearson International Airport,05:44,02:10,3,Economy,,,
American Airlines,2019-03-04,Los Angeles,LAX International Airport,184,False,0,Atlanta,Hartsfield-Jackson International Airport,11:34,09:35,3,Economy,,,
British Airways,2019-03-02,Philadelphia,PHL International Airport,241,False,1,London,Heathrow International Airport,19:46,09:15,3,Economy,,,
Delta Airlines,2019-03-02,Philadelphia,PHL International Airport,327,False,1,London,Heathrow International Airport,21:06,08:00,3,Economy,,,
United Airlines,2019-03-02,Philadelphia,PHL International Airport,279,False,1,London,Heathrow International Airport,10:56,00:25,3,Economy,,,
American Airlines,2019-03-02,San Diego,SAN International Airport,245,False,1,New York,JFK International Airport,08:24,04:05,4,Economy,,,
Southwest Airlines,2019-03-02,San Diego,SAN International Airport,245,False,1,New York,JFK International Airport,13:54,08:40,4,Economy,,,
United Airlines,2019-03-02,San Diego,SAN International Airport,298,False,1,New York,JFK International Airport,12:25,06:30,4,Economy,,,
Southwest Airlines,2019-03-06,San Francisco,SFO International Airport,127,False,0,Phoenix,Sky Harbor International Airport,08:07,06:00,4,Economy,,,
American Airlines,2019-03-02,San Diego,SAN International Airport,91,False,0,Las Vegas,McCarran International Airport,09:34,08:20,4,Economy,,,
Delta Airlines,2019-03-02,San Diego,SAN International Airport,79,False,0,Las Vegas,McCarran International Airport,21:04,19:50,4,Economy,,,
Southwest Airlines,2019-03-02,San Diego,SAN International Airport,80,False,0,Las Vegas,McCarran International Airport,16:24,15:10,4,Economy,,,
United Airlines,2019-03-02,San Diego,SAN International Airport,88,False,0,Las Vegas,McCarran International Airport,10:49,09:35,4,Economy,,,
American Airlines,2019-03-02,Toronto,Toronto Pearson International Airport,98,False,0,Washington,Dulles International Airport,19:05,17:40,3,Economy,,,
Southwest Airlines,2019-03-02,Toronto,Toronto Pearson International Airport,95,False,0,Washington,Dulles International Airport,06:05,04:40,3,Economy,,,
American Airlines,2019-03-07,San Francisco,SFO International Airport,364,False,1,London,Heathrow International Airport,23:45,15:05,3,Economy,,,
British Airways,2019-03-07,San Francisco,SFO International Airport,419,False,1,London,Heathrow International Airport,20:11,09:15,3,Economy,,,
Delta Airlines,2019-03-07,San Francisco,SFO International Airport,391,False,1,London,Heathrow International Airport,21:12,08:00,3,Economy,,,
United Airlines,2019-03-07,San Francisco,SFO International Airport,391,False,1,London,Heathrow International Airport,09:31,00:25,3,Economy,,,
Air Canada,2019-03-01,Philadelphia,PHL International Airport,161,False,1,Toronto,Toronto Pearson International Airport,19:46,13:25,1,Economy,,,
United Airlines,2019-03-01,Philadelphia,PHL International Airport,213,True,1,Toronto,Toronto Pearson International Airport,00:16,17:35,1,Economy,,,
Air Canada,2019-03-01,Philadelphia,PHL International Airport,215,False,1,Toronto,Toronto Pearson International Airport,19:46,13:25,1,Premium Economy,,,
American Airlines,2019-03-01,Philadelphia,PHL International Airport,243,False,1,Toronto,Toronto Pearson International Airport,19:46,12:50,1,Premium Economy,,,
Delta Airlines,2019-03-10,Phoenix,Sky Harbor International Airport,146,False,0,Portland,PDX International Airport,11:20,08:25,3,Economy,,,
American Airlines,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,268,True,0,London,Heathrow International Airport,02:39,20:35,4,Economy,,,
British Airways,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,222,False,0,London,Heathrow International Airport,14:04,08:00,4,Economy,,,
Delta Airlines,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,314,False,1,London,Heathrow International Airport,20:21,08:00,4,Economy,,,
United Airlines,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,378,False,1,London,Heathrow International Airport,09:42,00:25,4,Economy,,,
Alaska Airlines,2019-03-10,Sydney,Kingsford Smith International Airport,294,True,1,Seattle,Seattle-Tacoma International Airport,16:01,12:00,3,Economy,,,
American Airlines,2019-03-10,Sydney,Kingsford Smith International Airport,341,True,1,Seattle,Seattle-Tacoma International Airport,12:22,08:15,3,Economy,,,
Delta Airlines,2019-03-10,Sydney,Kingsford Smith International Airport,343,True,1,Seattle,Seattle-Tacoma International Airport,12:22,07:40,3,Economy,,,
United Airlines,2019-03-10,Sydney,Kingsford Smith International Airport,300,True,1,Seattle,Seattle-Tacoma International Airport,16:01,11:35,3,Economy,,,
Alaska Airlines,2019-03-08,New York,JFK International Airport,271,False,1,Seattle,Seattle-Tacoma International Airport,18:34,08:25,1,Economy,,,
American Airlines,2019-03-08,New York,JFK International Airport,299,True,1,Seattle,Seattle-Tacoma International Airport,02:14,16:00,1,Economy,,,
Delta Airlines,2019-03-08,New York,JFK International Airport,295,True,1,Seattle,Seattle-Tacoma International Airport,01:09,15:15,1,Economy,,,
Southwest Airlines,2019-03-08,New York,JFK International Airport,312,False,1,Seattle,Seattle-Tacoma International Airport,18:40,05:25,1,Economy,,,
United Airlines,2019-03-08,New York,JFK International Airport,346,False,1,Seattle,Seattle-Tacoma International Airport,23:20,10:10,1,Economy,,,
Alaska Airlines,2019-03-03,Philadelphia,PHL International Airport,272,True,1,San Francisco,SFO International Airport,00:16,13:35,1,Economy,,,
Delta Airlines,2019-03-03,Philadelphia,PHL International Airport,254,False,1,San Francisco,SFO International Airport,22:26,10:55,1,Economy,,,
United Airlines,2019-03-03,Philadelphia,PHL International Airport,228,False,1,San Francisco,SFO International Airport,16:36,05:50,1,Economy,,,
Alaska Airlines,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,169,True,0,San Francisco,SFO International Airport,00:21,15:55,4,Economy,,,
American Airlines,2019-03-08,Atlanta,Hartsfield-Jackson International Airport,256,True,1,San Francisco,SFO International Airport,01:24,15:50,4,Economy,,,
