city,cuisine,has_live_music,phone_number,price_range,restaurant_name,serves_alcohol,street_address,date,party_size,time
Palo Alto,French,FALSE,650-485-3228,expensive,Bon Vivant Restaurant,TRUE,535 Bryant Street,,,
Saratoga,Chinese,FALSE,408-867-2554,moderate,Hongs Gourmet,FALSE,14510 Big Basin Way #9,,,
San Francisco,Asian,FALSE,415-278-9991,moderate,Lao Table,FALSE,149 2nd Street,,,
San Francisco,Asian,FALSE,415-923-8978,moderate,Lers Ros,FALSE,730 Larkin Street,,,
San Francisco,Asian,FALSE,415-922-8424,moderate,Modern Thai,FALSE,1247 Polk Street,,,
Napa,Mexican,FALSE,707-252-4707,moderate,Don Perico Mexican Restaurant,FALSE,1106 1st Street,,,
Napa,Mexican,FALSE,707-252-3575,moderate,Frida's Mexican Grill,FALSE,1533 Trancas Street,,,
San Francisco,American,FALSE,415-421-2442,expensive,Fog Harbor Fish House,TRUE,The Embarcadero,,,
San Francisco,American,FALSE,415-648-7669,expensive,Foreign Cinema,TRUE,2534 Mission Street,,,
San Francisco,American,FALSE,415-362-7733,expensive,Franciscan Crab Restaurant,TRUE,Pier 43 1/2,,,
San Francisco,American,FALSE,415-885-4605,expensive,House Of Prime Rib,TRUE,1906 Van Ness Avenue,,,
San Francisco,American,FALSE,415-440-5446,expensive,Liholiho Yacht Club,TRUE,871 Sutter Street,,,
Burlingame,Indian,FALSE,650-340-7272,expensive,Rasa,FALSE,209 Park Road,,,
Burlingame,Indian,FALSE,650-579-5661,moderate,Rasoi Restaurant & Lounge,FALSE,1425 Burlingame Avenue,,,
Mill Valley,California,FALSE,415-331-2600,expensive,Buckeye Roadhouse,FALSE,15 Shoreline Highway,,,
Walnut Creek,Mexican,FALSE,925-891-4023,moderate,Fuego Tequila Grill,FALSE,1359 Locust Street,,,
Walnut Creek,Mexican,FALSE,925-934-8121,moderate,La Fogata Mexican Bar & Grill,TRUE,1315 North Main Street,,,
Walnut Creek,Mexican,TRUE,925-946-1010,moderate,Maria Maria,TRUE,1470 North Broadway,,,
San Jose,American,TRUE,408-272-1335,inexpensive,Mcdonald's,TRUE,1935 Tully Road,,,
San Jose,American,FALSE,408-266-9275,moderate,Red Lobster,TRUE,5343 Almaden Expressway,,,
Livermore,Mediterranean,FALSE,925-373-0306,moderate,Demitri's Taverna,FALSE,2235 First Street,,,
Menlo Park,American,FALSE,650-561-1540,very expensive,Madera,FALSE,2825 Sand Hill Road,,,
Menlo Park,American,TRUE,650-330-2790,moderate,Menlo Grill Bistro & Bar,TRUE,100 El Camino Real,,,
Walnut Creek,Vietnamese,FALSE,925-891-4790,moderate,Vanessa's Bistro 2 Vietnamese Restaurant,FALSE,1512 Locust Street,,,
San Carlos,Chinese,FALSE,650-622-4979,inexpensive,Hot Wok Bistro Too,TRUE,1541 Laurel Street,,,
San Carlos,Chinese,FALSE,650-591-4952,moderate,New Canton Restaurant,FALSE,1160 Laurel Street,,,
San Carlos,Chinese,FALSE,650-593-9777,moderate,Yan's Garden,TRUE,885 Laurel Street,,,
Castro Valley,Sushi,FALSE,510-889-6084,moderate,Katsu,FALSE,20861 Redwood Road,,,
San Ramon,Chinese,FALSE,925-838-9600,inexpensive,Three Brothers From China,FALSE,2211 San Ramon Valley Boulevard H,,,
San Jose,American,TRUE,408-977-0883,inexpensive,Mcdonald's,FALSE,1299 East Santa Clara Street,,,
Napa,Steakhouse,FALSE,707-819-2500,very expensive,Charlie Palmer Steak Napa,FALSE,1260 1st Street,,,
Napa,Steakhouse,FALSE,707-224-6328,expensive,Cole's Chop House,FALSE,1122 Main Street,,,
Napa,Steakhouse,FALSE,707-257-5400,expensive,Royal Oak Steak & Seafood,TRUE,1600 Atlas Peak Road,,,
Daly City,Salad,TRUE,650-756-0993,inexpensive,Mcdonald's,FALSE,505 Serramonte Boulevard,,,
Cupertino,Tapas,FALSE,408-725-0542,moderate,Gochi Cupertino,FALSE,19980 Homestead Road,,,
Pleasanton,Barbecue,FALSE,925-426-6800,inexpensive,Dickey's Barbecue Pit,FALSE,6654 Koll Center Parkway,,,
Gilroy,Mexican,FALSE,408-842-4000,moderate,Chili's Grill & Bar,TRUE,850 Renz Lane,,,
Gilroy,Mexican,FALSE,408-848-1052,moderate,Victoria's Mexican Restaurant,FALSE,757 1st Street,,,
Lafayette,Chinese,FALSE,925-284-3500,moderate,Great Wall Restaurant,FALSE,3500 Golden Gate Way,,,
Lafayette,Chinese,FALSE,925-283-1688,moderate,Uncle Yu's,FALSE,999 Oak Hill Road,,,
San Francisco,Asian,FALSE,415-986-8612,expensive,The House,FALSE,1230 Grant Avenue,,,
Los Altos,Italian,FALSE,650-949-2300,moderate,Aldo Los Altos,FALSE,388 Main Street,,,
Redwood City,American,FALSE,650-995-7500,moderate,Aly's On Main,FALSE,911 Main Street,,,
Redwood City,American,FALSE,650-365-7777,moderate,John Bentley's Restaurant,FALSE,2915 El Camino Real,,,
Redwood City,American,FALSE,650-367-7974,moderate,Mandaloun,FALSE,2021 Broadway,,,
Redwood City,American,FALSE,650-598-9000,moderate,Scroll Bar Waterside Kitchen,TRUE,223 Twin Dolphin Drive,,,
Redwood City,American,FALSE,650-367-7974,moderate,The Courthouse 2021,FALSE,2021 Broadway,,,
Redwood City,American,FALSE,650-257-3710,moderate,The Striped Pig,TRUE,917 Main Street,,,
San Mateo,Italian,FALSE,650-341-8877,moderate,La Lanterna,FALSE,180 West 25th Avenue,,,
San Mateo,Italian,FALSE,650-574-1256,moderate,Luceti's,FALSE,109 West 25th Avenue,,,
San Mateo,Italian,FALSE,650-685-6151,moderate,Vespucci,FALSE,147 East 3rd Avenue,,,
Gilroy,Sandwich,TRUE,408-847-5446,inexpensive,Mcdonald's,FALSE,8390 Arroyo Circle,,,
Hercules,American,FALSE,510-741-5580,moderate,Leila By The Bay,FALSE,1991 Railroad Avenue,,,
Concord,Mexican,FALSE,925-822-3996,moderate,Canasta Kitchen,TRUE,2118 Mount Diablo Street,,,
Concord,Mexican,FALSE,925-334-7794,moderate,Puesto,TRUE,2035 Diamond Boulevard Ste 100,,,
Santa Rosa,Sushi,FALSE,707-541-6359,moderate,Haku Sushi,FALSE,518 7th Street,,,
Santa Rosa,Sushi,FALSE,707-575-5557,moderate,Shogun | Japanese Restaurant,FALSE,1531 Farmers Lane,,,
San Francisco,Thai,FALSE,415-757-0217,moderate,Lapats Thai Noodles Bar,FALSE,601 Larkin Street,,,
Walnut Creek,French,FALSE,925-891-4197,moderate,Cypress Restaurant,TRUE,1388 Locust Street,,,
Walnut Creek,French,FALSE,925-448-8187,moderate,La Sen Bistro Wc,FALSE,1606 North Main Street,,,
Walnut Creek,French,FALSE,925-407-8002,moderate,Le Bistro,TRUE,1606 North Main Street,,,
San Jose,Japanese,FALSE,408-453-1070,moderate,Sushi Kan Japanese Cuisine,TRUE,1305 North 1st Street,,,
San Jose,Japanese,FALSE,408-249-6020,moderate,Tanto Japanese Restaurant,TRUE,1306 Saratoga Avenue,,,
Novato,Bistro,FALSE,415-883-6702,moderate,Beso Bistro And Wine Bar,FALSE,502 South Palm Drive,,,
San Jose,Breakfast,TRUE,408-528-6700,inexpensive,Mcdonald's,TRUE,202 Eastridge Mall Relo,,,
San Francisco,Halal,FALSE,415-543-2627,moderate,Anar,FALSE,937 Harrison Street,,,
Walnut Creek,Peruvian,FALSE,925-378-3816,moderate,Limon Rotisserie Walnut Creek,FALSE,1524 Locust Street,,,
Walnut Creek,Peruvian,FALSE,925-448-8118,expensive,Parada,FALSE,7001 Sunne Lane,,,
Walnut Creek,American,FALSE,925-927-1149,moderate,A'trio,FALSE,2355 North Main Street,,,
Walnut Creek,American,FALSE,925-932-2828,moderate,Benvenuti Ristorante,TRUE,1627 North Broadway,,,
Walnut Creek,American,FALSE,925-945-6960,moderate,Broderick Roadhouse,FALSE,1548 Bonanza Street,,,
Walnut Creek,American,FALSE,925-946-0949,moderate,Katy's Kreek,FALSE,1680 Locust Street,,,
Walnut Creek,American,FALSE,925-933-1001,moderate,Main Street Kitchen & Bar,TRUE,1358 North Main Street,,,
Walnut Creek,American,FALSE,925-300-3540,expensive,Rooftop Restaurant & Bar,FALSE,1500 Mount Diablo Boulevard #300,,,
Walnut Creek,American,FALSE,925-944-0895,moderate,Stanford's Restaurant & Bar,FALSE,1300 South Main Street,,,
Fairfield,Italian,FALSE,707-438-1801,moderate,Johnny Carino's,FALSE,1640 Gateway Boulevard,,,
Antioch,Mexican,TRUE,925-754-1355,moderate,Celia's Mexican Restaurant,FALSE,523 West 10th Street,,,
Antioch,Mexican,FALSE,925-778-4740,moderate,Little Manuel's,FALSE,1509 A Street,,,
Emeryville,American,FALSE,510-595-1000,moderate,The Bureau 510,TRUE,5800 Hollis Street,,,
Livermore,Salad,TRUE,925-449-5768,inexpensive,Mcdonald's,FALSE,283 North P Street,,,
Palo Alto,Sichuan,FALSE,650-849-2000,moderate,Da Sichuan Bistro,FALSE,3781 El Camino Real,,,
Livermore,Spanish,TRUE,925-215-2656,moderate,Pura Vida - Cocina Latina & Sangria Bar,FALSE,2241 First Street,,,
Palo Alto,Mexican,FALSE,650-843-0643,moderate,Celia's,FALSE,3740 El Camino Real,,,
Palo Alto,Mexican,FALSE,415-649-6077,moderate,Tacolicious,FALSE,632 Emerson Street,,,
Healdsburg,Mexican,FALSE,707-433-2807,inexpensive,El Farolito,FALSE,128 Plaza Street,,,
Healdsburg,Mexican,FALSE,707-433-1520,expensive,Mateo's Cocina Latina,FALSE,214 Healdsburg Avenue,,,
Santa Clara,Halal,FALSE,888-786-7919,moderate,Paradise Biryani Pointe,FALSE,2961 East El Camino Real,,,
San Jose,Mexican,FALSE,408-297-1300,moderate,Puerto Azul Restaurant,TRUE,1072 Lincoln Avenue,,,
Albany,Mediterranean,FALSE,510-898-1316,moderate,Zaytoon Mediterranean Restaurant & Bar,FALSE,1133 Solano Avenue,,,
Fairfield,Salad,TRUE,707-421-2867,inexpensive,Mcdonald's,FALSE,2212 North Texas Street,,,
Albany,Italian,FALSE,510-526-9700,moderate,Mangia Mangia,FALSE,755 San Pablo Avenue,,,
Oakland,Brunch,FALSE,510-336-1180,moderate,Bellanico Restaurant And Wine Bar,TRUE,4238 Park Boulevard,,,
Oakland,Brunch,FALSE,510-645-1905,moderate,Brotzeit Lokal | German Restaurant & Waterfront Biergarten,TRUE,1000 Embarcadero,,,
Oakland,Brunch,FALSE,510-922-9582,moderate,Grand Lake Kitchen,TRUE,576 Grand Avenue,,,
Oakland,Brunch,FALSE,510-444-6436,moderate,Nido Kitchen & Bar,TRUE,444 Oak Street,,,
Campbell,Steakhouse,FALSE,408-371-8729,moderate,Grill Em Steak House & Sports Bar,TRUE,2509 South Bascom Avenue,,,
Campbell,Steakhouse,FALSE,408-374-5000,moderate,Willard Hicks,FALSE,280 East Campbell Avenue,,,
Santa Clara,Barbecue,FALSE,408-249-8158,moderate,Andy's Bar-b-que,TRUE,2367 El Camino Real,,,
Vallejo,Coffeehouse,TRUE,707-553-1209,inexpensive,Mcdonald's,FALSE,170 Lincoln Road East,,,
Alameda,European,TRUE,510-522-1300,moderate,Speisekammer,TRUE,2424 Lincoln Avenue,,,
San Jose,German,FALSE,408-771-9871,moderate,Ludwig's German Table,TRUE,261 North 2nd Street,,,
San Jose,German,FALSE,408-292-0291,moderate,Teske's Germania,FALSE,255 North 1st Street,,,
San Francisco,Caribbean,FALSE,415-824-1502,moderate,Cha Cha Cha,TRUE,2327 Mission Street,,,
San Francisco,Caribbean,FALSE,415-525-3676,moderate,El Capitan,FALSE,1123 Folsom Street,,,
San Francisco,Caribbean,FALSE,415-400-4355,moderate,Palm House,FALSE,2032 Union Street,,,
Palo Alto,Gastropub,FALSE,650-321-8626,moderate,Umami Burger Palo Alto,FALSE,452 University Avenue,,,
Santa Clara,Italian,FALSE,408-984-0414,moderate,Fiorillo's Restaurant And Banquet Facilities,TRUE,638 El Camino Real,,,
Santa Clara,Italian,FALSE,408-241-9414,moderate,Mio Vicino,FALSE,1290 Benton Street,,,
Santa Clara,Italian,FALSE,408-330-9212,moderate,Piatti,FALSE,3905 Rivermark Plaza,,,
Santa Clara,Italian,FALSE,408-654-9000,moderate,Tomatina,TRUE,3127 Mission College Boulevard,,,
Santa Clara,Italian,FALSE,408-296-1052,moderate,Vesuvio,TRUE,3044 East El Camino Real,,,
Vallejo,Chinese,FALSE,707-552-9700,moderate,J's Garden Restaurant,FALSE,134 Robles Way,,,
Vallejo,Chinese,FALSE,707-643-0202,moderate,Princess Garden,FALSE,960 Admiral Callaghan Lane,,,
Palo Alto,Japanese,FALSE,650-325-2696,moderate,Kanpai,FALSE,330 Lytton Avenue,,,
Palo Alto,Japanese,FALSE,650-856-1100,inexpensive,Sushi Tomo,FALSE,4131 El Camino Way,,,
Menlo Park,Chinese,FALSE,650-752-6173,moderate,Yum Cha Palace,FALSE,1039 El Camino Real,,,
San Francisco,Chinese,FALSE,415-900-8406,expensive,Jai Yun Restaurant,FALSE,606 Broadway,,,
San Francisco,Chinese,FALSE,415-580-3001,expensive,M.y. China,FALSE,845 Market Street level 4,,,
San Jose,Chinese,FALSE,408-281-8898,moderate,Mandarin Gourmet Restaurant,FALSE,5560 Santa Teresa Boulevard,,,
San Jose,Chinese,FALSE,408-281-3838,moderate,Ocean Delight,FALSE,5400 Monterey Road,,,
San Jose,Chinese,FALSE,408-960-2940,moderate,P.f. Chang's,TRUE,925 Blossom Hill Road #1515,,,
Palo Alto,Vegetarian,FALSE,650-321-6688,moderate,Darbar Indian Cuisine,FALSE,129 Lytton Avenue,,,
Concord,Vegetarian,FALSE,925-685-2777,moderate,Swagat Indian Cuisine,FALSE,1901 Salvio Street,,,
Richmond,Asian,FALSE,510-234-9898,inexpensive,Eurasia,FALSE,12221 San Pablo Avenue,,,
Richmond,Asian,FALSE,510-223-2933,moderate,Sala Thai,FALSE,15501 San Pablo Ave,,,
Daly City,Mexican,FALSE,650-755-6213,moderate,Celia's,FALSE,379 Gellert Boulevard,,,
Daly City,Mexican,FALSE,650-756-6289,moderate,Lisa's,FALSE,6582 Mission Street,,,
Half Moon Bay,Nepalese,FALSE,650-713-0826,moderate,Monsoon Himalayan Cuisine,FALSE,20 Stone Pine Road,,,
Union City,Steakhouse,FALSE,510-324-7623,moderate,Texas Roadhouse,TRUE,32115 Union Landing Boulevard,,,
Mountain View,Coffeehouse,TRUE,650-967-0328,inexpensive,Mcdonald's,FALSE,952 El Monte Avenue,,,
Richmond,Peruvian,TRUE,510-647-9008,moderate,Inca's Palace,FALSE,3288 Pierce Street A-105,,,
Campbell,Greek,FALSE,408-866-4570,moderate,Opa! Campbell,FALSE,276 East Campbell Avenue,,,
Alameda,Italian,FALSE,510-769-4828,moderate,C'era Una Volta,FALSE,1332 Park Street D,,,
Alameda,Italian,FALSE,510-521-2141 ext. 1,moderate,Linguini's Restaurant,TRUE,1506 Park Street,,,
Alameda,Italian,FALSE,510-864-7427,moderate,Pasta Pelican Restaurant,FALSE,2455 Mariner Square Drive,,,
Mountain View,American,FALSE,650-426-0582,moderate,Eureka!,TRUE,191 Castro Street,,,
Mountain View,American,FALSE,650-962-1014,moderate,Michaels At Shoreline,TRUE,2960 North Shoreline Boulevard,,,
Mountain View,American,FALSE,650-237-3132,expensive,Scratch,TRUE,401 Castro Street #100,,,
Mountain View,American,FALSE,650-963-9568,moderate,Steins,TRUE,895 Villa Street,,,
Milpitas,Malaysian,FALSE,408-719-9811,moderate,Banana Leaf Restaurant,TRUE,182 Ranch Drive,,,
Milpitas,Malaysian,FALSE,408-263-6788,moderate,Layang Layang Malaysian Cuisine,FALSE,181 West Calaveras Boulevard,,,
San Jose,Vegetarian,FALSE,408-885-9222,moderate,Blue Mango,TRUE,635 Coleman Avenue,,,
San Jose,Vegetarian,FALSE,408-292-2282,moderate,Mudai,TRUE,503 West San Carlos Street,,,
San Jose,Vegetarian,FALSE,408-241-9273,moderate,Yard House,TRUE,300 Santana Row Suite 101,,,
San Carlos,Japanese,FALSE,650-654-1212,moderate,Aya Sushi,FALSE,1070 Holly Street,,,
San Carlos,Japanese,FALSE,650-637-9793,moderate,Ozuma Japanese Restaurant,FALSE,894 Laurel Street,,,
Concord,Indian,FALSE,925-288-0000,moderate,Hot Basil Cafe,TRUE,790 Oak Grove Road,,,
San Jose,Vegetarian,FALSE,408-229-2600,moderate,Emperor Of India,FALSE,5825 Cottle Road,,,
San Jose,Vegetarian,FALSE,408-495-1000,moderate,Seiki House,FALSE,4035 Evergreen Village Square #40,,,
San Jose,Vegetarian,FALSE,408-292-3798,moderate,Vegetarian House,FALSE,520 East Santa Clara Street,,,
San Francisco,Fondue,FALSE,415-431-5100,moderate,Fondue Cowboy,TRUE,1052 Folsom Street,,,
Benicia,Indian,FALSE,707-297-6328,inexpensive,Mirchi Indian Grill,TRUE,2032 Columbus Parkway,,,
San Carlos,Afghan,FALSE,650-594-2840,moderate,Kabul Afghan Cuisine,FALSE,135 El Camino Real,,,
Woodside,American,TRUE,650-851-8110,moderate,Little Store Restaurant,TRUE,3340 Woodside Road,,,
Woodside,American,FALSE,650-851-8541,expensive,The Mountain House,FALSE,13808 Skyline Boulevard,,,
Richmond,Cuban,FALSE,510-559-9388,moderate,Saigon Seafood Harbor Restaurant,FALSE,3150 Pierce Street,,,
Santa Rosa,Indian,FALSE,707-595-3311,moderate,Kafal Restaurant,FALSE,535 Ross Street,,,
Santa Rosa,Indian,FALSE,707-579-5999,moderate,New Sizzling Tandoor,FALSE,409 Mendocino Avenue,,,
Santa Rosa,Indian,FALSE,707-521-9608,moderate,Yeti Restaurant,FALSE,190 Farmers Lane,,,
San Francisco,Cambodian,FALSE,415-550-8417,moderate,Angkor Borei Restaurant,FALSE,3471 Mission Street,,,
Dublin,Korean,FALSE,925-829-7237,moderate,Go Goong,FALSE,7178 Regional Street,,,
San Leandro,Coffeehouse,TRUE,510-430-9417,inexpensive,Mcdonald's,FALSE,1919 Davis Street,,,
San Leandro,Coffeehouse,FALSE,510-562-2828,inexpensive,Oriental Tea House,FALSE,604 MacArthur Boulevard,,,
San Francisco,Coffeehouse,TRUE,415-759-5033,inexpensive,Mcdonald's,FALSE,255 Winston Drive,,,
Santa Clara,Coffeehouse,FALSE,408-562-6731,moderate,La Fontana,TRUE,4949 Great America Parkway,,,
San Carlos,American,FALSE,650-654-2822,moderate,Izzy's San Carlos,FALSE,525 Skyway Road,,,
San Carlos,American,FALSE,650-597-3108,moderate,Piacere Restaurant,TRUE,727 Laurel Street,,,
San Carlos,American,FALSE,650-610-0438,moderate,The Cask Wine Bar,TRUE,782 Laurel Street,,,
San Carlos,American,FALSE,650-598-9740,moderate,The Office,TRUE,1748 El Camino Real,,,
Orinda,American,FALSE,925-254-4630,moderate,Casa Orinda,TRUE,20 Bryant Way,,,
Orinda,American,FALSE,925-254-0124,moderate,Wild Magnolia,TRUE,2 Orinda Theatre Square #153,,,
Concord,Chinese,FALSE,925-827-4800,inexpensive,Hunan Restaurant,FALSE,4804 Clayton Road,,,
San Francisco,Greek,FALSE,415-391-1154,inexpensive,Ayola,FALSE,327 Kearny Street,,,
San Francisco,Greek,FALSE,415-981-0983,very expensive,Kokkari Estiatorio,FALSE,200 Jackson Street,,,
San Francisco,Greek,FALSE,415-872-9779,inexpensive,Park Gyros Castro,TRUE,449 Castro Street,,,
Redwood City,Tapas,FALSE,650-679-8141,moderate,La Viga Seafood & Cocina Mexicana,TRUE,1772 Broadway,,,
Windsor,Italian,FALSE,707-836-0900,moderate,Mary's Pizza Shack,FALSE,9010 Brooks Road South,,,
Windsor,American,FALSE,707-838-8802,moderate,Charlie's Restaurant,FALSE,1320 19th Hole Drive,,,
Windsor,American,FALSE,707-838-7800,moderate,Kc's American Kitchen,FALSE,9501 Duvander Lane,,,
Windsor,American,FALSE,707-837-7546,moderate,Kin Windsor,FALSE,740 McClelland Drive,,,
Los Gatos,Chinese,FALSE,408-395-2373,moderate,Jasmine Chinese Cuisine,FALSE,20 South Santa Cruz Avenue,,,
Los Gatos,Chinese,FALSE,408-370-2032,moderate,Yeung Shing,FALSE,14107 South Winchester Boulevard,,,
Sunnyvale,American,FALSE,408-245-4501,moderate,Black Angus Steakhouse,TRUE,740 East El Camino Real,,,
Sunnyvale,American,FALSE,408-685-2477,moderate,Metro City,TRUE,151 South Murphy Avenue,,,
Sunnyvale,American,FALSE,408-245-8503,moderate,The Oxford,TRUE,195 South Murphy Avenue,,,
San Rafael,Caribbean,FALSE,415-256-1818,moderate,Whipper Snapper Restaurant,FALSE,1613 4th Street,,,
Concord,American,FALSE,925-798-4300,moderate,Claim Jumper Restaurants,TRUE,1981 Diamond Boulevard,,,
Concord,American,FALSE,925-265-2120,moderate,Eureka!,TRUE,1975 Diamond Boulevard Ste. C 160,,,
Concord,American,FALSE,925-309-7774,moderate,Lima,TRUE,2151 Salvio Street Suite I,,,
Concord,American,FALSE,925-677-7427,moderate,Lucille's Smokehouse Bar-b-que,FALSE,Sunvalley Shopping Center,,,
Concord,American,TRUE,925-680-7267,inexpensive,Mcdonald's,FALSE,1691 Monument Boulevard,,,
Foster City,Chinese,FALSE,650-345-1762,moderate,5 Joy Restaurant,TRUE,1489 Beach Park Boulevard,,,
Pleasanton,American,FALSE,925-469-6266,moderate,Eddie Papa's American Hangout,FALSE,4889 Hopyard Road,,,
Pleasanton,American,TRUE,925-399-6690,moderate,Handles Gastropub,TRUE,855 Main Street,,,
San Jose,Tex-Mex,FALSE,408-532-6727,moderate,Chili's Grill & Bar,TRUE,2185 Eastridge Loop,,,
Gilroy,Asian,FALSE,408-847-2625,moderate,Ginger Cafe,TRUE,8657 San Ysidro Avenue,,,
Dublin,Japanese,FALSE,925-833-9833,moderate,Halu Shabu Shabu,FALSE,4288 Dublin Boulevard #110,,,
Dublin,Japanese,FALSE,925-556-9573,moderate,Yanagi Sushi & Grill Dublin,FALSE,6599 Dublin Boulevard,,,
Palo Alto,Chinese,FALSE,650-321-9388,moderate,Peking Duck Restaurant,FALSE,151 California Avenue,,,
Palo Alto,Chinese,FALSE,650-493-3836,moderate,Su Hong,FALSE,4256 El Camino Real,,,
Palo Alto,Chinese,FALSE,650-322-1188,moderate,Yucca De Lac,TRUE,180 El Camino Real #700,,,
Pleasant Hill,Sandwich,TRUE,925-356-8818,inexpensive,Mcdonald's,FALSE,1690 Contra Costa Boulevard,,,
Los Gatos,French,FALSE,408-354-4330,very expensive,Manresa,FALSE,320 Village Lane,,,
Fremont,Sandwich,TRUE,510-791-7400,inexpensive,Mcdonald's,TRUE,4318 Thornton Avenue,,,
Fremont,Sandwich,TRUE,510-656-9375,inexpensive,Mcdonald's,FALSE,42800 Mission Boulevard,,,
Campbell,Brunch,FALSE,408-376-3516,moderate,Stacks,FALSE,139 East Campbell Avenue,,,
Palo Alto,Thai,FALSE,650-289-0907,moderate,Lotus Thai Bistro,TRUE,425 California Avenue,,,
Concord,Chinese,FALSE,925-609-9090,moderate,Lulu's Kitchen,FALSE,1657 Willow Pass Road,,,
Concord,Chinese,FALSE,925-246-9999,moderate,Steamboat,FALSE,1845 Willow Pass Road,,,
Fremont,Indian,FALSE,510-598-4940,moderate,Paradise Biryani Pointe,FALSE,5029 Mowry Avenue,,,
Fremont,Indian,FALSE,510-353-9002,moderate,Rangoli Flavors Of India,FALSE,43852 Pacific Commons Boulevard,,,
Fremont,Indian,FALSE,510-744-9500,moderate,Sakoon,FALSE,39195 Farwell Drive,,,
Fremont,Indian,FALSE,510-791-1316,moderate,Taste Of India,FALSE,5144 Mowry Avenue,,,
Fremont,Indian,FALSE,510-362-7000,moderate,Veg N Chaat Cuisine,FALSE,5168 Mowry Avenue,,,
Santa Clara,Sandwich,TRUE,408-243-2897,inexpensive,Mcdonald's,TRUE,3509 Homestead Road,,,
Santa Clara,Sandwich,TRUE,408-727-9726,inexpensive,Mcdonald's,FALSE,2850 Augustine Drive,,,
Pleasanton,Mexican,TRUE,925-417-0342,expensive,Blue Agave Club,FALSE,625 Main Street,,,
Pleasanton,Mexican,FALSE,925-462-1140,moderate,Mexico Lindo Cantina And Restaurant,FALSE,6690 Koll Center Parkway,,,
Fremont,Korean,FALSE,510-252-9844,moderate,Bob Sang,TRUE,4185 Cushing Parkway,,,
Fremont,Korean,FALSE,510-226-7700,moderate,Mom's Tofu House,FALSE,46851 Warm Springs Boulevard,,,
Walnut Creek,Sushi,FALSE,925-274-9496,moderate,Kaiwa Sushi,FALSE,1534 Locust Street,,,
Oakland,Peruvian,TRUE,510-451-4206,moderate,La Furia Chalaca,FALSE,310 Broadway,,,
Oakland,Peruvian,FALSE,510-652-1439,moderate,Mistura,TRUE,3858 Piedmont Avenue,,,
Livermore,Steakhouse,TRUE,925-456-7100,moderate,Castle Rock Restaurant,TRUE,1848 Portola Avenue,,,
Hayward,Coffeehouse,TRUE,510-538-8447,inexpensive,Mcdonald's,FALSE,26253 Mission Boulevard,,,
Morgan Hill,American,TRUE,669-888-3488,moderate,88 Keys Cafe,FALSE,1295 East Dunne Avenue,,,
Morgan Hill,American,FALSE,408-779-8800,moderate,Bubbles & Brew,TRUE,17105 Monterey Road,,,
Morgan Hill,American,FALSE,408-779-3376,moderate,Huntington Station,TRUE,30 East 3rd Street,,,
Morgan Hill,American,FALSE,408-201-9200,expensive,Ladera Grill,FALSE,17305 Monterey Road,,,
Morgan Hill,American,TRUE,408-782-0739,inexpensive,Mcdonald's,TRUE,17025 Condit Road,,,
Half Moon Bay,Indian,FALSE,650-712-7700,moderate,India Beach,FALSE,425 Avenue Alhambra,,,
Half Moon Bay,Thai,FALSE,650-560-0076,moderate,Spice Me Thai Cuisine,FALSE,500 Purissima Street,,,
Novato,Asian,FALSE,415-892-3440,moderate,Anokha Cuisine Of India,FALSE,811 Grant Avenue,,,
Novato,Asian,FALSE,415-892-9303,moderate,Chao Praya,FALSE,1553 South Novato Boulevard G,,,
San Mateo,Take-out,FALSE,650-342-7088,moderate,Mr Pizza Man San Mateo,FALSE,201 East 4th Avenue,,,
San Mateo,Take-out,FALSE,650-344-5000,moderate,North Beach Pizza,TRUE,240 East 3rd Avenue,,,
Vallejo,American,FALSE,707-647-0595,moderate,Black Angus Steakhouse,TRUE,124 Plaza Drive,,,
San Francisco,Mexican,TRUE,415-252-8204,moderate,Los Yaquis,FALSE,324 South Van Ness Avenue,,,
Rohnert Park,Sushi,FALSE,707-795-9700,moderate,Honey Cuisine,FALSE,1712 East Cotati Avenue,,,
Rohnert Park,Sushi,FALSE,707-588-8068,moderate,Paradise Sushi & Grill,FALSE,370 Rohnert Park Expressway,,,
San Francisco,Laotian,FALSE,415-349-4186,inexpensive,Champa Garden Restaurant,FALSE,613 Faxon Avenue,,,
San Francisco,Laotian,FALSE,415-347-7755,moderate,Maneelap Srimongkoun Restaurant,FALSE,4995 Mission Street,,,
San Francisco,Barbecue,FALSE,415-896-4250,moderate,Baby Blues Bbq,FALSE,3149 Mission Street,,,
San Francisco,Barbecue,FALSE,415-387-1378,moderate,Camp Bbq,FALSE,4014 Geary Boulevard,,,
San Francisco,Barbecue,FALSE,415-796-2437,moderate,Hardwood Bar & Smokery,FALSE,680 8th Street Ste. 170,,,
San Francisco,Barbecue,FALSE,415-221-8282,moderate,Jang Soo Bbq,FALSE,6314 Geary Boulevard,,,
Livermore,Japanese,FALSE,925-606-7222,moderate,Kawa Sushi,FALSE,2180 Third Street,,,
Livermore,Japanese,FALSE,925-245-9662,moderate,Roppongi Sushi,TRUE,2206 First Street,,,
San Jose,Seafood,FALSE,408-913-8080,moderate,Sushi Confidential,TRUE,26 North San Pedro Street,,,
Livermore,Barbecue,FALSE,925-449-1499,moderate,Emil Villa's Hickory Pit,FALSE,3064 Pacific Avenue,,,
