car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
Ford Fusion,Standard,2019-03-14,San Francisco,2019-03-09,SFO International Airport,14:00,180
Honda Civic,Standard,2019-03-14,San Francisco,2019-03-09,Salesforce Transit Center,14:00,185
Nissan Sentra,Standard,2019-03-14,San Francisco,2019-03-09,Salesforce Transit Center,14:00,155
Toyota Prius,Standard,2019-03-14,San Francisco,2019-03-09,Salesforce Transit Center,14:00,185
Chevrolet Cruze,Standard,2019-03-14,,2019-03-09,Salesforce Transit Center,14:00,155
Chevrolet Cruze,Standard,2019-03-13,Portland,2019-03-09,PDX International Airport,15:30,116
Ford Fusion,Standard,2019-03-13,Portland,2019-03-09,Union Station,15:30,124
Honda Accord,Standard,2019-03-13,Portland,2019-03-09,PDX International Airport,15:30,128
Honda Civic,Standard,2019-03-13,Portland,2019-03-09,PDX International Airport,15:30,124
Nissan Sentra,Standard,2019-03-13,Portland,2019-03-09,Portland Bus Station,15:30,144
Toyota Camry,Standard,2019-03-13,Portland,2019-03-09,Portland Bus Station,15:30,116
Toyota Corolla,Standard,2019-03-13,Portland,2019-03-09,Union Station,15:30,120
Toyota Prius,Standard,2019-03-13,Portland,2019-03-09,PDX International Airport,15:30,132
Chevrolet Cruze,Standard,2019-03-13,,2019-03-09,PDX International Airport,15:30,116
Ford Fusion,Standard,2019-03-13,Sacramento,2019-03-09,SMF International Airport,15:30,140
Honda Accord,Standard,2019-03-13,Sacramento,2019-03-09,SMF International Airport,15:30,144
Honda Civic,Standard,2019-03-13,Sacramento,2019-03-09,SMF International Airport,15:30,128
Toyota Camry,Standard,2019-03-13,Sacramento,2019-03-09,SMF International Airport,15:30,148
Toyota Corolla,Standard,2019-03-13,Sacramento,2019-03-09,Sacramento Valley Station,15:30,112
Ford Fusion,Standard,2019-03-13,,2019-03-09,SMF International Airport,15:30,140
Honda Civic,Standard,2019-03-14,Las Vegas,2019-03-13,McCarran International Airport,12:30,30
Hyundai Elantra,Standard,2019-03-14,Las Vegas,2019-03-13,McCarran International Airport,12:30,27
Nissan Sentra,Standard,2019-03-14,Las Vegas,2019-03-13,McCarran International Airport,12:30,31
Toyota Prius,Standard,2019-03-14,Las Vegas,2019-03-13,McCarran International Airport,12:30,39
Chevrolet Bolt,Compact,2019-03-14,Las Vegas,2019-03-09,McCarran International Airport,12:30,115
Mini Cooper,Compact,2019-03-14,Las Vegas,2019-03-09,McCarran International Airport,12:30,150
Volkswagen Golf,Compact,2019-03-14,Las Vegas,2019-03-09,McCarran International Airport,12:30,135
Mini Cooper,Compact,2019-03-14,,2019-03-09,McCarran International Airport,12:30,150
Honda Accord,Standard,2019-03-13,Vancouver,2019-03-12,YVR International Airport,11:00,32
Hyundai Elantra,Standard,2019-03-13,Vancouver,2019-03-12,YVR International Airport,11:00,35
Nissan Altima,Standard,2019-03-13,Vancouver,2019-03-12,YVR International Airport,11:00,33
Toyota Corolla,Standard,2019-03-13,Vancouver,2019-03-12,YVR International Airport,11:00,32
Honda Accord,Standard,2019-03-13,,2019-03-12,YVR International Airport,11:00,32
Toyota Corolla,Standard,2019-03-14,Long Beach,2019-03-09,LGB Airport,14:00,150
Toyota Prius,Standard,2019-03-14,Long Beach,2019-03-09,Downtown Station,14:00,165
Chevrolet Bolt,Compact,2019-03-10,Long Beach,2019-03-09,LGB Airport,14:00,28
Honda Fit,Compact,2019-03-10,Long Beach,2019-03-09,LGB Airport,14:00,30
Nissan Leaf,Compact,2019-03-10,Long Beach,2019-03-09,Downtown Station,14:00,26
Honda Fit,Compact,2019-03-10,,2019-03-09,LGB Airport,14:00,30
Chevrolet Bolt,Compact,2019-03-12,Anaheim,2019-03-10,John Wayne Airport,09:30,48
Volkswagen GTI,Compact,2019-03-12,Anaheim,2019-03-10,John Wayne Airport,09:30,56
Volkswagen Golf,Compact,2019-03-12,Anaheim,2019-03-10,John Wayne Airport,09:30,56
Honda Fit,Compact,2019-03-12,Anaheim,2019-03-10,Anaheim Intermodal Center,10:00,60
Kia Forte,Compact,2019-03-12,Anaheim,2019-03-10,Anaheim Intermodal Center,10:00,42
Nissan Leaf,Compact,2019-03-12,Anaheim,2019-03-10,Anaheim Intermodal Center,10:00,60
Chevrolet Bolt,Compact,2019-03-12,,2019-03-10,John Wayne Airport,09:30,48
Ford Fusion,Standard,2019-03-12,Sacramento,2019-03-08,SMF International Airport,17:00,136
Honda Accord,Standard,2019-03-12,Sacramento,2019-03-08,SMF International Airport,17:00,128
Honda Civic,Standard,2019-03-12,Sacramento,2019-03-08,SMF International Airport,17:00,152
Toyota Camry,Standard,2019-03-12,Sacramento,2019-03-08,SMF International Airport,17:00,136
Toyota Corolla,Standard,2019-03-12,Sacramento,2019-03-08,Sacramento Valley Station,17:00,124
Mini Cooper,Compact,2019-03-12,Sacramento,2019-03-08,Sacramento Valley Station,12:30,92
Nissan Leaf,Compact,2019-03-12,Sacramento,2019-03-08,Sacramento Valley Station,12:30,96
Volkswagen Golf,Compact,2019-03-12,Sacramento,2019-03-08,Sacramento Valley Station,12:30,88
Chevrolet Bolt,Compact,2019-03-12,Sacramento,2019-03-08,SMF International Airport,13:00,96
Kia Forte,Compact,2019-03-12,Sacramento,2019-03-08,SMF International Airport,13:00,116
Chevrolet Bolt,Compact,2019-03-12,Paris,2019-03-08,Charles de Gaulle International Airport,12:30,112
Honda Fit,Compact,2019-03-12,Paris,2019-03-08,Charles de Gaulle International Airport,12:30,104
Mini Cooper,Compact,2019-03-12,Paris,2019-03-08,Charles de Gaulle International Airport,12:30,120
Nissan Leaf,Compact,2019-03-12,Paris,2019-03-08,Charles de Gaulle International Airport,12:30,88
Chevrolet Bolt,Compact,2019-03-12,,2019-03-08,Charles de Gaulle International Airport,12:30,112
Chevrolet Bolt,Compact,2019-03-11,San Francisco,2019-03-10,Salesforce Transit Center,14:00,26
Kia Forte,Compact,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,21
Mini Cooper,Compact,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,28
Nissan Leaf,Compact,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,24
Volkswagen GTI,Compact,2019-03-11,San Francisco,2019-03-10,SFO International Airport,14:00,25
Mini Cooper,Compact,2019-03-11,,2019-03-10,SFO International Airport,14:00,28
Ford Fusion,Standard,2019-03-13,Sacramento,2019-03-12,SMF International Airport,17:00,32
Honda Accord,Standard,2019-03-13,Sacramento,2019-03-12,SMF International Airport,17:00,33
Honda Civic,Standard,2019-03-13,Sacramento,2019-03-12,SMF International Airport,17:00,33
Toyota Camry,Standard,2019-03-13,Sacramento,2019-03-12,SMF International Airport,17:00,33
Toyota Corolla,Standard,2019-03-13,Sacramento,2019-03-12,Sacramento Valley Station,17:00,30
Ford Fusion,Standard,2019-03-13,,2019-03-12,SMF International Airport,17:00,32
Honda Accord,Standard,2019-03-09,New York,2019-03-08,Grand Central Station,12:00,32
Honda Civic,Standard,2019-03-09,New York,2019-03-08,JFK International Airport,12:00,30
Hyundai Elantra,Standard,2019-03-09,New York,2019-03-08,Port Authority Station,12:00,33
Nissan Altima,Standard,2019-03-09,New York,2019-03-08,Port Authority Station,12:00,32
Toyota Camry,Standard,2019-03-09,New York,2019-03-08,JFK International Airport,12:00,29
Toyota Corolla,Standard,2019-03-09,New York,2019-03-08,Grand Central Station,12:00,31
Toyota Prius,Standard,2019-03-09,New York,2019-03-08,Port Authority Station,12:00,34
Chevrolet Bolt,Compact,2019-03-10,New York,2019-03-08,Port Authority Station,12:00,56
Honda Fit,Compact,2019-03-10,New York,2019-03-08,Grand Central Station,12:00,56
Kia Forte,Compact,2019-03-10,New York,2019-03-08,Port Authority Station,12:00,44
Mini Cooper,Compact,2019-03-10,New York,2019-03-08,JFK International Airport,12:00,64
Nissan Leaf,Compact,2019-03-10,New York,2019-03-08,Port Authority Station,12:00,52
Volkswagen Golf,Compact,2019-03-10,New York,2019-03-08,Port Authority Station,12:00,44
Chevrolet Bolt,Compact,2019-03-10,Paris,2019-03-08,Charles de Gaulle International Airport,12:00,54
Honda Fit,Compact,2019-03-10,Paris,2019-03-08,Charles de Gaulle International Airport,12:00,56
Mini Cooper,Compact,2019-03-10,Paris,2019-03-08,Charles de Gaulle International Airport,12:00,64
Nissan Leaf,Compact,2019-03-10,Paris,2019-03-08,Charles de Gaulle International Airport,12:00,52
Honda Fit,Compact,2019-03-10,,2019-03-08,Charles de Gaulle International Airport,12:00,56
Honda Accord,Standard,2019-03-06,New York,2019-03-04,Grand Central Station,16:30,54
Honda Civic,Standard,2019-03-06,New York,2019-03-04,JFK International Airport,16:30,72
Hyundai Elantra,Standard,2019-03-06,New York,2019-03-04,Port Authority Station,16:30,58
Nissan Altima,Standard,2019-03-06,New York,2019-03-04,Port Authority Station,16:30,56
Toyota Camry,Standard,2019-03-06,New York,2019-03-04,JFK International Airport,16:30,52
Toyota Corolla,Standard,2019-03-06,New York,2019-03-04,Grand Central Station,16:30,66
Toyota Prius,Standard,2019-03-06,New York,2019-03-04,Port Authority Station,16:30,60
Honda Accord,Standard,2019-03-06,,2019-03-04,Grand Central Station,16:30,54
Chevrolet Bolt,Compact,2019-03-07,Chicago,2019-03-05,Chicago Union Station,16:30,48
Kia Forte,Compact,2019-03-07,Chicago,2019-03-05,O'Hare International Airport,16:30,54
Mini Cooper,Compact,2019-03-07,Chicago,2019-03-05,O'Hare International Airport,16:30,58
Nissan Leaf,Compact,2019-03-07,Chicago,2019-03-05,Chicago Union Station,16:30,50
Volkswagen Golf,Compact,2019-03-07,Chicago,2019-03-05,Chicago Union Station,16:30,62
Kia Forte,Compact,2019-03-07,,2019-03-05,O'Hare International Airport,16:30,54
Chevrolet Bolt,Compact,2019-03-11,Las Vegas,2019-03-10,McCarran International Airport,15:30,24
Honda Fit,Compact,2019-03-11,Las Vegas,2019-03-10,Union Plaza,15:30,29
Mini Cooper,Compact,2019-03-11,Las Vegas,2019-03-10,McCarran International Airport,15:30,25
Volkswagen GTI,Compact,2019-03-11,Las Vegas,2019-03-10,Union Plaza,15:30,25
Volkswagen Golf,Compact,2019-03-11,Las Vegas,2019-03-10,McCarran International Airport,15:30,24
Honda Fit,Compact,2019-03-11,,2019-03-10,Union Plaza,15:30,29
Chevrolet Cruze,Standard,2019-03-11,Portland,2019-03-09,PDX International Airport,15:00,72
Ford Fusion,Standard,2019-03-11,Portland,2019-03-09,Union Station,15:00,58
Honda Accord,Standard,2019-03-11,Portland,2019-03-09,PDX International Airport,15:00,52
Honda Civic,Standard,2019-03-11,Portland,2019-03-09,PDX International Airport,15:00,58
Nissan Sentra,Standard,2019-03-11,Portland,2019-03-09,Portland Bus Station,15:00,56
Toyota Camry,Standard,2019-03-11,Portland,2019-03-09,Portland Bus Station,15:00,56
Toyota Corolla,Standard,2019-03-11,Portland,2019-03-09,Union Station,15:00,60
Toyota Prius,Standard,2019-03-11,Portland,2019-03-09,PDX International Airport,15:00,76
Chevrolet Cruze,Standard,2019-03-11,,2019-03-09,PDX International Airport,15:00,72
Chevrolet Cruze,Standard,2019-03-10,London,2019-03-08,Heathrow International Airport,13:30,74
Honda Accord,Standard,2019-03-10,London,2019-03-08,Gatwick International Airport,13:30,64
Hyundai Elantra,Standard,2019-03-10,London,2019-03-08,Heathrow International Airport,13:30,70
Nissan Altima,Standard,2019-03-10,London,2019-03-08,Heathrow International Airport,13:30,62
Toyota Prius,Standard,2019-03-10,London,2019-03-08,Heathrow International Airport,13:30,68
Kia Forte,Compact,2019-03-10,London,2019-03-08,Gatwick International Airport,18:30,46
Nissan Leaf,Compact,2019-03-10,London,2019-03-08,Gatwick International Airport,18:30,52
Kia Forte,Compact,2019-03-10,,2019-03-08,Gatwick International Airport,18:30,46
Chevrolet Cruze,Standard,2019-03-05,Los Angeles,2019-03-04,Union Station,13:30,30
Ford Fusion,Standard,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,13:30,33
Honda Civic,Standard,2019-03-05,Los Angeles,2019-03-04,Union Station,13:30,35
Hyundai Elantra,Standard,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,13:30,33
Toyota Camry,Standard,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,13:30,30
Toyota Corolla,Standard,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,13:30,41
Chevrolet Cruze,Standard,2019-03-05,,2019-03-04,Union Station,13:30,30
Chevrolet Cruze,Standard,2019-03-11,Philadelphia,2019-03-10,30th Street Station,11:00,34
Ford Fusion,Standard,2019-03-11,Philadelphia,2019-03-10,30th Street Station,11:00,30
Hyundai Elantra,Standard,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,11:00,31
Nissan Altima,Standard,2019-03-11,Philadelphia,2019-03-10,30th Street Station,11:00,32
Nissan Sentra,Standard,2019-03-11,Philadelphia,2019-03-10,30th Street Station,11:00,24
Toyota Corolla,Standard,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,11:00,31
Toyota Prius,Standard,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,11:00,26
Chevrolet Cruze,Standard,2019-03-11,,2019-03-10,30th Street Station,11:00,34
Honda Accord,Standard,2019-03-11,,2019-03-06,Sky Harbor International Airport,16:30,170
Hyundai Elantra,Standard,2019-03-14,Anaheim,2019-03-11,Anaheim Intermodal Center,10:00,96
Toyota Camry,Standard,2019-03-14,Anaheim,2019-03-11,Anaheim Intermodal Center,10:00,105
Chevrolet Cruze,Standard,2019-03-14,Anaheim,2019-03-11,John Wayne Airport,09:30,96
Ford Fusion,Standard,2019-03-14,Anaheim,2019-03-11,John Wayne Airport,09:30,102
Honda Accord,Standard,2019-03-14,Anaheim,2019-03-11,John Wayne Airport,09:30,90
Nissan Altima,Standard,2019-03-14,Anaheim,2019-03-11,John Wayne Airport,09:30,129
Hyundai Elantra,Standard,2019-03-14,,2019-03-11,Anaheim Intermodal Center,10:00,96
Chevrolet Cruze,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,17:00,38
Ford Fusion,Standard,2019-03-14,Portland,2019-03-13,Union Station,17:00,30
Honda Accord,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,17:00,38
Honda Civic,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,17:00,37
Nissan Sentra,Standard,2019-03-14,Portland,2019-03-13,Portland Bus Station,17:00,27
Toyota Camry,Standard,2019-03-14,Portland,2019-03-13,Portland Bus Station,17:00,31
Toyota Corolla,Standard,2019-03-14,Portland,2019-03-13,Union Station,17:00,33
Toyota Prius,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,17:00,38
Chevrolet Cruze,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,11:00,38
Honda Accord,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,11:00,38
Honda Civic,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,11:00,37
Nissan Sentra,Standard,2019-03-14,Portland,2019-03-13,Portland Bus Station,11:00,27
Toyota Camry,Standard,2019-03-14,Portland,2019-03-13,Portland Bus Station,11:00,31
Toyota Prius,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,11:00,38
Honda Accord,Standard,2019-03-14,,2019-03-13,PDX International Airport,11:00,38
Kia Forte,Compact,2019-03-14,Sacramento,2019-03-08,SMF International Airport,13:00,156
Chevrolet Bolt,Compact,2019-03-14,Sacramento,2019-03-08,Sacramento Valley Station,12:30,168
Mini Cooper,Compact,2019-03-14,Sacramento,2019-03-08,Sacramento Valley Station,12:30,156
Volkswagen Golf,Compact,2019-03-14,Sacramento,2019-03-08,Sacramento Valley Station,12:30,126
Ford Fusion,Standard,2019-03-09,Sacramento,2019-03-08,SMF International Airport,13:00,29
Honda Accord,Standard,2019-03-09,Sacramento,2019-03-08,SMF International Airport,13:00,31
Honda Civic,Standard,2019-03-09,Sacramento,2019-03-08,SMF International Airport,13:00,33
Toyota Camry,Standard,2019-03-09,Sacramento,2019-03-08,SMF International Airport,13:00,30
Toyota Corolla,Standard,2019-03-09,Sacramento,2019-03-08,Sacramento Valley Station,12:30,24
Ford Fusion,Standard,2019-03-09,,2019-03-08,SMF International Airport,13:00,29
Nissan Sentra,Standard,2019-03-10,Portland,2019-03-06,Portland Bus Station,10:00,104
Toyota Camry,Standard,2019-03-10,Portland,2019-03-06,Portland Bus Station,10:00,120
Chevrolet Cruze,Standard,2019-03-10,Portland,2019-03-06,PDX International Airport,09:30,108
Honda Accord,Standard,2019-03-10,Portland,2019-03-06,PDX International Airport,09:30,116
Honda Civic,Standard,2019-03-10,Portland,2019-03-06,PDX International Airport,09:30,124
Toyota Prius,Standard,2019-03-10,Portland,2019-03-06,PDX International Airport,09:30,136
Toyota Camry,Standard,2019-03-10,,2019-03-06,Portland Bus Station,10:00,120
Ford Fusion,Standard,2019-03-12,Anaheim,2019-03-05,John Wayne Airport,13:30,252
Hyundai Elantra,Standard,2019-03-12,Anaheim,2019-03-05,Anaheim Intermodal Center,13:30,217
Nissan Altima,Standard,2019-03-12,Anaheim,2019-03-05,John Wayne Airport,13:30,217
Chevrolet Cruze,Standard,2019-03-12,Anaheim,2019-03-07,John Wayne Airport,13:30,150
Ford Fusion,Standard,2019-03-12,Anaheim,2019-03-07,John Wayne Airport,13:30,170
Honda Accord,Standard,2019-03-12,Anaheim,2019-03-07,John Wayne Airport,13:30,165
Hyundai Elantra,Standard,2019-03-12,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,180
Honda Accord,Standard,2019-03-12,,2019-03-07,John Wayne Airport,13:30,165
Ford Fusion,Standard,2019-03-11,San Diego,2019-03-07,SAN International Airport,16:30,124
Honda Accord,Standard,2019-03-11,San Diego,2019-03-07,Santa Fe Depot,16:30,132
Honda Civic,Standard,2019-03-11,San Diego,2019-03-07,Santa Fe Depot,16:30,136
Hyundai Elantra,Standard,2019-03-11,San Diego,2019-03-07,SAN International Airport,16:30,140
Nissan Sentra,Standard,2019-03-11,San Diego,2019-03-07,Santa Fe Depot,16:30,96
Toyota Camry,Standard,2019-03-11,San Diego,2019-03-07,SAN International Airport,16:30,152
Chevrolet Cruze,Standard,2019-03-11,Paris,2019-03-07,Charles de Gaulle International Airport,16:30,140
Honda Accord,Standard,2019-03-11,Paris,2019-03-07,Charles de Gaulle International Airport,16:30,116
Nissan Sentra,Standard,2019-03-11,Paris,2019-03-07,Charles de Gaulle International Airport,16:30,140
Toyota Prius,Standard,2019-03-11,Paris,2019-03-07,Charles de Gaulle International Airport,16:30,144
Honda Accord,Standard,2019-03-11,,2019-03-07,Charles de Gaulle International Airport,16:30,116
Ford Fusion,Standard,2019-03-10,Chicago,2019-03-09,Chicago Union Station,14:00,31
Honda Accord,Standard,2019-03-10,Chicago,2019-03-09,O'Hare International Airport,14:00,31
Nissan Altima,Standard,2019-03-10,Chicago,2019-03-09,O'Hare International Airport,14:00,37
Nissan Sentra,Standard,2019-03-10,Chicago,2019-03-09,Chicago Union Station,14:00,29
Toyota Prius,Standard,2019-03-10,Chicago,2019-03-09,O'Hare International Airport,14:00,30
Ford Fusion,Standard,2019-03-10,,2019-03-09,Chicago Union Station,14:00,31
Honda Fit,Compact,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,23
Hyundai Elantra,Standard,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,27
Jeep Cherokee,Full-size,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,39
Mini Cooper,Compact,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,22
Subaru Forester,Full-size,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,39
Toyota Corolla,Standard,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,26
Toyota Prius,Standard,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,36
Chevrolet Cruze,Standard,2019-03-02,Philadelphia,2019-03-01,30th Street Station,10:00,27
Chevrolet Equinox,Full-size,2019-03-02,Philadelphia,2019-03-01,30th Street Station,10:00,43
Ford Fusion,Standard,2019-03-02,Philadelphia,2019-03-01,30th Street Station,10:00,25
Hyundai Elantra,Standard,2019-03-02,,2019-03-01,Intercity Terminal,09:30,27
Honda Accord,Standard,2019-03-05,New York,2019-03-03,Grand Central Station,17:00,56
Honda Civic,Standard,2019-03-05,New York,2019-03-03,JFK International Airport,17:00,60
Hyundai Elantra,Standard,2019-03-05,New York,2019-03-03,Port Authority Station,17:00,62
Nissan Altima,Standard,2019-03-05,New York,2019-03-03,Port Authority Station,17:00,62
Toyota Camry,Standard,2019-03-05,New York,2019-03-03,JFK International Airport,17:00,64
Toyota Corolla,Standard,2019-03-05,New York,2019-03-03,Grand Central Station,17:00,52
Toyota Prius,Standard,2019-03-05,New York,2019-03-03,Port Authority Station,17:00,64
Hyundai Elantra,Standard,2019-03-05,New York,2019-03-02,Port Authority Station,09:30,81
Nissan Altima,Standard,2019-03-05,New York,2019-03-02,Port Authority Station,09:30,78
Toyota Prius,Standard,2019-03-05,New York,2019-03-02,Port Authority Station,09:30,84
Honda Civic,Standard,2019-03-05,New York,2019-03-02,JFK International Airport,10:00,90
Toyota Camry,Standard,2019-03-05,New York,2019-03-02,JFK International Airport,10:00,105
Toyota Corolla,Standard,2019-03-05,New York,2019-03-02,JFK International Airport,10:00,90
Hyundai Elantra,Standard,2019-03-05,,2019-03-02,Port Authority Station,09:30,81
Chevrolet Equinox,Full-size,2019-03-06,Philadelphia,2019-03-04,30th Street Station,10:00,76
Nissan Rogue,Full-size,2019-03-06,Philadelphia,2019-03-04,30th Street Station,10:00,62
Jeep Cherokee,Full-size,2019-03-06,Philadelphia,2019-03-04,Intercity Terminal,09:30,78
Subaru Forester,Full-size,2019-03-06,Philadelphia,2019-03-04,Intercity Terminal,09:30,80
Chevrolet Equinox,Full-size,2019-03-05,Philadelphia,2019-03-04,30th Street Station,10:00,43
Nissan Rogue,Full-size,2019-03-05,Philadelphia,2019-03-04,30th Street Station,10:00,39
Jeep Cherokee,Full-size,2019-03-05,Philadelphia,2019-03-04,Intercity Terminal,09:30,44
Subaru Forester,Full-size,2019-03-05,Philadelphia,2019-03-04,Intercity Terminal,09:30,40
Nissan Rogue,Full-size,2019-03-05,,2019-03-04,30th Street Station,10:00,39
Chevrolet Cruze,Standard,2019-03-06,Portland,2019-03-04,PDX International Airport,13:30,72
Ford Fusion,Standard,2019-03-06,Portland,2019-03-04,Union Station,13:30,56
Honda Accord,Standard,2019-03-06,Portland,2019-03-04,PDX International Airport,13:30,56
Honda Civic,Standard,2019-03-06,Portland,2019-03-04,PDX International Airport,13:30,68
Nissan Sentra,Standard,2019-03-06,Portland,2019-03-04,Portland Bus Station,13:30,62
Toyota Camry,Standard,2019-03-06,Portland,2019-03-04,Portland Bus Station,13:30,58
Toyota Corolla,Standard,2019-03-06,Portland,2019-03-04,Union Station,13:30,58
Toyota Prius,Standard,2019-03-06,Portland,2019-03-04,PDX International Airport,13:30,62
Chevrolet Cruze,Standard,2019-03-06,,2019-03-04,PDX International Airport,13:30,72
Ford Fusion,Standard,2019-03-13,San Diego,2019-03-12,SAN International Airport,14:00,33
Honda Accord,Standard,2019-03-13,San Diego,2019-03-12,Santa Fe Depot,14:00,30
Honda Civic,Standard,2019-03-13,San Diego,2019-03-12,Santa Fe Depot,14:00,33
Hyundai Elantra,Standard,2019-03-13,San Diego,2019-03-12,SAN International Airport,14:00,37
Nissan Sentra,Standard,2019-03-13,San Diego,2019-03-12,Santa Fe Depot,14:00,29
Toyota Camry,Standard,2019-03-13,San Diego,2019-03-12,SAN International Airport,14:00,30
Ford Fusion,Standard,2019-03-13,,2019-03-12,SAN International Airport,14:00,33
Chevrolet Cruze,Standard,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,99
Ford Fusion,Standard,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,93
Honda Accord,Standard,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,102
Hyundai Elantra,Standard,2019-03-09,Anaheim,2019-03-06,Anaheim Intermodal Center,14:00,99
Nissan Altima,Standard,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,102
Toyota Camry,Standard,2019-03-09,Anaheim,2019-03-06,Anaheim Intermodal Center,14:00,72
Chevrolet Cruze,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,72
Ford Fusion,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,74
Honda Accord,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,78
Hyundai Elantra,Standard,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,62
Nissan Altima,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,66
Toyota Camry,Standard,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,64
Ford Fusion,Standard,2019-03-09,,2019-03-07,John Wayne Airport,13:30,74
Chevrolet Bolt,Compact,2019-03-02,Long Beach,2019-03-01,LGB Airport,17:00,32
Honda Fit,Compact,2019-03-02,Long Beach,2019-03-01,LGB Airport,17:00,23
Nissan Leaf,Compact,2019-03-02,Long Beach,2019-03-01,Downtown Station,17:00,23
Honda Fit,Compact,2019-03-02,,2019-03-01,LGB Airport,17:00,23
Chevrolet Cruze,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,13:00,34
Honda Accord,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,12:30,31
Hyundai Elantra,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,12:30,30
Nissan Altima,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,12:30,37
Nissan Sentra,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,13:00,32
Toyota Corolla,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,12:30,32
Toyota Prius,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,13:00,39
Chevrolet Cruze,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,17:00,34
Honda Accord,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,17:00,31
Hyundai Elantra,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,17:00,30
Nissan Altima,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,17:00,37
Nissan Sentra,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,17:00,32
Hyundai Elantra,Standard,2019-03-10,,2019-03-09,YVR International Airport,17:00,30
Ford Fusion,Standard,2019-03-12,Portland,2019-03-05,Union Station,17:00,217
Honda Accord,Standard,2019-03-12,Portland,2019-03-05,Portland Bus Station,17:00,238
Nissan Sentra,Standard,2019-03-12,Portland,2019-03-05,Portland Bus Station,17:00,266
Toyota Camry,Standard,2019-03-12,Portland,2019-03-05,Portland Bus Station,17:00,245
Honda Accord,Standard,2019-03-12,,2019-03-05,Portland Bus Station,17:00,238
Chevrolet Cruze,Standard,2019-03-08,Fresno,2019-03-05,Fresno Station,18:00,93
Honda Accord,Standard,2019-03-08,Fresno,2019-03-05,Fresno Station,18:00,99
Toyota Camry,Standard,2019-03-08,Fresno,2019-03-05,Fresno Station,18:00,96
Chevrolet Cruze,Standard,2019-03-08,,2019-03-05,Fresno Station,18:00,93
Chevrolet Cruze,Standard,2019-03-10,Toronto,2019-03-07,Toronto Pearson International Airport,18:00,84
Toyota Camry,Standard,2019-03-10,Toronto,2019-03-07,Toronto Pearson International Airport,18:00,96
Toyota Camry,Standard,2019-03-10,,2019-03-07,Toronto Pearson International Airport,18:00,96
Honda Civic,Standard,2019-03-13,New York,2019-03-11,JFK International Airport,10:30,62
Hyundai Elantra,Standard,2019-03-13,New York,2019-03-11,Port Authority Station,10:30,54
