city,date,event_name,event_type,price_per_ticket,time,venue,venue_address,number_of_tickets
San Francisco,3/11/2019,The Band Camino,Music,35,16:30,August Hall,420 Mason Street,
San Francisco,3/11/2019,Lucy Dacus,,35,19:00,August Hall,420 Mason Street,
Los Angeles,3/12/2019,Aldous Harding,Music,20,18:30,Lodge Room,104 North Avenue 56 2nd Floor,
Los Angeles,3/12/2019,Angel Olsen,Music,55,19:30,Palace Theatre,630 South Broadway,
Los Angeles,3/12/2019,Billy Strings,Music,40,16:30,Lodge Room,104 North Avenue 56 2nd Floor,
Los Angeles,3/12/2019,Brittany Howard,Music,35,19:00,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/12/2019,Finneas,Music,50,18:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
Los Angeles,3/12/2019,Girl In Red,Music,35,16:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/12/2019,Joanna Newsom,Music,25,16:30,Hollywood American Legion Post 43,2035 North Highland Avenue,
Los Angeles,3/12/2019,Jpegmafia,Music,30,18:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/12/2019,Kishi Bashi,Music,50,19:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
Los Angeles,3/12/2019,Lcs Summer Split,Music,60,19:30,LCS Studios,12312 West Olympic Boulevard,
Los Angeles,3/12/2019,Aldous Harding,,20,18:30,Lodge Room,104 North Avenue 56 2nd Floor,
Philadelphia,3/9/2019,Babymetal,Music,45,16:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/9/2019,Brockhampton,Music,25,19:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/9/2019,Charlotte Lawrence,Music,45,18:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/9/2019,Counterparts,Music,60,18:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/9/2019,Davido,Music,40,19:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/9/2019,Hozier,Music,35,18:30,The Met Philadelphia,858 North Broad Street,
Philadelphia,3/9/2019,Jordan Rakei,Music,30,17:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/9/2019,Julia Jacklin,Music,45,18:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/9/2019,King Princess,Music,40,16:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/9/2019,Mason Ramsey,Music,60,18:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/9/2019,Babymetal,,45,16:00,The Fillmore Philadelphia,29 East Allen Street,
Los Angeles,3/3/2019,Altin Gun,,45,16:30,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/11/2019,Anything Goes,Theater,45,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/11/2019,Extraordinary,Theater,30,18:30,Studio C Artists,6448 California 2,
Los Angeles,3/11/2019,Funeral Bouquet,Theater,45,19:00,Lyric Hyperion Theatre & Cafe,2106 Hyperion Avenue,
Los Angeles,3/11/2019,Legitimate Goddamn Theatre,Theater,55,19:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/11/2019,Little Women,Theater,50,19:00,studio/stage,520 North Western Avenue,
Los Angeles,3/11/2019,Long Form Improv Practice,Theater,60,16:00,Thymele Arts,5481 Santa Monica Boulevard,
Los Angeles,3/11/2019,Mamma Mia,Theater,55,19:00,East West Players,120 Judge John Aiso Street,
Los Angeles,3/11/2019,Mandy Picks A Husband,Theater,25,19:30,The Little Theater,12420 Santa Monica Boulevard,
Los Angeles,3/11/2019,Marianas Trench,Theater,20,18:30,Regent Theater,448 South Main Street,
Los Angeles,3/11/2019,Anything Goes,,45,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
San Francisco,3/8/2019,Alex Cameron,Music,25,19:00,August Hall,420 Mason Street,
San Francisco,3/14/2019,Carmina Burana,Music,20,18:30,San Francisco Symphony,201 Van Ness Avenue,
San Francisco,3/9/2019,Finneas,Music,40,17:00,August Hall,420 Mason Street,
San Francisco,3/10/2019,Jeanette Tietze,Music,45,16:30,The Episcopal Church of the Incarnation,1750 29th Avenue,
San Francisco,3/13/2019,Lucy Dacus,Music,45,16:00,August Hall,420 Mason Street,
San Francisco,3/12/2019,Matty Matheson,Music,55,18:00,August Hall,420 Mason Street,
San Francisco,3/8/2019,Neneh Cherry,Music,40,19:00,August Hall,420 Mason Street,
San Francisco,3/13/2019,Patti Lupone,Music,45,16:30,San Francisco Symphony,201 Van Ness Avenue,
San Francisco,3/6/2019,Raveena,Music,40,16:30,The Chapel,777 Valencia Street,
Los Angeles,3/6/2019,Aldous Harding,Music,25,18:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
Los Angeles,3/6/2019,America,Music,20,19:30,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/6/2019,Billy Strings,Music,45,16:30,Lodge Room,104 North Avenue 56 2nd Floor,
Los Angeles,3/6/2019,Brittany Howard,Music,20,19:30,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/6/2019,Foy Vance,Music,45,16:00,Palace Theatre,630 South Broadway,
Los Angeles,3/6/2019,Girl In Red,Music,25,19:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/6/2019,Jpegmafia,Music,55,18:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/6/2019,Kamasi Washington,Music,25,18:00,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/6/2019,Kishi Bashi,Music,25,18:30,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
Los Angeles,3/6/2019,Lux Prima,Music,25,18:00,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/6/2019,Aldous Harding,,25,18:00,Masonic Lodge at Hollywood Forever,5970 Santa Monica Boulevard,
Long Beach,3/12/2019,Beast On The Moon,Theater,20,17:00,The Beverly O'Neill Theater,300 East Ocean Boulevard,
Long Beach,3/12/2019,Evita,Theater,20,18:30,Ernest Borgnine Theatre,855 Elm Avenue,
Long Beach,3/12/2019,Henry V,Theater,40,18:00,Cesar E. Chavez Park,401 Golden Avenue,
New York,3/14/2019,Alma Deutscher,Music,55,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/14/2019,Alpha Blondy,Music,60,17:30,Sony Hall,235 West 46th Street,
New York,3/14/2019,Boston Symphony Orchestra,Music,30,16:30,Stern Auditorium / Perelman Stage,881 7th Avenue,
New York,3/14/2019,Carbon Leaf,Music,45,17:30,Sony Hall,235 West 46th Street,
New York,3/14/2019,Crooked Colours,Music,45,17:00,Rough Trade NYC,"64 North 9th Street, Brooklyn",
New York,3/14/2019,Crystal Method,Music,45,19:00,Warsaw,"261 Driggs Avenue, Brooklyn",
New York,3/14/2019,Dj Gravy,Music,50,16:30,Sony Hall,235 West 46th Street,
New York,3/14/2019,Finneas,Music,20,18:00,Warsaw,"261 Driggs Avenue, Brooklyn",
New York,3/14/2019,France Rocks Festival,Music,50,19:30,David Rubenstein Atrium at Lincoln Center,61 West 62nd Street,
New York,3/14/2019,Governors Ball Music Festival,Music,30,16:00,Randall's Island Park,20 Randalls Island Park,
New York,3/14/2019,Alpha Blondy,,60,17:30,Sony Hall,235 West 46th Street,
Sacramento,3/10/2019,Aftershock Music Festival,Music,35,17:00,Discovery Park,1600 Garden Highway,
Sacramento,3/10/2019,Popa Chubby,Music,40,18:30,The Sofia Tsakopoulos Center for The Arts,2700 Capitol Avenue,
Sacramento,3/10/2019,Rhett And Link,Music,55,18:30,Sacramento Memorial Auditorium,1515 J Street,
Sacramento,3/10/2019,The Melvins,Music,20,17:00,Holy Diver,1517 21st Street,
Sacramento,3/10/2019,Weird Al Yankovic,Music,40,16:30,Sacramento Memorial Auditorium,1515 J Street,
Sacramento,3/10/2019,Aftershock Music Festival,,35,17:00,Discovery Park,1600 Garden Highway,
Los Angeles,3/14/2019,Anything Goes,,25,16:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/6/2019,Anything Goes,,25,17:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Portland,3/14/2019,Bastille,Music,40,17:00,Theater Of The Clouds,1016-1098 North Center Court Street,
Portland,3/14/2019,Bryan Adams,Music,55,19:00,Theater Of The Clouds,1016-1098 North Center Court Street,
Portland,3/14/2019,Dave Alvin Oregon,Music,60,19:00,The Old Church Concert Hall,1422 Southwest 11th Avenue,
Portland,3/14/2019,Nick Kroll,Music,45,17:30,Newmark Theatre,1111 Southwest Broadway,
Portland,3/14/2019,The Priests,Music,45,19:00,Polaris Hall,635 North Killingsworth Court,
Portland,3/14/2019,Bastille,,40,17:00,Theater Of The Clouds,1016-1098 North Center Court Street,
Chicago,3/13/2019,All That He Was,,25,17:00,"The Buena, Pride Arts Center",4147 North Broadway,
London,3/14/2019,Armia,,60,16:30,The Dome,2A Dartmouth Park Hill,
San Diego,3/8/2019,Angel Olsen,Music,25,17:00,The Observatory North Park,2891 University Avenue,
San Diego,3/8/2019,Bastille,Music,50,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/8/2019,Devendra Banhart,Music,45,16:30,The Observatory North Park,2891 University Avenue,
San Diego,3/8/2019,Fidlar,Music,55,16:30,The Observatory North Park,2891 University Avenue,
San Diego,3/8/2019,Jon Bellion,Music,35,16:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/8/2019,Jon Pardi,Music,25,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/8/2019,Lizzo,Music,30,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/8/2019,Local Natives,Music,50,17:30,Music Box,1337 India Street,
San Diego,3/8/2019,San Diego Blues Festival,Music,45,17:30,San Diego Blues Festival,"Embarcadero Marina Park North, 400 Kettner Boulevard",
San Diego,3/8/2019,Sara Bareilles,Music,50,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
San Diego,3/8/2019,Angel Olsen,,25,17:00,The Observatory North Park,2891 University Avenue,
Los Angeles,3/10/2019,Ain Gordon,Music,60,19:30,Ralph Freud Playhouse,245 Charles E Young Drive East,
Los Angeles,3/10/2019,Altin Gun,Music,25,18:30,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/10/2019,America,Music,30,18:00,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/10/2019,Brittany Howard,Music,35,18:00,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/10/2019,Girl In Red,Music,20,19:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/10/2019,Joanna Newsom,Music,60,16:00,Hollywood American Legion Post 43,2035 North Highland Avenue,
Los Angeles,3/10/2019,Lcs Summer Split,Music,20,16:30,LCS Studios,12312 West Olympic Boulevard,
Los Angeles,3/10/2019,Mandolin Orange,Music,50,19:30,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/10/2019,Mika,Music,45,19:30,The Theatre at Ace Hotel,929 South Broadway,
Los Angeles,3/10/2019,Priests,Music,25,17:00,The Teragram Ballroom,1234 West 7th Street,
Los Angeles,3/10/2019,Ain Gordon,,60,19:30,Ralph Freud Playhouse,245 Charles E Young Drive East,
London,3/12/2019,Hansard,Music,25,19:30,Lyttleton Theatre,South Bank,
London,3/12/2019,Iq,Music,40,19:00,O2 Academy 2 & Box Office,26 Parkfield Street,
London,3/12/2019,Kllo,Music,55,19:30,Studio 9294,92 Wallis Road,
London,3/12/2019,Methyl Ethel,Music,35,19:00,Electric Brixton,Town Hall Parade,
London,3/12/2019,Pvris,Music,50,16:00,Electric Brixton,Town Hall Parade,
London,3/12/2019,Ruel,Music,55,19:30,Electric Brixton,Town Hall Parade,
London,3/12/2019,Shakey Graves,Music,20,17:00,The Dome,2A Dartmouth Park Hill,
London,3/12/2019,Twin Peaks,Music,50,18:30,The Dome,2A Dartmouth Park Hill,
London,3/12/2019,Wallows,Music,25,16:30,Electric Brixton,Town Hall Parade,
London,3/12/2019,A Right Royale Tea,Theater,40,18:00,Amba Hotel Charing Cross,Strand,
London,3/12/2019,Academy Performing Arts,Theater,20,17:00,Academy Performing Arts,"Academy Performing Arts, 2 Archery Road",
London,3/12/2019,Armia,Theater,60,17:30,The Dome,2A Dartmouth Park Hill,
London,3/12/2019,As You Like It,Theater,60,18:30,"Swan, Shakespeare's Globe","21 New Globe Walk, Bankside",
London,3/12/2019,Becoming The Invisible Woman,Theater,35,17:30,Drayton Arms Theatre,153 Old Brompton Road,
London,3/12/2019,Beyond The Blue,Theater,40,19:00,Poplar Union,2 Cotall Street,
London,3/12/2019,Bon Ami,Theater,25,19:00,Studio at New Wimbledon Theatre,93 The Broadway,
London,3/12/2019,Boris Rex,Theater,35,19:00,Tristan Bates Theatre,1A Tower Street,
London,3/12/2019,Broken English,Theater,50,19:00,The Honor Oak Pub,1 Saint German's Road,
London,3/12/2019,A Right Royale Tea,,40,18:00,Amba Hotel Charing Cross,Strand,
New York,3/14/2019,Alma Deutscher,,55,19:00,Stern Auditorium / Perelman Stage,881 7th Avenue,
Chicago,3/8/2019,Ashe,Music,40,17:00,Chop Shop,2033 West North Avenue,
Chicago,3/8/2019,Conor Maynard,Music,30,19:00,Chop Shop,2033 West North Avenue,
Chicago,3/8/2019,Lil Tjay,Music,45,16:00,Concord Music Hall,2051 North Milwaukee Avenue,
Chicago,3/8/2019,Loud Luxury,Music,35,19:30,Concord Music Hall,2051 North Milwaukee Avenue,
Chicago,3/8/2019,My House Music Festival,Music,55,17:30,Harrison Park,1824 South Wood Street,
Chicago,3/8/2019,Sasha Sloan,Music,60,18:00,Chop Shop,2033 West North Avenue,
Paris,3/10/2019,Advanced Workshop,Theater,60,17:30,Salles Saint Roch,"35 Rue Saint-Roch, 75001",
Paris,3/10/2019,Le Champ Des Possibles,Theater,40,18:30,Theater De La Reine Blanche,"2 bis Passage Ruelle, 75018",
London,3/11/2019,Dimension,Music,35,18:00,Electric Brixton,Town Hall Parade,
London,3/6/2019,Efg,Music,55,16:00,Purcell Room,Belvedere Road,
London,3/11/2019,Fidlar,Music,30,17:30,Electric Brixton,Town Hall Parade,
London,3/9/2019,Hansard,Music,25,18:00,Lyttleton Theatre,South Bank,
London,3/8/2019,Iq,Music,55,18:00,O2 Academy 2 & Box Office,26 Parkfield Street,
London,3/9/2019,Kllo,Music,60,16:30,Studio 9294,92 Wallis Road,
London,3/8/2019,Liam Frost,Music,20,16:00,Servant Jazz Quarters,10A Bradbury Street,
London,3/10/2019,Methyl Ethel,Music,35,16:30,Electric Brixton,Town Hall Parade,
London,3/11/2019,Onblackheath Festival,Music,50,18:00,Blackheath Common,7-8 Vanbrugh Terrace,
Chicago,3/9/2019,Ada And The Engine,Theater,50,19:30,The Artistic Home,1376 West Grand Avenue #7761,
Chicago,3/9/2019,Casa Valentina,Theater,45,18:30,PRIDE ARTS CENTER,4139 North Broadway,
Chicago,3/9/2019,Comedysportz,Theater,25,19:30,CSz Theater Chicago,929 West Belmont Avenue,
Chicago,3/9/2019,Drunk Shakespeare,Theater,25,16:00,The Lion Theatre,182 North Wabash Avenue,
Chicago,3/9/2019,Ebonyessencejet At Steppenwolf Theatre,Theater,60,16:00,Front Bar,1700 North Halsted Street,
Chicago,3/9/2019,Every Brilliant Thing,Theater,30,17:00,Windy City Playhouse South,2229 South Michigan Avenue,
Chicago,3/9/2019,Fine,Theater,35,18:30,The Mission Theater,1501 North Kingsbury Street,
Chicago,3/9/2019,Helvetica,Theater,45,17:00,Nox Arca Theatre,4001 North Ravenswood Avenue #405,
Chicago,3/9/2019,King Lear,Theater,55,18:30,Redtwist Theatre,1044 West Bryn Mawr Avenue,
Chicago,3/9/2019,Kiss,Theater,25,16:00,The Den Theatre,1331 North Milwaukee Avenue,
Seattle,3/14/2019,Beatleconcert,Theater,25,17:00,12th Avenue Arts,1620 12th Avenue,
Seattle,3/14/2019,Blood Water Paint,Theater,20,17:00,12th Avenue Arts,1620 12th Avenue,
Seattle,3/14/2019,Digi Boi The Musical,Theater,35,18:00,The Pocket Theater,8312 Greenwood Avenue North,
Seattle,3/14/2019,Improv Camp For Teens,Theater,40,17:30,Unexpected Productions Improv,1428 Post Alley,
Seattle,3/14/2019,Improv For Content Creators,Theater,50,19:00,The Atlas Theatre,3509 Fremont Avenue North,
Seattle,3/14/2019,Maritess Zurbano Hypnotist,Theater,35,19:00,Copious,2220 Northwest Market Street,
Seattle,3/14/2019,Read The Tempest,Theater,60,19:00,Douglass-Truth Branch - The Seattle Public Library,2300 East Yesler Way,
Seattle,3/14/2019,Seattle Theatresports,Theater,45,16:30,Unexpected Productions Improv,1428 Post Alley,
Seattle,3/14/2019,Seattle Theatresports Improv Comedy,Theater,20,17:00,Unexpected Productions Improv,1428 Post Alley,
Berkeley,3/9/2019,Fidlar,Music,45,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
Berkeley,3/9/2019,Gaelic Storm,Music,40,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
Berkeley,3/9/2019,Phutureprimitive,Music,45,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
Berkeley,3/9/2019,Reckless Kelly,Music,55,18:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
Berkeley,3/9/2019,The Melvins,Music,45,18:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
Berkeley,3/9/2019,Trapt,Music,40,19:00,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
Berkeley,3/9/2019,Ziggy Alberts,Music,35,18:30,Cornerstone Craft Beer & Live Music,2367 Shattuck Avenue,
Toronto,3/14/2019,Anne Of Green Gables,Theater,20,16:00,Lower Ossington Theatre,100 Ossington Avenue,
Toronto,3/14/2019,Improv And Storytelling Intensive,Theater,20,19:00,The Social Capital,154 Danforth Avenue,
Toronto,3/14/2019,Knives In Hens,Theater,30,17:30,The Coal Mine Theatre,1454 Danforth Avenue,
Toronto,3/14/2019,Puffs,Theater,30,19:00,Lower Ossington Theatre,100 Ossington Avenue,
Philadelphia,3/7/2019,Anthony Green,Music,55,19:30,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/7/2019,Babymetal,Music,40,18:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/7/2019,Bars And Melody,Music,55,16:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/7/2019,Charlotte Lawrence,Music,25,19:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/7/2019,Conan Gray,Music,30,17:00,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/7/2019,Drax Project,Music,60,18:30,Voltage Lounge,421 North 7th Street,
Philadelphia,3/7/2019,Dwele,Music,35,18:00,City Winery,990 Filbert Street,
Philadelphia,3/7/2019,Girl In Red,Music,25,18:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/7/2019,Icon For Hire,Music,35,16:30,Voltage Lounge,421 North 7th Street,
Los Angeles,3/6/2019,Asssscat,Theater,35,18:30,Ucb Franklin,5919 Franklin Avenue,
Los Angeles,3/6/2019,At The Table,Theater,60,18:30,Lankershim Arts Center,5108 Lankershim Boulevard,
Los Angeles,3/6/2019,Characters Welcome,Theater,50,16:30,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/6/2019,Crabbe And Goyle,Theater,30,16:00,studio/stage,520 North Western Avenue,
Los Angeles,3/6/2019,Extraordinary,Theater,40,16:00,Studio C Artists,6448 California 2,
Los Angeles,3/6/2019,Famous Adjacent,Theater,20,16:30,Rockwell Table & Stage,1714 North Vermont Avenue,
Los Angeles,3/6/2019,Good Mourning,Theater,25,17:30,The Hudson Theatres,6539 Santa Monica Boulevard,
Los Angeles,3/6/2019,Improv Nerds,Theater,20,19:00,Upright Citizens Brigade Sunset,5419 Sunset Boulevard,
Los Angeles,3/6/2019,Lavender Men,Theater,30,18:00,Skylight Theatre Company,1816 1/2 North Vermont Avenue,
Las Vegas,3/5/2019,Marriage Can Be Murder,Theater,50,19:30,Showroom at the D Las Vegas,301 Fremont Street,
Las Vegas,3/5/2019,Young Frankenstein,Theater,50,19:00,Summerlin Library,1771 Inner Circle Drive,
Toronto,3/13/2019,Anne Of Green Gables,Theater,30,18:00,Lower Ossington Theatre,100 Ossington Avenue,
Toronto,3/13/2019,Gymnologize,Theater,45,17:30,Red Sandcastle Theatre,922 Queen Street East,
Toronto,3/13/2019,Laughter Theatre,Theater,45,17:00,WeWork 240 Richmond St W,240 Richmond Street West,
Toronto,3/13/2019,Puffs,Theater,50,18:30,Lower Ossington Theatre,100 Ossington Avenue,
Toronto,3/13/2019,Taj Express,Theater,20,19:00,Bluma Appel Theatre,"Centre for the Arts, 27 Front Street East",
Toronto,3/13/2019,Ten Minute Theatre,Theater,55,19:00,Super Wonder Gallery,584 College Street,
Atlanta,3/2/2019,Babyshower For The Antichrist,Theater,25,19:00,Fulton County West End Performing Arts Center,945 Ralph David Abernathy Boulevard,
Atlanta,3/2/2019,Grounded,Theater,55,17:00,7 Stages Theatre,1105 Euclid Avenue Northeast,
Atlanta,3/2/2019,Much Ado About Nothing,Theater,40,19:00,Active Sol Yoga,200 Bennett Street Northwest,
Atlanta,3/2/2019,One Act Spectacular,Theater,60,18:00,PULP Books Atlanta,668 11th Street Northwest,
San Diego,3/12/2019,American Idiot The Musical,Theater,25,18:00,OB Playhouse & Theatre Company,4944 Newport Avenue D,
San Diego,3/12/2019,King Lear,Theater,45,17:00,Westminster Presbyterian Church,3598 Talbot Street,
San Diego,3/12/2019,The Fantasticks,Theater,50,18:30,Point Loma Playhouse,3035 Talbot Street,
Philadelphia,3/5/2019,Anthony Green,Music,40,19:30,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/5/2019,Ayokay,Music,30,18:30,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/5/2019,Babymetal,Music,50,17:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/5/2019,Bars And Melody,Music,50,16:30,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/5/2019,Brockhampton,Music,45,17:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/5/2019,Charlotte Lawrence,Music,25,19:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/5/2019,Conan Gray,Music,55,18:30,The Fillmore Philadelphia,29 East Allen Street,
Philadelphia,3/5/2019,Counterparts,Music,50,18:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/5/2019,Girl In Red,Music,55,19:00,The Foundry,29 East Allen Street 2nd Floor,
Philadelphia,3/5/2019,Jordan Rakei,Music,60,17:00,The Foundry,29 East Allen Street 2nd Floor,
Vancouver,3/5/2019,Cavetown,Music,60,16:00,Venue Nightclub,881 Granville Street,
Vancouver,3/12/2019,Collective Soul,Music,45,16:00,PNE Amphitheatre,2901 East Hastings Street,
Vancouver,3/1/2019,Comethazine,Music,20,16:30,Venue Nightclub,881 Granville Street,
Vancouver,3/8/2019,Cuco,Music,45,18:30,Venue Nightclub,881 Granville Street,
Vancouver,3/1/2019,Kishi Bashi,Music,25,16:00,Imperial Vancouver,319 Main Street,
Vancouver,3/12/2019,Smokey Robinson,Music,30,18:00,PNE Amphitheatre,2901 East Hastings Street,
San Francisco,3/10/2019,Alex Cameron,Music,30,17:00,August Hall,420 Mason Street,
San Francisco,3/10/2019,Carmina Burana,Music,25,19:30,San Francisco Symphony,201 Van Ness Avenue,
San Francisco,3/10/2019,Finneas,Music,55,16:30,August Hall,420 Mason Street,
San Francisco,3/10/2019,Lucy Dacus,Music,25,19:30,August Hall,420 Mason Street,
San Francisco,3/10/2019,Matty Matheson,Music,40,17:30,August Hall,420 Mason Street,
San Francisco,3/10/2019,Patti Lupone,Music,60,18:30,San Francisco Symphony,201 Van Ness Avenue,
San Francisco,3/10/2019,Remo Drive,Music,50,19:30,The Chapel,777 Valencia Street,
Chicago,3/2/2019,Ashe,Music,50,18:30,Chop Shop,2033 West North Avenue,
Chicago,3/2/2019,Lil Tjay,Music,20,16:00,Concord Music Hall,2051 North Milwaukee Avenue,
Chicago,3/2/2019,Loud Luxury,Music,55,18:00,Concord Music Hall,2051 North Milwaukee Avenue,
Chicago,3/2/2019,Mozzy,Music,50,16:00,Avondale Music Hall,3336 North Milwaukee Avenue,
Chicago,3/2/2019,My House Music Festival,Music,40,19:00,Harrison Park,1824 South Wood Street,
Chicago,3/2/2019,Wale,Music,25,17:00,Concord Music Hall,2051 North Milwaukee Avenue,
Philadelphia,3/7/2019,Jordan Rakei,Music,60,19:00,The Foundry,29 East Allen Street 2nd Floor,
New York,3/3/2019,Advanced Acting Scene Study,Theater,50,18:00,TGW Acting Studio,358 West 44th Street,
New York,3/3/2019,Big Apple Circus,Theater,25,17:30,Big Apple Circus,60 Lincoln Center Plaza,
New York,3/3/2019,Calliope Musicals At Alphaville,Theater,30,18:30,Alphaville,"140 Wilson Avenue, Brooklyn",
New York,3/3/2019,Chaos Theory,Theater,35,16:00,Caveat,21 A Clinton Street,
New York,3/3/2019,Dead End Comedy Show,Theater,45,16:30,Erv's,"2122 Beekman Place, Brooklyn",
New York,3/3/2019,Drama Group,Theater,60,19:00,Marlene Meyerson JCC Manhattan,334 Amsterdam Avenue,
New York,3/3/2019,Drunk Shakespeare,Theater,30,16:00,The Lounge,777 8th Avenue,
New York,3/3/2019,Drunken Shakespeare,Theater,25,18:30,Bar Nine,807 9th Avenue,
New York,3/3/2019,Frances Ruffelle,Theater,60,16:00,The Green Room 42,570 10th Avenue,
Phoenix,3/9/2019,Dodie,Music,55,17:00,The Van Buren,401 West Van Buren Street,
Phoenix,3/9/2019,Dreamers,Music,45,16:30,The Van Buren,401 West Van Buren Street,
Phoenix,3/9/2019,Gus Dapperton,Music,25,16:00,The Van Buren,401 West Van Buren Street,
Phoenix,3/9/2019,Motion City Soundtrack,Music,60,17:00,The Van Buren,401 West Van Buren Street,
Phoenix,3/9/2019,Oliver Tree,Music,20,16:00,The Van Buren,401 West Van Buren Street,
Phoenix,3/9/2019,Steve Hackett,Music,50,16:30,The Van Buren,401 West Van Buren Street,
Phoenix,3/9/2019,Tash Sultana,Music,20,19:30,The Van Buren,401 West Van Buren Street,
London,3/9/2019,A Right Royale Tea,Theater,50,19:00,Amba Hotel Charing Cross,Strand,
London,3/9/2019,Becoming The Invisible Woman,Theater,35,18:30,Drayton Arms Theatre,153 Old Brompton Road,
London,3/9/2019,Beyond The Blue,Theater,35,19:30,Poplar Union,2 Cotall Street,
London,3/9/2019,Boat Show Comedy Club,Theater,35,19:30,The Boat Show Comedy Club,"Salsa! Temple, Ps Tattershall Castle, Temple Station, Victoria Embankment",
London,3/9/2019,Boris Rex,Theater,30,19:30,Tristan Bates Theatre,1A Tower Street,
London,3/9/2019,Caspa Arts Collaborative Theatre,Theater,30,17:00,Drayton Arms Theatre,153 Old Brompton Road,
London,3/9/2019,Club Briefs,Theater,20,17:00,Wonderground,337-338 Belvedere Road,
London,3/9/2019,Daniel Kitson,Theater,40,16:00,Dulwich Hamlet Football Club,"Champion Hill Stadium, Edgar Kail Way",
London,3/9/2019,Drama,Theater,35,18:00,Oslo Hackney,1A Amhurst Road,
New York,3/3/2019,Black Uhuru,Music,45,16:00,Sony Hall,235 West 46th Street,
New York,3/3/2019,Blackbear,Music,35,18:00,Pier 17,89 South Street,
New York,3/3/2019,Buddy Guy,Music,50,16:00,Sony Hall,235 West 46th Street,
New York,3/3/2019,Crystal Method,Music,60,16:00,Warsaw,"261 Driggs Avenue, Brooklyn",
