address_of_location,category,city_of_event,date,event_location,event_name,subcategory,time,number_of_seats
1600 Exposition Boulevard,Sports,Sacramento,3/6/2019,Papa Murphy's Park,Republic Vs Toros,Football,18:30,
1600 Exposition Boulevard,,Sacramento,3/6/2019,Papa Murphy's Park,Republic Vs Toros,,18:30,
3911 Figueroa Street,,Los Angeles,3/7/2019,LA Memorial Coliseum,Usc Vs Ucla,,18:00,
401 East Jefferson Street,,Phoenix,3/3/2019,Chase Field,Arizona Vs La Dodgers,,18:00,
29 East Allen Street,Music,Philadelphia,3/10/2019,The Fillmore Philadelphia,Conan Gray,Pop,19:30,
29 East Allen Street,Music,Philadelphia,3/10/2019,The Fillmore Philadelphia,Nav With Killy,Hip Hop,18:00,
1 Citizens Bank Way,Sports,Philadelphia,3/10/2019,Citizens Bank Park,Phillies Vs Diamondbacks,Baseball,19:00,
1 Blue Jays Way,,Toronto,3/13/2019,Rogers Centre,Blue Jays Vs Astros,,18:30,
1060 West Addison Street,Sports,Chicago,3/7/2019,Wrigley Field,Cubs Vs Padres,Baseball,18:30,
333 West 35th Street,Sports,Chicago,3/7/2019,Guaranteed Rate Field,White Sox Vs Angels,Baseball,18:00,
333 West 35th Street,Sports,Chicago,3/7/2019,Guaranteed Rate Field,White Sox Vs Twins,Baseball,18:30,
1 Blue Jays Way,,Toronto,3/8/2019,Rogers Centre,Blue Jays Vs Braves,,20:00,
5500 Phinney Avenue North,,Seattle,3/1/2019,Flamingo Lot,Cody Johnson,,18:30,
1422 Southwest 11th Avenue,,Portland,3/5/2019,The Old Church Concert Hall,Damien Jurado,,19:30,
235 West 46th Street,Music,New York,3/13/2019,Sony Hall,Shanice,Blues,19:00,
235 West 46th Street,Music,New York,3/13/2019,Sony Hall,Vivian Green,Blues,18:30,
89 South Street,,New York,3/13/2019,Pier 17,Greensky Bluegrass,,19:00,
123-01 Roosevelt Avenue,,New York,3/10/2019,Citi Field,Mets Vs Braves,,19:30,
1111 South Figueroa Street,Sports,Los Angeles,3/6/2019,STAPLES Center,Sparks Vs Storm,Basketball,19:00,
1111 South Figueroa Street,,Los Angeles,3/7/2019,STAPLES Center,Sparks Vs Mystics,,18:00,
123-01 Roosevelt Avenue,,New York,3/8/2019,Citi Field,Mets Vs Indians,,19:30,
"261 Driggs Avenue, Brooklyn",,New York,3/13/2019,Warsaw,Amber Run Brooklyn,,19:30,
"104 N. Ave 56, 2nd Floor",,Los Angeles,3/8/2019,Lodge Room,Bill Callahan,,20:30,
3608 33rd Street,Music,New York,3/12/2019,Melrose Ballroom,Esscalation Music Festival,Electronica,20:00,
3608 33rd Street,,New York,3/12/2019,Melrose Ballroom,Esscalation Music Festival,,20:00,
3911 Figueroa Street,,Los Angeles,3/12/2019,LA Memorial Coliseum,Rams Vs Cardinals,,18:00,
"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",Music,New York,3/9/2019,BAM Howard Gilman Opera House,Madonna Brooklyn,Pop,20:30,
100 Park Boulevard,Sports,San Diego,3/8/2019,Petco Park,Padres Vs Brewers,Baseball,18:30,
100 Park Boulevard,Sports,San Diego,3/8/2019,Petco Park,Padres Vs Orioles,Baseball,20:00,
100 Park Boulevard,Sports,San Diego,3/8/2019,Petco Park,Padres Vs Rays,Baseball,18:30,
100 Park Boulevard,,San Diego,3/8/2019,Petco Park,Padres Vs Brewers,,18:30,
1530 Disneyland Monrail System,Music,Anaheim,3/4/2019,Crossroads at House of Blues Anaheim,Brown Sabbath,Funk,19:00,
1530 Disneyland Monrail System,,Anaheim,3/4/2019,Crossroads at House of Blues Anaheim,Brown Sabbath,,19:00,
1111 South Figueroa Street,,Los Angeles,3/8/2019,STAPLES Center,Sparks Vs Lynx,,20:00,
401 East Jefferson Street,,Phoenix,3/9/2019,Chase Field,Arizona Vs Milwaukee,,20:00,
2000 East Gene Autry Way,,Anaheim,3/2/2019,Angel Stadium of Anaheim,Angels Vs Astros,,18:30,
"64 North 9th Street, Brooklyn",,New York,3/11/2019,Rough Trade NYC,Crooked Colours,,19:30,
2901 East Hastings Street,,Vancouver,3/3/2019,PNE Amphitheatre,Billy Idol,,18:30,
1060 West Addison Street,Sports,Chicago,3/6/2019,Wrigley Field,Cubs Vs Giants,Baseball,19:30,
333 West 35th Street,Sports,Chicago,3/6/2019,Guaranteed Rate Field,White Sox Vs Astros,Baseball,18:30,
333 West 35th Street,Sports,Chicago,3/6/2019,Guaranteed Rate Field,White Sox Vs Indians,Baseball,20:00,
333 West 35th Street,Sports,Chicago,3/6/2019,Guaranteed Rate Field,White Sox Vs Tigers,Baseball,19:30,
333 West 35th Street,Sports,Chicago,3/6/2019,Guaranteed Rate Field,White Sox Vs Twins,Baseball,20:00,
"141 Prospect Park West, Brooklyn",,New York,3/9/2019,Prospect Park Bandshell,Jason Isbell,,18:00,
3911 Figueroa Street,,Los Angeles,3/3/2019,LA Memorial Coliseum,Trojans Vs Bulldogs,,20:30,
401 East Jefferson Street,Sports,Phoenix,3/13/2019,Chase Field,Arizona Vs La Dodgers,Baseball,19:00,
401 East Jefferson Street,Sports,Phoenix,3/13/2019,Chase Field,Diamondbacks Vs Giants,Baseball,20:00,
401 East Jefferson Street,Sports,Phoenix,3/13/2019,Chase Field,Diamondbacks Vs Mets,Baseball,19:30,
401 East Jefferson Street,Sports,Phoenix,3/13/2019,Chase Field,Diamondbacks Vs Nationals,Baseball,20:00,
401 East Jefferson Street,Sports,Phoenix,3/13/2019,Chase Field,Diamondbacks Vs Orioles,Baseball,18:00,
401 East Jefferson Street,,Phoenix,3/13/2019,Chase Field,Arizona Vs La Dodgers,,19:00,
1600 Exposition Boulevard,Sports,Sacramento,3/13/2019,Papa Murphy's Park,Republic Vs Toros,Football,20:00,
1600 Exposition Boulevard,,Sacramento,3/13/2019,Papa Murphy's Park,Republic Vs Toros,,20:00,
1422 Southwest 11th Avenue,Music,Portland,3/3/2019,The Old Church Concert Hall,Damien Jurado,Blues,19:30,
1016-1098 North Center Court Street,Music,Portland,3/3/2019,Theater Of The Clouds,Hozier,Blues,19:00,
1 Lincoln Financial Field Way,,Philadelphia,3/9/2019,Lincoln Financial Field,Owls Vs Bison,,20:30,
800 Occidental Avenue South,,Seattle,3/6/2019,CenturyLink Field,Sounders Vs Timbers,,19:00,
1280 Peachtree Street Northeast,,Atlanta,3/1/2019,Atlanta Symphony Orchestra,Emmylou Harris,,18:00,
777 Valencia Street,,San Francisco,3/8/2019,The Chapel,Remo Drive,,18:30,
2047 North Milwaukee Avenue,Music,Chicago,3/10/2019,Concord Music Hall,New Found Glory,Pop,19:00,
2033 West North Avenue,Music,Chicago,3/10/2019,Chop Shop,The Buttertones,Rock,20:00,
1 AMB Drive Northwest,Sports,Atlanta,3/10/2019,Mercedes-Benz Stadium,Falcons Vs Jaguars,American Football,19:00,
755 Hank Aaron Drive Southeast,Sports,Atlanta,3/10/2019,Georgia State Stadium,Panthers Vs Jaguars,Basketball,19:00,
1 AMB Drive Northwest,Sports,Atlanta,3/10/2019,Mercedes-Benz Stadium,United Vs Revolution,Football,20:00,
177 North Avenue Northwest,Sports,Atlanta,3/10/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Bulls,American Football,18:30,
177 North Avenue Northwest,Sports,Atlanta,3/10/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Hokies,American Football,19:30,
177 North Avenue Northwest,Sports,Atlanta,3/10/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Panthers,American Football,19:30,
1 AMB Drive Northwest,,Atlanta,3/10/2019,Mercedes-Benz Stadium,Falcons Vs Jaguars,,19:00,
3800 Montlake Boulevard Northeast,,Seattle,3/6/2019,Husky Stadium,Huskies Vs Utes,,18:30,
5500 Campanile Drive,,San Diego,3/5/2019,Cal Coast Credit Union Amphitheater,Hozier,,19:30,
401 West Van Buren Street,Music,Phoenix,3/10/2019,The Van Buren,Greensky Bluegrass,Blues,19:00,
401 West Van Buren Street,Music,Phoenix,3/10/2019,The Van Buren,Johnnyswim,Blues,18:30,
130 North Central Avenue,Music,Phoenix,3/10/2019,Valley Bar,The Chats,Rock,18:30,
401 West Van Buren Street,Music,Phoenix,3/10/2019,The Van Buren,The Drums,Pop,20:00,
319 Main Street,Music,Vancouver,3/10/2019,Imperial Vancouver,Last Dinosaurs,Electronica,19:30,
2901 East Hastings Street,Music,Vancouver,3/10/2019,PNE Amphitheatre,Styx,Rock,18:30,
1016-1098 North Center Court Street,,Portland,3/2/2019,Theater Of The Clouds,Bryan Adams,,20:30,
2901 East Hastings Street,Music,Vancouver,3/8/2019,PNE Amphitheatre,Zz Top,Blues,20:00,
89 South Street,Music,New York,3/12/2019,Pier 17,Ben Harper,Blues,18:30,
235 West 46th Street,Music,New York,3/12/2019,Sony Hall,Buddy Guy,Blues,18:30,
"1 Tennis Place, Forest Hills",Music,New York,3/12/2019,Forest Hills Stadium,Chemical Brothers,Rock,19:30,
235 West 46th Street,Music,New York,3/12/2019,Sony Hall,Harlem Gospel Choir,Christian,18:00,
"141 Prospect Park West, Brooklyn",Music,New York,3/12/2019,Prospect Park Bandshell,Jason Isbell,Country,20:00,
"1 Tennis Place, Forest Hills",Music,New York,3/12/2019,Forest Hills Stadium,Jethro Tull,Rock,18:00,
235 West 46th Street,Music,New York,3/12/2019,Sony Hall,Lyfe Jennings,Blues,18:00,
"Peter Jay Sharp Building, 30 Lafayette Avenue, Brooklyn",Music,New York,3/12/2019,BAM Howard Gilman Opera House,Madonna Brooklyn,Pop,19:00,
89 South Street,,New York,3/12/2019,Pier 17,Ben Harper,,18:30,
1720 East 16th Street,Music,Los Angeles,3/2/2019,1720(tm),Gloryhammer,Rock,20:30,
1234 West 7th Street,Music,Los Angeles,3/2/2019,The Teragram Ballroom,Murder City Devils,Rock,20:30,
29 East Allen Street,,Philadelphia,3/2/2019,The Fillmore Philadelphia,Nav With Killy,,18:00,
1530 Disneyland Monrail System,Music,Anaheim,3/2/2019,Crossroads at House of Blues Anaheim,Brown Sabbath,Funk,20:30,
1530 Disneyland Monrail System,,Anaheim,3/2/2019,Crossroads at House of Blues Anaheim,Brown Sabbath,,20:30,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/8/2019,Lincoln Financial Field,Owls Vs Huskies,American Football,19:00,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/8/2019,Lincoln Financial Field,Owls Vs Tigers,American Football,18:00,
1 Lincoln Financial Field Way,,Philadelphia,3/8/2019,Lincoln Financial Field,Owls Vs Huskies,,19:00,
178 Junction Road,Music,London,3/7/2019,Boston Music Room,Beyond The Black,Rock,18:00,
Town Hall Parade,Music,London,3/7/2019,Electric Brixton,Wallows,Rock,19:30,
Town Hall Parade,,London,3/7/2019,Electric Brixton,Wallows,,19:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/4/2019,The Foundry,Girl In Red,Pop,18:30,
858 North Broad Street,Music,Philadelphia,3/4/2019,The Met Philadelphia,Toto,Pop,20:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/4/2019,The Foundry,Tuxedo,Pop,20:30,
29 East Allen Street 2nd Floor,,Philadelphia,3/4/2019,The Foundry,Girl In Red,,18:30,
3939 South Figueroa Street,Sports,Los Angeles,3/8/2019,Banc of California Stadium,Lafc Vs Atlanta United,Football,18:30,
3911 Figueroa Street,Sports,Los Angeles,3/8/2019,LA Memorial Coliseum,Rams Vs Cardinals,American Football,19:00,
2891 University Avenue,Music,San Diego,3/6/2019,The Observatory North Park,Aly And Aj,Pop,20:00,
5500 Campanile Drive,Music,San Diego,3/6/2019,Cal Coast Credit Union Amphitheater,Greta Van Fleet,Blues,20:30,
3090 Polk Avenue,Music,San Diego,3/6/2019,The Irenic,Pup,Rock,19:00,
2891 University Avenue,Music,San Diego,3/6/2019,The Observatory North Park,The Hives,Rock,20:00,
2891 University Avenue,Music,San Diego,3/6/2019,The Observatory North Park,Tuxedo,Pop,19:30,
5500 Campanile Drive,Music,San Diego,3/6/2019,Cal Coast Credit Union Amphitheater,Vampire Weekend,Pop,18:30,
24 Willie Mays Plaza,Sports,San Francisco,3/2/2019,Oracle Park,Giants Vs Dodgers,Baseball,19:00,
24 Willie Mays Plaza,Sports,San Francisco,3/2/2019,Oracle Park,Giants Vs Marlins,Baseball,20:00,
24 Willie Mays Plaza,Sports,San Francisco,3/2/2019,Oracle Park,Giants Vs Nationals,Baseball,18:00,
401 East Jefferson Street,Sports,Phoenix,3/1/2019,Chase Field,Diamondbacks Vs Brewers,Baseball,18:00,
401 East Jefferson Street,Sports,Phoenix,3/1/2019,Chase Field,Diamondbacks Vs Cardinals,Baseball,19:30,
401 East Jefferson Street,Sports,Phoenix,3/1/2019,Chase Field,Diamondbacks Vs Marlins,Baseball,20:30,
401 East Jefferson Street,Sports,Phoenix,3/1/2019,Chase Field,Diamondbacks Vs Orioles,Baseball,18:00,
401 East Jefferson Street,Sports,Phoenix,3/1/2019,Chase Field,Diamondbacks Vs Reds,Baseball,18:30,
319 Main Street,Music,Vancouver,3/2/2019,Imperial Vancouver,Last Dinosaurs,Electronica,20:00,
5500 Campanile Drive,Music,San Diego,3/1/2019,Cal Coast Credit Union Amphitheater,Alejandro Sanz,International,18:30,
5500 Campanile Drive,Music,San Diego,3/1/2019,Cal Coast Credit Union Amphitheater,Bastille,Pop,20:30,
5500 Campanile Drive,Music,San Diego,3/1/2019,Cal Coast Credit Union Amphitheater,Jon Bellion,Hip Hop,19:00,
5500 Campanile Drive,Music,San Diego,3/1/2019,Cal Coast Credit Union Amphitheater,Lizzo,Hip Hop,19:00,
2891 University Avenue,Music,San Diego,3/1/2019,The Observatory North Park,Local Natives,Rock,20:30,
2891 University Avenue,Music,San Diego,3/1/2019,The Observatory North Park,The Struts,Rock,20:30,
2891 University Avenue,Music,San Diego,3/1/2019,The Observatory North Park,Through The Roots,International,18:30,
5500 Campanile Drive,Music,San Diego,3/1/2019,Cal Coast Credit Union Amphitheater,Vampire Weekend,Pop,19:30,
1100 Oak Drive SE,Sports,Washington D.C.,3/3/2019,Entertainment & Sports Arena,Washington Vs Ny Liberty,Basketball,18:30,
29 East Allen Street,Music,Philadelphia,3/1/2019,The Fillmore Philadelphia,Blueface,Hip Hop,20:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/1/2019,The Foundry,Don Broco,Rock,20:30,
29 East Allen Street,Music,Philadelphia,3/1/2019,The Fillmore Philadelphia,Nav With Killy,Hip Hop,18:00,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/1/2019,The Foundry,Northlane,Rock,20:00,
1200 Callowhill Street,Music,Philadelphia,3/1/2019,Underground Arts,The Melvins,Rock,20:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/1/2019,The Foundry,Tuxedo,Pop,18:30,
50 Upper Alabama Street,Music,Atlanta,3/4/2019,Kenny's Alley,Gorgasm,Rock,19:00,
50 Upper Alabama Street,Music,Atlanta,3/4/2019,Kenny's Alley,Taking Back Sunday,Rock,19:00,
1374 West Peachtree Street Northwest,Music,Atlanta,3/4/2019,The Loft,The Cinematic Orchestra,Electronica,19:00,
755 Hank Aaron Drive Southeast,Sports,Atlanta,3/4/2019,Georgia State Stadium,Panthers Vs Paladins,Basketball,19:00,
755 Hank Aaron Drive Southeast,Sports,Atlanta,3/4/2019,Georgia State Stadium,Panthers Vs Trojans,Basketball,18:00,
"740 Water Street Southwest, Washington, District of Columbia 20024, United States",Music,Washington D.C.,3/9/2019,Union Stage,Carbon Leaf,Blues,19:30,
"2700 F Street Northwest, Washington, District of Columbia 20566, United States",Music,Washington D.C.,3/9/2019,Family Theater,Freestyle Love Supreme,Hip Hop,18:00,
"33 Pearl Street Southwest, Washington, District of Columbia 20024, United States",Music,Washington D.C.,3/9/2019,Pearl Street Warehouse,Nicole Belanus Washington,Blues,18:00,
3421 Cleveland Avenue,,Santa Rosa,3/12/2019,The Sandman Hotel,Huichica Music Festival,,19:30,
1030 Main Street,,Napa,3/1/2019,Blue Note Napa,Water Seed,,18:30,
2367 Shattuck Avenue,,Berkeley,3/11/2019,Cornerstone Craft Beer & Live Music,The Original Wailers,,20:00,
777 Valencia Street,,San Francisco,3/12/2019,The Chapel,Remo Drive,,19:00,
420 Mason Street,,San Francisco,3/2/2019,August Hall,Electric Feels,,20:30,
420 Mason Street,,San Francisco,3/14/2019,August Hall,Electric Feels,,20:00,
2367 Shattuck Avenue,,Berkeley,3/12/2019,Cornerstone Craft Beer & Live Music,Chris Webby,,20:30,
2367 Shattuck Avenue,,Berkeley,3/2/2019,Cornerstone Craft Beer & Live Music,Chris Webby,,18:00,
24 Willie Mays Plaza,,San Francisco,3/8/2019,Oracle Park,Giants Vs Cardinals,,18:30,
24 Willie Mays Plaza,,San Francisco,3/9/2019,Oracle Park,Giants Vs Nationals,,20:00,
24 Willie Mays Plaza,,San Francisco,3/5/2019,Oracle Park,Giants Vs Phillies,,20:30,
500 Terry A Francois Boulevard Suite 73,,San Francisco,3/3/2019,Chase Center Experience,Celine Dion,,18:00,
2367 Shattuck Avenue,,Berkeley,3/12/2019,Cornerstone Craft Beer & Live Music,Phutureprimitive,,20:30,
"Brisbane, California 94005, United States",,Brisbane,3/7/2019,Brisbane Community Park,Star City Music Festival,,19:00,
7000 Coliseum Way,,Oakland,3/2/2019,Oakland-Alameda County Coliseum,Raiders Vs Lions,,19:30,
1030 Main Street,,Napa,3/3/2019,Blue Note Napa,Mandy Harvey,,20:30,
24 Willie Mays Plaza,,San Francisco,3/10/2019,Oracle Park,Giants Vs Marlins,,20:30,
1030 Main Street,,Napa,3/12/2019,Blue Note Napa,Water Seed,,18:30,
2367 Shattuck Avenue,,Berkeley,3/13/2019,Cornerstone Craft Beer & Live Music,Chris Webby,,19:00,
500 Terry A Francois Boulevard Suite 73,,San Francisco,3/11/2019,Chase Center Experience,Cher,,20:00,
2367 Shattuck Avenue,,Berkeley,3/7/2019,Cornerstone Craft Beer & Live Music,Jonathan Mcreynolds,,20:30,
24 Willie Mays Plaza,,San Francisco,3/6/2019,Oracle Park,Giants Vs Dodgers,,18:00,
24 Willie Mays Plaza,,San Francisco,3/5/2019,Oracle Park,Giants Vs Phillies,,19:30,
3421 Cleveland Avenue,,Santa Rosa,3/2/2019,The Sandman Hotel,Huichica Music Festival,,20:00,
7000 Coliseum Way,,Oakland,3/10/2019,Oakland-Alameda County Coliseum,Raiders Vs Lions,,19:00,
500 Terry A Francois Boulevard Suite 73,,San Francisco,3/6/2019,Chase Center Experience,Celine Dion,,19:00,
420 Mason Street,,San Francisco,3/5/2019,August Hall,Allan Rayman,,20:30,
1145 Coleman Avenue,,San Jose,3/11/2019,Avaya Stadium,Cruz Azul Vs Atlas,,19:30,
201 Van Ness Avenue,,San Francisco,3/13/2019,San Francisco Symphony,Carmina Burana,,20:30,
"Brisbane, California 94005, United States",,Brisbane,3/10/2019,Brisbane Community Park,Star City Music Festival,,20:30,
2227 Piedmont Avenue,,Berkeley,3/2/2019,California Memorial Stadium,Golden Bears Vs Cougars,,20:30,
201 Van Ness Avenue,,San Francisco,3/6/2019,San Francisco Symphony,Carmina Burana,,20:30,
1 East 161 Street,,New York,3/12/2019,Yankee Stadium,Nycfc Vs Dynamo,,18:30,
1 East 161 Street,,New York,3/10/2019,Yankee Stadium,Yankees Vs Orioles,,19:00,
333 West 35th Street,,Chicago,3/10/2019,Guaranteed Rate Field,White Sox Vs Twins,,18:30,
1844 Southwest Morrison Street,,Portland,3/5/2019,Providence Park,Timbers Vs Dc United,,18:00,
401 East Jefferson Street,,Phoenix,3/3/2019,Chase Field,Diamondbacks Vs Reds,,20:00,
1 Blue Jays Way,,Toronto,3/9/2019,Rogers Centre,Blue Jays Vs Rangers,,20:30,
177 North Avenue Northwest,,Atlanta,3/7/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Bulldogs,,19:30,
401 East Jefferson Street,,Phoenix,3/7/2019,Chase Field,Arizona Vs Milwaukee,,20:00,
29 East Allen Street 2nd Floor,,Philadelphia,3/7/2019,The Foundry,Lights,,18:30,
"1 Tennis Place, Forest Hills",,New York,3/2/2019,Forest Hills Stadium,Jethro Tull,,18:30,
1280 Peachtree Street Northeast,,Atlanta,3/2/2019,Atlanta Symphony Orchestra,Emmylou Harris,,20:00,
1 Lincoln Financial Field Way,,Philadelphia,3/8/2019,Lincoln Financial Field,Owls Vs Knights,,20:30,
235 West 46th Street,,New York,3/6/2019,Sony Hall,Vertical Horizon,,19:30,
401 East Jefferson Street,,Phoenix,3/10/2019,Chase Field,Diamondbacks Vs Cardinals,,20:00,
2891 University Avenue,,San Diego,3/2/2019,The Observatory North Park,Local Natives,,19:30,
1021 Peachtree Street Northeast,,Atlanta,3/5/2019,Ravine,Bonobo,,20:30,
1 East 161 Street,,New York,3/12/2019,Yankee Stadium,Nycfc Vs Timbers,,18:30,
1720 East 16th Street,,Los Angeles,3/6/2019,1720(tm),Spose,,20:30,
2047 North Milwaukee Avenue,,Chicago,3/10/2019,Concord Music Hall,New Found Glory,,19:00,
178 Junction Road,,London,3/3/2019,Boston Music Room,Crystal Lake,,19:30,
1250 1st Avenue South,,Seattle,3/12/2019,T-Mobile Park,Mariners Vs Angels,,20:00,
3090 Polk Avenue,,San Diego,3/4/2019,The Irenic,Pup,,18:00,
1000 Vin Scully Ave,,Los Angeles,3/11/2019,Dodger Stadium,Dodgers Vs Cubs,,19:00,
29 East Allen Street,,Philadelphia,3/2/2019,The Fillmore Philadelphia,Lauv,,19:30,
1 AMB Drive Northwest,,Atlanta,3/13/2019,Mercedes-Benz Stadium,United Vs Earthquakes,,20:30,
123-01 Roosevelt Avenue,,New York,3/2/2019,Citi Field,Mets Vs Dodgers,,19:00,
1 Lincoln Financial Field Way,Sports,Philadelphia,3/13/2019,Lincoln Financial Field,Owls Vs Bison,American Football,18:00,
1100 Valley House Drive,Music,Rohnert Park,3/13/2019,SOMO Village Event Center,Aaron Lewis,Country,20:30,
"1 Tennis Place, Forest Hills",Music,New York,3/14/2019,Forest Hills Stadium,Jojo Siwa,Pop,18:00,
3911 Figueroa Street,Sports,Los Angeles,3/3/2019,LA Memorial Coliseum,Rams Vs Cardinals,American Football,18:30,
3911 Figueroa Street,Sports,Los Angeles,3/3/2019,LA Memorial Coliseum,Usc Vs Oregon,American Football,18:00,
3911 Figueroa Street,Sports,Los Angeles,3/3/2019,LA Memorial Coliseum,Usc Vs Ucla,American Football,18:30,
2901 East Hastings Street,Music,Vancouver,3/14/2019,PNE Amphitheatre,Styx,Rock,18:00,
625 Nelson Road,Sports,Stanford,3/9/2019,Stanford Stadium,Cardinal Vs Wildcats,American Football,18:00,
1111 South Figueroa Street,Sports,Los Angeles,3/6/2019,STAPLES Center,Sparks Vs Mystics,Basketball,20:00,
1 Blue Jays Way,Sports,Toronto,3/10/2019,Rogers Centre,Blue Jays Vs Braves,Baseball,20:30,
1 Blue Jays Way,Sports,Toronto,3/10/2019,Rogers Centre,Blue Jays Vs Rangers,Baseball,20:30,
170 Princes' Boulevard,Sports,Toronto,3/10/2019,BMO Field,Toronto Fc Vs Crew,Football,19:00,
170 Princes' Boulevard,Sports,Toronto,3/10/2019,BMO Field,Toronto Fc Vs Impact,Football,20:30,
1517 21st Street,Music,Sacramento,3/3/2019,Holy Diver,Yunger,Electronica,18:30,
178 Junction Road,Music,London,3/12/2019,Boston Music Room,Crystal Lake,Rock,19:30,
451 Queensbridge Road,Music,London,3/12/2019,The Victoria Dalston,Imperial Daze,Pop,19:00,
1844 Southwest Morrison Street,Sports,Portland,3/1/2019,Providence Park,Timbers Vs Earthquakes,Football,20:00,
100 Potomac Avenue Southwest,Sports,Washington D.C.,3/9/2019,Audi Field,Dc United Vs Revolution,Football,20:00,
2400 East Capitol Street Southeast,Sports,Washington D.C.,3/9/2019,RFK Stadium,El Salvador Vs Haiti,Football,20:00,
601 F Street Northwest,Sports,Washington D.C.,3/9/2019,Capital One Arena,Mystics Vs Sky,Basketball,20:00,
1100 Oak Drive SE,Sports,Washington D.C.,3/9/2019,Entertainment & Sports Arena,Mystics Vs Sun,Basketball,18:30,
1500 South Capitol Street Southeast,Sports,Washington D.C.,3/9/2019,Nationals Park,Nationals Vs Rockies,Baseball,20:00,
"740 Water Street Southwest, Washington, District of Columbia 20024, United States",,Washington D.C.,3/9/2019,Union Stage,Carbon Leaf,,19:30,
235 West 46th Street,,New York,3/10/2019,Sony Hall,Harlem Gospel Choir,,19:30,
1530 Disneyland Monrail System,Music,Anaheim,3/8/2019,Crossroads at House of Blues Anaheim,Brown Sabbath,Funk,19:00,
1530 Disneyland Monrail System,,Anaheim,3/8/2019,Crossroads at House of Blues Anaheim,Brown Sabbath,,19:00,
2891 University Avenue,Music,San Diego,3/4/2019,The Observatory North Park,Tuxedo,Pop,19:00,
5500 Campanile Drive,Music,San Diego,3/10/2019,Cal Coast Credit Union Amphitheater,Vampire Weekend,Pop,18:00,
2891 University Avenue,,San Diego,3/13/2019,The Observatory North Park,Aly And Aj,,18:30,
401 East Jefferson Street,,Phoenix,3/1/2019,Chase Field,Arizona Vs La Dodgers,,18:00,
100 California Drive,Music,Yountville,3/6/2019,Napa Valley Performing Arts Center,Todd Rundgren,Pop,18:00,
100 California Drive,,Yountville,3/6/2019,Napa Valley Performing Arts Center,Todd Rundgren,,18:00,
401 West Van Buren Street,Music,Phoenix,3/3/2019,The Van Buren,Anberlin,Rock,20:00,
401 West Van Buren Street,Music,Phoenix,3/3/2019,The Van Buren,Tash Sultana,Rock,20:00,
401 West Van Buren Street,Music,Phoenix,3/3/2019,The Van Buren,The Drums,Pop,19:30,
401 West Van Buren Street,,Phoenix,3/3/2019,The Van Buren,Anberlin,,20:00,
1 AMB Drive Northwest,Sports,Atlanta,3/1/2019,Mercedes-Benz Stadium,Falcons Vs Jaguars,American Football,20:00,
1 AMB Drive Northwest,Sports,Atlanta,3/1/2019,Mercedes-Benz Stadium,Falcons Vs Redskins,American Football,18:30,
755 Hank Aaron Drive Southeast,Sports,Atlanta,3/1/2019,Georgia State Stadium,Panthers Vs Mountaineers,Basketball,18:00,
755 Hank Aaron Drive Southeast,Sports,Atlanta,3/1/2019,Georgia State Stadium,Panthers Vs Paladins,Basketball,20:30,
177 North Avenue Northwest,Sports,Atlanta,3/1/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Hokies,American Football,20:30,
177 North Avenue Northwest,Sports,Atlanta,3/1/2019,Bobby Dodd Stadium at Historic Grant Field,Yellow Jackets Vs Wolfpack,American Football,18:30,
1 AMB Drive Northwest,,Atlanta,3/1/2019,Mercedes-Benz Stadium,Falcons Vs Jaguars,,20:00,
1 AMB Drive Northwest,Sports,Atlanta,3/9/2019,Mercedes-Benz Stadium,Falcons Vs Rams,American Football,18:30,
1 AMB Drive Northwest,,Atlanta,3/9/2019,Mercedes-Benz Stadium,Falcons Vs Rams,,18:30,
170 Princes' Boulevard,Sports,Toronto,3/9/2019,BMO Field,Toronto Vs Ottawa,Football,20:30,
170 Princes' Boulevard,,Toronto,3/8/2019,BMO Field,Toronto Fc Vs Crew,,20:30,
1111 South Figueroa Street,Sports,Los Angeles,3/2/2019,STAPLES Center,Sparks Vs Lynx,Basketball,20:00,
3911 Figueroa Street,Sports,Los Angeles,3/2/2019,LA Memorial Coliseum,Trojans Vs Bulldogs,American Football,20:30,
1000 Vin Scully Ave,,Los Angeles,3/2/2019,Dodger Stadium,Dodgers Vs Giants,,19:30,
29 East Allen Street 2nd Floor,Music,Philadelphia,3/3/2019,The Foundry,Don Broco,Rock,20:00,
1200 Callowhill Street,Music,Philadelphia,3/3/2019,Underground Arts,Hot Water Music,Rock,18:30,
